id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isGoal,isShot,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2365419759.0,2.0,0.0,0.0,264.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2365419787.0,2.0,0.0,0.0,251.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2365598293.0,754.0,0.0,0.0,251.0,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2365598399.0,766.0,0.0,0.0,264.0,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2365327627.0,1.0,0.0,0.0,251.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'JerseyNumber', 'TeamFormation', 'PlayerPosition', 'TeamPlayerFormation', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2365329291.0,1.0,0.0,0.0,264.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'TeamPlayerFormation', 'PlayerPosition', 'TeamFormation', 'JerseyNumber', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2365420041.0,3.0,0.0,0.0,264.0,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,241843.0,33.495,42.636,,,,,,,,,,95.0,Joel Tagueu,False,Maritimo,Santa Clara,-0.003741359999999999
2365420113.0,4.0,0.0,2.0,264.0,33.39,42.568000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,422003.0,30.135,62.83200000000001,,,,,,,,,,16.0,Diogo Mendes,False,Maritimo,Santa Clara,-0.0013280300000000009
,,0.0,2.0,,30.135,62.83200000000001,,,Carry,,,,,329366.0,26.040000000000006,65.28,,,,,,,,,,94.0,Vitor Costa,False,Maritimo,Santa Clara,-0.0013280500000000008
2365420257.0,5.0,0.0,6.0,264.0,26.040000000000006,65.28,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'Length', 'PassEndY', 'Angle']","[91, 119, 117, 30, 36, 38, 216, 218]",True,329366.0,56.7,65.07600000000001,,,,,,,,,,94.0,Vitor Costa,True,Maritimo,Santa Clara,0.00628742
,,0.0,6.0,,56.7,65.07600000000001,,,Carry,,,,,114188.0,53.655,63.036000000000016,,,,,,,,,,93.0,Henrique,False,Maritimo,Santa Clara,0.0
2365420069.0,3.0,0.0,7.0,251.0,51.975,5.372000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'Defensive']","[91, 60]",True,271550.0,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2365420277.0,6.0,0.0,7.0,264.0,53.655,63.036000000000016,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndY', 'Offensive', 'Angle', 'OppositeRelatedEvent', 'Length', 'PassEndX', 'Zone']","[91, 120, 29, 35, 38, 216, 218]",True,114188.0,53.13,60.724000000000004,,,,,,,,,,93.0,Henrique,False,Maritimo,Santa Clara,0.0
2365420241.0,4.0,0.0,8.0,251.0,40.425,6.256000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'StandingSave', 'PassEndX', 'Zone', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,422199.0,66.15,5.032000000000001,,,,,,,,,,,,True,Maritimo,Santa Clara,0.0061879299999999995
2365420255.0,5.0,0.0,10.0,251.0,60.48,8.364,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,279531.0,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2365420289.0,6.0,0.0,11.0,251.0,60.480000000000004,8.364,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'PassEndX', 'Length', 'StandingSave', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,279531.0,65.625,18.428,,,,,,,,,,,,False,Maritimo,Santa Clara,0.004615360000000002
2365420315.0,7.0,0.0,12.0,251.0,65.94,18.564,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'Zone', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 35, 37, 216, 218]",True,279478.0,59.01000000000001,27.608000000000004,,,,,,,,,,,,False,Maritimo,Santa Clara,-0.002456040000000003
2365420517.0,9.0,0.0,17.0,251.0,54.6,28.492000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Chipped', 'Longball', 'Length', 'Angle', 'Zone', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 119, 117, 124, 127, 205, 36, 38, 217, 218]",True,380616.0,94.185,15.64,,,,,,,,,,,,True,Maritimo,Santa Clara,0.02377464
2365420623.0,10.0,0.0,21.0,251.0,97.54500000000004,15.844,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'RegularPlay', 'PassEndY', 'Zone', 'ShotAssist', 'StandingSave', 'IntentionalAssist', 'Length', 'IntentionalGoalAssist', 'KeyPass']","[91, 92, 100, 119, 117, 30, 123, 205, 40, 46, 52, 35, 37, 217, 218]",True,351562.0,93.45,23.46,,,,,,,,,,,,False,Maritimo,Santa Clara,0.008434170000000005
2365420627.0,11.0,0.0,23.0,251.0,93.345,23.664,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Goal,Successful,"['StandingSave', 'GoalMouthY', 'Zone', 'LowLeft', 'Assisted', 'RelatedEventId', 'IntentionalAssist', 'RightFoot', 'GoalMouthZ', 'BoxRight', 'RegularPlay']","[91, 24, 9, 10, 1, 3, 12, 17, 19, 25]",True,279531.0,,,10.0,351562.0,10.1,52.1,True,True,,,,,,,Maritimo,Santa Clara,
2365422715.0,7.0,1.0,18.0,264.0,52.395,33.93200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'PassEndX', 'StandingSave', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,241843.0,33.495,44.132000000000005,,,,,,,,,,95.0,Joel Tagueu,False,Maritimo,Santa Clara,-0.003741359999999999
,,1.0,18.0,,33.495,44.132000000000005,,,Carry,,,,,121726.0,65.73,63.78400000000002,,,,,,,,,,12.0,Edgar Costa,True,Maritimo,Santa Clara,0.006345979999999999
2365422721.0,8.0,1.0,22.0,264.0,65.73,63.784000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['OppositeRelatedEvent', 'Zone', 'Foul', 'Offensive']","[91, 63]",True,121726.0,,,,,,,,,,,,12.0,Edgar Costa,,Maritimo,Santa Clara,
2365422653.0,12.0,1.0,22.0,251.0,39.27,4.216,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'StandingSave', 'Foul', 'Zone']",[64],False,422199.0,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2365422857.0,9.0,1.0,25.0,264.0,67.515,65.212,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'FreekickTaken', 'Zone', 'PassEndX', 'Angle']","[91, 117, 30, 132, 35, 216, 218]",True,121726.0,49.245,65.212,,,,,,,,,,12.0,Edgar Costa,False,Maritimo,Santa Clara,-0.00496716
,,1.0,25.0,,49.245,65.212,,,Carry,,,,,329366.0,56.38500000000001,64.464,,,,,,,,,,94.0,Vitor Costa,False,Maritimo,Santa Clara,0.002252519999999999
2365422953.0,10.0,1.0,27.0,264.0,56.38500000000001,64.464,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'Length', 'PassEndY', 'StandingSave']","[91, 119, 117, 30, 35, 38, 216, 218]",True,329366.0,53.865,54.80800000000002,,,,,,,,,,94.0,Vitor Costa,False,Maritimo,Santa Clara,0.001382170000000002
,,1.0,27.0,,53.865,54.80800000000002,,,Carry,,,,,422003.0,50.714999999999996,48.07600000000001,,,,,,,,,,16.0,Diogo Mendes,False,Maritimo,Santa Clara,-0.0018268500000000014
2365422989.0,11.0,1.0,29.0,264.0,50.714999999999996,48.07600000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'StandingSave', 'Zone', 'PassEndY', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,422003.0,44.730000000000004,18.632,,,,,,,,,,16.0,Diogo Mendes,False,Maritimo,Santa Clara,0.0
2365423115.0,12.0,1.0,34.0,264.0,44.31,17.408,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'StandingSave', 'Length', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,422005.0,70.455,5.168000000000001,,,,,,,,,,4.0,Matheus Costa,True,Maritimo,Santa Clara,0.00852955
,,1.0,34.0,,70.455,5.168000000000001,,,Carry,,,,,357533.0,82.11,17.34,,,,,,,,,,8.0,Rafik Guitane,True,Maritimo,Santa Clara,0.007330730000000001
2365423219.0,13.0,1.0,40.0,264.0,82.11,17.34,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'ShotAssist', 'IntentionalAssist', 'PassEndY', 'PassEndX', 'Angle', 'StandingSave', 'Length', 'KeyPass']","[91, 119, 117, 30, 123, 205, 40, 46, 35, 37, 217, 218]",True,357533.0,81.69,35.90400000000001,,,,,,,,,,8.0,Rafik Guitane,False,Maritimo,Santa Clara,0.0065612399999999994
,,1.0,40.0,,81.69,35.90400000000001,,,Carry,,,,,241843.0,84.42000000000004,32.708000000000006,,,,,,,,,,95.0,Joel Tagueu,False,Maritimo,Santa Clara,0.0
2365423221.0,14.0,1.0,42.0,264.0,84.42000000000002,32.708000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['Blocked', 'IntentionalAssist', 'GoalMouthZ', 'RelatedEventId', 'BlockedY', 'Zone', 'GoalMouthY', 'OutOfBoxCentre', 'RegularPlay', 'BlockedX', 'RightFoot', 'LowCentre', 'StandingSave', 'Assisted', 'OppositeRelatedEvent']","[91, 10, 2, 3, 11, 12]",True,241843.0,,,13.0,357533.0,19.0,48.8,,True,83.2,48.2,,95.0,Joel Tagueu,,Maritimo,Santa Clara,
2365423225.0,13.0,1.0,42.0,251.0,16.485,36.516000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['OutfielderBlock', 'OppositeRelatedEvent', 'Zone', 'StandingSave']","[91, 58]",True,422199.0,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2365423453.0,14.0,1.0,46.0,251.0,13.334999999999999,63.376000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'Length', 'Zone', 'PassEndY', 'Longball', 'Angle']","[91, 118, 120, 128, 36, 37, 215, 218]",True,279531.0,24.78,68.0,,,,,,,,,,,,False,Maritimo,Santa Clara,0.0006523799999999993
