id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,cardType,relatedEventId,relatedPlayerId,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2400061069.0,2.0,0.0,0.0,288.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Braga,Benfica,
2400061065.0,2.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Braga,Benfica,
2400104283.0,769.0,0.0,0.0,288.0,0.0,0.0,10.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Braga,Benfica,
2400104295.0,1025.0,0.0,0.0,299.0,0.0,0.0,10.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Braga,Benfica,
2400019861.0,1.0,0.0,0.0,288.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'CaptainPlayerId', 'JerseyNumber', 'TeamPlayerFormation', 'TeamFormation', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Braga,Benfica,
2400021051.0,1.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'InvolvedPlayers', 'JerseyNumber', 'PlayerPosition', 'TeamFormation', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Braga,Benfica,
2400061107.0,3.0,0.0,0.0,299.0,52.5,33.93200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'PassEndX', 'Angle', 'StandingSave']","[91, 119, 117, 30, 36, 38, 216, 218]",True,105161.0,53.865,31.96,,,,,,,,,,,,False,Braga,Benfica,0.0020492999999999987
2400195411.0,1029.0,0.0,0.0,299.0,55.65000000000001,33.11600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Angle', 'PassEndX', 'Zone', 'Length']","[91, 117, 30, 35, 37, 216, 218]",True,142318.0,36.225,42.704,,,,,,,,,,,,False,Braga,Benfica,-0.004203539999999999
2400061135.0,4.0,0.0,4.0,299.0,39.585000000000015,41.956,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Chipped', 'Length', 'Longball', 'PassEndY', 'PassEndX', 'Angle', 'Zone']","[91, 120, 124, 128, 36, 38, 217, 218]",True,21778.0,74.44500000000001,0.0,,,,,,,,,,,,True,Braga,Benfica,0.00859483
2400061243.0,4.0,0.0,15.0,288.0,35.385000000000005,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'ThrowIn', 'Angle', 'PassEndX', 'Length', 'Zone', 'Longball']","[91, 212, 36, 38, 216]",True,363935.0,59.745000000000005,65.48400000000001,,,,,,,,,,3.0,Vítor Tormena,True,Braga,Benfica,0.004959369999999999
