id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,cardType,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2332753635.0,2.0,0.0,0.0,8071.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Braga,Tondela,
2332753631.0,2.0,0.0,0.0,288.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Braga,Tondela,
2332765863.0,1060.0,0.0,0.0,288.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Braga,Tondela,
2332765869.0,680.0,0.0,0.0,8071.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Braga,Tondela,
2332741893.0,1.0,0.0,0.0,8071.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'PlayerPosition', 'JerseyNumber', 'InvolvedPlayers', 'TeamPlayerFormation', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Braga,Tondela,
2332742143.0,1.0,0.0,0.0,288.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'TeamFormation', 'TeamPlayerFormation', 'JerseyNumber', 'InvolvedPlayers', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Braga,Tondela,
2332753647.0,3.0,0.0,0.0,288.0,52.605000000000004,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Zone', 'StandingSave', 'Angle']","[90, 116, 29, 34, 36, 215, 217]",True,372828.0,41.37,42.908,,,,,,,,,,9.0,Abel Ruiz,False,Braga,Tondela,-0.00215424
,,0.0,0.0,,41.37,42.908,,,Carry,,,,,318252.0,40.74,45.696000000000005,,,,,,,,,,25.0,Lucas Mineiro,False,Braga,Tondela,0.0
2332753661.0,4.0,0.0,1.0,288.0,40.74,45.696000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'StandingSave', 'Length', 'PassEndX']","[90, 116, 29, 35, 36, 215, 217]",True,318252.0,45.255,64.05600000000001,,,,,,,,,,25.0,Lucas Mineiro,False,Braga,Tondela,-0.0002082999999999998
,,0.0,1.0,,45.255,64.05600000000001,,,Carry,,,,,140118.0,41.37,60.180000000000014,,,,,,,,,,5.0,Nuno Sequeira,False,Braga,Tondela,-0.0012207699999999995
