id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2325187935.0,2.0,0.0,0.0,288.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2325187943.0,2.0,0.0,0.0,107.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2325271147.0,923.0,0.0,0.0,288.0,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2325273741.0,737.0,0.0,0.0,107.0,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2325143275.0,1.0,0.0,0.0,107.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'TeamFormation', 'TeamPlayerFormation', 'PlayerPosition', 'JerseyNumber', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2325156345.0,1.0,0.0,0.0,288.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'TeamFormation', 'PlayerPosition', 'CaptainPlayerId', 'TeamPlayerFormation', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2325187959.0,3.0,0.0,0.0,288.0,52.710000000000015,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'PassEndX', 'StandingSave', 'Length']","[90, 116, 29, 34, 37, 215, 217]",True,372828.0,46.2,28.900000000000002,,,,,,,,,9.0,Abel Ruiz,False,Braga,Vitoria de Guimaraes,0.0
2325187993.0,4.0,0.0,1.0,288.0,45.78,28.492000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'StandingSave', 'Angle', 'Length']","[90, 116, 29, 34, 36, 214, 217]",True,381792.0,28.455000000000002,50.456,,,,,,,,,8.0,Al Musrati,False,Braga,Vitoria de Guimaraes,-0.003741359999999999
2325188027.0,5.0,0.0,5.0,288.0,27.405,49.776,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'Length', 'Angle', 'PassEndY']","[90, 116, 29, 34, 37, 214, 217]",True,363935.0,24.675,32.16400000000001,,,,,,,,,3.0,Vítor Tormena,False,Braga,Vitoria de Guimaraes,0.00015244999999999842
,,0.0,5.0,,24.675,32.16400000000001,,,Carry,,,,,149140.0,26.25,34.0,,,,,,,,,34.0,Raúl Silva,False,Braga,Vitoria de Guimaraes,0.0
2325188063.0,6.0,0.0,8.0,288.0,26.25,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Angle', 'Zone', 'StandingSave']","[90, 116, 29, 35, 36, 214, 217]",True,149140.0,30.03,50.592000000000006,,,,,,,,,34.0,Raúl Silva,False,Braga,Vitoria de Guimaraes,0.0009391300000000016
,,0.0,8.0,,30.03,50.592000000000006,,,Carry,,,,,363935.0,33.285000000000004,54.604,,,,,,,,,3.0,Vítor Tormena,False,Braga,Vitoria de Guimaraes,-0.00050972
2325188101.0,7.0,0.0,11.0,288.0,33.285000000000004,54.604,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndY', 'Angle', 'Length', 'PassEndX']","[90, 116, 29, 35, 36, 215, 217]",True,363935.0,44.52,66.028,,,,,,,,,3.0,Vítor Tormena,False,Braga,Vitoria de Guimaraes,0.0006677699999999998
2325188197.0,8.0,0.0,14.0,288.0,45.255,65.212,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Longball', 'Zone', 'Angle', 'StandingSave', 'PassEndY', 'Length']","[90, 118, 116, 126, 204, 35, 37, 216, 217]",True,347204.0,78.96000000000001,54.80800000000001,,,,,,,,,90.0,Galeno,True,Braga,Vitoria de Guimaraes,0.011531769999999998
,,0.0,14.0,,78.96000000000001,54.80800000000001,,,Carry,,,,,372828.0,84.0,47.056,,,,,,,,,9.0,Abel Ruiz,True,Braga,Vitoria de Guimaraes,0.004536810000000002
2325188207.0,9.0,0.0,20.0,288.0,84.0,47.056,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[90, 69]",True,372828.0,,,,,,,,,,,9.0,Abel Ruiz,,Braga,Vitoria de Guimaraes,
2325188229.0,3.0,0.0,21.0,107.0,21.0,20.944000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['OppositeRelatedEvent', 'StandingSave', 'Defensive', 'Zone']","[90, 142]",True,70967.0,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2325188251.0,10.0,0.0,22.0,288.0,89.565,50.864,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['StandingSave', 'Zone', 'Defensive', 'OppositeRelatedEvent']","[90, 59]",True,127130.0,,,,,,,,,,,21.0,Ricardo Horta,,Braga,Vitoria de Guimaraes,
2325188239.0,4.0,0.0,22.0,107.0,13.545000000000003,17.68,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['OppositeRelatedEvent', 'StandingSave', 'Zone', 'Offensive', 'Angle', 'Length', 'PassEndX', 'PassEndY', 'Longball']","[90, 117, 119, 127, 35, 37, 214, 217]",True,361908.0,15.855,17.612000000000005,,,,,,,,,,,False,Braga,Vitoria de Guimaraes,0.0
2325188745.0,6.0,0.0,50.0,107.0,5.04,39.57600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Longball', 'Length', 'Angle', 'MissHigh', 'Chipped', 'PassEndY', 'GoalKick', 'Zone']","[90, 118, 116, 123, 126, 35, 36, 215, 217]",True,400847.0,59.115,55.42,,,,,,,,,,,True,Braga,Vitoria de Guimaraes,0.006707570000000001
2325188765.0,7.0,0.0,54.0,107.0,61.53,59.84,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[196, 198]",False,343090.0,,,,,,,,,,,,,,Braga,Vitoria de Guimaraes,
2325188759.0,12.0,0.0,54.0,288.0,43.47,8.16,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[197, 199]",False,381792.0,,,,,,,,,,,8.0,Al Musrati,,Braga,Vitoria de Guimaraes,
