id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,goalMouthZ,goalMouthY,isGoal,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2401596955.0,2.0,0.0,0.0,296.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Sporting,Pacos de Ferreira,
2401596975.0,2.0,0.0,0.0,786.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Sporting,Pacos de Ferreira,
2401658279.0,938.0,0.0,0.0,296.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Sporting,Pacos de Ferreira,
2401658329.0,856.0,0.0,0.0,786.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Sporting,Pacos de Ferreira,
2401554545.0,1.0,0.0,0.0,296.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'CaptainPlayerId', 'PlayerPosition', 'JerseyNumber', 'TeamPlayerFormation', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Sporting,Pacos de Ferreira,
2401556709.0,1.0,0.0,0.0,786.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'TeamPlayerFormation', 'PlayerPosition', 'JerseyNumber', 'CaptainPlayerId', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Sporting,Pacos de Ferreira,
2401597011.0,3.0,0.0,0.0,296.0,52.29,33.93200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'Length', 'PassEndX', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,135563.0,43.47,31.076000000000004,,,,,,,,,,21.0,Paulinho,False,Sporting,Pacos de Ferreira,-0.002219519999999999
2401597067.0,4.0,0.0,3.0,296.0,43.47,31.076000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'Zone', 'Angle', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,322774.0,36.330000000000005,46.036000000000016,,,,,,,,,,6.0,João Palhinha,False,Sporting,Pacos de Ferreira,-0.00152184
,,0.0,3.0,,36.330000000000005,46.036000000000016,,,Carry,,,,,283978.0,41.37,49.70800000000001,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Pacos de Ferreira,0.0015871199999999992
2401597087.0,5.0,0.0,7.0,296.0,41.37,49.70800000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'PassEndX', 'Zone', 'Angle', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,283978.0,34.125,34.68,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Pacos de Ferreira,-0.0013679799999999995
,,0.0,7.0,,34.125,34.68,,,Carry,,,,,71268.0,33.285000000000004,33.184,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Pacos de Ferreira,0.0
2401597131.0,6.0,0.0,11.0,296.0,33.285000000000004,33.184,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Zone']","[91, 117, 30, 36, 38, 215, 218]",True,71268.0,33.705000000000005,22.984000000000005,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Pacos de Ferreira,-0.0002191399999999996
2401597147.0,7.0,0.0,13.0,296.0,33.705000000000005,22.984000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,395992.0,42.210000000000015,3.5360000000000005,,,,,,,,,,25.0,Gonçalo Inácio,False,Sporting,Pacos de Ferreira,0.00015804999999999986
2401597159.0,8.0,0.0,14.0,296.0,42.210000000000015,3.5360000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Length', 'Zone', 'PassEndX', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,362352.0,44.31,10.472000000000001,,,,,,,,,,24.0,Pedro Porro,False,Sporting,Pacos de Ferreira,0.0008845199999999998
2401597177.0,9.0,0.0,15.0,296.0,44.31,10.472000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'StandingSave', 'Length', 'PassEndY', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,94868.0,37.17,8.228,,,,,,,,,,17.0,Pablo Sarabia,False,Sporting,Pacos de Ferreira,-0.0008845199999999998
2401597185.0,10.0,0.0,16.0,296.0,37.17,8.228,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Zone', 'HeadPass', 'PassEndY', 'PassEndX', 'Length', 'StandingSave']","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,362352.0,46.2,6.596000000000001,,,,,,,,,,24.0,Pedro Porro,False,Sporting,Pacos de Ferreira,0.0012207699999999995
2401597203.0,3.0,0.0,18.0,786.0,59.43000000000001,63.03600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,23621.0,,,,,,,,,,,,,,,Sporting,Pacos de Ferreira,
2401597245.0,4.0,0.0,18.0,786.0,59.430000000000014,63.036000000000016,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Zone', 'PassEndY', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,23621.0,28.14,56.44000000000001,,,,,,,,,,,,False,Sporting,Pacos de Ferreira,-0.0041410599999999985
2401597293.0,5.0,0.0,21.0,786.0,28.14,56.44000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'StandingSave', 'PassEndX', 'Zone', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,322640.0,14.490000000000004,41.208000000000006,,,,,,,,,,,,False,Sporting,Pacos de Ferreira,0.0002323199999999994
2401597315.0,6.0,0.0,24.0,786.0,13.125,41.412,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'StandingSave', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,364187.0,25.305000000000007,48.00800000000001,,,,,,,,,,,,False,Sporting,Pacos de Ferreira,-0.0008141799999999994
2401597349.0,7.0,0.0,25.0,786.0,25.305000000000007,47.80400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'PassEndX', 'StandingSave', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,384889.0,16.485,59.704,,,,,,,,,,,,False,Sporting,Pacos de Ferreira,-0.002216880000000001
2401597395.0,8.0,0.0,26.0,786.0,16.485,59.704,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'Angle', 'Zone', 'StandingSave']","[91, 117, 30, 36, 37, 215, 218]",True,322640.0,30.450000000000006,65.41600000000001,,,,,,,,,,,,False,Sporting,Pacos de Ferreira,0.00198043
2401597413.0,9.0,0.0,31.0,786.0,42.105000000000004,63.78400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndY', 'Length', 'Angle', 'PassEndX']","[91, 117, 30, 36, 37, 216, 218]",True,23621.0,48.195,65.008,,,,,,,,,,,,False,Sporting,Pacos de Ferreira,0.0012207699999999995
2401597417.0,10.0,0.0,32.0,786.0,48.195,65.008,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'PassEndX', 'StandingSave', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,70735.0,46.725,59.22800000000001,,,,,,,,,,,,False,Sporting,Pacos de Ferreira,0.0013619600000000006
2401597459.0,11.0,0.0,35.0,786.0,60.585000000000015,59.704,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'StandingSave', 'PassEndY', 'Length', 'Zone', 'PassEndX']","[91, 120, 29, 36, 37, 217, 218]",True,23621.0,73.39500000000001,68.0,,,,,,,,,,,,False,Sporting,Pacos de Ferreira,0.006485330000000001
2401597635.0,12.0,0.0,41.0,296.0,27.405,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Zone', 'Angle', 'ThrowIn']","[91, 212, 35, 37, 215]",True,362352.0,15.855,9.860000000000001,,,,,,,,,,24.0,Pedro Porro,False,Sporting,Pacos de Ferreira,0.00033735000000000015
,,0.0,41.0,,15.855,9.860000000000001,,,Carry,,,,,395992.0,15.540000000000001,11.696,,,,,,,,,,25.0,Gonçalo Inácio,False,Sporting,Pacos de Ferreira,0.0
2401597679.0,13.0,0.0,44.0,296.0,15.540000000000001,11.696,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'Angle', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,395992.0,8.505000000000003,26.792000000000005,,,,,,,,,,25.0,Gonçalo Inácio,False,Sporting,Pacos de Ferreira,0.0006246700000000008
,,0.0,44.0,,8.505000000000003,26.792000000000005,,,Carry,,,,,23285.0,9.66,30.056000000000004,,,,,,,,,,1.0,Antonio Adán,False,Sporting,Pacos de Ferreira,0.0
2401597731.0,14.0,0.0,49.0,296.0,9.66,30.056000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Angle', 'Zone', 'StandingSave', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,23285.0,20.265,48.68800000000001,,,,,,,,,,1.0,Antonio Adán,False,Sporting,Pacos de Ferreira,0.0006024800000000007
,,0.0,49.0,,20.265,48.68800000000001,,,Carry,,,,,283978.0,41.265,49.36800000000001,,,,,,,,,,2.0,Matheus Reis,True,Sporting,Pacos de Ferreira,0.002678699999999999
2401597801.0,15.0,0.0,56.0,296.0,41.265,49.36800000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,283978.0,33.285000000000004,35.22400000000001,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Pacos de Ferreira,-0.0013679799999999995
,,0.0,56.0,,33.285000000000004,35.22400000000001,,,Carry,,,,,71268.0,30.975,34.20400000000001,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Pacos de Ferreira,0.0
2401597853.0,16.0,0.0,59.0,296.0,30.975,34.20400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Zone', 'Length', 'Angle', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,71268.0,34.02000000000001,17.204,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Pacos de Ferreira,-0.0002191399999999996
2401597885.0,17.0,1.0,2.0,296.0,34.965,16.592,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'Angle', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,395992.0,31.71,31.688,,,,,,,,,,25.0,Gonçalo Inácio,False,Sporting,Pacos de Ferreira,0.0007288599999999996
,,1.0,2.0,,31.71,31.688,,,Carry,,,,,71268.0,31.395,34.88400000000001,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Pacos de Ferreira,0.0
2401597979.0,18.0,1.0,4.0,296.0,31.395,34.88400000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Zone', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,71268.0,33.495,44.88,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Pacos de Ferreira,-0.0002191399999999996
,,1.0,4.0,,33.495,44.88,,,Carry,,,,,283978.0,42.42,46.24,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Pacos de Ferreira,0.0015871199999999992
2401598061.0,19.0,1.0,9.0,296.0,42.42,46.24,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'StandingSave', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,283978.0,38.955000000000005,21.488000000000003,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Pacos de Ferreira,0.0
,,1.0,9.0,,38.955000000000005,21.488000000000003,,,Carry,,,,,395992.0,44.835000000000015,17.272000000000006,,,,,,,,,,25.0,Gonçalo Inácio,False,Sporting,Pacos de Ferreira,0.0
2401598141.0,20.0,1.0,13.0,296.0,44.835000000000015,17.272000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Angle', 'Length', 'PassEndX', 'Zone']","[91, 119, 117, 30, 36, 38, 216, 218]",True,395992.0,56.595,4.0120000000000005,,,,,,,,,,25.0,Gonçalo Inácio,False,Sporting,Pacos de Ferreira,0.0020442199999999994
,,1.0,13.0,,56.595,4.0120000000000005,,,Carry,,,,,94868.0,57.33000000000001,6.1880000000000015,,,,,,,,,,17.0,Pablo Sarabia,False,Sporting,Pacos de Ferreira,0.0
2401598185.0,21.0,1.0,17.0,296.0,57.33000000000001,6.1880000000000015,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'PassEndY', 'Zone', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,94868.0,47.25,13.328,,,,,,,,,,17.0,Pablo Sarabia,False,Sporting,Pacos de Ferreira,-0.0008905599999999986
,,1.0,17.0,,47.25,13.328,,,Carry,,,,,395992.0,45.57,13.124,,,,,,,,,,25.0,Gonçalo Inácio,False,Sporting,Pacos de Ferreira,0.0
2401598251.0,22.0,1.0,19.0,296.0,45.57,13.124,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'Zone', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,395992.0,39.795,28.084000000000003,,,,,,,,,,25.0,Gonçalo Inácio,False,Sporting,Pacos de Ferreira,-0.00121894
2401598289.0,23.0,1.0,25.0,296.0,40.005,28.220000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 35, 37, 216, 218]",True,71268.0,39.375,42.228,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Pacos de Ferreira,0.0
,,1.0,25.0,,39.375,42.228,,,Carry,,,,,283978.0,41.895,44.26800000000001,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Pacos de Ferreira,6.527999999999916e-05
