id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2338252561.0,2.0,0.0,5948.0,,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Arouca,Sporting,
2338252573.0,2.0,0.0,296.0,,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Arouca,Sporting,
2338320409.0,891.0,0.0,296.0,,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Arouca,Sporting,
2338320419.0,745.0,0.0,5948.0,,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Arouca,Sporting,
2338209523.0,1.0,0.0,296.0,,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'TeamFormation', 'PlayerPosition', 'JerseyNumber', 'TeamPlayerFormation', 'InvolvedPlayers']",[],False,0.0,,,,,,,,,,,,,,,Arouca,Sporting,
2338213985.0,1.0,0.0,5948.0,,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'JerseyNumber', 'PlayerPosition', 'CaptainPlayerId', 'TeamFormation', 'InvolvedPlayers']",[],False,0.0,,,,,,,,,,,,,,,Arouca,Sporting,
2338252641.0,3.0,0.0,5948.0,423912.0,52.395,34.61200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'StandingSave', 'Length', 'PassEndX']","[90, 116, 29, 34, 36, 215, 217]",True,0.0,39.165,42.432,,,,,,,,,,,,False,Arouca,Sporting,-0.002219519999999999
2338252673.0,4.0,0.0,5948.0,322648.0,38.22,43.724000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'StandingSave', 'PassEndY', 'PassEndX', 'Length']","[90, 116, 29, 34, 36, 214, 217]",True,2.0,32.445,64.60000000000001,,,,,,,,,,,,False,Arouca,Sporting,-0.00291515
2338252699.0,5.0,0.0,5948.0,383609.0,30.975,63.64800000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'StandingSave', 'Zone', 'Length', 'PassEndY']","[90, 116, 29, 34, 37, 214, 217]",True,4.0,24.150000000000002,48.824,,,,,,,,,,,,False,Arouca,Sporting,0.0002364500000000009
2338252719.0,6.0,0.0,5948.0,83058.0,24.465000000000007,48.824,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'Angle', 'Longball', 'PassEndY', 'Zone', 'StandingSave']","[90, 119, 127, 35, 36, 216, 217]",True,6.0,70.77000000000001,60.928,,,,,,,,,,,,True,Arouca,Sporting,0.007437559999999999
2338252763.0,3.0,0.0,296.0,109474.0,43.575,12.852000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'HeadPass', 'PassEndX', 'Angle', 'Length', 'Zone', 'PassEndY']","[90, 119, 28, 138, 35, 36, 215, 217]",True,9.0,63.105000000000004,16.32,,,,,,,,,,47.0,Ricardo Esgaio,True,Arouca,Sporting,0.006556279999999999
2338252777.0,7.0,0.0,5948.0,383609.0,38.85,53.040000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Defensive', 'OppositeRelatedEvent', 'Zone']","[196, 199]",False,11.0,,,,,,,,,,,,,,,Arouca,Sporting,
2338252781.0,4.0,0.0,296.0,94868.0,66.15,14.96,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[197, 198]",False,11.0,,,,,,,,,,,,17.0,Pablo Sarabia,,Arouca,Sporting,
2338252819.0,8.0,0.0,5948.0,383609.0,24.78,61.064,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Angle', 'Length', 'StandingSave', 'PassEndX']","[90, 116, 29, 34, 37, 214, 217]",True,16.0,17.010000000000005,56.03200000000001,,,,,,,,,,,,False,Arouca,Sporting,0.00033735000000000015
2338252903.0,9.0,0.0,5948.0,83058.0,24.255000000000006,52.564,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Chipped', 'PassEndY', 'Zone', 'PassEndX', 'Length']","[90, 116, 29, 123, 35, 36, 215, 217]",True,17.0,50.925000000000004,65.008,,,,,,,,,,,,False,Arouca,Sporting,0.0030596200000000007
2338252915.0,10.0,0.0,5948.0,423912.0,50.925,65.008,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'OtherBodyPart', 'Zone']","[90, 68]",True,20.0,,,,,,,,,,,,,,,Arouca,Sporting,
2338253029.0,6.0,0.0,296.0,362352.0,47.67,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Longball', 'Length', 'PassEndY', 'Angle', 'ThrowIn', 'PassEndX']","[90, 211, 34, 36, 214]",True,26.0,28.035,7.276000000000002,,,,,,,,,,24.0,Pedro Porro,False,Arouca,Sporting,-0.004034900000000001
,,0.0,,109474.0,28.035,7.276000000000002,,,Carry,,,,,26.0,28.56,12.784,,,,,,,,,,47.0,Ricardo Esgaio,False,Arouca,Sporting,0.0009752800000000002
2338253081.0,7.0,0.0,296.0,109474.0,28.56,12.784,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'Length', 'PassEndX', 'StandingSave']","[90, 116, 29, 35, 36, 214, 217]",True,30.0,29.925,31.552,,,,,,,,,,47.0,Ricardo Esgaio,False,Arouca,Sporting,0.0007288599999999996
,,0.0,,71268.0,29.925,31.552,,,Carry,,,,,30.0,31.395,36.108,,,,,,,,,,4.0,Sebastián Coates,False,Arouca,Sporting,0.0
2338253111.0,8.0,0.0,296.0,71268.0,31.395,36.108,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'Zone', 'Length', 'PassEndX']","[90, 116, 29, 35, 36, 215, 217]",True,34.0,37.17,37.536,,,,,,,,,,4.0,Sebastián Coates,False,Arouca,Sporting,0.0
,,0.0,,322774.0,37.17,37.536,,,Carry,,,,,34.0,37.905,33.52400000000001,,,,,,,,,,6.0,João Palhinha,False,Arouca,Sporting,0.0
2338253189.0,9.0,0.0,296.0,322774.0,37.905,33.52400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'PassEndX', 'Length', 'ShotAssist', 'Zone', 'Angle', 'KeyPass']","[90, 118, 116, 29, 122, 39, 45, 35, 37, 215, 217]",True,37.0,61.95,25.636000000000003,,,,,,,,,,6.0,João Palhinha,True,Arouca,Sporting,0.004268819999999998
,,0.0,,94868.0,61.95,25.636000000000003,,,Carry,,,,,37.0,76.965,35.088,,,,,,,,,,17.0,Pablo Sarabia,True,Arouca,Sporting,0.006956210000000001
2338253193.0,10.0,0.0,296.0,94868.0,76.965,35.088,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['BlockedY', 'Zone', 'Assisted', 'LeftFoot', 'RelatedEventId', 'OutOfBoxCentre', 'GoalMouthZ', 'RegularPlay', 'OppositeRelatedEvent', 'GoalMouthY', 'StandingSave', 'LowRight', 'BlockedX']","[90, 8, 9, 2, 3, 12]",True,43.0,,,9.0,322774.0,97.6,50.4,8.9,47.1,True,,,17.0,Pablo Sarabia,,Arouca,Sporting,
2338253323.0,11.0,0.0,296.0,94868.0,79.17000000000002,38.284,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsidePass,Successful,"['PlayerCaughtOffside', 'StandingSave', 'PassEndY', 'Zone', 'PassEndX']","[90, 216]",True,43.0,93.66,30.736000000000004,,,,,,,,,,17.0,Pablo Sarabia,,Arouca,Sporting,
2338253411.0,13.0,0.0,5948.0,416503.0,24.045,25.840000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideProvoked,Successful,[],[61],False,43.0,,,,,,,,,,,,,,,Arouca,Sporting,
2338288811.0,344.0,0.0,5948.0,357466.0,2.7300000000000004,34.204,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['Hands', 'OppositeRelatedEvent', 'ParriedDanger', 'DivingSave', 'Zone', 'KeeperSaveObox']","[90, 107, 112, 82, 76, 78, 81]",True,44.0,,,,,,,,,,,,,,,Arouca,Sporting,
2338264323.0,11011.0,0.0,296.0,135563.0,93.66,30.736000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideGiven,Unsuccessful,[],[60],False,,,,,,,,,,,,,21.0,Paulinho,,Arouca,Sporting,
