id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,cardType,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isGoal,isShot,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2328642281.0,157.0,18.0,297.0,114301.0,53.550000000000004,46.172,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Angle', 'PassEndX', 'Zone', 'PassEndY']","[90, 118, 116, 29, 34, 36, 215, 217]",True,55.0,52.92,52.564,,,,,,,,,,,,False,Sporting,Porto,-0.003010559999999999
2328642293.0,158.0,18.0,297.0,10105.0,60.06,60.452000000000005,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndX', 'StandingSave', 'PassEndY', 'Angle', 'Length']","[90, 119, 28, 34, 36, 215, 217]",True,58.0,55.860000000000014,64.66800000000002,,,,,,,,,,,,False,Sporting,Porto,0.0
2328642313.0,172.0,18.0,296.0,135563.0,46.830000000000005,2.4480000000000004,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'Foul', 'OppositeRelatedEvent', 'Zone']","[90, 62]",True,59.0,,,,,,,,,,,,21.0,Paulinho,,Sporting,Porto,
2328642389.0,159.0,18.0,297.0,28521.0,58.17,65.552,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Defensive', 'Foul', 'Zone', 'StandingSave', 'OppositeRelatedEvent']",[63],False,59.0,,,,,,,,,,,,,,,Sporting,Porto,
2328642479.0,173.0,19.0,296.0,362352.0,46.62,2.72,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'StandingSave', 'Length', 'FreekickTaken', 'Angle']","[90, 116, 29, 131, 34, 36, 215, 217]",True,25.0,41.160000000000004,8.092,,,,,,,,,,24.0,Pedro Porro,False,Sporting,Porto,-0.0012207699999999995
2328642497.0,174.0,19.0,296.0,70953.0,41.160000000000004,8.092,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Length', 'Zone']","[90, 116, 29, 34, 36, 215, 217]",True,25.0,38.64,27.880000000000006,,,,,,,,,,13.0,Luís Neto,False,Sporting,Porto,0.0013637900000000001
,,19.0,,71268.0,38.64,27.880000000000006,,,Carry,,,,,25.0,38.955000000000005,26.384000000000004,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Porto,0.0
2328642553.0,175.0,19.0,296.0,71268.0,38.955000000000005,26.384000000000004,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Longball', 'StandingSave', 'Zone', 'Chipped', 'Length', 'PassEndY', 'PassEndX']","[90, 119, 123, 127, 35, 37, 216, 217]",True,30.0,105.0,13.192000000000002,,,,,,,,,,4.0,Sebastián Coates,True,Sporting,Porto,0.03385075
2328642677.0,161.0,19.0,297.0,373842.0,5.565,34.408,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'GoalKick', 'Zone', 'Length', 'Angle']","[90, 116, 29, 35, 37, 214, 217]",True,52.0,10.08,16.592,,,,,,,,,,,,False,Sporting,Porto,-0.0019098400000000003
2328642699.0,162.0,19.0,297.0,104368.0,10.08,16.592,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndX', 'Zone', 'PassEndY', 'Length']","[90, 116, 29, 34, 36, 214, 217]",True,53.0,6.510000000000002,27.404000000000003,,,,,,,,,,,,False,Sporting,Porto,0.0019098400000000003
2328642721.0,163.0,19.0,297.0,373842.0,7.14,29.308000000000003,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'PassEndY', 'Zone', 'StandingSave']","[90, 116, 29, 35, 36, 214, 217]",True,56.0,24.465000000000007,37.672000000000004,,,,,,,,,,,,False,Sporting,Porto,0.0007549299999999991
2328642731.0,164.0,19.0,297.0,354146.0,24.044999999999998,39.57600000000001,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Zone', 'Angle', 'StandingSave']","[90, 116, 29, 34, 36, 214, 217]",True,58.0,13.545000000000003,45.96800000000001,,,,,,,,,,,,False,Sporting,Porto,-0.0003880399999999992
2328642767.0,165.0,19.0,297.0,10105.0,15.540000000000001,48.348000000000006,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Length', 'Angle', 'Zone']","[90, 116, 29, 35, 36, 214, 217]",True,59.0,29.925,60.044000000000004,,,,,,,,,,,,False,Sporting,Porto,-8.600000000000968e-07
2328642821.0,166.0,20.0,297.0,28521.0,36.015,61.81200000000001,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Zone', 'PassEndY', 'Length', 'StandingSave']","[90, 118, 116, 29, 35, 37, 215, 217]",True,3.0,55.545,52.360000000000014,,,,,,,,,,,,True,Sporting,Porto,0.004855460000000001
2328642823.0,167.0,20.0,297.0,90310.0,72.03,63.104,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[90, 69]",True,7.0,,,,,,,,,,,,,,,Sporting,Porto,
2328642827.0,177.0,20.0,296.0,394933.0,32.97,4.896000000000001,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['OppositeRelatedEvent', 'Defensive', 'Zone', 'StandingSave']","[90, 142]",True,8.0,,,,,,,,,,,,8.0,Matheus Nunes,,Sporting,Porto,
2328642929.0,169.0,20.0,297.0,90310.0,80.325,68.0,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'ThrowIn', 'Zone', 'Angle', 'PassEndX', 'PassEndY']","[90, 211, 34, 37, 216]",True,14.0,76.965,62.15200000000001,,,,,,,,,,,,False,Sporting,Porto,-0.00634183
2328642941.0,170.0,20.0,297.0,354146.0,76.965,62.15200000000001,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'StandingSave', 'PassEndX', 'Zone']","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,16.0,79.38,64.87200000000001,,,,,,,,,,,,False,Sporting,Porto,0.00634183
2328642949.0,171.0,20.0,297.0,90310.0,79.38,64.87200000000001,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'PassEndX', 'StandingSave', 'Zone', 'Angle', 'Length']","[90, 119, 28, 34, 37, 216, 217]",True,17.0,74.55,64.66800000000002,,,,,,,,,,,,False,Sporting,Porto,-0.00634183
2328642939.0,179.0,20.0,296.0,394933.0,24.57,6.392,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[90, 100, 55]",True,18.0,,,,,,,,,,,,8.0,Matheus Nunes,,Sporting,Porto,
2328643111.0,173.0,20.0,297.0,28521.0,71.715,68.0,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'Length', 'ThrowIn', 'Angle']","[90, 211, 34, 37, 215]",True,30.0,54.70500000000001,65.48400000000001,,,,,,,,,,,,False,Sporting,Porto,-0.006485330000000001
2328643123.0,181.0,20.0,296.0,135563.0,46.725,2.584,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['OppositeRelatedEvent', 'Defensive', 'StandingSave', 'Zone']","[90, 59]",True,36.0,,,,,,,,,,,,21.0,Paulinho,,Sporting,Porto,
2328643113.0,174.0,20.0,297.0,10105.0,57.12,66.50400000000002,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Offensive', 'Length', 'StandingSave', 'OppositeRelatedEvent', 'Angle', 'Chipped', 'PassEndY', 'PassEndX']","[90, 119, 28, 123, 35, 37, 215, 217]",True,36.0,59.430000000000014,66.30000000000001,,,,,,,,,,,,False,Sporting,Porto,0.0
2328643201.0,176.0,20.0,297.0,28521.0,61.425000000000004,68.0,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'ThrowIn', 'Length', 'PassEndY', 'PassEndX', 'Longball', 'Zone']","[90, 211, 35, 37, 216]",True,42.0,83.79,63.85200000000001,,,,,,,,,,,,True,Sporting,Porto,0.01282716
2328643219.0,177.0,20.0,297.0,377168.0,92.08500000000001,60.58800000000001,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'StandingSave', 'PassEndX', 'Length', 'PassEndY']","[90, 118, 116, 29, 204, 34, 37, 216, 217]",True,50.0,81.06,53.38,,,,,,,,,,,,False,Sporting,Porto,-0.005318000000000003
2328643247.0,178.0,20.0,297.0,354146.0,80.115,50.864000000000004,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Zone', 'Chipped', 'PassEndX', 'Angle', 'StandingSave', 'Length']","[90, 119, 28, 123, 35, 37, 216, 217]",True,52.0,94.5,30.872,,,,,,,,,,,,True,Sporting,Porto,0.079499
2328643267.0,183.0,20.0,296.0,106597.0,11.13,35.972,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['OppositeRelatedEvent', 'Zone', 'Foul', 'Defensive']","[90, 62]",True,53.0,,,,,,,,,,,,3.0,Zouhair Feddal,,Sporting,Porto,
2328643271.0,179.0,20.0,297.0,358801.0,93.87,32.028000000000006,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone', 'Foul', 'StandingSave']",[63],False,53.0,,,,,,,,,,,,,,,Sporting,Porto,
2328643509.0,184.0,21.0,296.0,23285.0,12.285,37.468,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'FreekickTaken', 'PassEndY', 'Length', 'Angle', 'PassEndX']","[90, 116, 29, 131, 34, 36, 214, 217]",True,21.0,12.18,56.64400000000001,,,,,,,,,,1.0,Antonio Adán,False,Sporting,Porto,-0.002041330000000001
2328643517.0,185.0,21.0,296.0,106597.0,12.495000000000001,56.50800000000001,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'PassEndX', 'PassEndY', 'StandingSave']","[90, 116, 29, 34, 37, 214, 217]",True,23.0,2.310000000000001,40.8,,,,,,,,,,3.0,Zouhair Feddal,False,Sporting,Porto,0.0006246700000000008
2328643541.0,186.0,21.0,296.0,23285.0,2.310000000000001,40.8,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Zone', 'Angle', 'PassEndY', 'Length']","[90, 116, 29, 35, 37, 214, 217]",True,24.0,2.415,16.048000000000002,,,,,,,,,,1.0,Antonio Adán,False,Sporting,Porto,-0.0019098400000000003
2328643547.0,187.0,21.0,296.0,70953.0,2.415,16.048000000000002,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'StandingSave', 'Zone', 'Angle']","[90, 116, 29, 35, 36, 214, 217]",True,27.0,9.87,19.856,,,,,,,,,,13.0,Luís Neto,False,Sporting,Porto,0.0013791799999999998
2328643555.0,188.0,21.0,296.0,322774.0,9.87,19.856,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Angle']","[90, 116, 29, 35, 37, 214, 217]",True,28.0,15.225000000000001,2.5160000000000005,,,,,,,,,,6.0,João Palhinha,False,Sporting,Porto,-0.0010837399999999997
2328643607.0,189.0,21.0,296.0,362352.0,15.225000000000001,2.5160000000000005,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'Length', 'PassEndY', 'PassEndX']","[90, 116, 29, 34, 36, 214, 217]",True,30.0,7.3500000000000005,12.376000000000001,,,,,,,,,,24.0,Pedro Porro,False,Sporting,Porto,-0.0002954400000000001
,,21.0,,70953.0,7.3500000000000005,12.376000000000001,,,Carry,,,,,30.0,12.600000000000001,19.244000000000003,,,,,,,,,,13.0,Luís Neto,False,Sporting,Porto,0.0022767300000000002
2328643633.0,190.0,21.0,296.0,70953.0,12.600000000000001,19.244000000000003,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'PassEndY', 'StandingSave', 'Zone']","[90, 116, 29, 34, 36, 214, 217]",True,36.0,7.5600000000000005,37.264,,,,,,,,,,13.0,Luís Neto,False,Sporting,Porto,-0.0003668899999999999
2328643653.0,191.0,21.0,296.0,23285.0,7.5600000000000005,37.264,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Length', 'PassEndX', 'StandingSave', 'Zone']","[90, 116, 29, 35, 36, 214, 217]",True,39.0,24.465000000000007,37.672000000000004,,,,,,,,,,1.0,Antonio Adán,False,Sporting,Porto,0.0007549299999999991
,,21.0,,71268.0,24.465000000000007,37.672000000000004,,,Carry,,,,,39.0,28.035,30.056000000000004,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Porto,0.0011582700000000012
2328643669.0,192.0,21.0,296.0,71268.0,28.035,30.056000000000004,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'StandingSave', 'PassEndX', 'Angle', 'Zone']","[90, 116, 29, 35, 36, 215, 217]",True,42.0,38.115,31.96,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Porto,0.0013027000000000004
,,21.0,,135563.0,38.115,31.96,,,Carry,,,,,42.0,30.87,33.52400000000001,,,,,,,,,,21.0,Paulinho,False,Sporting,Porto,-0.0013027000000000004
2328643683.0,193.0,21.0,296.0,135563.0,30.87,33.52400000000001,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'StandingSave', 'Zone', 'PassEndX']","[90, 116, 29, 34, 36, 214, 217]",True,45.0,26.985,51.204,,,,,,,,,,21.0,Paulinho,False,Sporting,Porto,-0.001899940000000001
,,21.0,,106597.0,26.985,51.204,,,Carry,,,,,45.0,31.395,54.06,,,,,,,,,,3.0,Zouhair Feddal,False,Sporting,Porto,0.0011710800000000014
2328643689.0,194.0,21.0,296.0,106597.0,31.395,54.06,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Zone', 'PassEndX', 'Length', 'StandingSave', 'PassEndY']","[90, 117, 119, 28, 35, 36, 215, 217]",True,47.0,42.735000000000014,62.76400000000001,,,,,,,,,,3.0,Zouhair Feddal,False,Sporting,Porto,0.0006677699999999998
2328643693.0,180.0,21.0,297.0,120608.0,66.15,5.372000000000001,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,48.0,,,,,,,,,,,,,,,Sporting,Porto,
2328643713.0,181.0,21.0,297.0,120608.0,67.41000000000001,6.1880000000000015,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Chipped', 'Angle', 'Zone', 'StandingSave', 'PassEndX', 'PassEndY', 'Length']","[90, 118, 116, 29, 123, 204, 35, 36, 216, 217]",True,50.0,83.58,27.880000000000006,,,,,,,,,,,,True,Sporting,Porto,0.01766266
2328643811.0,182.0,21.0,297.0,90310.0,83.89500000000001,28.424,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsidePass,Successful,"['PassEndY', 'PassEndX', 'PlayerCaughtOffside', 'Zone', 'StandingSave']","[90, 216]",True,53.0,90.51,25.976000000000003,,,,,,,,,,,,,Sporting,Porto,
2328643817.0,195.0,21.0,296.0,70953.0,20.055000000000003,35.496,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideProvoked,Successful,[],[61],False,53.0,,,,,,,,,,,,13.0,Luís Neto,,Sporting,Porto,
2328654811.0,11182.0,21.0,297.0,358801.0,90.51,25.976000000000003,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideGiven,Unsuccessful,[],[60],False,,,,,,,,,,,,,,,,Sporting,Porto,
2328644619.0,198.0,23.0,296.0,23285.0,17.745,37.876000000000005,23.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['FreekickTaken', 'PassEndY', 'PassEndX', 'IndirectFreekickTaken', 'Angle', 'Longball', 'Zone', 'Chipped', 'Length', 'StandingSave']","[90, 119, 123, 127, 132, 35, 36, 216, 217]",True,54.0,73.185,68.0,,,,,,,,,,1.0,Antonio Adán,True,Sporting,Porto,0.01039407
2328644677.0,186.0,24.0,297.0,395173.0,27.51,0.0,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'Length', 'PassEndY', 'ThrowIn']","[90, 211, 34, 36, 214]",True,6.0,26.25,2.924,,,,,,,,,,,,False,Sporting,Porto,-0.0013280500000000008
2328644691.0,187.0,24.0,297.0,120608.0,26.25,2.924,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Angle', 'Zone', 'StandingSave', 'PassEndX', 'PassEndY', 'Length']","[90, 117, 119, 127, 35, 36, 215, 217]",True,6.0,47.565,11.628000000000002,,,,,,,,,,,,False,Sporting,Porto,0.005396860000000002
2328644701.0,200.0,24.0,296.0,71268.0,53.339999999999996,50.18400000000001,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Zone', 'StandingSave', 'Angle', 'HeadPass', 'Length', 'PassEndY']","[90, 119, 28, 138, 35, 36, 215, 217]",True,8.0,62.265,51.34,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Porto,0.0018475100000000001
2328645117.0,192.0,24.0,297.0,114301.0,41.055,17.544,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[90, 100, 55]",True,9.0,,,,,,,,,,,,,,,Sporting,Porto,
2328645253.0,195.0,24.0,297.0,90310.0,43.995,8.772,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,11.0,,,,,,,,,,,,,,,Sporting,Porto,
2328645295.0,196.0,24.0,297.0,90310.0,43.785000000000004,8.16,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'PassEndY', 'Length', 'Angle', 'Zone']","[90, 116, 29, 34, 36, 215, 217]",True,11.0,35.28,13.872000000000002,,,,,,,,,,,,False,Sporting,Porto,-0.0006677699999999998
2328645881.0,213.0,24.0,297.0,120608.0,38.745,11.832000000000003,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Length', 'PassEndX', 'PassEndY', 'StandingSave', 'Zone']","[90, 117, 119, 28, 35, 36, 215, 217]",True,11.0,48.195,18.836000000000002,,,,,,,,,,,,False,Sporting,Porto,0.0021440899999999995
2328644755.0,201.0,24.0,296.0,70953.0,51.135000000000005,40.392,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,14.0,,,,,,,,,,,,13.0,Luís Neto,,Sporting,Porto,
2328644781.0,203.0,24.0,296.0,135563.0,66.15,45.220000000000006,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[90],True,14.0,,,,,,,,,,,,21.0,Paulinho,,Sporting,Porto,
2328644777.0,202.0,24.0,296.0,70953.0,51.13500000000001,40.39200000000001,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'Zone', 'PassEndY', 'Angle']","[90, 118, 116, 29, 35, 36, 215, 217]",True,14.0,66.15,45.22000000000001,,,,,,,,,,13.0,Luís Neto,False,Sporting,Porto,0.004505340000000002
2328644791.0,188.0,24.0,297.0,354146.0,45.78,29.92,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[90, 68]",True,16.0,,,,,,,,,,,,,,,Sporting,Porto,
2328644833.0,204.0,24.0,296.0,361964.0,58.800000000000004,34.0,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Angle']","[90, 118, 116, 29, 35, 36, 215, 217]",True,22.0,68.355,36.24400000000001,,,,,,,,,,10.0,Jovane Cabral,False,Sporting,Porto,0.0030754200000000023
,,24.0,,135563.0,68.355,36.24400000000001,,,Carry,,,,,22.0,68.25,39.30400000000001,,,,,,,,,,21.0,Paulinho,False,Sporting,Porto,0.0
2328644867.0,205.0,24.0,296.0,135563.0,68.25,39.30400000000001,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'Angle', 'Length', 'Zone', 'PassEndY', 'StandingSave', 'PassEndX']","[90, 118, 116, 126, 204, 35, 36, 216, 217]",True,24.0,95.655,57.120000000000005,,,,,,,,,,21.0,Paulinho,True,Sporting,Porto,0.020699219999999997
2328645009.0,191.0,24.0,297.0,354146.0,7.77,26.996,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[90, 100, 101, 55]",True,28.0,,,,,,,,,,,,,,,Sporting,Porto,
2328644875.0,206.0,24.0,296.0,342863.0,95.865,57.25600000000001,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Length', 'PassEndY', 'StandingSave', 'Zone', 'LeftFoot', 'Chipped', 'Cross', 'PassEndX']","[90, 137, 123, 125, 37, 216, 217]",True,28.0,95.865,39.57600000000001,,,,,,,,,,16.0,Rúben Vinagre,True,Sporting,Porto,0.0673811
2328644887.0,190.0,24.0,297.0,354146.0,1.26,26.044,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Unsuccessful,"['OppositeRelatedEvent', 'MissLeft', 'Zone']",[121],False,30.0,,,,,,,,,,,,,,,Sporting,Porto,
2328644883.0,208.0,24.0,296.0,135563.0,103.74,41.956,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Successful,"['Zone', 'OppositeRelatedEvent', 'MissLeft']",[121],False,30.0,,,,,,,,,,,,21.0,Paulinho,,Sporting,Porto,
2328645195.0,209.0,25.0,296.0,296364.0,104.58,67.456,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['CornerTaken', 'PassEndY', 'Zone', 'ShotAssist', 'IntentionalAssist', 'Length', 'Angle', 'Longball', 'StandingSave', 'Cross', 'PassEndX', 'Chipped', 'LeftFoot', 'KeyPass']","[90, 118, 122, 137, 123, 124, 30, 31, 33, 38, 40, 41, 34, 37, 216, 217]",True,3.0,95.655,32.980000000000004,,,,,,,,,,11.0,Nuno Santos,True,Sporting,Porto,0.07012512
2328645211.0,210.0,25.0,296.0,322774.0,95.97,33.592,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[196, 198]",False,5.0,,,,,,,,,,,,6.0,João Palhinha,,Sporting,Porto,
2328645173.0,193.0,25.0,297.0,114301.0,9.03,34.408,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[197, 199]",False,5.0,,,,,,,,,,,,,,,Sporting,Porto,
2328645217.0,211.0,25.0,296.0,322774.0,95.55,32.980000000000004,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",MissedShots,Successful,"['IntentionalAssist', 'RelatedEventId', 'GoalMouthY', 'FromCorner', 'Zone', 'MissHigh', 'GoalMouthZ', 'Assisted', 'BoxCentre', 'Head']","[90, 6, 89, 9, 1, 5, 13]",True,5.0,,,,209.0,296364.0,69.4,50.6,,True,,,6.0,João Palhinha,,Sporting,Porto,
2328645327.0,197.0,25.0,297.0,373842.0,4.2,33.66000000000001,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Longball', 'PassEndX', 'MissHigh', 'PassEndY', 'Length', 'Angle', 'GoalKick']","[90, 119, 127, 35, 37, 215, 217]",True,18.0,63.52500000000001,6.460000000000002,,,,,,,,,,,,True,Sporting,Porto,0.00804004
2328645453.0,214.0,25.0,296.0,342863.0,33.18,66.64,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'Defensive', 'OppositeRelatedEvent', 'Zone']","[90, 62]",True,37.0,,,,,,,,,,,,16.0,Rúben Vinagre,,Sporting,Porto,
2328645471.0,199.0,25.0,297.0,90310.0,71.82000000000001,1.36,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'StandingSave', 'Zone', 'Foul', 'Offensive']",[63],False,37.0,,,,,,,,,,,,,,,Sporting,Porto,
2328645491.0,215.0,25.0,296.0,342863.0,31.395,66.84400000000001,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['FreekickTaken', 'Angle', 'Length', 'Zone', 'PassEndY', 'PassEndX', 'Chipped', 'StandingSave', 'Longball']","[90, 119, 123, 127, 132, 35, 37, 216, 217]",True,42.0,75.495,57.732000000000006,,,,,,,,,,16.0,Rúben Vinagre,True,Sporting,Porto,0.014238619999999999
2328645493.0,200.0,25.0,297.0,104368.0,26.25,9.588000000000001,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'Zone', 'StandingSave', 'PassEndX', 'HeadPass', 'PassEndY']","[90, 117, 119, 28, 138, 35, 37, 214, 217]",True,44.0,29.82,6.1880000000000015,,,,,,,,,,,,False,Sporting,Porto,0.0003527700000000005
2328645509.0,216.0,25.0,296.0,296364.0,69.405,60.724,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave', 'Head']","[90, 100, 55]",True,45.0,,,,,,,,,,,,11.0,Nuno Santos,,Sporting,Porto,
2328645543.0,202.0,25.0,297.0,395173.0,25.725,0.0,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'ThrowIn', 'PassEndY', 'Length']","[90, 211, 34, 36, 214]",True,49.0,14.700000000000001,9.316,,,,,,,,,,,,False,Sporting,Porto,0.00033735000000000015
2328645551.0,203.0,25.0,297.0,104368.0,14.700000000000001,9.316,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Angle', 'PassEndX', 'PassEndY', 'Zone']","[90, 116, 29, 34, 36, 214, 217]",True,51.0,7.7700000000000005,29.512,,,,,,,,,,,,False,Sporting,Porto,0.0006246700000000008
2328645587.0,204.0,25.0,297.0,373842.0,8.085,32.096000000000004,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'StandingSave', 'PassEndX', 'Zone']","[90, 116, 29, 35, 36, 214, 217]",True,54.0,25.095,34.88400000000001,,,,,,,,,,,,False,Sporting,Porto,0.0007549299999999991
