id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,cardType,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isGoal,isShot,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2328633097.0,12.0,0.0,296.0,362352.0,59.85,6.596000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'HeadPass', 'Length', 'Angle', 'PassEndX']","[90, 118, 116, 29, 138, 35, 36, 215, 217]",True,41.0,65.10000000000001,10.948000000000002,,,,,,,,,,24.0,Pedro Porro,False,Sporting,Porto,0.0039675100000000005
,,0.0,,361964.0,65.10000000000001,10.948000000000002,,,Carry,,,,,41.0,67.2,12.376000000000001,,,,,,,,,,10.0,Jovane Cabral,False,Sporting,Porto,0.0
2328633109.0,13.0,0.0,296.0,361964.0,67.2,12.376,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,42.0,,,,,,,,,,,,10.0,Jovane Cabral,,Sporting,Porto,
2328633145.0,14.0,0.0,296.0,361964.0,68.04,12.716,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsidePass,Successful,"['Throughball', 'Zone', 'Longball', 'PassEndX', 'StandingSave', 'PassEndY', 'PlayerCaughtOffside']","[90, 216]",True,43.0,103.005,21.556,,,,,,,,,,10.0,Jovane Cabral,,Sporting,Porto,
2328633193.0,13.0,0.0,297.0,10105.0,5.985,43.52,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideProvoked,Successful,[],[61],False,43.0,,,,,,,,,,,,,,,Sporting,Porto,
2328644145.0,11014.0,0.0,296.0,135563.0,103.005,21.556,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideGiven,Unsuccessful,[],[60],False,,,,,,,,,,,,,21.0,Paulinho,,Sporting,Porto,
2328633393.0,14.0,1.0,297.0,373842.0,9.66,43.45200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndX', 'FreekickTaken', 'Longball', 'Length', 'IndirectFreekickTaken', 'StandingSave', 'PassEndY', 'Angle']","[90, 119, 127, 132, 35, 36, 215, 217]",True,13.0,68.88,50.864000000000004,,,,,,,,,,,,True,Sporting,Porto,0.010471420000000002
2328633403.0,15.0,1.0,296.0,70953.0,34.44,17.136,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[196, 199]",False,16.0,,,,,,,,,,,,13.0,Luís Neto,,Sporting,Porto,
2328633397.0,15.0,1.0,297.0,358801.0,70.56,50.864,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[197, 198]",False,16.0,,,,,,,,,,,,,,,Sporting,Porto,
2328633409.0,16.0,1.0,296.0,70953.0,32.655,17.272000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'HeadPass', 'Angle', 'PassEndX', 'PassEndY']","[90, 116, 29, 138, 35, 36, 215, 217]",True,16.0,37.59,19.788000000000004,,,,,,,,,,13.0,Luís Neto,False,Sporting,Porto,0.0015871199999999992
,,1.0,,322774.0,37.59,19.788000000000004,,,Carry,,,,,16.0,36.225,19.040000000000003,,,,,,,,,,6.0,João Palhinha,False,Sporting,Porto,0.0
2328633419.0,17.0,1.0,296.0,322774.0,36.225,19.040000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[90, 68]",True,17.0,,,,,,,,,,,,6.0,João Palhinha,,Sporting,Porto,
2328633423.0,16.0,1.0,297.0,358801.0,66.15,50.864000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndY', 'PassEndX', 'Zone', 'Angle']","[90, 118, 116, 29, 34, 36, 215, 217]",True,18.0,62.79,51.204,,,,,,,,,,,,False,Sporting,Porto,-0.0006478500000000019
2328633425.0,18.0,1.0,296.0,361964.0,39.165,16.048000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[90],True,19.0,,,,,,,,,,,,10.0,Jovane Cabral,,Sporting,Porto,
2328634193.0,22.0,1.0,297.0,354146.0,62.895,55.14800000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Length', 'Zone', 'Angle', 'PassEndX', 'PassEndY']","[90, 119, 28, 35, 36, 215, 217]",True,19.0,63.42,55.964,,,,,,,,,,,,False,Sporting,Porto,0.0
2328633431.0,19.0,1.0,296.0,322774.0,35.385000000000005,4.556,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,20.0,,,,,,,,,,,,6.0,João Palhinha,,Sporting,Porto,
,,1.0,,322774.0,35.385000000000005,4.556,,,Carry,,,,,20.0,42.735000000000014,2.3800000000000003,,,,,,,,,,6.0,João Palhinha,False,Sporting,Porto,0.0014860800000000007
2328633471.0,20.0,1.0,296.0,322774.0,42.735000000000014,2.3800000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Angle', 'Length']","[90, 116, 29, 34, 36, 214, 217]",True,25.0,31.815,4.352,,,,,,,,,,6.0,João Palhinha,False,Sporting,Porto,-0.0014860800000000007
2328633483.0,21.0,1.0,296.0,362352.0,31.71,4.42,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Zone']","[90, 116, 29, 34, 36, 214, 217]",True,27.0,25.62,11.492000000000003,,,,,,,,,,24.0,Pedro Porro,False,Sporting,Porto,-0.0003527700000000005
2328633523.0,22.0,1.0,296.0,70953.0,25.62,11.492000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'PassEndX', 'Length', 'PassEndY']","[90, 116, 29, 35, 37, 214, 217]",True,28.0,30.975,2.3120000000000003,,,,,,,,,,13.0,Luís Neto,False,Sporting,Porto,0.0003527700000000005
2328633545.0,23.0,1.0,296.0,362352.0,31.605000000000008,2.3120000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Zone', 'Angle', 'Length', 'PassEndY']","[90, 116, 29, 35, 37, 215, 217]",True,31.0,46.83000000000001,2.176,,,,,,,,,,24.0,Pedro Porro,False,Sporting,Porto,0.0027068500000000002
,,1.0,,361964.0,46.83000000000001,2.176,,,Carry,,,,,31.0,42.525,1.972,,,,,,,,,,10.0,Jovane Cabral,False,Sporting,Porto,-0.0012207699999999995
2328633603.0,24.0,1.0,296.0,361964.0,42.525,1.972,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'StandingSave', 'Angle', 'Length']","[90, 116, 29, 34, 36, 215, 217]",True,33.0,40.74,6.392,,,,,,,,,,10.0,Jovane Cabral,False,Sporting,Porto,0.0
,,1.0,,362352.0,40.74,6.392,,,Carry,,,,,33.0,63.42,4.148,,,,,,,,,,24.0,Pedro Porro,True,Sporting,Porto,0.0061879299999999995
2328633605.0,25.0,1.0,296.0,362352.0,63.42,4.148,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'Zone', 'OppositeRelatedEvent', 'Offensive']","[90, 62]",True,36.0,,,,,,,,,,,,24.0,Pedro Porro,,Sporting,Porto,
2328633611.0,17.0,1.0,297.0,354146.0,41.580000000000005,63.85200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Foul', 'Defensive', 'Zone', 'StandingSave']",[63],False,36.0,,,,,,,,,,,,,,,Sporting,Porto,
2328633651.0,18.0,1.0,297.0,354146.0,0.0,0.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Card,Successful,"['Foul', 'Yellow']",[64],False,42.0,,,"{'value': 31, 'displayName': 'Yellow'}",,,,,,,,,,,,Sporting,Porto,
2328633929.0,26.0,2.0,296.0,322774.0,66.88500000000002,13.056000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Zone', 'Angle', 'Chipped', 'FreekickTaken', 'Length', 'Longball']","[90, 118, 116, 123, 126, 131, 204, 35, 36, 216, 217]",True,6.0,90.825,65.144,,,,,,,,,,6.0,João Palhinha,False,Sporting,Porto,0.016147250000000002
,,2.0,,342863.0,90.825,65.144,,,Carry,,,,,6.0,93.135,65.62,,,,,,,,,,16.0,Rúben Vinagre,False,Sporting,Porto,0.0
2328633935.0,27.0,2.0,296.0,342863.0,93.135,65.62,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[90, 68]",True,10.0,,,,,,,,,,,,16.0,Rúben Vinagre,,Sporting,Porto,
2328633925.0,19.0,2.0,297.0,120608.0,10.815,4.42,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,12.0,,,,,,,,,,,,,,,Sporting,Porto,
2328633983.0,20.0,2.0,297.0,120608.0,11.445,4.0120000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'Length', 'Zone', 'StandingSave']","[90, 116, 29, 35, 37, 214, 217]",True,12.0,21.105000000000008,2.3120000000000003,,,,,,,,,,,,False,Sporting,Porto,0.0006523799999999993
2328633989.0,21.0,2.0,297.0,395173.0,22.26,2.176,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'Defensive', 'Zone', 'OppositeRelatedEvent']","[90, 62]",True,15.0,,,,,,,,,,,,,,,Sporting,Porto,
2328633993.0,28.0,2.0,296.0,342863.0,82.74,65.824,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['StandingSave', 'Zone', 'OppositeRelatedEvent', 'Offensive', 'Foul']",[63],False,15.0,,,,,,,,,,,,16.0,Rúben Vinagre,,Sporting,Porto,
2328634133.0,29.0,2.0,296.0,342863.0,0.0,0.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Card,Successful,"['Yellow', 'Foul']",[64],False,26.0,,,"{'value': 31, 'displayName': 'Yellow'}",,,,,,,,,16.0,Rúben Vinagre,,Sporting,Porto,
2328634439.0,23.0,3.0,297.0,104368.0,31.395,5.576,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['FreekickTaken', 'Angle', 'PassEndY', 'Length', 'StandingSave', 'PassEndX', 'Zone']","[90, 116, 29, 131, 34, 36, 214, 217]",True,2.0,14.595,18.632,,,,,,,,,,,,False,Sporting,Porto,8.600000000000968e-07
2328634469.0,24.0,3.0,297.0,373842.0,13.440000000000001,23.664000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Length', 'Angle', 'Zone']","[90, 116, 29, 35, 36, 214, 217]",True,6.0,15.435,42.77200000000001,,,,,,,,,,,,False,Sporting,Porto,0.0
2328634505.0,25.0,3.0,297.0,10105.0,15.435,43.112,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Zone', 'PassEndY', 'StandingSave', 'PassEndX']","[90, 116, 29, 35, 36, 214, 217]",True,9.0,23.1,63.036000000000016,,,,,,,,,,,,False,Sporting,Porto,-0.0013289100000000009
2328634529.0,26.0,3.0,297.0,28521.0,24.044999999999998,65.68800000000002,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Chipped', 'StandingSave', 'Angle', 'Longball']","[90, 119, 123, 127, 35, 37, 215, 217]",True,11.0,62.475,57.46,,,,,,,,,,,,True,Sporting,Porto,0.01025493
2328634569.0,30.0,3.0,296.0,70953.0,37.695,12.920000000000003,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndY', 'PassEndX', 'Longball', 'Angle', 'Length', 'Zone']","[90, 119, 127, 35, 37, 215, 217]",True,15.0,62.370000000000005,10.336000000000002,,,,,,,,,,13.0,Luís Neto,True,Sporting,Porto,0.006556279999999999
2328634575.0,31.0,3.0,296.0,135563.0,62.05500000000001,10.472,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[196, 198]",False,17.0,,,,,,,,,,,,21.0,Paulinho,,Sporting,Porto,
2328634561.0,27.0,3.0,297.0,28521.0,42.945,57.528,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[197, 199]",False,17.0,,,,,,,,,,,,,,,Sporting,Porto,
2328634953.0,35.0,3.0,296.0,135563.0,58.905,15.436,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'OtherBodyPart']",[90],True,17.0,,,,,,,,,,,,21.0,Paulinho,,Sporting,Porto,
2328634593.0,32.0,3.0,296.0,322774.0,57.75,15.912,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'OppositeRelatedEvent', 'Offensive', 'Foul']","[90, 62]",True,19.0,,,,,,,,,,,,6.0,João Palhinha,,Sporting,Porto,
2328634613.0,29.0,3.0,297.0,28521.0,47.25,52.088,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['StandingSave', 'Zone', 'Defensive', 'Foul', 'OppositeRelatedEvent']",[63],False,19.0,,,,,,,,,,,,,,,Sporting,Porto,
2328634627.0,30.0,3.0,297.0,28521.0,0.0,0.0,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Card,Successful,"['Yellow', 'Foul']",[64],False,24.0,,,"{'value': 31, 'displayName': 'Yellow'}",,,,,,,,,,,,Sporting,Porto,
2328634847.0,33.0,3.0,296.0,70953.0,50.714999999999996,18.292000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'Angle', 'Zone', 'PassEndY', 'Chipped', 'FreekickTaken', 'PassEndX', 'StandingSave', 'Length']","[90, 116, 123, 126, 131, 34, 36, 215, 217]",True,50.0,49.56,58.344000000000015,,,,,,,,,,13.0,Luís Neto,False,Sporting,Porto,-0.0004458799999999992
2328634857.0,34.0,3.0,296.0,106597.0,50.295,58.140000000000015,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Length', 'Angle', 'Longball', 'Chipped', 'StandingSave', 'Zone', 'PassEndX']","[90, 119, 123, 127, 35, 37, 216, 217]",True,54.0,95.76,41.004,,,,,,,,,,3.0,Zouhair Feddal,True,Sporting,Porto,0.09420561999999999
2328634865.0,31.0,3.0,297.0,373842.0,11.340000000000002,27.064,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,['StandingSave'],[92],False,57.0,,,,,,,,,,,,,,,Sporting,Porto,
2328634943.0,32.0,4.0,297.0,373842.0,7.7700000000000005,33.11600000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'KeeperThrow', 'Angle', 'Length', 'StandingSave', 'PassEndY', 'PassEndX']","[90, 35, 36, 214, 217]",True,4.0,15.855,38.148,,,,,,,,,,,,False,Sporting,Porto,0.0014166600000000001
2328634967.0,33.0,4.0,297.0,354146.0,16.485,38.760000000000005,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'Length', 'Angle', 'StandingSave']","[90, 116, 29, 34, 36, 214, 217]",True,7.0,10.185,45.696000000000005,,,,,,,,,,,,False,Sporting,Porto,-0.0010497700000000002
2328634983.0,34.0,4.0,297.0,10105.0,10.185,45.696000000000005,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY']","[90, 116, 29, 34, 37, 214, 217]",True,10.0,4.41,34.20400000000001,,,,,,,,,,,,False,Sporting,Porto,-0.0003668899999999999
2328635007.0,35.0,4.0,297.0,373842.0,4.095,30.464,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'StandingSave', 'Zone', 'Longball', 'PassEndX', 'PassEndY', 'Length']","[90, 117, 119, 127, 35, 36, 215, 217]",True,12.0,45.464999999999996,32.368,,,,,,,,,,,,True,Sporting,Porto,0.00543542
2328635025.0,36.0,4.0,296.0,322774.0,59.115,32.776,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[90, 68]",True,14.0,,,,,,,,,,,,6.0,João Palhinha,,Sporting,Porto,
2328635069.0,36.0,4.0,297.0,354146.0,39.9,39.168000000000006,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'Zone', 'StandingSave', 'PassEndX']","[90, 118, 116, 29, 35, 36, 215, 217]",True,16.0,55.230000000000004,53.992,,,,,,,,,,,,False,Sporting,Porto,0.0034916700000000005
2328635075.0,37.0,4.0,297.0,377168.0,76.44,60.588,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Offensive', 'StandingSave', 'OppositeRelatedEvent', 'Zone']","[90, 53]",True,20.0,,,,,,,,,,,,,,,Sporting,Porto,
2328635071.0,37.0,4.0,296.0,362352.0,28.56,7.412000000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Defensive']",[54],False,20.0,,,,,,,,,,,,24.0,Pedro Porro,,Sporting,Porto,
2328635109.0,38.0,4.0,297.0,377168.0,86.52000000000001,56.71200000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone', 'StandingSave']","[90, 53]",True,22.0,,,,,,,,,,,,,,,Sporting,Porto,
2328635085.0,38.0,4.0,296.0,70953.0,18.480000000000004,11.288000000000002,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent']",[54],False,22.0,,,,,,,,,,,,13.0,Luís Neto,,Sporting,Porto,
2328635111.0,39.0,4.0,297.0,377168.0,99.12,47.668,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[90, 69]",True,25.0,,,,,,,,,,,,,,,Sporting,Porto,
2328635121.0,39.0,4.0,296.0,362352.0,5.88,20.332,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Zone', 'Defensive', 'OppositeRelatedEvent', 'StandingSave']","[90, 142]",True,26.0,,,,,,,,,,,,24.0,Pedro Porro,,Sporting,Porto,
,,4.0,,362352.0,5.88,20.332000000000004,,,Carry,,,,,26.0,1.47,20.740000000000002,,,,,,,,,,24.0,Pedro Porro,False,Sporting,Porto,0.0
2328635129.0,40.0,4.0,296.0,362352.0,1.47,20.74,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'PassEndX', 'StandingSave', 'PassEndY', 'Angle', 'Length']","[90, 93, 94, 214]",True,27.0,10.185,0.0,,,,,,,,,,24.0,Pedro Porro,,Sporting,Porto,
