id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,cardType,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2455943837.0,2.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Maritimo,
2455943959.0,2.0,0.0,0.0,264,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Maritimo,
2456016909.0,786.0,0.0,0.0,251,0.0,0.0,17.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Maritimo,
2456016947.0,756.0,0.0,0.0,264,0.0,0.0,17.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Maritimo,
2455898673.0,1.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'CaptainPlayerId', 'JerseyNumber', 'PlayerPosition', 'TeamPlayerFormation', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Santa Clara,Maritimo,
2455907981.0,1.0,0.0,0.0,264,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'CaptainPlayerId', 'JerseyNumber', 'InvolvedPlayers', 'PlayerPosition', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Santa Clara,Maritimo,
2455943877.0,3.0,0.0,0.0,251,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'Zone', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,397827.0,42.0,30.872,,,,,,,,,,39.0,Matheus Babi,False,Santa Clara,Maritimo,-0.004268819999999998
2455943905.0,4.0,0.0,1.0,251,42.0,30.872,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'Angle', 'PassEndX', 'Chipped']","[91, 119, 117, 30, 124, 36, 37, 216, 218]",True,416885.0,55.125,42.364000000000004,,,,,,,,,,80.0,Victor Bobsin,False,Santa Clara,Maritimo,0.004229499999999999
,,0.0,1.0,251,55.125,42.364000000000004,,,Carry,,,,,143035.0,59.22,59.636,,,,,,,,,,16.0,Paulo Henrique,False,Santa Clara,Maritimo,-0.0021593199999999993
2455943919.0,5.0,0.0,2.0,251,59.22,59.636,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[197, 199]",False,143035.0,,,,,,,,,,,,16.0,Paulo Henrique,,Santa Clara,Maritimo,
2455984773.0,389.0,0.0,3.0,264,45.78,8.364,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[198, 200]",False,335707.0,,,,,,,,,,,,,,,Santa Clara,Maritimo,
2455984797.0,390.0,0.0,4.0,264,45.15,2.3120000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,335707.0,,,,,,,,,,,,,,,Santa Clara,Maritimo,
2455943927.0,6.0,0.0,4.0,251,58.48500000000001,57.46,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'Length', 'HeadPass', 'PassEndX', 'Angle']","[91, 120, 29, 139, 36, 38, 216, 218]",True,143035.0,61.635000000000005,54.53600000000001,,,,,,,,,,16.0,Paulo Henrique,False,Santa Clara,Maritimo,
2455984923.0,391.0,0.0,5.0,264,35.910000000000004,11.764000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'HeadPass', 'PassEndY', 'Zone', 'Angle']","[91, 117, 30, 139, 36, 37, 216, 218]",True,280951.0,46.095,26.044,,,,,,,,,,,,False,Santa Clara,Maritimo,0.0026987899999999995
2455984931.0,392.0,0.0,7.0,264,42.945,30.124,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['HeadPass', 'Zone', 'PassEndX', 'Length', 'PassEndY', 'Angle']","[91, 117, 30, 139, 35, 38, 215, 218]",True,371582.0,33.285000000000004,29.92,,,,,,,,,,,,False,Santa Clara,Maritimo,-0.0013027000000000004
2455943983.0,3.0,0.0,11.0,264,39.27,36.244,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,422003.0,,,,,,,,,,,,,,,Santa Clara,Maritimo,
2455944011.0,4.0,0.0,12.0,264,39.27,36.244,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'PassEndX', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,422003.0,32.97,45.967999999999996,,,,,,,,,,,,False,Santa Clara,Maritimo,-0.00152184
2455944045.0,5.0,0.0,13.0,264,32.97,45.967999999999996,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'Length', 'PassEndX']","[91, 117, 30, 36, 37, 216, 218]",True,329366.0,49.35,63.988,,,,,,,,,,,,False,Santa Clara,Maritimo,0.0013788199999999994
2455944075.0,6.0,0.0,17.0,264,49.665,63.988,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'Length', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,361831.0,65.31,61.81200000000001,,,,,,,,,,,,False,Santa Clara,Maritimo,0.00496716
2455944099.0,7.0,0.0,18.0,264,64.155,60.452000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'PassEndX', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,371582.0,51.55500000000001,55.964,,,,,,,,,,,,False,Santa Clara,Maritimo,-0.0036051999999999994
2455944101.0,8.0,0.0,20.0,264,51.55500000000001,55.964,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Length', 'Offensive', 'PassEndY', 'Zone', 'OppositeRelatedEvent', 'PassEndX']","[91, 120, 29, 36, 38, 216, 218]",True,422003.0,55.545,54.944,,,,,,,,,,,,False,Santa Clara,Maritimo,
2455944109.0,7.0,0.0,20.0,251,56.385000000000005,9.724000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[91, 60]",True,397849.0,,,,,,,,,,,,49.0,Gabriel Silva,,Santa Clara,Maritimo,
2455944165.0,9.0,0.0,23.0,264,59.535000000000004,45.492000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'PassEndX', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,241843.0,43.89,36.244,,,,,,,,,,,,False,Santa Clara,Maritimo,-0.004229499999999999
2455944167.0,10.0,0.0,25.0,264,45.57,36.584,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[91, 70]",True,280951.0,,,,,,,,,,,,,,,Santa Clara,Maritimo,
2455944171.0,8.0,0.0,25.0,251,59.43000000000001,31.416000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[91, 143]",True,397827.0,,,,,,,,,,,,39.0,Matheus Babi,,Santa Clara,Maritimo,
2455944173.0,9.0,0.0,25.0,251,61.214999999999996,33.184,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,378828.0,,,,,,,,,,,,20.0,Adriano,,Santa Clara,Maritimo,
2455944181.0,10.0,0.0,26.0,251,61.214999999999996,33.184,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Length', 'PassEndX', 'PassEndY', 'Zone']","[91, 120, 29, 36, 37, 217, 218]",True,378828.0,78.22500000000001,38.89600000000001,,,,,,,,,,20.0,Adriano,True,Santa Clara,Maritimo,
2455944183.0,11.0,0.0,27.0,264,25.515,29.648000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[91, 101, 56]",True,422005.0,,,,,,,,,,,,,,,Santa Clara,Maritimo,
2455944237.0,11.0,0.0,31.0,251,81.79500000000002,31.008000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['OppositeRelatedEvent', 'Foul', 'Offensive', 'Zone']","[91, 63]",True,397849.0,,,,,,,,,,,,49.0,Gabriel Silva,,Santa Clara,Maritimo,
2455944247.0,12.0,0.0,31.0,264,23.205000000000002,36.992000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Foul', 'Zone', 'OppositeRelatedEvent', 'Defensive']",[64],False,329366.0,,,,,,,,,,,,,,,Santa Clara,Maritimo,
2455944969.0,12.0,1.0,30.0,251,81.375,30.736000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",ShotOnPost,Successful,"['RightFoot', 'GoalMouthY', 'Zone', 'DirectFreekick', 'MissHigh', 'GoalMouthZ', 'OutOfBoxCentre']","[91, 7, 8, 10, 2, 5, 12]",True,397849.0,,,39.9,47.4,True,,,,,,,49.0,Gabriel Silva,,Santa Clara,Maritimo,
2455945387.0,14.0,2.0,2.0,264,4.9350000000000005,37.74,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['MissHigh', 'PassEndY', 'GoalKick', 'Angle', 'Longball', 'Zone', 'Length', 'PassEndX']","[91, 120, 128, 36, 37, 216, 218]",True,322791.0,66.465,51.61200000000001,,,,,,,,,,,,True,Santa Clara,Maritimo,
2455945421.0,14.0,2.0,7.0,251,42.73500000000001,11.56,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'Zone', 'PassEndY', 'HeadPass', 'PassEndX']","[91, 120, 29, 139, 36, 37, 216, 218]",True,422199.0,66.15,19.720000000000002,,,,,,,,,,4.0,Kennedy Boateng,True,Santa Clara,Maritimo,
2455945465.0,15.0,2.0,9.0,264,32.025,43.044000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Length', 'Angle', 'Longball', 'Zone', 'PassEndY']","[91, 120, 128, 36, 37, 216, 218]",True,422005.0,66.36,51.748,,,,,,,,,,,,True,Santa Clara,Maritimo,
2455945463.0,15.0,2.0,11.0,251,36.435,14.824000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[197, 200]",False,422199.0,,,,,,,,,,,,4.0,Kennedy Boateng,,Santa Clara,Maritimo,
2455945469.0,16.0,2.0,11.0,264,68.565,53.17600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[198, 199]",False,241843.0,,,,,,,,,,,,,,,Santa Clara,Maritimo,
2455945471.0,16.0,2.0,11.0,251,34.125,13.396,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'Angle', 'PassEndX', 'PassEndY', 'Zone', 'Length']","[91, 118, 120, 29, 139, 36, 37, 216, 218]",True,422199.0,46.830000000000005,14.824000000000002,,,,,,,,,,4.0,Kennedy Boateng,False,Santa Clara,Maritimo,
2455945505.0,17.0,2.0,16.0,264,51.55500000000001,40.800000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,422003.0,45.885000000000005,31.552,,,,,,,,,,,,False,Santa Clara,Maritimo,0.0
2455945533.0,18.0,2.0,18.0,264,46.410000000000004,32.708000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'Zone', 'PassEndX']","[91, 117, 30, 36, 37, 216, 218]",True,101952.0,51.55500000000001,40.93600000000001,,,,,,,,,,,,False,Santa Clara,Maritimo,0.0
2455945539.0,19.0,2.0,19.0,264,51.55500000000001,40.93600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,280951.0,,,,,,,,,,,,,,,Santa Clara,Maritimo,
2455945607.0,20.0,2.0,23.0,264,47.775,60.044000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'Zone', 'Angle']","[91, 119, 117, 30, 36, 37, 216, 218]",True,329366.0,64.89,65.41600000000001,,,,,,,,,,,,False,Santa Clara,Maritimo,0.00496716
2455945617.0,21.0,2.0,27.0,264,66.78,55.21600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'Zone', 'PassEndX']","[91, 119, 117, 30, 35, 38, 216, 218]",True,371582.0,58.589999999999996,51.68000000000001,,,,,,,,,,,,False,Santa Clara,Maritimo,-0.0025853399999999985
2455945691.0,22.0,2.0,28.0,264,58.589999999999996,51.68000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 37, 216, 218]",True,280951.0,50.400000000000006,64.19200000000001,,,,,,,,,,,,False,Santa Clara,Maritimo,-0.003634690000000001
2455945729.0,23.0,2.0,34.0,264,49.56,63.85200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'Zone', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,329366.0,35.910000000000004,41.548,,,,,,,,,,,,False,Santa Clara,Maritimo,0.00014302000000000065
