id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,relatedEventId,relatedPlayerId,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2443371623.0,2.0,0.0,0.0,9509,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Santa Clara,Casa Pia AC,
2443371603.0,2.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Santa Clara,Casa Pia AC,
2443450925.0,791.0,0.0,0.0,9509,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Santa Clara,Casa Pia AC,
2443450939.0,849.0,0.0,0.0,251,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Santa Clara,Casa Pia AC,
2443338243.0,1.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'TeamPlayerFormation', 'PlayerPosition', 'JerseyNumber', 'CaptainPlayerId', 'TeamFormation']",[],False,,,,,,,,,,,,,,,Santa Clara,Casa Pia AC,
2443341337.0,1.0,0.0,0.0,9509,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'TeamPlayerFormation', 'PlayerPosition', 'TeamFormation', 'CaptainPlayerId', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,Santa Clara,Casa Pia AC,
2443371637.0,3.0,0.0,0.0,251,52.71000000000001,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'PassEndY', 'Angle', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,431984.0,37.17,33.388000000000005,,,,,,,,,9.0,Kyosuke Tagawa,False,Santa Clara,Casa Pia AC,-0.005571519999999998
2443371657.0,4.0,0.0,2.0,251,37.17,33.388000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'StandingSave', 'Zone', 'PassEndX', 'Chipped', 'Length', 'Angle', 'Longball']","[91, 120, 124, 128, 36, 37, 217, 218]",True,101748.0,81.165,61.336000000000006,,,,,,,,,8.0,Anderson Carvalho,True,Santa Clara,Casa Pia AC,
2443371763.0,4.0,0.0,5.0,9509,23.205000000000002,10.676,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Defensive', 'Zone', 'Foul', 'OppositeRelatedEvent']","[91, 63]",True,444765.0,,,,,,,,,,,,,,Santa Clara,Casa Pia AC,
2443371727.0,6.0,0.0,5.0,251,81.79500000000002,57.324000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'StandingSave', 'Foul', 'Zone']",[64],False,143035.0,,,,,,,,,,,16.0,Paulo Henrique,,Santa Clara,Casa Pia AC,
2443371927.0,6.0,0.0,21.0,9509,23.730000000000004,12.648000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Zone', 'Length', 'FreekickTaken', 'PassEndY', 'Angle']","[91, 117, 30, 132, 35, 37, 215, 218]",True,444765.0,10.185,28.900000000000002,,,,,,,,,,,False,Santa Clara,Casa Pia AC,-1.3259999999999314e-05
2443371957.0,7.0,0.0,25.0,9509,10.395000000000001,31.96,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Angle', 'PassEndX', 'StandingSave', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,135570.0,12.39,44.540000000000006,,,,,,,,,,,False,Santa Clara,Casa Pia AC,-0.0010497700000000002
2443372001.0,8.0,0.0,27.0,9509,12.075000000000001,46.172000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'Zone', 'Length', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,105686.0,6.93,33.932,,,,,,,,,,,False,Santa Clara,Casa Pia AC,-0.0003668899999999999
2443372065.0,9.0,0.0,33.0,9509,10.815000000000001,32.776,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'PassEndY', 'PassEndX', 'Length']","[91, 117, 30, 36, 38, 215, 218]",True,135570.0,18.794999999999998,12.24,,,,,,,,,,,False,Santa Clara,Casa Pia AC,-0.002041330000000001
