id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2496962503.0,2.0,0.0,0.0,1463,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Portimonense,Santa Clara,
2496962497.0,2.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Portimonense,Santa Clara,
2497012759.0,676.0,0.0,0.0,251,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Portimonense,Santa Clara,
2497012765.0,1073.0,0.0,0.0,1463,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Portimonense,Santa Clara,
2496934141.0,1.0,0.0,0.0,1463,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'TeamPlayerFormation', 'PlayerPosition', 'TeamFormation', 'CaptainPlayerId', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,Portimonense,Santa Clara,
2496935251.0,1.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'InvolvedPlayers', 'PlayerPosition', 'CaptainPlayerId', 'JerseyNumber', 'TeamFormation']",[],False,,,,,,,,,,,,,,,Portimonense,Santa Clara,
2496962523.0,3.0,0.0,0.0,1463,52.395,34.34,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'StandingSave', 'PassEndY', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,444818.0,44.1,29.172,,,,,,,,,,,False,Portimonense,Santa Clara,-0.0020492999999999987
2496962557.0,4.0,0.0,1.0,1463,41.685,28.084,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,391031.0,47.98500000000001,3.128,,,,,,,,,,,False,Portimonense,Santa Clara,-0.00014302000000000065
2496962593.0,5.0,0.0,3.0,1463,47.98500000000001,3.128,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndX', 'Length', 'PassEndY', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,308886.0,31.5,17.272000000000002,,,,,,,,,,,False,Portimonense,Santa Clara,-0.0013788199999999994
2496962619.0,6.0,0.0,6.0,1463,31.5,17.272000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,360107.0,31.080000000000002,41.548,,,,,,,,,,,False,Portimonense,Santa Clara,0.0002191399999999996
2496962687.0,7.0,0.0,10.0,1463,30.450000000000003,42.364000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'PassEndY', 'StandingSave', 'Zone']","[91, 117, 30, 36, 38, 215, 218]",True,422207.0,32.655,19.856,,,,,,,,,,,False,Portimonense,Santa Clara,-0.0002191399999999996
2496962725.0,8.0,0.0,15.0,1463,45.464999999999996,19.516000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Zone', 'StandingSave', 'PassEndX', 'Angle', 'Length', 'Chipped']","[91, 120, 29, 124, 36, 38, 217, 218]",True,360107.0,73.08,9.656,,,,,,,,,,,True,Portimonense,Santa Clara,
2496962795.0,3.0,0.0,17.0,251,25.200000000000003,59.704,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'StandingSave', 'PassEndX', 'Angle', 'Length', 'HeadPass']","[91, 117, 30, 139, 36, 38, 216, 218]",True,143035.0,41.160000000000004,40.392,,,,,,,,,16.0,Paulo Henrique,False,Portimonense,Santa Clara,0.004177920000000002
,,0.0,17.0,251,41.160000000000004,40.392,,,Carry,,,,,397827.0,41.475,38.148,,,,,,,,,39.0,Matheus Babi,False,Portimonense,Santa Clara,0.0
2496962803.0,4.0,0.0,19.0,251,41.475,38.148,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'Angle', 'PassEndX', 'Length']","[91, 117, 30, 35, 37, 216, 218]",True,397827.0,39.795,41.344,,,,,,,,,39.0,Matheus Babi,False,Portimonense,Santa Clara,0.0
,,0.0,19.0,251,39.795,41.344,,,Carry,,,,,469662.0,41.265,41.956,,,,,,,,,40.0,Kento Misao,False,Portimonense,Santa Clara,0.0
2496974355.0,110.0,0.0,21.0,251,41.265,41.956,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,469662.0,,,,,,,,,,,40.0,Kento Misao,,Portimonense,Santa Clara,
2496962807.0,5.0,0.0,21.0,251,39.06,40.800000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'PassEndX', 'PassEndY', 'StandingSave', 'Zone', 'Angle', 'Length']","[91, 120, 128, 36, 37, 216, 218]",True,469662.0,61.74,49.368,,,,,,,,,40.0,Kento Misao,True,Portimonense,Santa Clara,
2496962805.0,9.0,0.0,21.0,1463,38.43,22.168000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'StandingSave', 'Angle', 'Length', 'PassEndX']","[91, 118, 120, 29, 36, 38, 216, 218]",True,391031.0,47.46000000000001,18.224,,,,,,,,,,,False,Portimonense,Santa Clara,
,,0.0,21.0,251,41.265,41.956,,,Carry,,,,,469662.0,39.06,40.800000000000004,,,,,,,,,40.0,Kento Misao,False,Portimonense,Santa Clara,0.0
2496962877.0,7.0,0.0,24.0,251,55.964999999999996,53.85600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'PassEndX', 'Angle', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,449875.0,51.87,62.83200000000001,,,,,,,,,19.0,Bruno Almeida,False,Portimonense,Santa Clara,-0.001382170000000002
,,0.0,24.0,251,51.87,62.83200000000001,,,Carry,,,,,451235.0,49.35,60.588,,,,,,,,,32.0,MT,False,Portimonense,Santa Clara,0.0
2496962899.0,8.0,0.0,27.0,251,49.35,60.588,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'StandingSave', 'Angle', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,451235.0,47.775,51.34,,,,,,,,,32.0,MT,False,Portimonense,Santa Clara,0.0013619600000000006
2496962939.0,9.0,0.0,29.0,251,47.775,51.34,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'StandingSave', 'PassEndX', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,469662.0,59.010000000000005,48.07600000000001,,,,,,,,,40.0,Kento Misao,False,Portimonense,Santa Clara,0.003010559999999999
2496962941.0,10.0,0.0,30.0,251,59.010000000000005,48.07600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,449875.0,,,,,,,,,,,19.0,Bruno Almeida,,Portimonense,Santa Clara,
2496962931.0,10.0,0.0,31.0,1463,49.665,18.088,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Offensive', 'OppositeRelatedEvent', 'StandingSave', 'Zone']","[91, 53]",True,130506.0,,,,,,,,,,,,,,Portimonense,Santa Clara,
2496963011.0,11.0,0.0,31.0,251,55.33500000000001,49.912000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['OppositeRelatedEvent', 'StandingSave', 'Defensive', 'Zone']","[91, 142]",True,469662.0,,,,,,,,,,,40.0,Kento Misao,,Portimonense,Santa Clara,
2496962985.0,11.0,0.0,32.0,1463,51.345,17.884,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'StandingSave', 'PassEndX', 'Zone', 'Angle']","[91, 119, 117, 30, 36, 38, 216, 218]",True,391031.0,55.33500000000001,8.704,,,,,,,,,,,False,Portimonense,Santa Clara,0.0018268500000000014
2496962989.0,12.0,0.0,33.0,1463,55.33500000000001,8.704,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'OppositeRelatedEvent', 'PassEndX', 'PassEndY', 'Zone', 'StandingSave', 'Angle', 'Offensive']","[91, 120, 29, 36, 37, 216, 218]",True,447215.0,56.80500000000001,10.064000000000002,,,,,,,,,,,False,Portimonense,Santa Clara,
2497469597.0,695.0,0.0,34.0,251,48.72,49.980000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['OppositeRelatedEvent', 'Defensive', 'StandingSave', 'Zone']","[91, 60]",True,469662.0,,,,,,,,,,,40.0,Kento Misao,,Portimonense,Santa Clara,
2496963029.0,12.0,0.0,36.0,251,33.495,66.436,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'Longball', 'StandingSave', 'Length', 'Zone', 'PassEndX']","[91, 120, 128, 36, 38, 216, 218]",True,143035.0,69.825,53.584,,,,,,,,,16.0,Paulo Henrique,True,Portimonense,Santa Clara,
2496963047.0,13.0,0.0,38.0,1463,34.964999999999996,5.576,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,360107.0,,,,,,,,,,,,,,Portimonense,Santa Clara,
2496963069.0,14.0,0.0,40.0,1463,35.805,3.944,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,360107.0,,,,,,,,,,,,,,Portimonense,Santa Clara,
2496963277.0,14.0,0.0,46.0,251,61.845,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['ThrowIn', 'Zone', 'Length', 'Angle', 'PassEndY', 'PassEndX']","[91, 212, 36, 38, 216]",True,143035.0,66.57000000000001,57.324000000000005,,,,,,,,,16.0,Paulo Henrique,False,Portimonense,Santa Clara,0.0012528700000000031
2496963293.0,15.0,0.0,53.0,251,66.57000000000001,57.324000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,451235.0,,,,,,,,,,,32.0,MT,,Portimonense,Santa Clara,
2496963305.0,16.0,1.0,0.0,1463,10.08,31.144000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,126293.0,,,,,,,,,,,,,,Portimonense,Santa Clara,
2496963323.0,17.0,1.0,0.0,1463,8.925,30.6,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'StandingSave', 'PassEndY', 'Angle', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,126293.0,15.855,41.480000000000004,,,,,,,,,,,False,Portimonense,Santa Clara,0.0
2496992213.0,500.0,1.0,2.0,1463,16.17,42.636,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'StandingSave', 'PassEndX', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,422207.0,28.665000000000003,62.900000000000006,,,,,,,,,,,False,Portimonense,Santa Clara,-8.600000000000968e-07
2496963367.0,18.0,1.0,7.0,1463,32.025,62.15200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'PassEndY', 'Zone', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,297006.0,25.305000000000003,45.016000000000005,,,,,,,,,,,False,Portimonense,Santa Clara,0.0002364500000000009
