id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,cardType,blockedX,blockedY,relatedEventId,relatedPlayerId,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2468883857.0,7.0,0.0,14.0,296,50.505,48.620000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'StandingSave', 'Angle', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,283978.0,62.475,65.008,,,,,,,,,,,,False,Santa Clara,Sporting,0.00315932
2468883953.0,8.0,0.0,16.0,296,62.265,64.328,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Length', 'Angle', 'PassEndY', 'StandingSave']","[91, 119, 117, 30, 35, 38, 216, 218]",True,296364.0,55.44,59.160000000000004,,,,,,,,,,,,False,Santa Clara,Sporting,-0.002714640000000001
2468884049.0,9.0,0.0,18.0,296,48.405,57.664,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'StandingSave', 'Zone', 'Angle', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,283978.0,44.1,42.364000000000004,,,,,,,,,,,,False,Santa Clara,Sporting,0.0010005799999999992
2468884203.0,10.0,0.0,21.0,296,49.77,37.74,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'StandingSave', 'PassEndY', 'Length', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,71268.0,49.56,17.952,,,,,,,,,,,,False,Santa Clara,Sporting,-0.0005547
2468884309.0,11.0,0.0,26.0,296,52.92,17.34,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,259929.0,47.88,42.84,,,,,,,,,,,,False,Santa Clara,Sporting,-0.0025646799999999997
2468884421.0,12.0,0.0,29.0,296,61.74,49.64,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'StandingSave', 'Angle']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,283978.0,74.235,65.28,,,,,,,,,,,,False,Santa Clara,Sporting,0.0018699699999999986
2468884493.0,13.0,0.0,33.0,296,79.905,65.212,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'StandingSave', 'Chipped', 'Cross', 'Length', 'Zone', 'LeftFoot', 'Longball', 'PassEndY']","[91, 138, 124, 126, 36, 38, 217, 218]",True,296364.0,91.35000000000001,31.28,,,,,,,,,,,,True,Santa Clara,Sporting,
2468884893.0,4.0,0.0,34.0,251,10.395000000000001,42.160000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'StandingSave', 'PassEndX', 'OtherBodyPart', 'PassEndY', 'Angle', 'Length']","[91, 94, 95, 215]",True,451235.0,29.19,37.468,,,,,,,,,,32.0,MT,,Santa Clara,Sporting,
2468884795.0,14.0,0.0,36.0,296,80.53500000000001,30.26,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",MissedShots,Successful,"['RegularPlay', 'Zone', 'RightFoot', 'StandingSave', 'GoalMouthY', 'OutOfBoxCentre', 'MissRight', 'GoalMouthZ']","[91, 7, 10, 2, 3, 12]",True,408962.0,,,11.1,8.9,True,,,,,,,,,,Santa Clara,Sporting,
2468885863.0,6.0,1.0,6.0,251,4.9350000000000005,34.204,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'Zone', 'Length', 'PassEndX', 'Chipped', 'MissHigh', 'Angle', 'PassEndY', 'GoalKick']","[91, 119, 117, 124, 127, 36, 38, 216, 218]",True,337629.0,54.705000000000005,32.776,,,,,,,,,,12.0,Gabriel Batista,True,Santa Clara,Sporting,0.0074847199999999985
,,1.0,6.0,251,54.705000000000005,32.776,,,Carry,,,,,416885.0,54.6,34.408,,,,,,,,,,80.0,Victor Bobsin,False,Santa Clara,Sporting,0.0
2468969709.0,277.0,1.0,8.0,251,54.6,34.408,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'StandingSave', 'Zone', 'PassEndY', 'HeadPass', 'PassEndX']","[91, 120, 29, 139, 36, 38, 216, 218]",True,416885.0,60.795,18.224,,,,,,,,,,80.0,Victor Bobsin,False,Santa Clara,Sporting,
2468885925.0,17.0,1.0,10.0,296,39.69,54.67200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'Zone', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,344378.0,34.02,50.048,,,,,,,,,,,,False,Santa Clara,Sporting,-0.0010425699999999996
2468885929.0,18.0,1.0,11.0,296,34.02,49.980000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,409279.0,,,,,,,,,,,,,,,Santa Clara,Sporting,
2468885963.0,19.0,1.0,12.0,296,34.02,49.980000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'StandingSave', 'Length', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,409279.0,22.365000000000002,57.800000000000004,,,,,,,,,,,,False,Santa Clara,Sporting,-0.0016808000000000014
2468886055.0,20.0,1.0,13.0,296,21.945,58.61600000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Chipped', 'Angle', 'Zone', 'StandingSave', 'Longball', 'PassEndX', 'PassEndY', 'Length']","[91, 120, 124, 128, 36, 38, 217, 218]",True,283978.0,70.455,45.288,,,,,,,,,,,,True,Santa Clara,Sporting,
2468886227.0,7.0,1.0,17.0,251,33.915,29.988000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Angle', 'HeadPass', 'Zone']","[91, 117, 30, 139, 36, 38, 216, 218]",True,444763.0,47.565,29.444,,,,,,,,,,43.0,Paulo,False,Santa Clara,Sporting,0.0035222199999999995
2468886233.0,8.0,1.0,19.0,251,47.565,29.852,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['OtherBodyPart', 'StandingSave', 'Zone']",[91],True,367282.0,,,,,,,,,,,,35.0,Pedro Bicalho,,Santa Clara,Sporting,
2468886259.0,9.0,1.0,21.0,251,41.580000000000005,27.608000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,101748.0,,,,,,,,,,,,8.0,Anderson Carvalho,,Santa Clara,Sporting,
2468886355.0,11.0,1.0,23.0,251,41.580000000000005,26.112000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'Foul', 'OppositeRelatedEvent', 'Offensive']","[91, 63]",True,101748.0,,,,,,,,,,,,8.0,Anderson Carvalho,,Santa Clara,Sporting,
2468886367.0,21.0,1.0,23.0,296,63.42,41.888000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Defensive', 'Zone', 'StandingSave', 'Foul', 'OppositeRelatedEvent']",[64],False,408962.0,,,,,,,,,,,,,,,Santa Clara,Sporting,
2468886699.0,12.0,1.0,31.0,251,39.480000000000004,26.860000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'FreekickTaken', 'PassEndY', 'Length', 'Angle', 'Zone']","[91, 117, 30, 132, 35, 37, 215, 218]",True,378828.0,28.035,44.404,,,,,,,,,,20.0,Adriano,False,Santa Clara,Sporting,-0.00152184
2468886777.0,13.0,1.0,33.0,251,28.035,44.404,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'StandingSave', 'Length', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,444763.0,35.7,59.364000000000004,,,,,,,,,,43.0,Paulo,False,Santa Clara,Sporting,0.00015804999999999986
2468886831.0,14.0,1.0,35.0,251,35.595,59.364000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'Longball', 'Angle', 'StandingSave', 'Zone', 'Length', 'Chipped']","[91, 120, 124, 128, 36, 37, 217, 218]",True,367282.0,82.95,59.704,,,,,,,,,,35.0,Pedro Bicalho,True,Santa Clara,Sporting,
2468886809.0,22.0,1.0,40.0,296,22.785,11.56,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,259929.0,,,,,,,,,,,,,,,Santa Clara,Sporting,
2468886893.0,23.0,1.0,40.0,296,21.105000000000004,9.384,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'Zone', 'StandingSave', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,259929.0,1.3650000000000002,26.520000000000003,,,,,,,,,,,,False,Santa Clara,Sporting,-1.3259999999999314e-05
2468887015.0,24.0,1.0,42.0,296,1.3650000000000002,26.520000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Zone', 'PassEndY', 'Angle', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,23285.0,2.625,12.648000000000001,,,,,,,,,,,,False,Santa Clara,Sporting,-0.0019098400000000003
2468887201.0,25.0,1.0,45.0,296,7.5600000000000005,9.044,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'StandingSave', 'PassEndY', 'Chipped', 'PassEndX', 'Longball']","[91, 117, 124, 127, 36, 37, 216, 218]",True,259929.0,41.895,18.768,,,,,,,,,,,,True,Santa Clara,Sporting,0.00519102
2468887289.0,15.0,1.0,47.0,251,61.32,50.184000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'OppositeRelatedEvent', 'Offensive', 'Zone']","[91, 63]",True,101748.0,,,,,,,,,,,,8.0,Anderson Carvalho,,Santa Clara,Sporting,
2468887229.0,26.0,1.0,47.0,296,43.68000000000001,17.816000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'StandingSave', 'Foul', 'Defensive']",[64],False,135563.0,,,,,,,,,,,,,,,Santa Clara,Sporting,
2468888007.0,16.0,2.0,12.0,251,56.910000000000004,48.688,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'StandingSave', 'Angle', 'Length', 'FreekickTaken', 'PassEndY']","[91, 117, 30, 132, 35, 37, 216, 218]",True,444763.0,50.400000000000006,62.628,,,,,,,,,,43.0,Paulo,False,Santa Clara,Sporting,-0.0043725199999999995
,,2.0,12.0,251,50.400000000000006,62.628,,,Carry,,,,,451235.0,53.339999999999996,62.628,,,,,,,,,,32.0,MT,False,Santa Clara,Sporting,0.002252519999999999
2468888105.0,17.0,2.0,14.0,251,53.339999999999996,62.628,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,451235.0,69.09,65.41600000000001,,,,,,,,,,32.0,MT,True,Santa Clara,Sporting,0.002714640000000001
2468888131.0,18.0,2.0,15.0,251,69.09,65.41600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,422200.0,63.63,59.704,,,,,,,,,,10.0,Ricardinho,False,Santa Clara,Sporting,0.0
,,2.0,15.0,251,63.63,59.704,,,Carry,,,,,451235.0,71.08500000000001,57.120000000000005,,,,,,,,,,32.0,MT,True,Santa Clara,Sporting,0.0065646099999999985
2468888147.0,19.0,2.0,17.0,251,71.08500000000001,57.120000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[91, 70]",True,451235.0,,,,,,,,,,,,32.0,MT,,Santa Clara,Sporting,
2468888139.0,27.0,2.0,17.0,296,33.915,10.88,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'StandingSave', 'Zone']","[91, 142]",True,279177.0,,,,,,,,,,,,,,,Santa Clara,Sporting,
2468888197.0,28.0,2.0,18.0,296,40.32,6.12,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Zone', 'PassEndX', 'PassEndY', 'Angle', 'Length']","[91, 120, 29, 36, 37, 216, 218]",True,408962.0,59.115,7.276,,,,,,,,,,,,True,Santa Clara,Sporting,
2468888243.0,20.0,2.0,18.0,251,45.78,60.31600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,451235.0,,,,,,,,,,,,32.0,MT,,Santa Clara,Sporting,
2468888239.0,29.0,2.0,18.0,296,38.010000000000005,9.996,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'PassEndY', 'Zone', 'Length', 'Angle']","[91, 118, 120, 29, 36, 37, 216, 218]",True,408962.0,49.245,10.948000000000002,,,,,,,,,,,,False,Santa Clara,Sporting,
2468888313.0,21.0,2.0,21.0,251,45.885000000000005,62.900000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Length', 'Zone']","[91, 118, 120, 29, 36, 38, 216, 218]",True,101748.0,51.87,59.43200000000001,,,,,,,,,,8.0,Anderson Carvalho,False,Santa Clara,Sporting,
2470329153.0,1019.0,2.0,21.0,296,46.830000000000005,10.608,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[91, 101, 56]",True,408962.0,,,,,,,,,,,,,,,Santa Clara,Sporting,
2468888305.0,30.0,2.0,23.0,296,56.910000000000004,23.46,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,279177.0,,,,,,,,,,,,,,,Santa Clara,Sporting,
2468888323.0,31.0,2.0,23.0,296,56.910000000000004,23.46,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'PassEndY', 'PassEndX', 'Zone', 'StandingSave']","[91, 120, 29, 36, 37, 217, 218]",True,279177.0,71.19,32.776,,,,,,,,,,,,True,Santa Clara,Sporting,
2468888409.0,22.0,2.0,24.0,251,35.07,34.272,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,378828.0,,,,,,,,,,,,20.0,Adriano,,Santa Clara,Sporting,
2468888459.0,23.0,2.0,26.0,251,35.07,34.272,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Zone', 'StandingSave', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,378828.0,43.785000000000004,26.860000000000003,,,,,,,,,,20.0,Adriano,False,Santa Clara,Sporting,0.002219519999999999
2468888543.0,24.0,2.0,27.0,251,43.785000000000004,26.860000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'Length', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,367282.0,37.065,11.968000000000002,,,,,,,,,,35.0,Pedro Bicalho,False,Santa Clara,Sporting,-0.0026987899999999995
,,2.0,27.0,251,37.065,11.968000000000002,,,Carry,,,,,92825.0,31.080000000000002,11.356,,,,,,,,,,95.0,Pierre Sagna,False,Santa Clara,Sporting,-0.0015522899999999996
2468888723.0,25.0,2.0,30.0,251,31.080000000000002,11.356,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'StandingSave', 'PassEndY', 'PassEndX']","[91, 117, 30, 36, 38, 216, 218]",True,92825.0,46.410000000000004,5.78,,,,,,,,,,95.0,Pierre Sagna,False,Santa Clara,Sporting,0.0018885399999999993
,,2.0,30.0,251,46.410000000000004,5.78,,,Carry,,,,,397849.0,44.94,14.008000000000003,,,,,,,,,,49.0,Gabriel Silva,False,Santa Clara,Sporting,0.0013619600000000006
2468888729.0,26.0,2.0,35.0,251,44.94,14.008000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent', 'Foul']","[91, 63]",True,397849.0,,,,,,,,,,,,49.0,Gabriel Silva,,Santa Clara,Sporting,
2468888661.0,32.0,2.0,35.0,296,60.06,53.992000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Zone', 'StandingSave', 'Foul', 'OppositeRelatedEvent', 'Defensive']",[64],False,296364.0,,,,,,,,,,,,,,,Santa Clara,Sporting,
2468888853.0,27.0,2.0,37.0,251,44.415,4.556,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'FreekickTaken', 'PassEndY', 'PassEndX', 'Angle', 'Zone', 'StandingSave']","[91, 117, 30, 132, 35, 37, 215, 218]",True,397849.0,31.71,14.416,,,,,,,,,,49.0,Gabriel Silva,False,Santa Clara,Sporting,-0.0018885399999999993
2468888999.0,28.0,2.0,39.0,251,31.71,14.416,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,378828.0,39.69,4.964,,,,,,,,,,20.0,Adriano,False,Santa Clara,Sporting,0.0006677699999999998
2468889027.0,29.0,2.0,43.0,251,39.69,4.964,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'Length', 'PassEndY', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,92825.0,43.89,23.392,,,,,,,,,,95.0,Pierre Sagna,False,Santa Clara,Sporting,0.0030286099999999993
2468889225.0,30.0,2.0,44.0,251,43.89,23.392,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'StandingSave', 'Angle', 'Zone', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,101748.0,28.77,20.740000000000002,,,,,,,,,,8.0,Anderson Carvalho,False,Santa Clara,Sporting,-0.003186659999999999
2468889261.0,31.0,2.0,47.0,251,28.77,22.1,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndX', 'Zone', 'PassEndY', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,378828.0,27.51,49.980000000000004,,,,,,,,,,20.0,Adriano,False,Santa Clara,Sporting,0.0
2468889273.0,32.0,2.0,51.0,251,27.51,49.980000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Chipped', 'Longball', 'PassEndX', 'Length', 'Angle', 'StandingSave', 'Zone', 'PassEndY']","[91, 120, 124, 128, 36, 37, 217, 218]",True,444763.0,74.13,51.544000000000004,,,,,,,,,,43.0,Paulo,True,Santa Clara,Sporting,
2468889319.0,33.0,2.0,54.0,296,30.765,15.096,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Angle', 'Zone', 'HeadPass', 'PassEndX', 'PassEndY']","[91, 117, 30, 139, 36, 37, 216, 218]",True,109474.0,42.63,19.380000000000003,,,,,,,,,,,,False,Santa Clara,Sporting,0.002096839999999999
2468889329.0,34.0,2.0,56.0,296,42.73500000000001,19.516000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,409279.0,,,,,,,,,,,,,,,Santa Clara,Sporting,
2468889373.0,35.0,2.0,56.0,296,42.315,18.428,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Chipped', 'StandingSave', 'Length', 'Angle', 'Zone', 'PassEndY', 'PassEndX']","[91, 117, 30, 124, 36, 38, 216, 218]",True,409279.0,46.62,5.236000000000001,,,,,,,,,,,,False,Santa Clara,Sporting,-0.0002082999999999998
2468889393.0,36.0,2.0,58.0,296,45.36000000000001,6.0520000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'LayOff', 'PassEndX', 'StandingSave', 'Angle', 'Length', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,279177.0,34.230000000000004,5.644000000000001,,,,,,,,,,,,False,Santa Clara,Sporting,-0.0027068500000000002
2468889531.0,37.0,3.0,0.0,296,29.400000000000002,5.236000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'Zone', 'Angle', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,109474.0,20.055000000000003,16.252,,,,,,,,,,,,False,Santa Clara,Sporting,-0.0003527700000000005
2468889637.0,38.0,3.0,5.0,296,22.785,19.380000000000003,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'Angle', 'StandingSave', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,259929.0,24.885,32.64,,,,,,,,,,,,False,Santa Clara,Sporting,0.00015244999999999842
2468889759.0,39.0,3.0,8.0,296,33.075,36.992000000000004,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Angle', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,71268.0,37.905,53.108,,,,,,,,,,,,False,Santa Clara,Sporting,0.00082343
2468889817.0,40.0,3.0,12.0,296,48.300000000000004,53.516000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Angle', 'Length', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 120, 29, 36, 38, 216, 218]",True,283978.0,54.285000000000004,53.17600000000001,,,,,,,,,,,,False,Santa Clara,Sporting,
2468889871.0,33.0,3.0,12.0,251,47.775,16.252,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[91, 101, 56]",True,367282.0,,,,,,,,,,,,35.0,Pedro Bicalho,,Santa Clara,Sporting,
2468889901.0,34.0,3.0,14.0,251,56.385000000000005,7.616,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,397849.0,,,,,,,,,,,,49.0,Gabriel Silva,,Santa Clara,Sporting,
,,3.0,14.0,251,56.385000000000005,7.616,,,Carry,,,,,397849.0,65.73,7.072000000000001,,,,,,,,,,49.0,Gabriel Silva,True,Santa Clara,Sporting,0.002714640000000001
2468890131.0,35.0,3.0,19.0,251,65.73,7.072000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'StandingSave', 'Length', 'PassEndY']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,397849.0,72.66000000000001,3.5360000000000005,,,,,,,,,,49.0,Gabriel Silva,False,Santa Clara,Sporting,0.00377069
,,3.0,19.0,251,72.66000000000001,3.5360000000000005,,,Carry,,,,,367282.0,69.825,2.176,,,,,,,,,,35.0,Pedro Bicalho,False,Santa Clara,Sporting,0.0
2468890189.0,36.0,3.0,21.0,251,69.825,2.176,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'PassEndY', 'Length', 'StandingSave', 'Zone']","[91, 120, 29, 35, 38, 216, 218]",True,367282.0,60.480000000000004,0.0,,,,,,,,,,35.0,Pedro Bicalho,False,Santa Clara,Sporting,
