id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,shirtNo,name,progressive,homeTeam,awayTeam,xT
2483112125.0,39.0,3.0,29.0,251,39.480000000000004,44.336000000000006,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Chipped', 'PassEndY', 'Longball', 'PassEndX', 'Angle']","[91, 119, 117, 124, 127, 205, 36, 37, 217, 218]",True,416885.0,76.23,64.87200000000001,,,,,,,,,80.0,Victor Bobsin,True,Chaves,Santa Clara,0.00852955
,,3.0,29.0,251,76.23,64.87200000000001,,,Carry,,,,,422200.0,79.38,65.89200000000001,,,,,,,,,10.0,Ricardinho,False,Chaves,Santa Clara,0.00634183
2483112129.0,40.0,3.0,31.0,251,79.38,65.89200000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,422200.0,,,,,,,,,,,10.0,Ricardinho,,Chaves,Santa Clara,
2483112251.0,35.0,3.0,49.0,2008,25.935,0.0,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'ThrowIn', 'Zone', 'Length', 'Angle', 'PassEndY']","[91, 212, 35, 37, 215]",True,381794.0,25.515,15.504000000000001,,,,,,,,,,,False,Chaves,Santa Clara,0.0009752800000000002
2483112255.0,36.0,3.0,50.0,2008,26.669999999999998,19.652,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'Angle', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,121484.0,25.725,47.056000000000004,,,,,,,,,,,False,Chaves,Santa Clara,-0.00109158
2483112273.0,37.0,3.0,51.0,2008,25.725,47.736000000000004,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'PassEndX', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,323355.0,33.285000000000004,62.288000000000004,,,,,,,,,,,False,Chaves,Santa Clara,-0.0002364500000000009
2483112287.0,38.0,3.0,53.0,2008,33.705000000000005,62.83200000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Zone', 'Length', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,437686.0,24.990000000000002,48.484,,,,,,,,,,,False,Chaves,Santa Clara,0.0002364500000000009
2483112311.0,39.0,3.0,54.0,2008,24.990000000000002,48.144,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'Length', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,323355.0,36.75,42.84,,,,,,,,,,,False,Chaves,Santa Clara,0.002678699999999999
2483112327.0,40.0,3.0,56.0,2008,36.75,42.84,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,232384.0,9.345,36.924,,,,,,,,,,,False,Chaves,Santa Clara,-0.00328118
2483112345.0,41.0,3.0,57.0,2008,9.345,36.924,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'Angle', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,363078.0,23.625,23.392,,,,,,,,,,,False,Chaves,Santa Clara,-0.0008141799999999994
2483112369.0,42.0,3.0,59.0,2008,23.625,23.392,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'Zone', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,121484.0,24.044999999999998,23.12,,,,,,,,,,,False,Chaves,Santa Clara,0.0
2483112431.0,43.0,4.0,2.0,2008,60.375,17.068,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,381794.0,74.55,19.924000000000003,,,,,,,,,,,True,Chaves,Santa Clara,0.007266439999999999
2483112453.0,44.0,4.0,8.0,2008,63.839999999999996,21.216,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsidePass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'PlayerCaughtOffside']","[91, 217]",True,141293.0,70.56,4.216,,,,,,,,,,,,Chaves,Santa Clara,
2483112489.0,43.0,4.0,8.0,251,29.505000000000003,52.97200000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideProvoked,Successful,[],[62],False,274646.0,,,,,,,,,,,17.0,Cristian Tassano,,Chaves,Santa Clara,
2483112533.0,44.0,4.0,28.0,251,27.825000000000003,62.628,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Zone', 'IndirectFreekickTaken', 'PassEndY', 'Length', 'Chipped', 'FreekickTaken', 'Angle', 'PassEndX']","[91, 120, 124, 128, 133, 36, 37, 217, 218]",True,274646.0,92.29500000000002,68.0,,,,,,,,,17.0,Cristian Tassano,True,Chaves,Santa Clara,
2483112561.0,46.0,4.0,37.0,2008,18.480000000000004,0.0,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'PassEndY', 'ThrowIn', 'PassEndX']","[91, 212, 35, 37, 215]",True,381794.0,13.125,13.056000000000001,,,,,,,,,,,False,Chaves,Santa Clara,0.00033735000000000015
2483112575.0,47.0,4.0,38.0,2008,13.125,13.056000000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'Angle', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,121484.0,5.775,29.988000000000003,,,,,,,,,,,False,Chaves,Santa Clara,0.0006246700000000008
2483112623.0,48.0,4.0,40.0,2008,6.405,30.192,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'Zone', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,363078.0,14.07,48.75600000000001,,,,,,,,,,,False,Chaves,Santa Clara,0.0003668899999999999
