id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,cardType,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2538240027.0,2.0,0.0,0.0,2008,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Chaves,
2538240043.0,3.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Chaves,
2538336643.0,915.0,0.0,0.0,2008,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Chaves,
2538336839.0,810.0,0.0,0.0,251,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Chaves,
2538177257.0,1.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'TeamFormation', 'CaptainPlayerId', 'InvolvedPlayers', 'JerseyNumber', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,Santa Clara,Chaves,
2538183065.0,1.0,0.0,0.0,2008,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'TeamPlayerFormation', 'CaptainPlayerId', 'JerseyNumber', 'InvolvedPlayers', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,Santa Clara,Chaves,
2538240089.0,3.0,0.0,0.0,2008,52.5,34.136,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'PassEndY', 'Length', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,320350.0,49.035000000000004,32.300000000000004,,,,,,,,,,,,False,Santa Clara,Chaves,-0.0020492999999999987
2538240095.0,4.0,0.0,1.0,2008,49.035000000000004,32.300000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndX', 'Longball', 'PassEndY', 'StandingSave', 'Chipped', 'Length', 'Angle']","[91, 120, 124, 128, 36, 38, 216, 218]",True,255627.0,68.04,4.148,,,,,,,,,,,,False,Santa Clara,Chaves,
2538240097.0,4.0,0.0,3.0,251,40.53,60.31600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'Head', 'StandingSave']","[91, 101, 56]",True,143035.0,,,,,,,,,,,,16.0,Paulo Henrique,,Santa Clara,Chaves,
2538240235.0,5.0,0.0,8.0,2008,59.745000000000005,30.6,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'StandingSave', 'Length', 'PassEndY']","[91, 119, 117, 30, 35, 37, 216, 218]",True,362386.0,54.495,59.704,,,,,,,,,,,,False,Santa Clara,Chaves,-0.0021593199999999993
2538240255.0,5.0,0.0,14.0,251,36.12,18.496000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone']",[55],False,397827.0,,,,,,,,,,,,39.0,Matheus Babi,,Santa Clara,Chaves,
2538240263.0,6.0,0.0,14.0,2008,68.88,49.504000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent', 'StandingSave']","[91, 54]",True,390741.0,,,,,,,,,,,,,,,Santa Clara,Chaves,
2538292695.0,463.0,0.0,16.0,2008,70.98,47.328,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone', 'StandingSave']","[91, 53]",True,390741.0,,,,,,,,,,,,,,,Santa Clara,Chaves,
2538292749.0,401.0,0.0,16.0,251,34.02,20.672,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['Defensive', 'StandingSave', 'Zone', 'OppositeRelatedEvent']","[91, 142]",True,444764.0,,,,,,,,,,,,21.0,Andrézinho,,Santa Clara,Chaves,
2538240285.0,7.0,0.0,18.0,2008,77.385,39.440000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Offensive', 'OppositeRelatedEvent', 'StandingSave', 'PassEndY', 'Length', 'Zone', 'Angle']","[91, 120, 29, 36, 38, 217, 218]",True,390741.0,78.855,36.720000000000006,,,,,,,,,,,,False,Santa Clara,Chaves,
2538240323.0,6.0,0.0,18.0,251,29.715000000000003,40.528000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[91, 60]",True,143035.0,,,,,,,,,,,,16.0,Paulo Henrique,,Santa Clara,Chaves,
2538292877.0,402.0,0.0,19.0,251,38.43,23.528000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,346000.0,,,,,,,,,,,,6.0,Bruno Jordão,,Santa Clara,Chaves,
2538240347.0,7.0,0.0,19.0,251,29.085,28.628000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'StandingSave', 'Angle', 'PassEndY', 'Zone', 'Length', 'Chipped']","[91, 118, 120, 29, 124, 36, 37, 216, 218]",True,346000.0,36.435,44.47200000000001,,,,,,,,,,6.0,Bruno Jordão,False,Santa Clara,Chaves,
,,0.0,19.0,251,38.43,23.528000000000002,,,Carry,,,,,346000.0,29.085,28.628000000000004,,,,,,,,,,6.0,Bruno Jordão,False,Santa Clara,Chaves,-0.0013679799999999995
2538240341.0,8.0,0.0,20.0,2008,70.98,32.300000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Zone', 'HeadPass', 'Length', 'PassEndY', 'Angle']","[91, 120, 29, 139, 36, 38, 217, 218]",True,438899.0,79.17000000000002,20.332,,,,,,,,,,,,False,Santa Clara,Chaves,
2538293105.0,403.0,0.0,22.0,251,33.6,56.236000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Zone', 'PassEndX', 'Angle', 'Length', 'HeadPass']","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,422200.0,46.515,51.408,,,,,,,,,,10.0,Ricardinho,False,Santa Clara,Chaves,
2538293043.0,464.0,0.0,25.0,2008,69.51,5.372000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,323355.0,,,,,,,,,,,,,,,Santa Clara,Chaves,
2538240421.0,9.0,0.0,26.0,2008,65.415,6.596,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'Length', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,323355.0,43.47,9.248000000000001,,,,,,,,,,,,False,Santa Clara,Chaves,-0.006187929999999996
