id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2466527819.0,2.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Rio Ave,Santa Clara,
2466527855.0,2.0,0.0,0.0,121,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Rio Ave,Santa Clara,
2466634735.0,781.0,0.0,0.0,251,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Rio Ave,Santa Clara,
2466634751.0,923.0,0.0,0.0,121,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Rio Ave,Santa Clara,
2466478841.0,1.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'CaptainPlayerId', 'InvolvedPlayers', 'JerseyNumber', 'PlayerPosition', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Rio Ave,Santa Clara,
2466479067.0,1.0,0.0,0.0,121,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'InvolvedPlayers', 'TeamFormation', 'CaptainPlayerId', 'JerseyNumber', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,Rio Ave,Santa Clara,
2466527993.0,3.0,0.0,1.0,251,52.29,34.204,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'Zone', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,422200.0,46.515,30.328000000000003,,,,,,,,,,10.0,Ricardinho,False,Rio Ave,Santa Clara,0.0
,,0.0,1.0,251,46.515,30.328000000000003,,,Carry,,,,,367282.0,46.62,32.096000000000004,,,,,,,,,,35.0,Pedro Bicalho,False,Rio Ave,Santa Clara,0.0
2466528003.0,4.0,0.0,2.0,251,46.62,32.096000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'PassEndY', 'Zone', 'Chipped', 'Longball', 'Length']","[91, 120, 124, 128, 36, 37, 217, 218]",True,367282.0,94.185,49.64,,,,,,,,,,35.0,Pedro Bicalho,True,Rio Ave,Santa Clara,
2466527963.0,3.0,0.0,6.0,121,14.700000000000001,18.292,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,[],[93],False,284656.0,,,,,,,,,,,,,,,Rio Ave,Santa Clara,
