id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2507578053.0,2.0,0.0,0.0,122,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Boavista,Casa Pia AC,
2507578045.0,2.0,0.0,0.0,9509,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Boavista,Casa Pia AC,
2507596621.0,794.0,0.0,0.0,9509,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Boavista,Casa Pia AC,
2507596757.0,926.0,0.0,0.0,122,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Boavista,Casa Pia AC,
2507555995.0,1.0,0.0,0.0,122,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'TeamPlayerFormation', 'InvolvedPlayers', 'CaptainPlayerId', 'JerseyNumber', 'TeamFormation']",[],False,,,,,,,,,,,,,,,Boavista,Casa Pia AC,
2507557003.0,1.0,0.0,0.0,9509,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'InvolvedPlayers', 'PlayerPosition', 'TeamFormation', 'CaptainPlayerId', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,Boavista,Casa Pia AC,
2507578065.0,3.0,0.0,0.0,9509,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'Zone', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,135347.0,29.82,36.108000000000004,,,,,,,,,,,False,Boavista,Casa Pia AC,-0.0035222199999999995
2507578103.0,4.0,0.0,3.0,9509,29.82,36.108000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Angle', 'Length', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,447000.0,34.545,56.236000000000004,,,,,,,,,,,False,Boavista,Casa Pia AC,-0.0007288600000000013
2507578121.0,5.0,0.0,7.0,9509,30.975,53.040000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'Angle', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,105686.0,25.41,44.404,,,,,,,,,,,False,Boavista,Casa Pia AC,-0.0005818599999999983
2507578145.0,6.0,0.0,10.0,9509,25.200000000000003,42.772000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'PassEndY', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,447000.0,25.935,24.004,,,,,,,,,,,False,Boavista,Casa Pia AC,0.0
2507578165.0,7.0,0.0,13.0,9509,22.995,22.032,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'PassEndX', 'Zone', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,136355.0,1.9949999999999999,42.432,,,,,,,,,,,False,Boavista,Casa Pia AC,-0.0011331400000000012
