id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,cardType,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2461432423.0,2.0,0.0,0.0,296,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Boavista,Sporting,
2461432419.0,2.0,0.0,0.0,122,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Boavista,Sporting,
2461494199.0,1068.0,0.0,0.0,296,0.0,0.0,13.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Boavista,Sporting,
2461494349.0,618.0,0.0,0.0,122,0.0,0.0,13.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Boavista,Sporting,
2461393967.0,1.0,0.0,0.0,296,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'CaptainPlayerId', 'PlayerPosition', 'TeamPlayerFormation', 'InvolvedPlayers', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Boavista,Sporting,
2461401421.0,1.0,0.0,0.0,122,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'TeamPlayerFormation', 'JerseyNumber', 'InvolvedPlayers', 'CaptainPlayerId', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Boavista,Sporting,
2461432511.0,3.0,0.0,0.0,122,52.71000000000001,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Angle', 'Length', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,318429.0,33.6,36.448,,,,,,,,,,24.0,Sebastián Pérez,False,Boavista,Sporting,-0.005571519999999998
,,0.0,0.0,122,33.6,36.448,,,Carry,,,,,423077.0,33.705000000000005,34.884,,,,,,,,,,26.0,Rodrigo Abascal,False,Boavista,Sporting,0.0
2461432579.0,5.0,0.0,4.0,122,33.705000000000005,34.884,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'PassEndY', 'Longball', 'Angle', 'Chipped']","[91, 119, 117, 124, 127, 36, 38, 216, 218]",True,423077.0,60.58500000000001,6.664000000000001,,,,,,,,,,26.0,Rodrigo Abascal,True,Boavista,Sporting,0.003412199999999999
2461432589.0,6.0,0.0,7.0,122,60.58500000000001,6.664000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndX', 'HeadPass', 'Length', 'PassEndY', 'Zone']","[91, 120, 29, 139, 36, 38, 217, 218]",True,422313.0,81.165,0.0,,,,,,,,,,79.0,Pedro Malheiro,True,Boavista,Sporting,
2461432621.0,4.0,0.0,11.0,296,28.980000000000004,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'ThrowIn', 'PassEndX', 'Angle', 'Length']","[91, 212, 35, 38, 215]",True,296364.0,17.745,63.988,,,,,,,,,,,,False,Boavista,Sporting,-0.00198043
2461432663.0,5.0,0.0,12.0,296,16.8,63.24,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'Angle', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,283978.0,4.095,40.188,,,,,,,,,,,,False,Boavista,Sporting,0.0016144000000000002
2461432689.0,6.0,0.0,16.0,296,6.510000000000001,36.312000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle']","[91, 117, 30, 36, 38, 215, 218]",True,23285.0,20.16,7.752000000000001,,,,,,,,,,,,False,Boavista,Sporting,-0.0009620200000000009
2461432717.0,7.0,0.0,19.0,296,20.16,7.752000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'Length', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,362352.0,18.585,18.564,,,,,,,,,,,,False,Boavista,Sporting,0.0015645000000000017
2461432743.0,8.0,0.0,21.0,296,18.585,18.564,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Length', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,395992.0,18.900000000000002,31.28,,,,,,,,,,,,False,Boavista,Sporting,0.00015244999999999842
2461432771.0,9.0,0.0,24.0,296,27.3,32.368,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,71268.0,31.185000000000002,48.21200000000001,,,,,,,,,,,,False,Boavista,Sporting,-0.0002191399999999996
2461432785.0,10.0,0.0,26.0,296,31.080000000000002,48.21200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'Angle', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,283978.0,34.02,42.228,,,,,,,,,,,,False,Boavista,Sporting,0.0
2461432803.0,11.0,0.0,28.0,296,34.02,42.228,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Length', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,409279.0,40.74,52.36000000000001,,,,,,,,,,,,False,Boavista,Sporting,0.00082343
2461432805.0,12.0,0.0,30.0,296,41.160000000000004,56.57600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[91, 70]",True,344378.0,,,,,,,,,,,,,,,Boavista,Sporting,
2461432821.0,8.0,0.0,30.0,122,63.839999999999996,11.424000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Zone', 'Defensive', 'OppositeRelatedEvent']","[91, 143]",True,333946.0,,,,,,,,,,,,2.0,Reggie Cannon,,Boavista,Sporting,
2461432895.0,14.0,0.0,40.0,296,26.880000000000003,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'ThrowIn', 'Angle', 'Zone', 'PassEndX', 'Length']","[91, 212, 35, 38, 215]",True,296364.0,19.215,64.19200000000001,,,,,,,,,,,,False,Boavista,Sporting,-0.0013280500000000008
2461432915.0,15.0,0.0,42.0,296,18.69,63.444,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'PassEndY', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,283978.0,2.625,47.804,,,,,,,,,,,,False,Boavista,Sporting,0.0004313600000000004
2461432959.0,16.0,0.0,45.0,296,1.5750000000000002,43.724000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'PassEndX', 'Angle']","[91, 117, 30, 36, 38, 215, 218]",True,23285.0,2.7300000000000004,21.488000000000003,,,,,,,,,,,,False,Boavista,Sporting,0.0
2461432971.0,17.0,0.0,50.0,296,11.13,28.288000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'Angle', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,395992.0,2.625,34.68,,,,,,,,,,,,False,Boavista,Sporting,-0.0014166600000000001
