id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,goalMouthZ,goalMouthY,isShot,isGoal,relatedEventId,relatedPlayerId,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2476596279.0,5.0,0.0,3.0,122,36.435,9.044,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Length', 'Angle', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,422313.0,28.035,21.828000000000003,,,,,,,,,,79.0,Pedro Malheiro,False,Vitoria de Guimaraes,Boavista,-0.0010425699999999996
2476596307.0,6.0,0.0,5.0,122,28.035,21.964,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'StandingSave', 'PassEndY', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,333946.0,18.27,37.944,,,,,,,,,,2.0,Reggie Cannon,False,Vitoria de Guimaraes,Boavista,-0.0009391300000000016
,,0.0,5.0,122,18.27,37.944,,,Carry,,,,,120590.0,18.69,34.884,,,,,,,,,,23.0,Vincent Sasso,False,Vitoria de Guimaraes,Boavista,0.0
2476596369.0,7.0,0.0,9.0,122,18.69,34.884,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'StandingSave', 'Angle', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,120590.0,13.86,21.216,,,,,,,,,,23.0,Vincent Sasso,False,Vitoria de Guimaraes,Boavista,-0.0003880399999999992
,,0.0,9.0,122,13.86,21.216,,,Carry,,,,,333946.0,25.725,14.620000000000001,,,,,,,,,,2.0,Reggie Cannon,True,Vitoria de Guimaraes,Boavista,0.0008174500000000008
2476596405.0,8.0,0.0,16.0,122,25.725,14.620000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle', 'Chipped']","[91, 117, 30, 124, 36, 37, 216, 218]",True,333946.0,46.410000000000004,20.944000000000003,,,,,,,,,,2.0,Reggie Cannon,False,Vitoria de Guimaraes,Boavista,0.0048674600000000005
2476596419.0,9.0,0.0,20.0,122,47.67,20.944000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Length', 'Zone', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,423601.0,44.94,25.024,,,,,,,,,,59.0,Martim Tavares,False,Vitoria de Guimaraes,Boavista,0.0005547
2476596421.0,10.0,0.0,21.0,122,45.36000000000001,24.344,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['StandingSave', 'Zone', 'OppositeRelatedEvent', 'Offensive']","[91, 53]",True,374830.0,,,,,,,,,,,,8.0,Bruno Lourenço,,Vitoria de Guimaraes,Boavista,
2476596451.0,3.0,0.0,21.0,107,59.64,43.656000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['StandingSave', 'Defensive', 'Zone', 'OppositeRelatedEvent']","[91, 143]",True,135638.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Boavista,
2476596459.0,4.0,0.0,22.0,107,60.06,44.47200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['StandingSave', 'Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 53]",True,70967.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Boavista,
2476596469.0,11.0,0.0,22.0,122,44.94,23.528000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Defensive', 'StandingSave', 'OppositeRelatedEvent', 'Zone']","[91, 143]",True,374830.0,,,,,,,,,,,,8.0,Bruno Lourenço,,Vitoria de Guimaraes,Boavista,
2476596499.0,12.0,0.0,24.0,122,41.685,20.128000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone', 'StandingSave']","[91, 53]",True,318429.0,,,,,,,,,,,,24.0,Sebastián Pérez,,Vitoria de Guimaraes,Boavista,
2476596493.0,5.0,0.0,24.0,107,63.315,47.87200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent', 'StandingSave']","[91, 142]",True,319796.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Boavista,
2476596537.0,13.0,0.0,26.0,122,36.96000000000001,24.344,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndY', 'PassEndX', 'Longball', 'StandingSave', 'Angle', 'Zone']","[91, 120, 128, 36, 37, 217, 218]",True,333946.0,88.515,40.052,,,,,,,,,,2.0,Reggie Cannon,True,Vitoria de Guimaraes,Boavista,
2476596559.0,6.0,0.0,30.0,107,9.975,24.208000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,['StandingSave'],[93],False,107158.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Boavista,
2476596633.0,7.0,0.0,32.0,107,11.97,29.308000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'KeeperThrow', 'PassEndX', 'Zone', 'PassEndY', 'StandingSave']","[91, 36, 37, 215, 218]",True,107158.0,18.585,51.884,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,-0.0014034000000000008
2476596647.0,8.0,0.0,37.0,107,22.47,47.19200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Length', 'PassEndY', 'Angle', 'StandingSave']","[91, 117, 30, 36, 38, 215, 218]",True,318502.0,28.875,44.948,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.00109158
2476596671.0,9.0,0.0,39.0,107,31.080000000000002,46.444,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Zone', 'Length', 'StandingSave', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,70967.0,45.57,51.204,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.00274078
2476596689.0,10.0,0.0,40.0,107,45.57,51.204,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'StandingSave', 'PassEndY', 'Length', 'LayOff']","[91, 117, 30, 35, 215, 218]",True,319796.0,33.915,51.204,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,-0.0032505
2476596717.0,11.0,0.0,42.0,107,33.915,51.204,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,70967.0,22.47,49.64,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,-0.00058186
2476596773.0,12.0,0.0,45.0,107,22.47,49.64,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'StandingSave', 'Length', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,318502.0,30.765,26.792,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.0013107199999999996
2476596785.0,13.0,0.0,50.0,107,30.135,29.648000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'Length', 'Angle', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,135638.0,35.175000000000004,37.06,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.0013027000000000004
2476596793.0,14.0,0.0,51.0,107,35.175000000000004,37.06,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Angle', 'Zone', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,70967.0,30.135,35.836000000000006,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,-0.0013027000000000004
2476596835.0,15.0,0.0,52.0,107,30.135,35.836000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'StandingSave', 'Zone', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,135638.0,29.085,26.588000000000005,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.0
2476596899.0,16.0,0.0,57.0,107,35.910000000000004,36.584,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'PassEndY', 'Angle', 'Zone', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,432629.0,44.205000000000005,63.71600000000001,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,-0.00014302000000000065
2476596927.0,17.0,1.0,1.0,107,40.845,63.580000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,447235.0,30.450000000000003,59.160000000000004,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,-0.0014860800000000007
2476597007.0,18.0,1.0,3.0,107,28.875,58.82000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'PassEndX', 'PassEndY', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,318502.0,27.195,35.564,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.0007288599999999996
2476597023.0,19.0,1.0,9.0,107,26.775000000000002,30.056000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndY', 'Zone', 'Angle', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,432629.0,28.980000000000004,9.996,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,-0.0007288599999999996
2476597037.0,20.0,1.0,11.0,107,28.980000000000004,9.996,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Zone', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,408432.0,32.550000000000004,14.824000000000002,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.0
2476597051.0,21.0,1.0,13.0,107,32.550000000000004,14.824000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Angle', 'Zone', 'PassEndX', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,70967.0,24.255000000000003,10.268,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,-0.0011710800000000014
2476597069.0,22.0,1.0,15.0,107,22.89,13.328000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Zone', 'Length', 'PassEndY', 'Angle', 'StandingSave']","[91, 118, 120, 29, 36, 38, 215, 218]",True,408432.0,25.830000000000002,12.512,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,
2476597063.0,14.0,1.0,15.0,122,78.96000000000001,57.664,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,280768.0,,,,,,,,,,,,7.0,Kenji Gorré,,Vitoria de Guimaraes,Boavista,
2476597097.0,23.0,1.0,19.0,107,26.355000000000004,4.828,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'Zone', 'StandingSave', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,70967.0,33.285000000000004,7.208,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.0
2476597109.0,24.0,1.0,20.0,107,33.285000000000004,7.208,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndY', 'Angle', 'PassEndX', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,430413.0,29.715000000000003,5.032000000000001,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.0
2476597115.0,25.0,1.0,20.0,107,29.715000000000003,5.032000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'StandingSave', 'Length', 'PassEndY', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,435125.0,32.235,15.844000000000001,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.0008183100000000009
2476597129.0,26.0,1.0,22.0,107,33.39,15.572000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Angle', 'PassEndX', 'StandingSave', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,135638.0,51.45,18.360000000000003,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.006261059999999999
2476597145.0,28.0,1.0,23.0,107,55.125,17.272000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,430413.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Boavista,
2476597137.0,27.0,1.0,23.0,107,50.714999999999996,23.256000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'PassEndX', 'StandingSave', 'Angle']","[91, 119, 117, 30, 36, 38, 216, 218]",True,380620.0,53.445,15.844000000000001,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.0018268500000000014
2476597143.0,15.0,1.0,25.0,122,40.74,50.048,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[197, 200]",False,120590.0,,,,,,,,,,,,23.0,Vincent Sasso,,Vitoria de Guimaraes,Boavista,
2476597161.0,29.0,1.0,25.0,107,64.26,17.952,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[198, 199]",False,380620.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Boavista,
2476597147.0,16.0,1.0,25.0,122,42.525,52.496,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Zone', 'HeadPass', 'Length', 'PassEndX', 'PassEndY']","[91, 118, 120, 29, 139, 36, 37, 216, 218]",True,120590.0,45.675000000000004,53.924,,,,,,,,,,23.0,Vincent Sasso,False,Vitoria de Guimaraes,Boavista,
2476597255.0,30.0,1.0,28.0,107,70.56,13.260000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndY', 'PassEndX', 'Zone', 'Angle']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,435125.0,80.745,3.06,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.0035479100000000013
2476597259.0,31.0,1.0,31.0,107,82.005,2.788,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['OppositeRelatedEvent', 'StandingSave', 'Offensive', 'Zone']","[91, 53]",True,430413.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Boavista,
2476597231.0,17.0,1.0,31.0,122,22.995,65.212,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['StandingSave', 'Zone', 'OppositeRelatedEvent', 'Defensive']","[91, 142]",True,454408.0,,,,,,,,,,,,70.0,Bruno,,Vitoria de Guimaraes,Boavista,
2476597275.0,32.0,1.0,31.0,107,77.7,3.196,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,430413.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Boavista,
2476597493.0,19.0,1.0,45.0,122,25.62,68.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'ThrowIn', 'PassEndX', 'Angle', 'Length']","[91, 212, 36, 38, 216]",True,389108.0,44.83500000000001,63.85200000000001,,,,,,,,,,19.0,Ricardo Mangas,False,Vitoria de Guimaraes,Boavista,
2476597461.0,34.0,1.0,47.0,107,59.115,2.3800000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[91, 101, 56]",True,435125.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Boavista,
2476597613.0,21.0,2.0,3.0,122,48.510000000000005,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'ThrowIn', 'PassEndY', 'PassEndX', 'Angle', 'Zone']","[91, 212, 36, 38, 216]",True,389108.0,62.79,64.87200000000001,,,,,,,,,,19.0,Ricardo Mangas,False,Vitoria de Guimaraes,Boavista,
2476597681.0,36.0,2.0,4.0,107,40.11000000000001,4.216,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'Angle', 'OtherBodyPart', 'PassEndX']","[91, 117, 30, 36, 216, 218]",True,435125.0,45.045,4.216,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.0012207699999999995
2476597685.0,37.0,2.0,6.0,107,50.295,3.468,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,430413.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Boavista,
2476597705.0,38.0,2.0,7.0,107,50.295,3.468,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'StandingSave', 'Length', 'Zone']","[91, 119, 117, 30, 36, 38, 216, 218]",True,430413.0,63.105000000000004,2.584,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.00496716
2476597707.0,39.0,2.0,9.0,107,63.42,2.652,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,70967.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Boavista,
2476597797.0,23.0,2.0,24.0,122,47.145,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndY', 'PassEndX', 'ThrowIn']","[91, 212, 36, 38, 216]",True,389108.0,57.330000000000005,59.228,,,,,,,,,,19.0,Ricardo Mangas,False,Vitoria de Guimaraes,Boavista,0.002252519999999999
2476597809.0,24.0,2.0,25.0,122,57.330000000000005,59.228,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'Length', 'StandingSave', 'Zone', 'PassEndX']","[91, 120, 29, 36, 38, 217, 218]",True,280768.0,72.55499999999999,51.816,,,,,,,,,,7.0,Kenji Gorré,True,Vitoria de Guimaraes,Boavista,
2476597813.0,41.0,2.0,26.0,107,28.035,18.156000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,408432.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Boavista,
2476597903.0,43.0,2.0,28.0,107,27.930000000000003,15.368000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Angle']","[91, 118, 120, 29, 35, 37, 215, 218]",True,408432.0,20.895,20.060000000000002,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,
2476597885.0,25.0,2.0,30.0,122,78.12,47.056000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'OppositeRelatedEvent', 'Offensive', 'Foul']","[91, 63]",True,280768.0,,,,,,,,,,,,7.0,Kenji Gorré,,Vitoria de Guimaraes,Boavista,
2476597877.0,42.0,2.0,30.0,107,26.880000000000003,20.944000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent', 'Foul']",[64],False,432629.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Boavista,
2476597941.0,44.0,2.0,34.0,107,0.0,0.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Card,Successful,"['Yellow', 'Foul']",[65],False,432629.0,,,"{'value': 31, 'displayName': 'Yellow'}",,,,,,,,,,,,Vitoria de Guimaraes,Boavista,
2476598549.0,26.0,3.0,44.0,122,72.97500000000001,39.508,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",MissedShots,Successful,"['OutOfBoxCentre', 'MissLeft', 'GoalMouthZ', 'GoalMouthY', 'StandingSave', 'DirectFreekick', 'Zone', 'RightFoot']","[91, 7, 10, 88, 2, 5, 12]",True,423076.0,,,,6.9,59.3,True,,,,,,42.0,Gaïus Makouta,,Vitoria de Guimaraes,Boavista,
2476598793.0,46.0,4.0,8.0,107,5.670000000000001,32.43600000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Length', 'PassEndY', 'GoalKick', 'Zone', 'PassEndX', 'Longball', 'MissHigh']","[91, 120, 128, 36, 38, 217, 218]",True,107158.0,72.66000000000001,12.172,,,,,,,,,,,,True,Vitoria de Guimaraes,Boavista,
2476598795.0,28.0,4.0,14.0,122,36.435,54.604,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,454408.0,,,,,,,,,,,,70.0,Bruno,,Vitoria de Guimaraes,Boavista,
2476598813.0,29.0,4.0,14.0,122,34.964999999999996,55.89600000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'PassEndY', 'PassEndX', 'StandingSave', 'Zone', 'Angle', 'Length']","[91, 118, 120, 128, 36, 37, 216, 218]",True,454408.0,48.825,68.0,,,,,,,,,,70.0,Bruno,False,Vitoria de Guimaraes,Boavista,
,,4.0,14.0,122,36.435,54.604,,,Carry,,,,,454408.0,34.964999999999996,55.89600000000001,,,,,,,,,,70.0,Bruno,False,Vitoria de Guimaraes,Boavista,0.0
2476598861.0,48.0,4.0,24.0,107,61.425000000000004,0.0,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'Zone', 'ThrowIn', 'PassEndY']","[91, 212, 36, 37, 216]",True,435125.0,64.155,4.828,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.0
2476598883.0,49.0,4.0,24.0,107,64.155,4.828,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'StandingSave', 'PassEndY', 'Length', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,135638.0,60.58500000000001,1.972,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,0.0
2476598947.0,50.0,4.0,26.0,107,59.535000000000004,4.488,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'PassEndX', 'Length', 'Angle', 'Longball', 'Zone']","[91, 117, 127, 35, 37, 216, 218]",True,435125.0,41.37,43.452000000000005,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,-0.0020442199999999994
2476598981.0,51.0,4.0,34.0,107,42.73500000000001,46.988,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'Zone', 'Angle', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,318502.0,36.435,31.552,,,,,,,,,,,,False,Vitoria de Guimaraes,Boavista,-6.527999999999916e-05
2476599021.0,52.0,4.0,36.0,107,38.22,30.192,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Zone', 'StandingSave', 'PassEndX', 'PassEndY', 'Angle', 'Length']","[91, 120, 128, 36, 38, 217, 218]",True,432629.0,90.72000000000001,27.744,,,,,,,,,,,,True,Vitoria de Guimaraes,Boavista,
2476599017.0,31.0,4.0,40.0,122,13.125,37.944,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,35211.0,,,,,,,,,,,,1.0,Bracali,,Vitoria de Guimaraes,Boavista,
,,4.0,40.0,122,13.125,37.944,,,Carry,,,,,35211.0,24.255000000000003,26.588000000000005,,,,,,,,,,1.0,Bracali,True,Vitoria de Guimaraes,Boavista,-0.000661730000000001
