id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2514651633.0,2.0,0.0,0.0,122,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Boavista,Arouca,
2514651587.0,2.0,0.0,0.0,5948,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Boavista,Arouca,
2514746137.0,847.0,0.0,0.0,5948,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Boavista,Arouca,
2514746171.0,791.0,0.0,0.0,122,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Boavista,Arouca,
2514621707.0,1.0,0.0,0.0,122,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'TeamFormation', 'PlayerPosition', 'CaptainPlayerId', 'TeamPlayerFormation', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,Boavista,Arouca,
2514623423.0,1.0,0.0,0.0,5948,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'TeamPlayerFormation', 'PlayerPosition', 'CaptainPlayerId', 'JerseyNumber', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,Boavista,Arouca,
2514651661.0,3.0,0.0,0.0,5948,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Length', 'StandingSave', 'Angle', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,431222.0,30.66,46.988,,,,,,,,,,,False,Boavista,Arouca,-0.005790659999999998
2514651713.0,4.0,0.0,4.0,5948,33.495,47.6,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'Angle', 'StandingSave', 'PassEndY', 'PassEndX', 'Chipped', 'Longball']","[91, 120, 124, 128, 36, 38, 217, 218]",True,401804.0,73.815,47.39600000000001,,,,,,,,,,,True,Boavista,Arouca,
2514651735.0,3.0,0.0,6.0,122,34.02,23.664,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Defensive', 'OppositeRelatedEvent', 'Zone']","[197, 200]",False,120590.0,,,,,,,,,,,23.0,Vincent Sasso,,Boavista,Arouca,
2514651727.0,5.0,0.0,6.0,5948,70.98,44.336000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[198, 199]",False,315692.0,,,,,,,,,,,,,,Boavista,Arouca,
2514651759.0,4.0,0.0,6.0,122,36.96000000000001,26.656000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Length', 'HeadPass', 'PassEndY', 'Zone', 'PassEndX']","[91, 118, 120, 29, 139, 36, 37, 216, 218]",True,120590.0,48.510000000000005,30.464,,,,,,,,,23.0,Vincent Sasso,False,Boavista,Arouca,
2514651767.0,6.0,0.0,8.0,5948,57.75,37.06,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'Length', 'OtherBodyPart', 'PassEndX', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,397094.0,59.85,35.292,,,,,,,,,,,False,Boavista,Arouca,0.0
2514651823.0,7.0,0.0,9.0,5948,59.85,35.292,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'Angle', 'Zone', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,431222.0,45.464999999999996,31.484,,,,,,,,,,,False,Boavista,Arouca,-0.0020492999999999987
2514651901.0,8.0,0.0,12.0,5948,41.37,31.144000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'Zone', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,326486.0,35.385000000000005,47.19200000000001,,,,,,,,,,,False,Boavista,Arouca,-0.00152184
2514651929.0,9.0,0.0,18.0,5948,43.575,56.984,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'Angle', 'PassEndY', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,401804.0,41.265,66.028,,,,,,,,,,,False,Boavista,Arouca,-0.0008845199999999998
2514651981.0,10.0,0.0,20.0,5948,42.525,66.23200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Longball', 'PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Chipped', 'Zone']","[91, 120, 124, 128, 36, 38, 217, 218]",True,397570.0,73.92000000000002,51.952000000000005,,,,,,,,,,,True,Boavista,Arouca,
2514652011.0,5.0,0.0,22.0,122,35.385000000000005,19.040000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'StandingSave', 'PassEndY', 'Zone', 'Length', 'HeadPass', 'PassEndX']","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,120590.0,49.56,16.048000000000002,,,,,,,,,23.0,Vincent Sasso,False,Boavista,Arouca,
2514652067.0,11.0,0.0,25.0,5948,54.18000000000001,49.232000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'PassEndY', 'Length', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,428999.0,50.61000000000001,44.132000000000005,,,,,,,,,,,False,Boavista,Arouca,-0.0025646799999999997
2514652103.0,12.0,0.0,27.0,5948,51.660000000000004,41.752,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Longball', 'Length', 'PassEndX', 'PassEndY', 'Zone', 'Chipped']","[91, 119, 117, 124, 127, 205, 36, 38, 217, 218]",True,397094.0,76.44,6.800000000000001,,,,,,,,,,,False,Boavista,Arouca,0.00637531
2514652107.0,13.0,0.0,30.0,5948,75.495,4.964,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['StandingSave', 'Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 53]",True,409375.0,,,,,,,,,,,,,,Boavista,Arouca,
2514652135.0,6.0,0.0,30.0,122,29.505000000000003,63.03600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Head', 'Zone', 'StandingSave', 'Defensive', 'OppositeRelatedEvent']","[91, 143]",True,454408.0,,,,,,,,,,,70.0,Sopuruchukwu Onyemaechi,,Boavista,Arouca,
2514652231.0,15.0,0.0,35.0,5948,77.7,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['ThrowIn', 'Length', 'Zone', 'Angle', 'PassEndX', 'PassEndY']","[91, 212, 35, 37, 216]",True,409375.0,61.74,4.964,,,,,,,,,,,False,Boavista,Arouca,-0.0037706900000000036
2514652247.0,16.0,0.0,39.0,5948,61.74,4.964,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Zone', 'Length', 'StandingSave', 'PassEndY', 'Angle']","[91, 120, 29, 36, 37, 217, 218]",True,326486.0,77.59500000000001,20.196,,,,,,,,,,,True,Boavista,Arouca,
2514652291.0,8.0,0.0,40.0,122,34.65,55.148,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,423077.0,,,,,,,,,,,26.0,Rodrigo Abascal,,Boavista,Arouca,
2514652309.0,9.0,0.0,40.0,122,34.65,55.148,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'PassEndY', 'Angle', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,423077.0,43.050000000000004,47.53200000000001,,,,,,,,,26.0,Rodrigo Abascal,False,Boavista,Arouca,0.002096840000000001
