id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2547471205.0,4.0,0.0,122,422313.0,28.035,37.128,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'Zone', 'StandingSave', 'HeadPass', 'PassEndX', 'PassEndY']","[91, 118, 120, 29, 139, 36, 37, 216, 218]",True,6.0,35.28,47.668,,,,,,,,,,79.0,Pedro Malheiro,False,Gil Vicente,Boavista,
2547471229.0,6.0,0.0,290,457068.0,69.51,21.488000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,7.0,,,,,,,,,,,,,,,Gil Vicente,Boavista,
2547471289.0,8.0,0.0,290,135350.0,67.62,25.568,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'Angle', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 120, 29, 36, 38, 217, 218]",True,9.0,77.7,16.388,,,,,,,,,,,,False,Gil Vicente,Boavista,
2547471267.0,7.0,0.0,290,322735.0,67.41000000000001,18.768,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'Angle', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,9.0,67.62,25.568,,,,,,,,,,,,False,Gil Vicente,Boavista,0.0006193799999999992
2547471281.0,5.0,0.0,122,135635.0,26.25,51.816,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,11.0,,,,,,,,,,,,20.0,Filipe Ferreira,,Gil Vicente,Boavista,
,,0.0,122,135635.0,26.25,51.816,,,Carry,,,,,11.0,28.455000000000002,53.85600000000001,,,,,,,,,,20.0,Filipe Ferreira,False,Gil Vicente,Boavista,0.0011710799999999997
2547471349.0,6.0,0.0,122,135635.0,28.455000000000002,53.85600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'Zone', 'PassEndX', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,12.0,36.12,59.568,,,,,,,,,,20.0,Filipe Ferreira,False,Gil Vicente,Boavista,-0.0008183099999999992
2547471399.0,7.0,0.0,122,280768.0,36.12,59.568,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'Angle', 'Length', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,13.0,28.980000000000004,51.816,,,,,,,,,,7.0,Kenji Gorré,False,Gil Vicente,Boavista,-0.0006677700000000016
2547471441.0,8.0,0.0,122,318429.0,29.294999999999998,51.61200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'PassEndX', 'StandingSave', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,15.0,34.86000000000001,44.404,,,,,,,,,,24.0,Sebastián Pérez,False,Gil Vicente,Boavista,0.0005097200000000017
2547471517.0,9.0,0.0,122,423076.0,35.07,42.976000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Longball', 'PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Length']","[91, 119, 117, 127, 36, 38, 216, 218]",True,17.0,59.22,8.908000000000001,,,,,,,,,,42.0,Gaïus Makouta,True,Gil Vicente,Boavista,0.0020442199999999994
,,0.0,122,389108.0,59.22,8.908000000000001,,,Carry,,,,,17.0,66.99,17.136,,,,,,,,,,19.0,Ricardo Mangas,True,Gil Vicente,Boavista,0.0025853399999999985
2547471591.0,10.0,0.0,122,389108.0,66.99,17.136,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsidePass,Successful,"['PassEndX', 'Zone', 'PlayerCaughtOffside', 'StandingSave', 'PassEndY']","[91, 217]",True,22.0,79.17000000000002,25.092000000000002,,,,,,,,,,19.0,Ricardo Mangas,,Gil Vicente,Boavista,
2547471643.0,9.0,0.0,290,472900.0,29.61,45.15200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideProvoked,Successful,[],[62],False,22.0,,,,,,,,,,,,,,,Gil Vicente,Boavista,
2547472023.0,10.0,0.0,290,472900.0,28.875,45.764,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'FreekickTaken', 'PassEndX', 'IndirectFreekickTaken', 'Length', 'Zone', 'PassEndY']","[91, 117, 30, 132, 35, 38, 215, 218]",True,51.0,16.17,33.184,,,,,,,,,,,,False,Gil Vicente,Boavista,-0.00027740000000000056
2547472099.0,11.0,0.0,290,362746.0,16.065,33.32,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'Angle', 'PassEndX', 'Length']","[91, 117, 30, 36, 38, 215, 218]",True,52.0,22.365000000000002,15.64,,,,,,,,,,,,False,Gil Vicente,Boavista,-0.0014034000000000008
2547472161.0,12.0,0.0,290,426502.0,23.1,16.32,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'StandingSave', 'Length', 'Angle', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,57.0,20.790000000000003,45.900000000000006,,,,,,,,,,,,False,Gil Vicente,Boavista,0.0005892200000000014
2547482591.0,11010.0,0.0,122,376967.0,79.17000000000002,25.092000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideGiven,Unsuccessful,[],[61],False,,,,,,,,,,,,,9.0,Róbert Bozeník,,Gil Vicente,Boavista,
2547472225.0,13.0,1.0,290,472900.0,21.630000000000003,46.51200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'StandingSave', 'Zone', 'Length', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,1.0,28.035,18.428,,,,,,,,,,,,False,Gil Vicente,Boavista,0.0
2547472267.0,14.0,1.0,290,426502.0,38.64,11.56,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'Zone', 'Length', 'PassEndY', 'Chipped', 'Longball', 'Angle']","[91, 120, 124, 128, 36, 37, 217, 218]",True,7.0,80.22000000000001,18.972,,,,,,,,,,,,True,Gil Vicente,Boavista,
2547472325.0,12.0,1.0,122,423077.0,25.935,47.260000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndX', 'Angle', 'Length', 'HeadPass', 'PassEndY']","[91, 118, 120, 29, 139, 36, 37, 215, 218]",True,9.0,34.545,48.89200000000001,,,,,,,,,,26.0,Rodrigo Abascal,False,Gil Vicente,Boavista,
2547472421.0,15.0,1.0,290,402797.0,74.235,13.192,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'StandingSave', 'PassEndX', 'PassEndY', 'Angle']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,15.0,76.23,2.924,,,,,,,,,,,,False,Gil Vicente,Boavista,-0.0027939199999999983
2547472503.0,16.0,1.0,290,322735.0,77.59500000000001,3.604,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndX', 'Angle', 'PassEndY', 'Length', 'StandingSave']","[91, 120, 29, 36, 37, 217, 218]",True,17.0,93.45,3.944,,,,,,,,,,,,False,Gil Vicente,Boavista,
2547472547.0,14.0,1.0,122,318429.0,4.305,65.62,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,20.0,,,,,,,,,,,,24.0,Sebastián Pérez,,Gil Vicente,Boavista,
2547472563.0,15.0,1.0,122,318429.0,5.460000000000001,64.94,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent', 'StandingSave']","[91, 53]",True,22.0,,,,,,,,,,,,24.0,Sebastián Pérez,,Gil Vicente,Boavista,
2547472559.0,18.0,1.0,290,402797.0,99.54,3.06,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone', 'StandingSave']","[91, 143]",True,22.0,,,,,,,,,,,,,,,Gil Vicente,Boavista,
2547472567.0,19.0,1.0,290,402797.0,94.92000000000002,3.128,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,22.0,,,,,,,,,,,,,,,Gil Vicente,Boavista,
2547472611.0,20.0,1.0,290,402797.0,92.82000000000001,3.604,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndY', 'Length', 'Angle', 'Zone', 'PassEndX']","[91, 120, 29, 35, 37, 217, 218]",True,24.0,91.03500000000001,18.428,,,,,,,,,,,,True,Gil Vicente,Boavista,
2547472597.0,16.0,1.0,122,423076.0,12.18,48.89200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,25.0,,,,,,,,,,,,42.0,Gaïus Makouta,,Gil Vicente,Boavista,
,,1.0,122,423076.0,12.18,48.89200000000001,,,Carry,,,,,25.0,7.9799999999999995,54.67200000000001,,,,,,,,,,42.0,Gaïus Makouta,False,Gil Vicente,Boavista,-0.0022767300000000002
2547472731.0,17.0,1.0,122,423076.0,7.9799999999999995,54.67200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,27.0,6.510000000000001,61.2,,,,,,,,,,42.0,Gaïus Makouta,False,Gil Vicente,Boavista,-0.0011176900000000002
,,1.0,122,318429.0,6.510000000000001,61.2,,,Carry,,,,,27.0,8.4,62.49200000000001,,,,,,,,,,24.0,Sebastián Pérez,False,Gil Vicente,Boavista,0.0
2547472737.0,18.0,1.0,122,318429.0,8.4,62.49200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['OppositeRelatedEvent', 'Foul', 'Defensive', 'Zone']","[91, 63]",True,29.0,,,,,,,,,,,,24.0,Sebastián Pérez,,Gil Vicente,Boavista,
2547472789.0,21.0,1.0,290,135350.0,96.60000000000001,5.508,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Zone', 'StandingSave', 'Offensive', 'OppositeRelatedEvent', 'Foul']",[64],False,29.0,,,,,,,,,,,,,,,Gil Vicente,Boavista,
2547473619.0,19.0,2.0,122,35211.0,11.55,59.50000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Length', 'FreekickTaken', 'Zone', 'Chipped', 'StandingSave', 'Angle', 'PassEndX', 'Longball']","[91, 120, 124, 128, 133, 36, 38, 216, 218]",True,12.0,59.22,57.05200000000001,,,,,,,,,,1.0,Bracali,True,Gil Vicente,Boavista,
2547473611.0,22.0,2.0,290,457068.0,45.15,12.24,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[197, 200]",False,15.0,,,,,,,,,,,,,,,Gil Vicente,Boavista,
2547473627.0,20.0,2.0,122,376967.0,59.85,55.760000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[198, 199]",False,15.0,,,,,,,,,,,,9.0,Róbert Bozeník,,Gil Vicente,Boavista,
2547473635.0,23.0,2.0,290,457068.0,42.525,17.408,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'PassEndX', 'HeadPass', 'Angle', 'Length']","[91, 118, 120, 29, 139, 36, 37, 216, 218]",True,15.0,43.575,17.544,,,,,,,,,,,,False,Gil Vicente,Boavista,
2547474551.0,36.0,2.0,122,376967.0,59.85,56.848,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Head', 'Zone']",[91],True,15.0,,,,,,,,,,,,9.0,Róbert Bozeník,,Gil Vicente,Boavista,
2547473721.0,21.0,2.0,122,374830.0,56.385000000000005,54.67200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Length', 'Chipped', 'Angle', 'PassEndY', 'StandingSave']","[91, 119, 117, 30, 124, 35, 37, 216, 218]",True,17.0,55.545,64.396,,,,,,,,,,8.0,Bruno Lourenço,False,Gil Vicente,Boavista,-0.001382170000000002
2547473739.0,22.0,2.0,122,135635.0,55.545,64.396,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,18.0,,,,,,,,,,,,20.0,Filipe Ferreira,,Gil Vicente,Boavista,
2547473729.0,24.0,2.0,290,244655.0,42.63,3.74,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,20.0,,,,,,,,,,,,,,,Gil Vicente,Boavista,
2547473773.0,25.0,2.0,290,244655.0,43.260000000000005,2.4480000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'StandingSave', 'Length', 'PassEndY', 'Angle', 'OppositeRelatedEvent']","[91, 117, 30, 35, 38, 215, 218]",True,20.0,34.545,1.8360000000000003,,,,,,,,,,,,False,Gil Vicente,Boavista,-0.0014860800000000007
2547475905.0,54.0,2.0,290,322735.0,32.550000000000004,1.7680000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone', 'Length', 'Angle', 'PassEndX', 'PassEndY', 'StandingSave']","[91, 118, 120, 29, 36, 37, 215, 218]",True,21.0,33.495,2.9920000000000004,,,,,,,,,,,,False,Gil Vicente,Boavista,
2547473791.0,23.0,2.0,122,280768.0,64.995,66.30000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['StandingSave', 'OppositeRelatedEvent', 'Zone', 'Defensive']","[91, 60]",True,21.0,,,,,,,,,,,,7.0,Kenji Gorré,,Gil Vicente,Boavista,
2547473985.0,27.0,2.0,290,322735.0,42.42,0.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'ThrowIn', 'PassEndY', 'Zone', 'Angle', 'Length']","[91, 212, 35, 37, 215]",True,28.0,23.52,3.128,,,,,,,,,,,,False,Gil Vicente,Boavista,-0.0028141300000000015
2547474043.0,28.0,2.0,290,426502.0,22.785,4.42,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'StandingSave', 'Angle', 'Zone', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,32.0,7.665,27.472,,,,,,,,,,,,False,Gil Vicente,Boavista,0.0009620200000000009
2547474105.0,29.0,2.0,290,362746.0,11.655,35.7,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'StandingSave', 'PassEndY', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,36.0,12.18,55.556000000000004,,,,,,,,,,,,False,Gil Vicente,Boavista,-0.002041330000000001
2547474223.0,30.0,2.0,290,472900.0,20.475,51.272000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'StandingSave', 'PassEndX', 'PassEndY', 'Zone', 'Angle', 'Length']","[91, 119, 117, 127, 36, 37, 216, 218]",True,40.0,53.865,63.24,,,,,,,,,,,,True,Gil Vicente,Boavista,0.00531214
2547474231.0,31.0,2.0,290,345380.0,60.900000000000006,64.396,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 70]",True,43.0,,,,,,,,,,,,,,,Gil Vicente,Boavista,
2547474205.0,25.0,2.0,122,422313.0,44.1,3.604,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['StandingSave', 'Defensive', 'OppositeRelatedEvent', 'Zone']","[91, 143]",True,44.0,,,,,,,,,,,,79.0,Pedro Malheiro,,Gil Vicente,Boavista,
2547474211.0,26.0,2.0,122,422313.0,44.31,3.3320000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,45.0,,,,,,,,,,,,79.0,Pedro Malheiro,,Gil Vicente,Boavista,
2547474249.0,27.0,2.0,122,422313.0,43.365,3.4000000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'PassEndY', 'Length', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,45.0,34.65,8.704,,,,,,,,,,79.0,Pedro Malheiro,False,Gil Vicente,Boavista,-0.0014860800000000007
2547474287.0,28.0,2.0,122,333946.0,34.33500000000001,8.704,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Angle', 'Zone', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,46.0,45.36000000000001,9.044,,,,,,,,,,2.0,Reggie Cannon,False,Gil Vicente,Boavista,0.0032505000000000017
,,2.0,122,423076.0,45.36000000000001,9.044,,,Carry,,,,,46.0,42.105000000000004,4.760000000000001,,,,,,,,,,42.0,Gaïus Makouta,False,Gil Vicente,Boavista,-0.00258273
2547474307.0,29.0,2.0,122,423076.0,42.105000000000004,4.760000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndX', 'Length', 'PassEndY', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,48.0,34.33500000000001,3.4000000000000004,,,,,,,,,,42.0,Gaïus Makouta,False,Gil Vicente,Boavista,-0.0014860800000000007
,,2.0,122,422313.0,34.33500000000001,3.4000000000000004,,,Carry,,,,,48.0,31.71,4.964,,,,,,,,,,79.0,Pedro Malheiro,False,Gil Vicente,Boavista,0.0
2547474361.0,30.0,2.0,122,422313.0,31.71,4.964,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Angle', 'Zone', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,50.0,14.805,12.172,,,,,,,,,,79.0,Pedro Malheiro,False,Gil Vicente,Boavista,-0.0009907000000000006
,,2.0,122,333946.0,14.805,12.172,,,Carry,,,,,50.0,13.334999999999999,13.532,,,,,,,,,,2.0,Reggie Cannon,False,Gil Vicente,Boavista,0.0
2547474399.0,31.0,2.0,122,333946.0,13.334999999999999,13.532,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'StandingSave', 'PassEndY', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,53.0,2.625,27.676000000000005,,,,,,,,,,2.0,Reggie Cannon,False,Gil Vicente,Boavista,0.0006246700000000008
2547474431.0,32.0,2.0,122,35211.0,3.1500000000000004,26.792,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'PassEndX', 'Angle', 'Length']","[91, 117, 30, 36, 38, 215, 218]",True,55.0,6.615,11.696,,,,,,,,,,1.0,Bracali,False,Gil Vicente,Boavista,-0.0019098400000000003
,,2.0,122,333946.0,6.615,11.696,,,Carry,,,,,55.0,7.875,9.928,,,,,,,,,,2.0,Reggie Cannon,False,Gil Vicente,Boavista,0.0
2547474485.0,33.0,2.0,122,333946.0,7.875,9.928,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Zone', 'StandingSave', 'Chipped', 'Length', 'PassEndY']","[91, 117, 30, 124, 36, 37, 216, 218]",True,57.0,38.325,13.532,,,,,,,,,,2.0,Reggie Cannon,True,Gil Vicente,Boavista,0.004646470000000001
2547474503.0,34.0,2.0,122,423076.0,38.22,13.396,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'PassEndX', 'HeadPass', 'Zone']","[91, 117, 30, 139, 36, 37, 216, 218]",True,59.0,49.35,17.68,,,,,,,,,,42.0,Gaïus Makouta,False,Gil Vicente,Boavista,0.0021440899999999995
2547474527.0,35.0,3.0,122,376967.0,49.245,17.68,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndX', 'PassEndY', 'HeadPass', 'Angle', 'Length']","[91, 120, 29, 139, 36, 37, 216, 218]",True,0.0,63.839999999999996,23.596000000000004,,,,,,,,,,9.0,Róbert Bozeník,True,Gil Vicente,Boavista,
2547474533.0,32.0,3.0,290,472900.0,41.37,43.928,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,3.0,,,,,,,,,,,,,,,Gil Vicente,Boavista,
2547474635.0,33.0,3.0,290,472900.0,40.425000000000004,43.112,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'StandingSave', 'Length', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,3.0,19.215,37.332,,,,,,,,,,,,False,Gil Vicente,Boavista,-0.0018645199999999997
2547474679.0,34.0,3.0,290,362746.0,14.07,31.552,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'PassEndX', 'Chipped', 'StandingSave', 'PassEndY', 'Longball']","[91, 117, 124, 127, 36, 38, 216, 218]",True,7.0,41.580000000000005,3.196,,,,,,,,,,,,False,Gil Vicente,Boavista,0.0004354500000000004
2547474743.0,35.0,3.0,290,322735.0,41.79,3.196,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'HeadPass', 'Zone', 'Angle', 'PassEndY', 'StandingSave']","[91, 117, 30, 139, 35, 37, 215, 218]",True,10.0,30.03,4.964,,,,,,,,,,,,False,Gil Vicente,Boavista,-0.0014860800000000007
2547474761.0,36.0,3.0,290,426502.0,31.080000000000002,5.372000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Angle', 'StandingSave', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,14.0,42.839999999999996,7.956,,,,,,,,,,,,False,Gil Vicente,Boavista,0.0014860800000000007
2547474831.0,37.0,3.0,290,244655.0,41.37,8.568,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'StandingSave', 'PassEndY', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,16.0,15.959999999999999,27.880000000000003,,,,,,,,,,,,False,Gil Vicente,Boavista,-0.0013199700000000002
2547474847.0,38.0,3.0,290,362746.0,19.11,29.852,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'PassEndX', 'Length', 'Zone', 'StandingSave']","[91, 117, 30, 36, 37, 215, 218]",True,20.0,24.255000000000003,53.924,,,,,,,,,,,,False,Gil Vicente,Boavista,-0.0007416699999999998
2547474921.0,39.0,3.0,290,472900.0,27.615000000000002,54.33200000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Zone']","[91, 117, 30, 36, 38, 215, 218]",True,24.0,34.02,47.39600000000001,,,,,,,,,,,,False,Gil Vicente,Boavista,0.0005097200000000017
2547474949.0,40.0,3.0,290,135350.0,34.230000000000004,48.348,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,26.0,33.39,58.480000000000004,,,,,,,,,,,,False,Gil Vicente,Boavista,-0.0013280300000000009
