id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isGoal,isShot,cardType,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2345841573.0,2.0,0.0,0.0,8071.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Tondela,Porto,
2345841567.0,2.0,0.0,0.0,297.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Tondela,Porto,
2345936285.0,925.0,0.0,0.0,297.0,0.0,0.0,5.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Tondela,Porto,
2345936311.0,568.0,0.0,0.0,8071.0,0.0,0.0,5.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Tondela,Porto,
2345791995.0,1.0,0.0,0.0,8071.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'CaptainPlayerId', 'TeamPlayerFormation', 'JerseyNumber', 'PlayerPosition', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Tondela,Porto,
2345800767.0,1.0,0.0,0.0,297.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'JerseyNumber', 'TeamFormation', 'CaptainPlayerId', 'InvolvedPlayers', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Tondela,Porto,
2345841595.0,3.0,0.0,0.0,297.0,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'StandingSave', 'Zone', 'PassEndY']","[90, 116, 29, 34, 36, 215, 217]",True,120608.0,43.365,39.168000000000006,,,,,,,,,,,,False,Tondela,Porto,-0.002219519999999999
2345841613.0,4.0,0.0,2.0,297.0,42.839999999999996,39.372,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndY', 'PassEndX', 'Chipped', 'Angle', 'Length', 'Longball']","[90, 118, 116, 123, 126, 204, 35, 37, 216, 217]",True,384887.0,74.97000000000001,6.596000000000001,,,,,,,,,,,,True,Tondela,Porto,0.00859483
2345841615.0,5.0,0.0,4.0,297.0,71.505,12.376,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[196, 198]",False,10105.0,,,,,,,,,,,,,,,Tondela,Porto,
2345841605.0,3.0,0.0,4.0,8071.0,33.495,55.624,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent']","[197, 199]",False,91775.0,,,,,,,,,,,,7.0,Salvador Agra,,Tondela,Porto,
2345841637.0,6.0,0.0,4.0,297.0,74.97000000000001,6.596000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'HeadPass', 'PassEndY', 'Angle', 'PassEndX', 'Zone']","[90, 119, 28, 138, 35, 36, 216, 217]",True,10105.0,92.4,9.520000000000001,,,,,,,,,,,,True,Tondela,Porto,0.019448629999999998
2345841669.0,7.0,0.0,7.0,297.0,92.82,8.364,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['Zone', 'Defensive', 'StandingSave', 'OppositeRelatedEvent']","[90, 59]",True,358801.0,,,,,,,,,,,,,,,Tondela,Porto,
2345841665.0,4.0,0.0,7.0,8071.0,8.82,57.32400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Offensive', 'OppositeRelatedEvent', 'Angle', 'PassEndX', 'StandingSave', 'Zone', 'PassEndY', 'Length']","[90, 117, 119, 127, 35, 36, 214, 217]",True,375327.0,12.705,59.43200000000001,,,,,,,,,,5.0,Modibo Sagnan,False,Tondela,Porto,0.0012851699999999995
2345841895.0,6.0,0.0,26.0,8071.0,5.460000000000002,35.02000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['GoalKick', 'Zone', 'Chipped', 'MissHigh', 'Length', 'PassEndX', 'PassEndY', 'Angle', 'Longball']","[90, 118, 116, 123, 126, 35, 36, 215, 217]",True,322763.0,56.7,59.29600000000001,,,,,,,,,,88.0,Pedro Trigueira,True,Tondela,Porto,0.006707570000000001
,,0.0,26.0,,56.7,59.29600000000001,,,Carry,,,,,369863.0,54.915,59.29600000000001,,,,,,,,,,3.0,Neto Borges,False,Tondela,Porto,0.0
2345841951.0,7.0,0.0,28.0,8071.0,54.915,59.29600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'Offensive', 'Zone', 'OppositeRelatedEvent']","[90, 62]",True,369863.0,,,,,,,,,,,,3.0,Neto Borges,,Tondela,Porto,
2345841957.0,9.0,0.0,28.0,297.0,50.08500000000001,8.704,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['StandingSave', 'Defensive', 'Foul', 'OppositeRelatedEvent', 'Zone']",[63],False,120608.0,,,,,,,,,,,,,,,Tondela,Porto,
2345842171.0,8.0,0.0,46.0,8071.0,56.49,56.50800000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'FreekickTaken', 'StandingSave', 'PassEndX', 'Length', 'Zone', 'PassEndY']","[90, 118, 116, 29, 131, 35, 37, 215, 217]",True,375327.0,60.480000000000004,51.40800000000001,,,,,,,,,,5.0,Modibo Sagnan,False,Tondela,Porto,0.0
2345842285.0,9.0,0.0,48.0,8071.0,60.480000000000004,51.40800000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'PassEndY', 'StandingSave', 'Angle']","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,380894.0,72.66000000000001,60.996000000000016,,,,,,,,,,6.0,Pedro Augusto,False,Tondela,Porto,0.005103159999999999
,,0.0,48.0,,72.66000000000001,60.996000000000016,,,Carry,,,,,369863.0,78.22500000000002,62.96800000000001,,,,,,,,,,3.0,Neto Borges,False,Tondela,Porto,0.0
2345842289.0,10.0,0.0,49.0,8071.0,78.22500000000001,62.968,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[90, 68]",True,369863.0,,,,,,,,,,,,3.0,Neto Borges,,Tondela,Porto,
