id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,relatedEventId,relatedPlayerId,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2465970865.0,2.0,0.0,0.0,299,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2465970873.0,2.0,0.0,0.0,107,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2466032873.0,733.0,0.0,0.0,107,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2466032889.0,989.0,0.0,0.0,299,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2465918119.0,1.0,0.0,0.0,107,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'CaptainPlayerId', 'JerseyNumber', 'PlayerPosition', 'TeamPlayerFormation', 'TeamFormation']",[],False,,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2465922191.0,1.0,0.0,0.0,299,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'InvolvedPlayers', 'PlayerPosition', 'CaptainPlayerId', 'TeamPlayerFormation', 'TeamFormation']",[],False,,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2465970887.0,3.0,0.0,1.0,299,52.605000000000004,33.932,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,135127.0,32.550000000000004,33.11600000000001,,,,,,,,,27.0,Rafa,False,Vitoria de Guimaraes,Benfica,-0.005571519999999998
2465970933.0,4.0,0.0,2.0,299,32.550000000000004,33.11600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'Zone', 'Length', 'Chipped', 'Angle', 'Longball']","[91, 120, 124, 128, 36, 37, 217, 218]",True,443613.0,71.715,49.368,,,,,,,,,66.0,António Silva,True,Vitoria de Guimaraes,Benfica,
2465972851.0,34.0,0.0,6.0,107,28.77,18.360000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[197, 200]",False,408432.0,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2465970939.0,5.0,0.0,6.0,299,76.23,49.64,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[198, 199]",False,395802.0,,,,,,,,,,,88.0,Gonçalo Ramos,,Vitoria de Guimaraes,Benfica,
2465970983.0,3.0,0.0,8.0,107,24.78,14.484000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Head', 'PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle']","[91, 94, 95, 57, 215]",True,408432.0,14.595,0.0,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2465971133.0,7.0,0.0,21.0,299,82.74,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'PassEndY', 'ThrowIn', 'Zone']","[91, 212, 36, 38, 217]",True,107252.0,93.87,63.444,,,,,,,,,3.0,Alejandro Grimaldo,False,Vitoria de Guimaraes,Benfica,0.010362779999999999
2465971163.0,8.0,0.0,22.0,299,93.87,63.444,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'LayOff', 'PassEndX', 'Zone']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,125476.0,92.61000000000001,65.41600000000001,,,,,,,,,20.0,João Mário,False,Vitoria de Guimaraes,Benfica,0.0
,,0.0,22.0,299,92.61000000000001,65.41600000000001,,,Carry,,,,,107252.0,90.19500000000001,64.736,,,,,,,,,3.0,Alejandro Grimaldo,False,Vitoria de Guimaraes,Benfica,0.0
2465971167.0,9.0,0.0,24.0,299,90.19500000000001,64.736,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndX', 'Angle', 'Length', 'PassEndY']","[91, 120, 29, 36, 38, 217, 218]",True,107252.0,91.14,64.05600000000001,,,,,,,,,3.0,Alejandro Grimaldo,False,Vitoria de Guimaraes,Benfica,
2465971161.0,5.0,0.0,25.0,107,11.340000000000002,4.488,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[91, 101, 56]",True,435125.0,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2466009281.0,360.0,0.0,26.0,107,15.435,4.352,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,444826.0,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2465971197.0,10.0,0.0,27.0,299,96.705,62.968,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,107252.0,,,,,,,,,,,3.0,Alejandro Grimaldo,,Vitoria de Guimaraes,Benfica,
2465971433.0,7.0,0.0,44.0,107,4.2,29.580000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'MissHigh', 'Length', 'PassEndY', 'GoalKick', 'Longball', 'Zone', 'Angle']","[91, 120, 128, 36, 38, 216, 218]",True,107158.0,66.465,5.78,,,,,,,,,,,True,Vitoria de Guimaraes,Benfica,
2465971465.0,12.0,0.0,46.0,299,36.54,62.764,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'Length', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,107252.0,44.730000000000004,64.804,,,,,,,,,3.0,Alejandro Grimaldo,False,Vitoria de Guimaraes,Benfica,0.0012207699999999995
,,0.0,46.0,299,44.730000000000004,64.804,,,Carry,,,,,125476.0,46.2,62.968,,,,,,,,,20.0,João Mário,False,Vitoria de Guimaraes,Benfica,0.0
2466005735.0,481.0,0.0,47.0,299,46.2,62.968,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Defensive', 'OppositeRelatedEvent', 'Zone']","[197, 200]",False,125476.0,,,,,,,,,,,20.0,João Mário,,Vitoria de Guimaraes,Benfica,
2466010739.0,361.0,0.0,48.0,107,58.800000000000004,5.032000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[198, 199]",False,447235.0,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2465971485.0,13.0,0.0,49.0,299,44.730000000000004,64.804,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Zone', 'PassEndY', 'HeadPass', 'PassEndX']","[91, 117, 30, 139, 35, 38, 216, 218]",True,125476.0,37.17,51.136,,,,,,,,,20.0,João Mário,False,Vitoria de Guimaraes,Benfica,-0.00033624999999999974
2465971503.0,14.0,0.0,51.0,299,37.17,51.136,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,369430.0,,,,,,,,,,,13.0,Enzo Fernández,,Vitoria de Guimaraes,Benfica,
2465971523.0,15.0,0.0,52.0,299,37.17,51.136,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Angle', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,369430.0,34.02,26.452,,,,,,,,,13.0,Enzo Fernández,False,Vitoria de Guimaraes,Benfica,-0.00082343
2465971577.0,16.0,0.0,54.0,299,34.02,25.772000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Chipped', 'Angle', 'PassEndX', 'Zone', 'Length', 'PassEndY', 'Longball']","[91, 120, 124, 128, 36, 38, 217, 218]",True,401520.0,72.97500000000001,4.964,,,,,,,,,6.0,Alexander Bah,True,Vitoria de Guimaraes,Benfica,
2465971579.0,8.0,0.0,58.0,107,30.66,62.288000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,318502.0,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2465971657.0,9.0,1.0,0.0,107,32.550000000000004,65.89200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Chipped', 'PassEndY', 'PassEndX', 'Angle', 'Length']","[91, 120, 29, 124, 36, 38, 216, 218]",True,318502.0,63.0,59.772000000000006,,,,,,,,,,,True,Vitoria de Guimaraes,Benfica,
2465971721.0,18.0,1.0,1.0,299,44.94,6.868,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[197, 200]",False,401520.0,,,,,,,,,,,6.0,Alexander Bah,,Vitoria de Guimaraes,Benfica,
2465971661.0,10.0,1.0,1.0,107,60.06,61.132000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[198, 199]",False,430413.0,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2465971641.0,17.0,1.0,2.0,299,41.160000000000004,4.352,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Length', 'PassEndY', 'HeadPass', 'Zone', 'Angle']","[91, 120, 29, 139, 36, 37, 216, 218]",True,401520.0,58.48500000000001,4.760000000000001,,,,,,,,,6.0,Alexander Bah,True,Vitoria de Guimaraes,Benfica,
2465971685.0,11.0,1.0,6.0,107,48.72,54.604,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,70967.0,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2465971751.0,12.0,1.0,9.0,107,45.78,54.400000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'PassEndY', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,447235.0,43.785000000000004,43.656000000000006,,,,,,,,,,,False,Vitoria de Guimaraes,Benfica,-0.0011536600000000008
2465971753.0,13.0,1.0,10.0,107,45.045,44.404,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'Zone', 'Offensive', 'OppositeRelatedEvent']","[91, 63]",True,135638.0,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2465971741.0,19.0,1.0,10.0,299,59.955000000000005,23.596000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent', 'Foul']",[64],False,369430.0,,,,,,,,,,,13.0,Enzo Fernández,,Vitoria de Guimaraes,Benfica,
2465971953.0,14.0,1.0,22.0,107,42.525,45.696000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'FreekickTaken', 'PassEndX', 'Length', 'Zone', 'Chipped', 'Angle', 'Longball']","[91, 120, 124, 128, 133, 36, 38, 217, 218]",True,318502.0,91.03500000000001,15.436,,,,,,,,,,,True,Vitoria de Guimaraes,Benfica,
2465972073.0,17.0,1.0,27.0,107,91.98,15.096,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[197, 199]",False,444826.0,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2465971985.0,20.0,1.0,27.0,299,13.020000000000001,52.904,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[198, 200]",False,107252.0,,,,,,,,,,,3.0,Alejandro Grimaldo,,Vitoria de Guimaraes,Benfica,
2465971957.0,15.0,1.0,28.0,107,91.03500000000001,15.436,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,444826.0,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2465971991.0,21.0,1.0,30.0,299,10.709999999999999,52.36000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['OppositeRelatedEvent', 'Foul', 'Zone', 'Defensive']","[91, 63]",True,107252.0,,,,,,,,,,,3.0,Alejandro Grimaldo,,Vitoria de Guimaraes,Benfica,
2465972123.0,18.0,1.0,30.0,107,94.29,15.64,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Foul', 'Offensive']",[64],False,444826.0,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2466006587.0,482.0,1.0,40.0,299,11.340000000000002,52.564,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'Length', 'Angle', 'FreekickTaken']","[91, 117, 30, 132, 35, 38, 215, 218]",True,75691.0,3.465,32.980000000000004,,,,,,,,,30.0,Nicolás Otamendi,False,Vitoria de Guimaraes,Benfica,0.0006246700000000008
,,1.0,40.0,299,3.465,32.980000000000004,,,Carry,,,,,110273.0,4.515,35.088,,,,,,,,,99.0,Odysseas Vlachodimos,False,Vitoria de Guimaraes,Benfica,0.0
2465972183.0,22.0,1.0,43.0,299,4.515,35.088,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Length', 'Zone', 'Angle']","[91, 117, 30, 36, 38, 215, 218]",True,110273.0,9.870000000000001,19.652,,,,,,,,,99.0,Odysseas Vlachodimos,False,Vitoria de Guimaraes,Benfica,-0.0005306600000000005
2465972209.0,23.0,1.0,44.0,299,9.870000000000001,19.652,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'Length', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,443613.0,27.72,4.216,,,,,,,,,66.0,António Silva,False,Vitoria de Guimaraes,Benfica,-8.600000000000968e-07
2465972211.0,24.0,1.0,49.0,299,27.930000000000003,4.964,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,401520.0,,,,,,,,,,,6.0,Alexander Bah,,Vitoria de Guimaraes,Benfica,
2465972239.0,19.0,1.0,51.0,107,73.605,62.084,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,380620.0,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2465972255.0,20.0,1.0,53.0,107,72.03,58.276,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,430413.0,,,,,,,,,,,,,,Vitoria de Guimaraes,Benfica,
2465972273.0,21.0,1.0,54.0,107,72.03,58.276,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'PassEndY', 'Length']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,430413.0,70.98,45.492000000000004,,,,,,,,,,,False,Vitoria de Guimaraes,Benfica,0.00010719000000000006
2465972311.0,22.0,1.0,55.0,107,70.98,45.492000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,135638.0,70.245,64.464,,,,,,,,,,,False,Vitoria de Guimaraes,Benfica,-0.0029011099999999984
