id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2457994505.0,2.0,0.0,0.0,935,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Benfica,
2457994489.0,2.0,0.0,0.0,299,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Benfica,
2458076709.0,739.0,0.0,0.0,935,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Benfica,
2458076711.0,1163.0,0.0,0.0,299,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Benfica,
2457944059.0,1.0,0.0,0.0,935,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'JerseyNumber', 'TeamFormation', 'InvolvedPlayers', 'CaptainPlayerId', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Famalicao,Benfica,
2457946051.0,1.0,0.0,0.0,299,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'TeamPlayerFormation', 'InvolvedPlayers', 'TeamFormation', 'PlayerPosition', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Famalicao,Benfica,
2457994541.0,3.0,0.0,0.0,299,52.71000000000001,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,404198.0,40.11000000000001,24.548000000000002,,,,,,,,,,33.0,Petar Musa,False,Famalicao,Benfica,-0.004203539999999999
,,0.0,0.0,299,40.11000000000001,24.548000000000002,,,Carry,,,,,369712.0,44.52,23.256000000000004,,,,,,,,,,61.0,Florentino,False,Famalicao,Benfica,0.00159954
2457994587.0,4.0,0.0,1.0,299,44.52,23.256000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'Length', 'PassEndY', 'Angle']","[91, 119, 117, 30, 36, 38, 216, 218]",True,369712.0,52.92,17.68,,,,,,,,,,61.0,Florentino,False,Famalicao,Benfica,0.0018268500000000014
2457994653.0,5.0,0.0,2.0,299,53.655,18.632,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'PassEndX', 'StandingSave', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,326505.0,45.885000000000005,21.080000000000002,,,,,,,,,,7.0,David Neres,False,Famalicao,Benfica,-0.0025646799999999997
,,0.0,2.0,299,45.885000000000005,21.080000000000002,,,Carry,,,,,369712.0,48.195,19.652,,,,,,,,,,61.0,Florentino,False,Famalicao,Benfica,0.0
2457994671.0,6.0,0.0,3.0,299,48.195,19.652,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'Length', 'StandingSave', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,369712.0,36.75,4.828,,,,,,,,,,61.0,Florentino,False,Famalicao,Benfica,-0.0030286099999999993
2458035333.0,608.0,0.0,5.0,299,36.225,4.0120000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'StandingSave', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,119542.0,32.97,17.068,,,,,,,,,,2.0,Gilberto,False,Famalicao,Benfica,-0.0006677699999999998
,,0.0,5.0,299,32.97,17.068,,,Carry,,,,,443613.0,20.685,20.740000000000002,,,,,,,,,,66.0,António Silva,False,Famalicao,Benfica,-0.00109158
2457994691.0,7.0,0.0,8.0,299,20.685,20.740000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'Length', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,443613.0,18.69,44.540000000000006,,,,,,,,,,66.0,António Silva,False,Famalicao,Benfica,0.0
2457994749.0,8.0,0.0,11.0,299,18.794999999999998,45.288,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'PassEndY', 'StandingSave', 'Zone']","[91, 117, 30, 36, 38, 215, 218]",True,75691.0,25.725,36.448,,,,,,,,,,30.0,Nicolás Otamendi,False,Famalicao,Benfica,0.00015244999999999842
,,0.0,11.0,299,25.725,36.448,,,Carry,,,,,369430.0,30.03,30.124,,,,,,,,,,13.0,Enzo Fernández,False,Famalicao,Benfica,0.0011582700000000012
2457994781.0,9.0,0.0,14.0,299,30.03,30.124,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Longball', 'PassEndX', 'Chipped', 'StandingSave', 'Length', 'Angle', 'PassEndY']","[91, 120, 124, 128, 36, 38, 216, 218]",True,369430.0,68.88,0.0,,,,,,,,,,13.0,Enzo Fernández,True,Famalicao,Benfica,
2457994995.0,4.0,0.0,32.0,935,42.73500000000001,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['ThrowIn', 'Angle', 'PassEndY', 'Longball', 'PassEndX', 'Length', 'Zone']","[91, 212, 36, 38, 216]",True,136435.0,64.47,63.85200000000001,,,,,,,,,,,,True,Famalicao,Benfica,
2457995009.0,11.0,0.0,33.0,299,36.015,4.964,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[91, 101, 56]",True,443613.0,,,,,,,,,,,,66.0,António Silva,,Famalicao,Benfica,
2458000049.0,89.0,0.0,34.0,299,34.65,3.604,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,369712.0,,,,,,,,,,,,61.0,Florentino,,Famalicao,Benfica,
2457995047.0,6.0,0.0,36.0,935,49.77,56.644000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 70]",True,70484.0,,,,,,,,,,,,,,,Famalicao,Benfica,
2458002401.0,124.0,0.0,37.0,299,55.230000000000004,11.356,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['OppositeRelatedEvent', 'StandingSave', 'Zone', 'Defensive']","[91, 142]",True,404198.0,,,,,,,,,,,,33.0,Petar Musa,,Famalicao,Benfica,
2457995117.0,7.0,0.0,38.0,935,55.33500000000001,50.728,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Length', 'Angle', 'Zone', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,298175.0,30.03,53.65200000000001,,,,,,,,,,,,False,Famalicao,Benfica,-0.006261059999999999
2457995125.0,8.0,0.0,41.0,935,30.87,51.00000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'Length', 'PassEndY', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,363299.0,24.57,31.076000000000004,,,,,,,,,,,,False,Famalicao,Benfica,-0.0004294100000000016
2457995145.0,9.0,0.0,43.0,935,24.57,31.076000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndY', 'Length', 'PassEndX', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,380619.0,8.4,35.224000000000004,,,,,,,,,,,,False,Famalicao,Benfica,-0.0007549299999999991
