id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isOwnGoal,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2529855021.0,2.0,0.0,0.0,299,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Benfica,Porto,
2529855029.0,2.0,0.0,0.0,297,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Benfica,Porto,
2529926169.0,840.0,0.0,0.0,297,0.0,0.0,15.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Benfica,Porto,
2529926221.0,1017.0,0.0,0.0,299,0.0,0.0,15.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Benfica,Porto,
2529846099.0,1.0,0.0,0.0,297,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'TeamFormation', 'TeamPlayerFormation', 'InvolvedPlayers', 'PlayerPosition', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,,Benfica,Porto,
2529846109.0,1.0,0.0,0.0,299,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'InvolvedPlayers', 'PlayerPosition', 'JerseyNumber', 'CaptainPlayerId', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,,Benfica,Porto,
2529855053.0,3.0,0.0,0.0,297,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'Angle', 'Length', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,120608.0,36.96000000000001,38.556000000000004,,,,,,,,,,,,,False,Benfica,Porto,-0.002219519999999999
2529855065.0,4.0,0.0,2.0,297,36.96000000000001,38.556000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Longball', 'Zone', 'PassEndY', 'PassEndX', 'Chipped', 'Angle', 'Length']","[91, 119, 117, 124, 127, 205, 36, 38, 217, 218]",True,114301.0,72.34500000000001,2.5160000000000005,,,,,,,,,,,,,True,Benfica,Porto,0.00859483
2529855095.0,6.0,0.0,5.0,297,69.92999999999999,6.936,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[197, 199]",False,244779.0,,,,,,,,,,,,,,,,Benfica,Porto,
2529855089.0,4.0,0.0,5.0,299,35.07,61.064,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone']","[198, 200]",False,303544.0,,,,,,,,,,,,,8.0,Fredrik Aursnes,,Benfica,Porto,
2529856491.0,45.0,0.0,5.0,297,66.57000000000001,2.3800000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'HeadPass', 'Zone', 'Angle', 'Length', 'PassEndY']","[91, 120, 29, 139, 36, 38, 216, 218]",True,244779.0,68.88,1.972,,,,,,,,,,,,,False,Benfica,Porto,
2529855201.0,11.0,0.0,5.0,299,31.605000000000004,64.19200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,303544.0,,,,,,,,,,,,,8.0,Fredrik Aursnes,,Benfica,Porto,
2529855087.0,5.0,0.0,7.0,297,70.35000000000001,6.732000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[197, 199]",False,244779.0,,,,,,,,,,,,,,,,Benfica,Porto,
2529855079.0,3.0,0.0,7.0,299,34.65,61.268,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent']","[198, 200]",False,303544.0,,,,,,,,,,,,,8.0,Fredrik Aursnes,,Benfica,Porto,
2529855101.0,7.0,0.0,7.0,297,70.77000000000001,7.48,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'PassEndX', 'PassEndY', 'Length', 'Angle', 'Zone']","[91, 120, 29, 139, 36, 37, 217, 218]",True,244779.0,72.87,8.636000000000001,,,,,,,,,,,,,False,Benfica,Porto,
2529855093.0,5.0,0.0,7.0,299,35.49,59.84,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Head', 'Zone']",[91],True,303544.0,,,,,,,,,,,,,8.0,Fredrik Aursnes,,Benfica,Porto,
2529855109.0,8.0,0.0,8.0,297,77.91000000000001,23.12,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'HeadPass', 'Angle', 'ShotAssist', 'Zone', 'PassEndY', 'Length', 'KeyPass']","[91, 119, 117, 30, 123, 139, 205, 40, 46, 35, 38, 217, 218]",True,358801.0,71.925,22.712,,,,,,,,,,,,,False,Benfica,Porto,0.0
2529855117.0,9.0,0.0,12.0,297,78.22500000000001,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['GoalMouthZ', 'RegularPlay', 'LeftFoot', 'Zone', 'BlockedY', 'LowCentre', 'GoalMouthY', 'BlockedX', 'OppositeRelatedEvent', 'RelatedEventId', 'Blocked', 'Assisted', 'StandingSave', 'OutOfBoxCentre']","[91, 10, 2, 3, 11, 13]",True,120608.0,,,8.0,358801.0,79.7,50.4,19.0,51.4,True,,,,,,,Benfica,Porto,
2529855119.0,6.0,0.0,12.0,299,21.525000000000002,34.272,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['OutfielderBlock', 'Zone', 'OppositeRelatedEvent', 'StandingSave']","[91, 58]",True,443613.0,,,,,,,,,,,,,66.0,António Silva,,Benfica,Porto,
2529855125.0,7.0,0.0,13.0,299,18.480000000000004,37.876000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,75691.0,,,,,,,,,,,,,30.0,Nicolás Otamendi,,Benfica,Porto,
2529855133.0,8.0,0.0,14.0,299,18.480000000000004,37.876000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'PassEndX', 'Length', 'Angle', 'Chipped', 'StandingSave']","[91, 118, 120, 29, 124, 36, 38, 215, 218]",True,75691.0,30.03,27.200000000000003,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Porto,
2529855149.0,10.0,0.0,16.0,297,76.44,39.916000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'StandingSave', 'HeadPass', 'Zone', 'Angle']","[91, 119, 117, 30, 139, 205, 36, 37, 217, 218]",True,132273.0,94.5,49.776,,,,,,,,,,,,,True,Benfica,Porto,0.031059890000000003
2529855151.0,11.0,0.0,18.0,297,95.13,52.088,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[91, 70]",True,347204.0,,,,,,,,,,,,,,,,Benfica,Porto,
2529855161.0,9.0,0.0,19.0,299,9.870000000000001,15.912,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['OppositeRelatedEvent', 'StandingSave', 'Zone', 'Defensive']","[91, 143]",True,401520.0,,,,,,,,,,,,,6.0,Alexander Bah,,Benfica,Porto,
2529855325.0,13.0,0.0,50.0,297,94.08,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Longball', 'PassEndX', 'PassEndY', 'Angle', 'ThrowIn', 'Length']","[91, 212, 36, 38, 217]",True,347204.0,94.39500000000001,41.208000000000006,,,,,,,,,,,,,True,Benfica,Porto,
2529855329.0,12.0,0.0,52.0,299,9.135,22.983999999999998,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Length', 'Head', 'Angle', 'Zone', 'PassEndX', 'PassEndY']","[91, 94, 95, 57, 215]",True,401520.0,2.8350000000000004,35.02,,,,,,,,,,,6.0,Alexander Bah,,Benfica,Porto,
2529855341.0,13.0,0.0,53.0,299,3.8850000000000002,36.516000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Claim,Successful,"['Zone', 'HighClaim']","[91, 93, 104]",True,110273.0,,,,,,,,,,,,,99.0,Odysseas Vlachodimos,,Benfica,Porto,
2529855401.0,14.0,1.0,1.0,299,11.76,36.312000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Zone', 'KeeperThrow', 'PassEndY', 'StandingSave', 'PassEndX']","[91, 36, 37, 215, 218]",True,110273.0,16.38,51.748,,,,,,,,,,,99.0,Odysseas Vlachodimos,False,Benfica,Porto,-0.002041330000000001
