id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,cardType,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2519437211.0,128.0,11.0,264,86730.0,11.76,31.96,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'StandingSave', 'Angle', 'Zone']","[91, 117, 30, 36, 38, 215, 218]",True,10.0,14.490000000000002,11.832,,,,,,,,,,,,False,Maritimo,Benfica,-0.002041330000000001
2519437243.0,129.0,11.0,264,137058.0,14.595,11.356,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Zone', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 36, 38, 215, 218]",True,12.0,24.885,2.8560000000000003,,,,,,,,,,,,False,Maritimo,Benfica,-0.00033735000000000015
2519437247.0,130.0,11.0,264,101952.0,25.200000000000003,2.108,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Length', 'Angle', 'PassEndX', 'StandingSave', 'PassEndY', 'OppositeRelatedEvent', 'Offensive']","[91, 118, 120, 29, 36, 37, 215, 218]",True,15.0,26.565,2.5160000000000005,,,,,,,,,,,,False,Maritimo,Benfica,
2519437263.0,113.0,11.0,299,107252.0,76.125,67.25200000000001,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['Zone', 'OppositeRelatedEvent', 'Defensive', 'StandingSave']","[91, 60]",True,15.0,,,,,,,,,,,,3.0,Alejandro Grimaldo,,Maritimo,Benfica,
2519437339.0,131.0,11.0,264,137058.0,11.235,4.6240000000000006,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Chipped', 'StandingSave', 'Zone', 'Longball', 'Angle', 'PassEndX', 'PassEndY', 'Length']","[91, 118, 120, 124, 128, 36, 37, 216, 218]",True,19.0,45.255,14.008000000000003,,,,,,,,,,,,True,Maritimo,Benfica,
2519437371.0,114.0,11.0,299,75691.0,55.650000000000006,59.29600000000001,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'PassEndY', 'HeadPass', 'Zone']","[91, 119, 117, 30, 139, 36, 38, 216, 218]",True,21.0,63.315,57.664,,,,,,,,,,30.0,Nicolás Otamendi,False,Maritimo,Benfica,0.0025853399999999985
2519437379.0,115.0,11.0,299,361961.0,63.315,57.664,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Angle', 'PassEndY', 'Length', 'PassEndX', 'HeadPass']","[91, 120, 29, 139, 36, 37, 217, 218]",True,22.0,71.715,58.004000000000005,,,,,,,,,,22.0,Chiquinho,False,Maritimo,Benfica,
2519437399.0,132.0,11.0,264,101952.0,32.865,18.700000000000003,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Zone', 'Angle', 'PassEndX', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,24.0,41.160000000000004,24.48,,,,,,,,,,,,False,Maritimo,Benfica,0.0015871199999999992
2519437409.0,133.0,11.0,264,335707.0,41.160000000000004,24.48,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,25.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2519437413.0,116.0,11.0,299,369712.0,56.175000000000004,49.64,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,27.0,,,,,,,,,,,,61.0,Florentino,,Maritimo,Benfica,
2519437429.0,117.0,11.0,299,369712.0,54.6,48.824,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'StandingSave', 'Angle', 'Length']","[91, 119, 117, 30, 36, 38, 216, 218]",True,27.0,59.010000000000005,33.79600000000001,,,,,,,,,,61.0,Florentino,False,Maritimo,Benfica,3.931999999999894e-05
,,11.0,299,369712.0,56.175000000000004,49.64,,,Carry,,,,,27.0,54.6,48.824,,,,,,,,,,61.0,Florentino,False,Maritimo,Benfica,0.0
2519437459.0,118.0,11.0,299,125476.0,59.010000000000005,33.11600000000001,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'PassEndY', 'StandingSave', 'Length']","[91, 119, 117, 30, 36, 37, 216, 218]",True,28.0,68.565,35.02,,,,,,,,,,20.0,João Mário,False,Maritimo,Benfica,0.0030754200000000023
,,11.0,299,326505.0,68.565,35.02,,,Carry,,,,,28.0,68.46000000000001,37.672000000000004,,,,,,,,,,7.0,David Neres,False,Maritimo,Benfica,0.0
2519437509.0,119.0,11.0,299,326505.0,68.46000000000001,37.672000000000004,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndY', 'Zone', 'Angle', 'PassEndX']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,31.0,79.275,63.444,,,,,,,,,,7.0,David Neres,False,Maritimo,Benfica,0.007592419999999999
,,11.0,299,303544.0,79.275,63.444,,,Carry,,,,,31.0,82.11,59.908,,,,,,,,,,8.0,Fredrik Aursnes,False,Maritimo,Benfica,0.0
2519437521.0,120.0,11.0,299,303544.0,82.11,59.908,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Angle', 'Length', 'PassEndX', 'Zone']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,35.0,78.22500000000001,56.644000000000005,,,,,,,,,,8.0,Fredrik Aursnes,False,Maritimo,Benfica,0.0019695999999999984
2519437537.0,121.0,11.0,299,326505.0,79.065,57.596000000000004,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Zone', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,38.0,88.30499999999999,64.804,,,,,,,,,,7.0,David Neres,False,Maritimo,Benfica,0.005318000000000003
2519437559.0,122.0,11.0,299,107252.0,88.83,64.60000000000001,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'Angle', 'Length', 'StandingSave']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,40.0,99.12,57.596000000000004,,,,,,,,,,3.0,Alejandro Grimaldo,True,Maritimo,Benfica,0.011626489999999996
2519437599.0,123.0,11.0,299,303544.0,99.12,57.596000000000004,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Angle', 'PassEndX', 'Length', 'Zone']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,42.0,95.13,54.128,,,,,,,,,,8.0,Fredrik Aursnes,False,Maritimo,Benfica,0.0
,,11.0,299,107252.0,95.13,54.128,,,Carry,,,,,42.0,97.54500000000002,46.24,,,,,,,,,,3.0,Alejandro Grimaldo,True,Maritimo,Benfica,0.023756029999999997
2519437605.0,124.0,11.0,299,107252.0,97.54500000000002,46.24,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'StandingSave', 'Zone', 'PassEndY', 'Length', 'Angle']","[91, 120, 29, 36, 38, 217, 218]",True,43.0,97.65,42.160000000000004,,,,,,,,,,3.0,Alejandro Grimaldo,False,Maritimo,Benfica,
2519437611.0,135.0,11.0,264,300848.0,9.555,26.112000000000002,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,43.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2519437629.0,125.0,11.0,299,361961.0,86.31,45.016000000000005,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'ShotAssist', 'PassEndX', 'StandingSave', 'IntentionalAssist', 'Zone', 'Angle', 'Length', 'KeyPass']","[91, 119, 117, 30, 123, 205, 40, 46, 36, 37, 217, 218]",True,46.0,93.66000000000001,49.028,,,,,,,,,,22.0,Chiquinho,False,Maritimo,Benfica,0.026359360000000002
,,11.0,299,326505.0,93.66000000000001,49.028,,,Carry,,,,,46.0,90.72000000000001,43.928,,,,,,,,,,7.0,David Neres,False,Maritimo,Benfica,0.0
2519437637.0,126.0,11.0,299,326505.0,90.72000000000001,43.928,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['GoalMouthZ', 'BlockedX', 'StandingSave', 'Assisted', 'IntentionalAssist', 'RightFoot', 'BoxLeft', 'RegularPlay', 'Blocked', 'RelatedEventId', 'LowRight', 'GoalMouthY', 'Zone', 'OppositeRelatedEvent', 'BlockedY']","[91, 10, 1, 3, 11, 12]",True,49.0,,,125.0,361961.0,87.7,63.0,19.0,48.1,True,,,7.0,David Neres,,Maritimo,Benfica,
2519437651.0,136.0,11.0,264,335707.0,11.655,22.1,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'OutfielderBlock']","[91, 58]",True,49.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2519437657.0,137.0,11.0,264,335707.0,12.18,23.188000000000002,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,49.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2519437671.0,138.0,11.0,264,335707.0,12.285,23.596000000000004,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'PassEndY', 'Angle', 'Length', 'PassEndX', 'StandingSave', 'Zone']","[91, 118, 120, 128, 36, 37, 216, 218]",True,50.0,44.83500000000001,32.572,,,,,,,,,,,,True,Maritimo,Benfica,
2519437703.0,127.0,11.0,299,443613.0,57.645,35.088,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'HeadPass', 'PassEndY', 'Zone', 'PassEndX', 'Angle']","[91, 117, 30, 139, 35, 37, 216, 218]",True,52.0,48.089999999999996,55.35200000000001,,,,,,,,,,66.0,António Silva,False,Maritimo,Benfica,-0.003049879999999998
2519437705.0,128.0,11.0,299,75691.0,48.089999999999996,55.35200000000001,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,57.0,,,,,,,,,,,,30.0,Nicolás Otamendi,,Maritimo,Benfica,
2519437743.0,129.0,11.0,299,75691.0,46.830000000000005,61.404,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'Length', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 36, 37, 216, 218]",True,57.0,59.85,62.56,,,,,,,,,,30.0,Nicolás Otamendi,False,Maritimo,Benfica,0.002252519999999999
,,11.0,299,303544.0,59.85,62.56,,,Carry,,,,,57.0,58.695,59.43200000000001,,,,,,,,,,8.0,Fredrik Aursnes,False,Maritimo,Benfica,0.0
,,11.0,299,75691.0,48.089999999999996,55.35200000000001,,,Carry,,,,,57.0,46.830000000000005,61.404,,,,,,,,,,30.0,Nicolás Otamendi,False,Maritimo,Benfica,-0.0013619600000000006
2519437765.0,130.0,12.0,299,303544.0,58.695,59.43200000000001,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'StandingSave', 'Length', 'PassEndX']","[91, 119, 117, 30, 35, 38, 216, 218]",True,1.0,57.330000000000005,50.592000000000006,,,,,,,,,,8.0,Fredrik Aursnes,False,Maritimo,Benfica,0.0007378299999999983
,,12.0,299,369712.0,57.330000000000005,50.592000000000006,,,Carry,,,,,1.0,58.800000000000004,51.884,,,,,,,,,,61.0,Florentino,False,Maritimo,Benfica,-0.0007378299999999983
2519437799.0,131.0,12.0,299,369712.0,58.800000000000004,51.884,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Zone', 'PassEndX', 'PassEndY', 'Angle']","[91, 119, 117, 30, 36, 37, 216, 218]",True,3.0,61.32,58.61600000000001,,,,,,,,,,61.0,Florentino,False,Maritimo,Benfica,0.0025853399999999985
2519437821.0,132.0,12.0,299,303544.0,61.53,59.908,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'Length', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,4.0,73.815,65.28,,,,,,,,,,8.0,Fredrik Aursnes,False,Maritimo,Benfica,0.0037706900000000036
2519437847.0,133.0,12.0,299,107252.0,74.97000000000001,65.008,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'StandingSave', 'PassEndY', 'PassEndX', 'Angle', 'Zone']","[91, 120, 29, 36, 38, 217, 218]",True,6.0,86.31,58.82000000000001,,,,,,,,,,3.0,Alejandro Grimaldo,True,Maritimo,Benfica,
2519437857.0,140.0,12.0,264,137058.0,21.945,7.888,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,7.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2519437865.0,141.0,12.0,264,137058.0,21.945,7.888,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndY', 'Zone', 'PassEndX', 'Length', 'StandingSave']","[91, 118, 120, 29, 36, 38, 215, 218]",True,8.0,30.765,2.5160000000000005,,,,,,,,,,,,False,Maritimo,Benfica,
2519437873.0,134.0,12.0,299,107252.0,78.54,64.05600000000001,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[91, 101, 56]",True,9.0,,,,,,,,,,,,3.0,Alejandro Grimaldo,,Maritimo,Benfica,
2519438089.0,143.0,12.0,264,101952.0,35.175000000000004,0.0,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'Length', 'Zone', 'Angle', 'Longball', 'ThrowIn']","[91, 212, 36, 37, 216]",True,27.0,58.38,11.22,,,,,,,,,,,,True,Maritimo,Benfica,
2519438103.0,136.0,12.0,299,75691.0,47.67,55.488,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Defensive', 'OppositeRelatedEvent', 'Zone']","[197, 200]",False,29.0,,,,,,,,,,,,30.0,Nicolás Otamendi,,Maritimo,Benfica,
2519438095.0,144.0,12.0,264,371582.0,57.330000000000005,12.512,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[198, 199]",False,29.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2519438113.0,137.0,12.0,299,75691.0,48.510000000000005,54.128,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Length', 'PassEndX', 'PassEndY', 'Angle', 'HeadPass']","[91, 120, 29, 139, 36, 38, 216, 218]",True,29.0,64.68,53.924,,,,,,,,,,30.0,Nicolás Otamendi,False,Maritimo,Benfica,
2519438131.0,145.0,12.0,264,335707.0,41.79,11.832,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'PassEndX', 'StandingSave', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,30.0,37.695,4.148,,,,,,,,,,,,False,Maritimo,Benfica,-0.0008845199999999998
2519438195.0,146.0,12.0,264,101952.0,38.64,3.74,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Zone', 'Length', 'PassEndY', 'PassEndX']","[91, 117, 30, 36, 37, 216, 218]",True,32.0,49.980000000000004,5.78,,,,,,,,,,,,False,Maritimo,Benfica,0.0012207699999999995
2519438237.0,148.0,12.0,264,371582.0,44.730000000000004,4.284,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,33.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2519438215.0,138.0,12.0,299,303544.0,57.330000000000005,62.15200000000001,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Offensive', 'Zone', 'StandingSave', 'OppositeRelatedEvent']","[91, 54]",True,34.0,,,,,,,,,,,,8.0,Fredrik Aursnes,,Maritimo,Benfica,
2519438199.0,147.0,12.0,264,371582.0,47.67,5.848,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Defensive']",[55],False,34.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2519438231.0,139.0,12.0,299,303544.0,58.38,62.424,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,35.0,,,,,,,,,,,,8.0,Fredrik Aursnes,,Maritimo,Benfica,
2519438257.0,140.0,12.0,299,303544.0,56.910000000000004,62.35600000000001,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'Zone', 'PassEndX', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,35.0,50.714999999999996,65.41600000000001,,,,,,,,,,8.0,Fredrik Aursnes,False,Maritimo,Benfica,-0.002252519999999999
,,12.0,299,107252.0,50.714999999999996,65.41600000000001,,,Carry,,,,,35.0,43.47,65.07600000000001,,,,,,,,,,3.0,Alejandro Grimaldo,False,Maritimo,Benfica,-0.0012207699999999995
2519438281.0,141.0,12.0,299,107252.0,43.47,65.07600000000001,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'PassEndX', 'Zone', 'Length', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,36.0,28.455000000000002,57.868,,,,,,,,,,3.0,Alejandro Grimaldo,False,Maritimo,Benfica,-0.0006677700000000016
,,12.0,299,75691.0,28.455000000000002,57.868,,,Carry,,,,,36.0,26.669999999999998,56.984,,,,,,,,,,30.0,Nicolás Otamendi,False,Maritimo,Benfica,-0.0011710799999999997
2519438301.0,142.0,12.0,299,75691.0,26.669999999999998,56.984,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndY', 'Length', 'Angle', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,38.0,7.875,38.284,,,,,,,,,,30.0,Nicolás Otamendi,False,Maritimo,Benfica,-0.001184339999999999
2519438333.0,143.0,12.0,299,110273.0,7.875,38.284,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Angle', 'Length', 'Zone', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,43.0,20.685,63.03600000000001,,,,,,,,,,99.0,Odysseas Vlachodimos,False,Maritimo,Benfica,-0.0009620200000000009
2519438335.0,144.0,12.0,299,75691.0,20.580000000000002,63.580000000000005,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,44.0,,,,,,,,,,,,30.0,Nicolás Otamendi,,Maritimo,Benfica,
2519438437.0,150.0,12.0,264,101952.0,77.28,0.0,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'ThrowIn', 'Zone', 'PassEndX']","[91, 212, 36, 37, 217]",True,49.0,78.54,6.460000000000001,,,,,,,,,,,,False,Maritimo,Benfica,0.00634183
2519438445.0,151.0,12.0,264,335707.0,77.59500000000001,7.752000000000001,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'StandingSave', 'Zone', 'PassEndY']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,50.0,77.07000000000001,1.972,,,,,,,,,,,,False,Maritimo,Benfica,0.0
2519438447.0,152.0,12.0,264,101952.0,77.49,2.8560000000000003,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['StandingSave', 'Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 53]",True,51.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2519438453.0,146.0,12.0,299,369712.0,27.51,65.144,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Zone', 'StandingSave', 'Defensive', 'OppositeRelatedEvent']","[91, 143]",True,51.0,,,,,,,,,,,,61.0,Florentino,,Maritimo,Benfica,
,,12.0,299,369712.0,27.51,65.144,,,Carry,,,,,51.0,30.03,64.396,,,,,,,,,,61.0,Florentino,False,Maritimo,Benfica,0.0
2519438463.0,147.0,12.0,299,369712.0,30.03,64.396,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,53.0,,,,,,,,,,,,61.0,Florentino,,Maritimo,Benfica,
2519438479.0,148.0,12.0,299,369712.0,31.395,64.05600000000001,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'Zone', 'StandingSave', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,53.0,37.695,60.79200000000001,,,,,,,,,,61.0,Florentino,False,Maritimo,Benfica,0.0014860800000000007
,,12.0,299,395802.0,37.695,60.79200000000001,,,Carry,,,,,53.0,39.165,61.404,,,,,,,,,,88.0,Gonçalo Ramos,False,Maritimo,Benfica,0.0
2519438483.0,149.0,12.0,299,395802.0,39.165,61.404,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Offensive', 'PassEndX', 'Zone', 'PassEndY', 'StandingSave', 'Length', 'OppositeRelatedEvent', 'Angle']","[91, 118, 120, 29, 36, 216, 218]",True,55.0,41.475,61.404,,,,,,,,,,88.0,Gonçalo Ramos,False,Maritimo,Benfica,
2519438557.0,153.0,12.0,264,137058.0,65.52,6.5280000000000005,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['Zone', 'Defensive', 'StandingSave', 'OppositeRelatedEvent']","[91, 60]",True,55.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2519438833.0,151.0,12.0,299,395802.0,42.945,66.028,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,55.0,,,,,,,,,,,,88.0,Gonçalo Ramos,,Maritimo,Benfica,
2519438633.0,155.0,13.0,264,101952.0,60.58500000000001,0.0,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'ThrowIn', 'Angle', 'PassEndY', 'Length', 'PassEndX']","[91, 212, 35, 37, 216]",True,7.0,42.42,8.84,,,,,,,,,,,,False,Maritimo,Benfica,-0.0034732899999999987
2519438701.0,156.0,13.0,264,137058.0,41.475,9.724000000000002,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Zone', 'Length', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,10.0,13.545000000000002,22.712,,,,,,,,,,,,False,Maritimo,Benfica,-0.0023697400000000004
2519438767.0,157.0,13.0,264,86730.0,18.27,29.716000000000005,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'PassEndX', 'Zone', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,15.0,21.840000000000003,51.884,,,,,,,,,,,,False,Maritimo,Benfica,-0.0007416699999999998
2519438789.0,158.0,13.0,264,401126.0,20.265,57.120000000000005,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY']","[91, 118, 120, 29, 35, 38, 215, 218]",True,19.0,0.0,49.776,,,,,,,,,,,,False,Maritimo,Benfica,
2519438905.0,152.0,13.0,299,395802.0,105.0,17.544,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Successful,"['OppositeRelatedEvent', 'Zone', 'MissRight']",[122],False,20.0,,,,,,,,,,,,88.0,Gonçalo Ramos,,Maritimo,Benfica,
2519438795.0,159.0,13.0,264,401126.0,0.0,50.456,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Unsuccessful,"['Zone', 'MissLeft', 'OppositeRelatedEvent']",[122],False,20.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2519439127.0,153.0,13.0,299,326505.0,104.47500000000001,0.34,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Angle', 'CornerTaken', 'Length', 'Zone', 'PassEndX']","[91, 119, 117, 30, 205, 31, 32, 34, 35, 37, 217, 218]",True,36.0,92.715,3.4000000000000004,,,,,,,,,,7.0,David Neres,False,Maritimo,Benfica,-0.003075179999999997
,,13.0,299,361961.0,92.715,3.4000000000000004,,,Carry,,,,,36.0,97.125,2.8560000000000003,,,,,,,,,,22.0,Chiquinho,False,Maritimo,Benfica,0.003075179999999997
2519439137.0,154.0,13.0,299,361961.0,97.125,2.8560000000000003,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'PassEndX', 'Zone', 'Angle', 'Length']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,38.0,76.54500000000002,17.272000000000002,,,,,,,,,,22.0,Chiquinho,False,Maritimo,Benfica,-0.01391069
,,13.0,299,401520.0,76.54500000000002,17.272000000000002,,,Carry,,,,,38.0,83.58,13.192,,,,,,,,,,6.0,Alexander Bah,False,Maritimo,Benfica,0.005410319999999996
2519439155.0,155.0,13.0,299,401520.0,83.58,13.192,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'PassEndX', 'Angle', 'StandingSave']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,42.0,88.62,6.256,,,,,,,,,,6.0,Alexander Bah,False,Maritimo,Benfica,0.005318000000000003
2519439179.0,156.0,13.0,299,326505.0,88.72500000000001,6.0520000000000005,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Zone', 'Longball', 'Length', 'LeftFoot', 'PassEndY', 'Chipped', 'StandingSave', 'Cross', 'Angle']","[91, 138, 124, 126, 36, 37, 217, 218]",True,44.0,97.44,50.184000000000005,,,,,,,,,,7.0,David Neres,True,Maritimo,Benfica,
2519439207.0,160.0,13.0,264,329366.0,11.235,20.604000000000003,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Angle', 'Head', 'Zone', 'PassEndX', 'PassEndY', 'Length']","[91, 94, 95, 57, 215]",True,47.0,25.62,17.544,,,,,,,,,,,,,Maritimo,Benfica,
2519439307.0,157.0,13.0,299,303544.0,97.44,58.75200000000001,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['StandingSave', 'OppositeRelatedEvent', 'Offensive', 'Zone']","[91, 54]",True,51.0,,,,,,,,,,,,8.0,Fredrik Aursnes,,Maritimo,Benfica,
2519439271.0,161.0,13.0,264,329366.0,7.5600000000000005,9.248000000000001,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent']",[55],False,51.0,,,,,,,,,,,,,,,Maritimo,Benfica,
