id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2536729471.0,2.0,0.0,0.0,288,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Casa Pia AC,Braga,
2536729479.0,2.0,0.0,0.0,9509,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Casa Pia AC,Braga,
2536789683.0,1054.0,0.0,0.0,288,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Casa Pia AC,Braga,
2536789915.0,762.0,0.0,0.0,9509,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Casa Pia AC,Braga,
2536701831.0,1.0,0.0,0.0,9509,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'CaptainPlayerId', 'PlayerPosition', 'TeamPlayerFormation', 'TeamFormation', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Casa Pia AC,Braga,
2536703059.0,1.0,0.0,0.0,288,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'CaptainPlayerId', 'JerseyNumber', 'TeamPlayerFormation', 'InvolvedPlayers', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Casa Pia AC,Braga,
2536729519.0,3.0,0.0,0.0,288,52.185,33.932,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Length', 'Zone', 'Angle', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,322689.0,33.6,38.760000000000005,,,,,,,,,,,,False,Casa Pia AC,Braga,-0.0035222199999999995
2536729569.0,4.0,0.0,2.0,288,33.6,38.760000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'Longball', 'StandingSave', 'PassEndX', 'Length', 'Chipped', 'Angle']","[91, 120, 124, 128, 36, 37, 217, 218]",True,363935.0,73.08,64.26,,,,,,,,,,,,True,Casa Pia AC,Braga,
2536729573.0,5.0,0.0,5.0,288,74.44500000000001,61.404,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[197, 199]",False,422882.0,,,,,,,,,,,,,,,Casa Pia AC,Braga,
2536729589.0,3.0,0.0,5.0,9509,30.555000000000003,6.596,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[198, 200]",False,446997.0,,,,,,,,,,,,6.0,Derick Poloni,,Casa Pia AC,Braga,
2536735931.0,117.0,0.0,5.0,288,77.175,52.564,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'Length', 'Zone', 'PassEndY', 'PassEndX', 'Angle']","[91, 120, 29, 139, 36, 38, 217, 218]",True,422882.0,77.59500000000001,51.61200000000001,,,,,,,,,,,,False,Casa Pia AC,Braga,
2536729613.0,4.0,0.0,5.0,9509,29.19,9.452000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'Head']",[91],True,446997.0,,,,,,,,,,,,6.0,Derick Poloni,,Casa Pia AC,Braga,
2536729617.0,6.0,0.0,6.0,288,76.23,51.68000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndX', 'Length', 'StandingSave', 'Zone', 'PassEndY']","[91, 120, 29, 36, 37, 217, 218]",True,372828.0,89.67000000000002,60.452000000000005,,,,,,,,,,,,False,Casa Pia AC,Braga,
2536730331.0,12.0,0.0,7.0,9509,23.730000000000004,6.800000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'Zone', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,446997.0,19.740000000000002,8.84,,,,,,,,,,6.0,Derick Poloni,False,Casa Pia AC,Braga,0.0
,,0.0,7.0,9509,19.740000000000002,8.84,,,Carry,,,,,444765.0,15.75,11.56,,,,,,,,,,3.0,João Nunes,False,Casa Pia AC,Braga,-0.0006379300000000001
2536729623.0,5.0,0.0,9.0,9509,15.75,11.56,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,444765.0,,,,,,,,,,,,3.0,João Nunes,,Casa Pia AC,Braga,
2536729659.0,6.0,0.0,9.0,9509,15.75,11.56,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'StandingSave', 'PassEndX', 'Zone', 'PassEndY', 'Angle', 'Length']","[91, 117, 127, 36, 38, 216, 218]",True,444765.0,44.730000000000004,2.3800000000000003,,,,,,,,,,3.0,João Nunes,False,Casa Pia AC,Braga,0.003697550000000001
