id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,isGoal,isOwnGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2516614359.0,52.0,2.0,786,380682.0,56.28,50.79600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['Zone', 'StandingSave', 'Defensive', 'OppositeRelatedEvent']","[91, 60]",True,36.0,,,,,,,,,,,,,,,,Casa Pia AC,Pacos de Ferreira,
2516612213.0,26.0,2.0,786,380682.0,57.855000000000004,49.164,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,36.0,,,,,,,,,,,,,,,,Casa Pia AC,Pacos de Ferreira,
2516612013.0,25.0,2.0,786,380682.0,60.795,48.28,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Zone', 'Angle', 'PassEndY', 'Length', 'StandingSave']","[91, 120, 29, 36, 37, 217, 218]",True,36.0,71.82000000000001,55.828,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,
2516612731.0,46.0,2.0,9509,136355.0,26.145,11.084000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,38.0,,,,,,,,,,,,,15.0,Fernando Varela,,Casa Pia AC,Pacos de Ferreira,
,,2.0,9509,136355.0,26.145,11.084000000000001,,,Carry,,,,,38.0,23.835,10.268,,,,,,,,,,,15.0,Fernando Varela,False,Casa Pia AC,Pacos de Ferreira,0.0
2516612067.0,36.0,2.0,9509,136355.0,23.835,10.268,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'Angle', 'Zone', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,39.0,8.4,34.476000000000006,,,,,,,,,,,15.0,Fernando Varela,False,Casa Pia AC,Pacos de Ferreira,-1.3259999999999314e-05
2516612103.0,37.0,2.0,9509,135570.0,9.765,34.408,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndX', 'Zone', 'PassEndY', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,44.0,8.19,48.348,,,,,,,,,,,33.0,Ricardo Batista,False,Casa Pia AC,Pacos de Ferreira,-0.0019473200000000006
2516612157.0,38.0,2.0,9509,105686.0,8.19,48.348,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Angle', 'Length', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,46.0,5.04,31.96,,,,,,,,,,,19.0,Nermin Zolotic,False,Casa Pia AC,Pacos de Ferreira,0.0005306600000000005
,,2.0,9509,135570.0,5.04,31.96,,,Carry,,,,,46.0,7.5600000000000005,31.892000000000003,,,,,,,,,,,33.0,Ricardo Batista,False,Casa Pia AC,Pacos de Ferreira,0.0
2516612189.0,39.0,2.0,9509,135570.0,7.5600000000000005,31.892000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'PassEndX', 'Zone', 'Length', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,52.0,4.41,43.656000000000006,,,,,,,,,,,33.0,Ricardo Batista,False,Casa Pia AC,Pacos de Ferreira,-0.0005306600000000005
,,2.0,9509,105686.0,4.41,43.656000000000006,,,Carry,,,,,52.0,3.7800000000000002,46.24,,,,,,,,,,,19.0,Nermin Zolotic,False,Casa Pia AC,Pacos de Ferreira,0.0
2516612217.0,40.0,2.0,9509,105686.0,3.7800000000000002,46.24,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,55.0,7.245000000000001,64.464,,,,,,,,,,,19.0,Nermin Zolotic,False,Casa Pia AC,Pacos de Ferreira,-0.00249687
2516612243.0,41.0,2.0,9509,444766.0,7.035,64.60000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Chipped', 'Angle', 'Length', 'Zone', 'PassEndX', 'PassEndY']","[91, 118, 120, 29, 124, 36, 38, 216, 218]",True,57.0,36.225,60.99600000000001,,,,,,,,,,,5.0,Leonardo Lelo,False,Casa Pia AC,Pacos de Ferreira,
2516612281.0,27.0,2.0,786,423078.0,60.375,12.58,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'PassEndX', 'Length', 'Zone', 'Angle', 'HeadPass']","[91, 120, 29, 139, 36, 37, 217, 218]",True,59.0,76.02000000000001,20.060000000000002,,,,,,,,,,,,,True,Casa Pia AC,Pacos de Ferreira,
2516612293.0,42.0,3.0,9509,120734.0,25.725,49.504000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Length', 'PassEndY', 'PassEndX', 'Zone', 'Longball', 'StandingSave']","[91, 118, 120, 128, 36, 37, 216, 218]",True,1.0,37.589999999999996,68.0,,,,,,,,,,,13.0,Vasco Fernandes,False,Casa Pia AC,Pacos de Ferreira,
2516612419.0,29.0,3.0,786,110341.0,74.025,0.0,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Zone', 'Angle', 'Longball', 'ThrowIn']","[91, 212, 35, 37, 216]",True,11.0,49.245,6.460000000000001,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,-0.00873785
2516612485.0,30.0,3.0,786,423078.0,45.78,11.152,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Angle', 'Length', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,14.0,38.22,33.932,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,-0.00121894
2516612541.0,31.0,3.0,786,380682.0,39.27,41.412,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Angle', 'Zone', 'Length', 'PassEndY']","[91, 119, 117, 30, 36, 37, 216, 218]",True,18.0,56.80500000000001,61.2,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,0.0021094999999999985
2516612577.0,32.0,3.0,786,23621.0,56.28,60.928,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Angle', 'StandingSave', 'Length']","[91, 119, 117, 30, 36, 38, 216, 218]",True,20.0,66.36,59.364000000000004,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,0.0027146399999999973
2516612631.0,33.0,3.0,786,408941.0,68.775,59.704,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,22.0,,,,,,,,,,,,,,,,Casa Pia AC,Pacos de Ferreira,
2516612605.0,44.0,3.0,9509,136355.0,27.615000000000002,3.808,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['OppositeRelatedEvent', 'Length', 'StandingSave', 'Angle', 'Offensive', 'PassEndY', 'Zone', 'PassEndX']","[91, 118, 120, 29, 36, 38, 215, 218]",True,23.0,29.294999999999998,2.788,,,,,,,,,,,15.0,Fernando Varela,False,Casa Pia AC,Pacos de Ferreira,
