id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,isGoal,isOwnGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2516622413.0,160.0,16.0,786,380682.0,27.72,36.108000000000004,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,48.0,,,,,,,,,,,,,,,,Casa Pia AC,Pacos de Ferreira,
2516622439.0,161.0,16.0,786,380682.0,27.930000000000003,36.04,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndY', 'Length', 'PassEndX', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,48.0,36.645,34.272,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,0.0013027000000000004
2516622477.0,162.0,16.0,786,422245.0,35.595,32.776,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'PassEndY', 'Zone', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,53.0,48.405,27.472,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,0.002219519999999999
2516622531.0,163.0,16.0,786,70735.0,49.875,29.036000000000005,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndY', 'PassEndX', 'Longball', 'Chipped', 'Angle', 'Zone']","[91, 119, 117, 124, 127, 36, 37, 216, 218]",True,55.0,69.72000000000001,64.464,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,0.00637531
2516622541.0,158.0,17.0,9509,381793.0,16.275000000000002,10.608,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Defensive']",[55],False,1.0,,,,,,,,,,,,,42.0,Lucas Soares,,Casa Pia AC,Pacos de Ferreira,
2516622595.0,164.0,17.0,786,444941.0,88.72500000000001,57.39200000000001,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['OppositeRelatedEvent', 'Zone', 'Offensive', 'StandingSave']","[91, 54]",True,1.0,,,,,,,,,,,,,,,,Casa Pia AC,Pacos de Ferreira,
2516622641.0,165.0,17.0,786,444941.0,99.22500000000001,54.264,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'StandingSave', 'Angle', 'Length', 'PassEndY']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,5.0,79.905,42.568000000000005,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,-0.017925189999999997
2516622667.0,166.0,17.0,786,408941.0,79.905,42.568000000000005,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['IntentionalAssist', 'StandingSave', 'Zone', 'ShotAssist', 'Angle', 'PassEndX', 'PassEndY', 'Length', 'KeyPass']","[91, 119, 117, 30, 123, 205, 40, 46, 35, 38, 217, 218]",True,7.0,77.80499999999999,39.508,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,0.0065612399999999994
2516622673.0,167.0,17.0,786,422245.0,78.54,34.884,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['StandingSave', 'RegularPlay', 'OutOfBoxCentre', 'LowCentre', 'Assisted', 'RelatedEventId', 'RightFoot', 'BlockedX', 'OppositeRelatedEvent', 'GoalMouthZ', 'Zone', 'Blocked', 'IntentionalAssist', 'BlockedY', 'GoalMouthY']","[91, 10, 2, 3, 11, 12]",True,8.0,,,79.0,51.3,19.0,51.1,True,166.0,408941.0,,,,,,,Casa Pia AC,Pacos de Ferreira,
2516622645.0,160.0,17.0,9509,105745.0,24.044999999999998,31.688000000000002,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'OutfielderBlock']","[91, 58]",True,8.0,,,,,,,,,,,,,27.0,Afonso Taira,,Casa Pia AC,Pacos de Ferreira,
2516622665.0,161.0,17.0,9509,444768.0,34.964999999999996,43.044000000000004,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,9.0,,,,,,,,,,,,,7.0,Saviour Godwin,,Casa Pia AC,Pacos de Ferreira,
,,17.0,9509,444768.0,34.964999999999996,43.044000000000004,,,Carry,,,,,9.0,36.54,42.432,,,,,,,,,,,7.0,Saviour Godwin,False,Casa Pia AC,Pacos de Ferreira,0.0
2516622747.0,162.0,17.0,9509,444768.0,36.54,42.432,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['OppositeRelatedEvent', 'Offensive', 'StandingSave', 'Zone']","[91, 54]",True,11.0,,,,,,,,,,,,,7.0,Saviour Godwin,,Casa Pia AC,Pacos de Ferreira,
2516622679.0,168.0,17.0,786,110341.0,68.46000000000001,25.568,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone']",[55],False,11.0,,,,,,,,,,,,,,,,Casa Pia AC,Pacos de Ferreira,
2516622809.0,163.0,17.0,9509,444768.0,76.54500000000002,30.056000000000004,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'PassEndX', 'Zone', 'StandingSave']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,18.0,89.25,17.204,,,,,,,,,,,7.0,Saviour Godwin,False,Casa Pia AC,Pacos de Ferreira,0.031059890000000003
,,17.0,9509,447577.0,89.25,17.204,,,Carry,,,,,18.0,89.25,22.44,,,,,,,,,,,24.0,Yuki Soma,False,Casa Pia AC,Pacos de Ferreira,0.0
2516622813.0,164.0,17.0,9509,447577.0,89.25,22.44,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[91, 70]",True,21.0,,,,,,,,,,,,,24.0,Yuki Soma,,Casa Pia AC,Pacos de Ferreira,
2516622863.0,169.0,17.0,786,380682.0,15.75,45.56,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Zone', 'Defensive', 'StandingSave', 'OppositeRelatedEvent']","[91, 143]",True,22.0,,,,,,,,,,,,,,,,Casa Pia AC,Pacos de Ferreira,
2516622869.0,170.0,17.0,786,408941.0,22.155,42.84,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,23.0,,,,,,,,,,,,,,,,Casa Pia AC,Pacos de Ferreira,
2516622881.0,171.0,17.0,786,408941.0,22.155,42.84,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'Zone', 'StandingSave', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,24.0,25.41,52.632000000000005,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,-0.0005892200000000014
2516622905.0,172.0,17.0,786,23621.0,25.41,52.632000000000005,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Length', 'Zone', 'PassEndX', 'Angle']","[91, 117, 30, 36, 38, 215, 218]",True,25.0,25.62,44.812000000000005,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,0.0005892200000000014
2516622929.0,173.0,17.0,786,408941.0,28.455000000000002,43.79200000000001,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'Angle', 'StandingSave', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,27.0,29.715000000000003,26.452,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,0.0002191399999999996
2516622957.0,174.0,17.0,786,407139.0,29.715000000000003,26.452,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'StandingSave', 'Length', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,31.0,36.855000000000004,7.412000000000001,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,-6.108999999999976e-05
2516622985.0,175.0,17.0,786,70735.0,36.855000000000004,7.412000000000001,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'StandingSave', 'PassEndX', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,35.0,29.925,12.988000000000001,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,-0.0006677700000000016
2516623017.0,176.0,17.0,786,110341.0,32.34,12.784,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'Zone', 'PassEndY', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,37.0,33.495,25.16,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,0.0005097200000000017
2516623055.0,177.0,17.0,786,422245.0,34.755,29.716000000000005,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Zone', 'Length', 'StandingSave']","[91, 117, 30, 36, 37, 216, 218]",True,40.0,39.06,56.71200000000001,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,0.00082343
2516623083.0,178.0,17.0,786,23621.0,39.375,56.848,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'PassEndY', 'PassEndX', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,44.0,38.955000000000005,41.14,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,0.0004792700000000004
2516623101.0,179.0,17.0,786,422245.0,40.005,42.976000000000006,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Angle', 'Length', 'StandingSave']","[91, 119, 117, 30, 36, 37, 216, 218]",True,47.0,56.175000000000004,45.016000000000005,,,,,,,,,,,,,True,Casa Pia AC,Pacos de Ferreira,0.00416422
2516623131.0,180.0,17.0,786,408941.0,55.230000000000004,45.900000000000006,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndY', 'Angle', 'Length', 'PassEndX', 'Zone']","[91, 120, 29, 36, 37, 217, 218]",True,51.0,74.97000000000001,49.300000000000004,,,,,,,,,,,,,True,Casa Pia AC,Pacos de Ferreira,
2516623129.0,165.0,17.0,9509,381793.0,25.62,17.408,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,52.0,,,,,,,,,,,,,42.0,Lucas Soares,,Casa Pia AC,Pacos de Ferreira,
2516623133.0,166.0,17.0,9509,381793.0,25.62,17.408,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Angle', 'Length', 'StandingSave']","[91, 117, 30, 36, 37, 215, 218]",True,52.0,29.19,20.536,,,,,,,,,,,42.0,Lucas Soares,False,Casa Pia AC,Pacos de Ferreira,0.00109158
,,17.0,9509,136355.0,29.19,20.536,,,Carry,,,,,52.0,31.815,21.080000000000002,,,,,,,,,,,15.0,Fernando Varela,False,Casa Pia AC,Pacos de Ferreira,0.0
2516623187.0,167.0,17.0,9509,136355.0,31.815,21.080000000000002,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Zone', 'Angle', 'PassEndY', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,54.0,38.43,29.240000000000002,,,,,,,,,,,15.0,Fernando Varela,False,Casa Pia AC,Pacos de Ferreira,0.00152184
,,17.0,9509,105745.0,38.43,29.240000000000002,,,Carry,,,,,54.0,39.480000000000004,26.860000000000003,,,,,,,,,,,27.0,Afonso Taira,False,Casa Pia AC,Pacos de Ferreira,0.0
2516623215.0,168.0,17.0,9509,105745.0,39.480000000000004,26.860000000000003,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'PassEndX', 'StandingSave', 'Chipped', 'Length', 'Angle', 'Zone', 'Longball']","[91, 120, 124, 128, 36, 37, 217, 218]",True,57.0,92.505,60.52,,,,,,,,,,,27.0,Afonso Taira,True,Casa Pia AC,Pacos de Ferreira,
2516623235.0,181.0,18.0,786,423078.0,9.135,7.208,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,3.0,,,,,,,,,,,,,,,,Casa Pia AC,Pacos de Ferreira,
2516623269.0,182.0,18.0,786,423078.0,9.135,7.208,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'StandingSave', 'PassEndX', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,6.0,8.925,23.188000000000002,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,0.0010837399999999997
2516623335.0,183.0,18.0,786,70950.0,11.76,27.404,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndY', 'Length', 'PassEndX', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,9.0,25.62,48.144,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,-0.0008141799999999994
2516623375.0,184.0,18.0,786,380682.0,26.25,45.492000000000004,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'StandingSave', 'Angle', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,14.0,27.51,24.956000000000003,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,-0.00109158
2516623401.0,185.0,18.0,786,423078.0,27.930000000000003,26.384,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'StandingSave', 'Zone', 'PassEndX', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,18.0,28.455000000000002,47.328,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,-0.0002191399999999996
2516623437.0,186.0,18.0,786,380682.0,28.875,46.104,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Length']","[91, 117, 30, 36, 38, 215, 218]",True,23.0,29.715000000000003,27.676000000000005,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,0.0002191399999999996
2516623459.0,187.0,18.0,786,423078.0,32.655,25.16,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Zone', 'Length', 'Angle', 'PassEndY', 'PassEndX']","[91, 118, 120, 29, 36, 37, 216, 218]",True,25.0,49.77,45.016000000000005,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,
2516623465.0,169.0,18.0,9509,447577.0,54.075,29.648000000000003,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[91, 101, 56]",True,27.0,,,,,,,,,,,,,24.0,Yuki Soma,,Casa Pia AC,Pacos de Ferreira,
2516623477.0,170.0,18.0,9509,436559.0,63.73500000000001,42.772000000000006,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,28.0,,,,,,,,,,,,,99.0,Clayton,,Casa Pia AC,Pacos de Ferreira,
,,18.0,9509,436559.0,63.73500000000001,42.772000000000006,,,Carry,,,,,28.0,57.12,38.284,,,,,,,,,,,99.0,Clayton,False,Casa Pia AC,Pacos de Ferreira,-0.002456040000000003
2516623505.0,171.0,18.0,9509,436559.0,57.12,38.284,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'StandingSave', 'PassEndY', 'Length', 'PassEndX', 'Angle']","[91, 120, 29, 35, 37, 216, 218]",True,30.0,56.28,39.168000000000006,,,,,,,,,,,99.0,Clayton,False,Casa Pia AC,Pacos de Ferreira,
2516623509.0,188.0,18.0,786,407139.0,46.515,25.364,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,30.0,,,,,,,,,,,,,,,,Casa Pia AC,Pacos de Ferreira,
2516623533.0,172.0,18.0,9509,105686.0,47.145,46.104,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle', 'StandingSave']","[91, 119, 117, 30, 36, 37, 216, 218]",True,32.0,64.26,51.204,,,,,,,,,,,19.0,Nermin Zolotic,False,Casa Pia AC,Pacos de Ferreira,0.00441219
,,18.0,9509,105745.0,64.26,51.204,,,Carry,,,,,32.0,62.895,47.464,,,,,,,,,,,27.0,Afonso Taira,False,Casa Pia AC,Pacos de Ferreira,0.0006478500000000019
2516623551.0,173.0,18.0,9509,105745.0,62.895,47.464,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Length', 'Angle', 'StandingSave', 'PassEndY']","[91, 119, 117, 30, 35, 38, 216, 218]",True,37.0,58.695,36.720000000000006,,,,,,,,,,,27.0,Afonso Taira,False,Casa Pia AC,Pacos de Ferreira,-0.002456040000000003
,,18.0,9509,322631.0,58.695,36.720000000000006,,,Carry,,,,,37.0,58.800000000000004,32.096000000000004,,,,,,,,,,,8.0,Ângelo Neto,False,Casa Pia AC,Pacos de Ferreira,0.0
2516623585.0,174.0,18.0,9509,322631.0,58.800000000000004,32.096000000000004,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'StandingSave', 'Length', 'PassEndX', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,39.0,73.185,19.856,,,,,,,,,,,8.0,Ângelo Neto,True,Casa Pia AC,Pacos de Ferreira,0.0072271200000000035
,,18.0,9509,447577.0,73.185,19.856,,,Carry,,,,,39.0,67.2,17.068,,,,,,,,,,,24.0,Yuki Soma,False,Casa Pia AC,Pacos de Ferreira,-0.0047710800000000005
2516623617.0,175.0,18.0,9509,447577.0,67.2,17.068,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'Length', 'PassEndY', 'Angle']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,41.0,74.97000000000001,1.972,,,,,,,,,,,24.0,Yuki Soma,False,Casa Pia AC,Pacos de Ferreira,0.0018699699999999986
,,18.0,9509,381793.0,74.97000000000001,1.972,,,Carry,,,,,41.0,75.075,4.556,,,,,,,,,,,42.0,Lucas Soares,False,Casa Pia AC,Pacos de Ferreira,0.0
2516623649.0,176.0,18.0,9509,381793.0,75.075,4.556,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'StandingSave', 'Length', 'Angle', 'PassEndY']","[91, 119, 117, 30, 35, 37, 216, 218]",True,44.0,65.205,12.920000000000002,,,,,,,,,,,42.0,Lucas Soares,False,Casa Pia AC,Pacos de Ferreira,-0.0025178200000000005
,,18.0,9509,136355.0,65.205,12.920000000000002,,,Carry,,,,,44.0,67.515,16.252,,,,,,,,,,,15.0,Fernando Varela,False,Casa Pia AC,Pacos de Ferreira,0.0
2516623669.0,177.0,18.0,9509,136355.0,67.515,16.252,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'Zone', 'StandingSave', 'PassEndY']","[91, 119, 117, 30, 35, 37, 216, 218]",True,48.0,66.57000000000001,28.628000000000004,,,,,,,,,,,15.0,Fernando Varela,False,Casa Pia AC,Pacos de Ferreira,0.0012672300000000011
2516623693.0,178.0,18.0,9509,105745.0,66.465,28.832,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Angle', 'Length', 'Zone']","[91, 119, 117, 30, 35, 37, 216, 218]",True,50.0,58.695,42.568000000000005,,,,,,,,,,,27.0,Afonso Taira,False,Casa Pia AC,Pacos de Ferreira,-0.0031147400000000013
,,18.0,9509,105686.0,58.695,42.568000000000005,,,Carry,,,,,50.0,66.045,45.084,,,,,,,,,,,19.0,Nermin Zolotic,True,Casa Pia AC,Pacos de Ferreira,0.002495360000000002
2516623705.0,179.0,18.0,9509,105686.0,66.045,45.084,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'StandingSave', 'PassEndX', 'Zone', 'PassEndY']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,54.0,80.42999999999999,64.60000000000001,,,,,,,,,,,19.0,Nermin Zolotic,False,Casa Pia AC,Pacos de Ferreira,0.008211799999999998
,,18.0,9509,444766.0,80.42999999999999,64.60000000000001,,,Carry,,,,,54.0,82.635,64.464,,,,,,,,,,,5.0,Leonardo Lelo,False,Casa Pia AC,Pacos de Ferreira,0.0
2516623727.0,180.0,18.0,9509,444766.0,82.635,64.464,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Chipped', 'Angle', 'PassEndX', 'LeftFoot', 'Zone', 'PassEndY', 'Cross', 'Length']","[91, 138, 124, 126, 36, 38, 217, 218]",True,56.0,92.925,36.04,,,,,,,,,,,5.0,Leonardo Lelo,True,Casa Pia AC,Pacos de Ferreira,
2516623761.0,189.0,18.0,786,422245.0,12.915000000000001,28.016000000000005,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Length', 'PassEndY', 'StandingSave', 'Zone', 'Head', 'PassEndX', 'Angle']","[91, 94, 95, 57, 215]",True,58.0,28.455000000000002,22.508000000000003,,,,,,,,,,,,,,Casa Pia AC,Pacos de Ferreira,
2516623749.0,181.0,19.0,9509,447577.0,75.60000000000001,42.704,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[91, 70]",True,0.0,,,,,,,,,,,,,24.0,Yuki Soma,,Casa Pia AC,Pacos de Ferreira,
2516623785.0,190.0,19.0,786,427566.0,29.400000000000002,25.296000000000003,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Zone', 'StandingSave', 'OtherBodyPart', 'OppositeRelatedEvent', 'Defensive']","[91, 143]",True,0.0,,,,,,,,,,,,,,,,Casa Pia AC,Pacos de Ferreira,
2516623789.0,191.0,19.0,786,407139.0,21.945,21.488000000000003,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,2.0,,,,,,,,,,,,,,,,Casa Pia AC,Pacos de Ferreira,
2516623801.0,192.0,19.0,786,407139.0,21.945,21.488000000000003,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'Angle', 'PassEndY', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,2.0,29.400000000000002,32.980000000000004,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,0.0013107199999999996
2516623815.0,193.0,19.0,786,408941.0,29.400000000000002,32.980000000000004,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Length', 'Angle', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,3.0,25.515,49.57200000000001,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,-0.0013107199999999996
2516623819.0,194.0,19.0,786,23621.0,25.515,49.57200000000001,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'OppositeRelatedEvent', 'PassEndY', 'Zone', 'PassEndX', 'Angle', 'Offensive', 'StandingSave']","[91, 118, 120, 29, 36, 37, 215, 218]",True,6.0,28.980000000000004,51.748,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,
2516623821.0,182.0,19.0,9509,381793.0,70.875,13.396,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['Defensive', 'StandingSave', 'Zone', 'OppositeRelatedEvent']","[91, 60]",True,6.0,,,,,,,,,,,,,42.0,Lucas Soares,,Casa Pia AC,Pacos de Ferreira,
2516623831.0,183.0,19.0,9509,322631.0,63.839999999999996,17.816000000000003,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,8.0,,,,,,,,,,,,,8.0,Ângelo Neto,,Casa Pia AC,Pacos de Ferreira,
2516623851.0,184.0,19.0,9509,322631.0,64.26,17.816000000000003,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'StandingSave', 'Angle', 'Length', 'Zone']","[91, 120, 29, 36, 37, 217, 218]",True,9.0,75.39,20.264000000000003,,,,,,,,,,,8.0,Ângelo Neto,True,Casa Pia AC,Pacos de Ferreira,
2516623853.0,195.0,19.0,786,23621.0,24.885,49.708,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[91, 101, 56]",True,10.0,,,,,,,,,,,,,,,,Casa Pia AC,Pacos de Ferreira,
2516623863.0,196.0,19.0,786,408941.0,31.185000000000002,50.388,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,11.0,,,,,,,,,,,,,,,,Casa Pia AC,Pacos de Ferreira,
2516623879.0,197.0,19.0,786,408941.0,31.185000000000002,50.388,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'PassEndX', 'Zone', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,12.0,32.025,43.588,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,0.0
2516623925.0,198.0,19.0,786,23621.0,37.48500000000001,40.93600000000001,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Angle', 'StandingSave', 'PassEndY', 'PassEndX']","[91, 117, 30, 36, 38, 216, 218]",True,14.0,41.895,11.696,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,-0.0004792700000000004
2516623935.0,199.0,19.0,786,70735.0,42.105000000000004,15.572000000000001,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Zone', 'PassEndY', 'Length', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,19.0,38.64,28.628000000000004,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,0.0004792700000000004
2516624025.0,200.0,19.0,786,422245.0,38.22,26.384,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'Angle', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 215, 218]",True,21.0,29.61,26.384,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,-0.0013027000000000004
2516624041.0,201.0,19.0,786,70735.0,38.85,49.096000000000004,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'StandingSave', 'PassEndY', 'Angle', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,29.0,32.97,45.424,,,,,,,,,,,,,False,Casa Pia AC,Pacos de Ferreira,-0.0015871199999999992
