id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,cardType,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2552619729.0,2.0,0.0,0.0,2188,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Casa Pia AC,Estoril,
2552619723.0,3.0,0.0,0.0,9509,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Casa Pia AC,Estoril,
2552684951.0,804.0,0.0,0.0,2188,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Casa Pia AC,Estoril,
2552684989.0,785.0,0.0,0.0,9509,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Casa Pia AC,Estoril,
2552575829.0,1.0,0.0,0.0,9509,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'PlayerPosition', 'InvolvedPlayers', 'JerseyNumber', 'TeamFormation', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Casa Pia AC,Estoril,
2552578623.0,1.0,0.0,0.0,2188,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'PlayerPosition', 'CaptainPlayerId', 'JerseyNumber', 'TeamFormation', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Casa Pia AC,Estoril,
2552619747.0,4.0,0.0,0.0,9509,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'Length', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,363581.0,31.71,33.184,,,,,,,,,,30.0,Felippe Cardoso,False,Casa Pia AC,Estoril,-0.005571519999999998
,,0.0,0.0,9509,31.71,33.184,,,Carry,,,,,120734.0,29.925,32.708000000000006,,,,,,,,,,13.0,Vasco Fernandes,False,Casa Pia AC,Estoril,0.0
2552619785.0,5.0,0.0,2.0,9509,29.925,32.708000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'StandingSave', 'Angle', 'Length', 'PassEndY']","[91, 117, 30, 38, 215, 218]",True,120734.0,29.925,15.64,,,,,,,,,,13.0,Vasco Fernandes,False,Casa Pia AC,Estoril,-0.0007288600000000013
,,0.0,2.0,9509,29.925,15.64,,,Carry,,,,,136355.0,38.64,10.540000000000001,,,,,,,,,,15.0,Fernando Varela,False,Casa Pia AC,Estoril,0.0015522900000000013
2552619831.0,6.0,0.0,7.0,9509,38.64,10.540000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent', 'Foul']","[91, 63]",True,136355.0,,,,,,,,,,,,15.0,Fernando Varela,,Casa Pia AC,Estoril,
2552619839.0,3.0,0.0,7.0,2188,66.36,57.46,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['StandingSave', 'OppositeRelatedEvent', 'Foul', 'Defensive', 'Zone']",[64],False,119543.0,,,,,,,,,,,,,,,Casa Pia AC,Estoril,
2552619963.0,7.0,0.0,28.0,9509,35.07,12.24,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'FreekickTaken', 'Length', 'PassEndY', 'StandingSave']","[91, 117, 30, 132, 35, 37, 215, 218]",True,136355.0,30.450000000000003,22.1,,,,,,,,,,15.0,Fernando Varela,False,Casa Pia AC,Estoril,-0.0010425699999999996
