id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2363276821.0,2.0,0.0,0.0,5948.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Arouca,
2363276813.0,2.0,0.0,0.0,251.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Arouca,
2363380401.0,857.0,0.0,0.0,5948.0,0.0,0.0,12.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Arouca,
2363380529.0,766.0,0.0,0.0,251.0,0.0,0.0,12.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Arouca,
2363217233.0,1.0,0.0,0.0,251.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'TeamFormation', 'CaptainPlayerId', 'TeamPlayerFormation', 'PlayerPosition', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Santa Clara,Arouca,
2363220195.0,1.0,0.0,0.0,5948.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'InvolvedPlayers', 'TeamPlayerFormation', 'TeamFormation', 'JerseyNumber', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Santa Clara,Arouca,
2363276893.0,3.0,0.0,0.0,251.0,52.395,33.864,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'Angle', 'Length', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,351562.0,56.38500000000001,30.736000000000004,,,,,,,,,,77.0,Rui Costa,False,Santa Clara,Arouca,0.0020492999999999987
2363276917.0,4.0,0.0,2.0,251.0,55.02,31.144000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Angle', 'PassEndX', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,279478.0,49.980000000000004,20.876,,,,,,,,,,10.0,Lincoln,False,Santa Clara,Arouca,-0.0026039999999999987
2363276967.0,5.0,0.0,5.0,251.0,50.40000000000001,19.788000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Zone', 'Length', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,279531.0,35.595,17.952000000000005,,,,,,,,,,23.0,Crysan,False,Santa Clara,Arouca,-0.003186659999999999
,,0.0,5.0,,35.595,17.952000000000005,,,Carry,,,,,422199.0,32.235,20.196000000000005,,,,,,,,,,4.0,Kennedy Boateng,False,Santa Clara,Arouca,-0.0015871199999999992
2363277041.0,6.0,0.0,8.0,251.0,32.235,20.196000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Angle', 'PassEndY', 'Length', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,422199.0,30.66,37.06,,,,,,,,,,4.0,Kennedy Boateng,False,Santa Clara,Arouca,0.0002191399999999996
,,0.0,8.0,,30.66,37.06,,,Carry,,,,,318502.0,30.555000000000007,40.66400000000001,,,,,,,,,,3.0,Mikel Villanueva,False,Santa Clara,Arouca,0.0
2363277091.0,7.0,0.0,14.0,251.0,30.555000000000007,40.66400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'StandingSave', 'Zone', 'Length']","[91, 117, 30, 36, 38, 215, 218]",True,318502.0,32.34,15.232,,,,,,,,,,3.0,Mikel Villanueva,False,Santa Clara,Arouca,-0.0007288599999999996
,,0.0,14.0,,32.34,15.232,,,Carry,,,,,422199.0,31.290000000000006,12.988,,,,,,,,,,4.0,Kennedy Boateng,False,Santa Clara,Arouca,0.0
2363277141.0,8.0,0.0,18.0,251.0,31.290000000000006,12.988,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'Angle', 'Length', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,422199.0,13.440000000000001,30.736000000000004,,,,,,,,,,4.0,Kennedy Boateng,False,Santa Clara,Arouca,0.0002323199999999994
2363277183.0,9.0,0.0,20.0,251.0,13.23,32.16400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,361916.0,17.430000000000003,42.704,,,,,,,,,,99.0,Marco Pereira,False,Santa Clara,Arouca,-0.0010497700000000002
,,0.0,20.0,,17.430000000000003,42.704,,,Carry,,,,,318502.0,20.790000000000006,45.696000000000005,,,,,,,,,,3.0,Mikel Villanueva,False,Santa Clara,Arouca,0.0002355900000000008
2363277207.0,10.0,0.0,23.0,251.0,20.790000000000006,45.696000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'Length', 'Angle', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,318502.0,23.52,60.996000000000016,,,,,,,,,,3.0,Mikel Villanueva,False,Santa Clara,Arouca,-0.0015645000000000017
