id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2350061873.0,25.0,0.0,49.0,251.0,45.15,12.308000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'StandingSave', 'Angle', 'PassEndX', 'Length']","[90, 116, 29, 34, 37, 215, 217]",True,409279.0,42.315,2.176,,,,,,,,,25.0,Hidemasa Morita,False,Belenenses SAD,Santa Clara,-0.0008845199999999998
2350061909.0,26.0,0.0,50.0,251.0,41.79,3.3320000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'StandingSave', 'Length', 'Zone', 'PassEndY']","[90, 116, 29, 34, 36, 214, 217]",True,92825.0,34.65,17.204,,,,,,,,,95.0,Pierre Sagna,False,Belenenses SAD,Santa Clara,-0.00015804999999999986
2350061977.0,27.0,0.0,53.0,251.0,34.965,18.088,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle']","[90, 116, 29, 34, 36, 214, 217]",True,274646.0,30.555000000000007,33.11600000000001,,,,,,,,,17.0,Cristian Tassano,False,Belenenses SAD,Santa Clara,0.0002191399999999996
,,0.0,53.0,,30.555000000000007,33.11600000000001,,,Carry,,,,,101748.0,32.235,36.24400000000001,,,,,,,,,8.0,Anderson Carvalho,False,Belenenses SAD,Santa Clara,0.0
2350062005.0,28.0,1.0,0.0,251.0,32.235,36.24400000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'Zone', 'Angle', 'PassEndY']","[90, 116, 29, 35, 36, 215, 217]",True,101748.0,37.275,57.32400000000001,,,,,,,,,8.0,Anderson Carvalho,False,Belenenses SAD,Santa Clara,0.00082343
2350062029.0,29.0,1.0,3.0,251.0,37.275,57.66400000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'Zone', 'PassEndY', 'StandingSave']","[90, 116, 29, 35, 37, 215, 217]",True,279478.0,39.48,47.87200000000001,,,,,,,,,10.0,Lincoln,False,Belenenses SAD,Santa Clara,0.0005445499999999995
2350062091.0,30.0,1.0,4.0,251.0,39.48,47.87200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'StandingSave', 'Zone', 'PassEndY']","[90, 116, 29, 35, 36, 215, 217]",True,409279.0,47.985000000000014,56.84800000000001,,,,,,,,,25.0,Hidemasa Morita,False,Belenenses SAD,Santa Clara,0.0011536600000000008
,,1.0,4.0,,47.985000000000014,56.84800000000001,,,Carry,,,,,422200.0,63.210000000000015,58.480000000000004,,,,,,,,,98.0,Ricardinho,True,Belenenses SAD,Santa Clara,0.004858069999999999
2350062129.0,31.0,1.0,11.0,251.0,63.210000000000015,58.480000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Length', 'Zone', 'Angle', 'StandingSave']","[90, 118, 116, 29, 34, 37, 215, 217]",True,422200.0,61.425000000000004,48.96,,,,,,,,,98.0,Ricardinho,False,Belenenses SAD,Santa Clara,-0.0018475100000000001
,,1.0,11.0,,61.425000000000004,48.96,,,Carry,,,,,281935.0,61.214999999999996,45.83200000000001,,,,,,,,,7.0,Allano,False,Belenenses SAD,Santa Clara,0.0
2350062195.0,32.0,1.0,15.0,251.0,61.214999999999996,45.83200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'Zone', 'StandingSave', 'Longball', 'PassEndY']","[90, 118, 116, 126, 35, 37, 215, 217]",True,281935.0,67.62,2.72,,,,,,,,,7.0,Allano,False,Belenenses SAD,Santa Clara,0.0005946400000000004
,,1.0,15.0,,67.62,2.72,,,Carry,,,,,92825.0,68.355,5.236000000000001,,,,,,,,,95.0,Pierre Sagna,False,Belenenses SAD,Santa Clara,0.0
2350062287.0,33.0,1.0,19.0,251.0,68.355,5.236000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Length', 'Angle', 'StandingSave', 'PassEndY']","[90, 118, 116, 29, 35, 36, 215, 217]",True,92825.0,69.615,12.512000000000002,,,,,,,,,95.0,Pierre Sagna,False,Belenenses SAD,Santa Clara,0.0012528699999999997
,,1.0,19.0,,69.615,12.512000000000002,,,Carry,,,,,281935.0,71.19,24.752000000000002,,,,,,,,,7.0,Allano,True,Belenenses SAD,Santa Clara,0.005418929999999999
2350062343.0,34.0,1.0,25.0,251.0,71.19,24.752000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'StandingSave', 'PassEndY', 'Angle', 'PassEndX']","[90, 118, 116, 29, 204, 34, 36, 216, 217]",True,281935.0,70.66500000000002,40.93600000000001,,,,,,,,,7.0,Allano,False,Belenenses SAD,Santa Clara,-0.004151699999999998
2350062407.0,35.0,1.0,28.0,251.0,71.40000000000002,40.324,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle', 'Chipped', 'StandingSave']","[90, 119, 123, 127, 35, 36, 216, 217]",True,279478.0,105.0,45.492,,,,,,,,,10.0,Lincoln,True,Belenenses SAD,Santa Clara,0.04057445999999999
2350062725.0,4.0,1.0,50.0,292.0,4.725000000000001,30.328000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'Zone', 'PassEndY', 'GoalKick']","[90, 116, 29, 35, 36, 214, 217]",True,422229.0,11.340000000000003,51.000000000000014,,,,,,,,,,,False,Belenenses SAD,Santa Clara,-0.0006246700000000008
2350062763.0,5.0,1.0,54.0,292.0,21.525000000000002,59.500000000000014,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'Zone', 'Angle', 'Longball', 'StandingSave']","[90, 118, 116, 126, 35, 36, 215, 217]",True,391491.0,69.615,66.028,,,,,,,,,,,True,Belenenses SAD,Santa Clara,0.009002060000000001
2350062785.0,6.0,1.0,58.0,292.0,69.615,66.028,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Zone', 'PassEndY', 'StandingSave', 'HeadPass', 'PassEndX']","[90, 118, 116, 29, 138, 34, 37, 215, 217]",True,383185.0,55.964999999999996,65.89200000000001,,,,,,,,,,,False,Belenenses SAD,Santa Clara,-0.002714640000000001
2350062805.0,7.0,2.0,1.0,292.0,44.52,65.07600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Zone', 'PassEndX', 'PassEndY', 'StandingSave']","[90, 116, 29, 34, 37, 214, 217]",True,381650.0,34.65,63.64800000000001,,,,,,,,,,,False,Belenenses SAD,Santa Clara,-0.0014860800000000007
2350062833.0,8.0,2.0,2.0,292.0,34.65,63.64800000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Angle', 'StandingSave', 'PassEndY', 'Longball', 'Chipped', 'PassEndX']","[90, 118, 116, 123, 126, 204, 35, 37, 216, 217]",True,383607.0,72.34500000000001,34.816,,,,,,,,,,,True,Belenenses SAD,Santa Clara,0.0140749
2350062837.0,9.0,2.0,4.0,292.0,72.34500000000001,34.816,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Length', 'PassEndX', 'Zone', 'Angle']","[90, 118, 116, 29, 34, 37, 215, 217]",True,120594.0,58.589999999999996,31.28,,,,,,,,,,,False,Belenenses SAD,Santa Clara,-0.006956210000000001
2350062871.0,10.0,2.0,5.0,292.0,58.589999999999996,31.28,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'PassEndY', 'PassEndX', 'StandingSave']","[90, 118, 116, 29, 204, 35, 37, 216, 217]",True,400848.0,73.92000000000003,8.432,,,,,,,,,,,False,Belenenses SAD,Santa Clara,0.004326010000000002
2350062879.0,37.0,2.0,8.0,251.0,32.13,54.06,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['Defensive', 'OppositeRelatedEvent', 'Zone', 'StandingSave']","[90, 59]",True,130450.0,,,,,,,,,,,6.0,Mansur,,Belenenses SAD,Santa Clara,
2350062875.0,11.0,2.0,8.0,292.0,74.97000000000001,7.684000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['OppositeRelatedEvent', 'PassEndY', 'Zone', 'PassEndX', 'Length', 'StandingSave', 'Angle', 'Offensive']","[90, 119, 28, 35, 36, 216, 217]",True,322735.0,76.965,10.540000000000001,,,,,,,,,,,False,Belenenses SAD,Santa Clara,0.0027939199999999983
,,2.0,8.0,,32.13000000000001,54.06,,,Carry,,,,,130450.0,31.605000000000008,61.608000000000004,,,,,,,,,6.0,Mansur,False,Belenenses SAD,Santa Clara,-0.0008183100000000009
2350062895.0,38.0,2.0,10.0,251.0,31.605000000000004,61.608,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,130450.0,,,,,,,,,,,6.0,Mansur,,Belenenses SAD,Santa Clara,
,,2.0,10.0,,31.605000000000008,61.608000000000004,,,Carry,,,,,130450.0,32.025,65.212,,,,,,,,,6.0,Mansur,False,Belenenses SAD,Santa Clara,0.0
2350062977.0,39.0,2.0,12.0,251.0,32.025,65.212,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'PassEndX', 'StandingSave', 'Length', 'Zone']","[90, 116, 29, 35, 37, 215, 217]",True,130450.0,36.015,55.89600000000001,,,,,,,,,6.0,Mansur,False,Belenenses SAD,Santa Clara,0.0008183100000000009
,,2.0,12.0,,36.015,55.89600000000001,,,Carry,,,,,279478.0,33.705000000000005,47.056,,,,,,,,,10.0,Lincoln,False,Belenenses SAD,Santa Clara,0.00050972
2350063069.0,40.0,2.0,15.0,251.0,33.705000000000005,47.056,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'StandingSave', 'Longball', 'Angle', 'Zone', 'Length']","[90, 116, 126, 35, 37, 215, 217]",True,279478.0,40.95000000000001,6.460000000000002,,,,,,,,,10.0,Lincoln,False,Belenenses SAD,Santa Clara,0.00015804999999999986
,,2.0,15.0,,40.95000000000001,6.460000000000002,,,Carry,,,,,92825.0,62.055000000000014,5.236000000000001,,,,,,,,,95.0,Pierre Sagna,True,Belenenses SAD,Santa Clara,0.0034732899999999987
2350063135.0,41.0,2.0,23.0,251.0,62.055000000000014,5.236000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'Angle', 'StandingSave', 'PassEndY']","[90, 118, 116, 29, 34, 36, 215, 217]",True,92825.0,61.74,13.192000000000002,,,,,,,,,95.0,Pierre Sagna,False,Belenenses SAD,Santa Clara,0.001382170000000002
,,2.0,23.0,,61.74,13.192000000000002,,,Carry,,,,,281935.0,65.31,25.16,,,,,,,,,7.0,Allano,True,Belenenses SAD,Santa Clara,0.0032331900000000004
2350063185.0,42.0,2.0,28.0,251.0,65.31,25.16,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'StandingSave', 'Angle', 'PassEndY', 'Chipped']","[90, 118, 116, 29, 123, 34, 36, 215, 217]",True,281935.0,63.52500000000001,52.224000000000004,,,,,,,,,7.0,Allano,False,Belenenses SAD,Santa Clara,-0.0006478500000000019
,,2.0,28.0,,63.52500000000001,52.224000000000004,,,Carry,,,,,101748.0,66.36,46.036000000000016,,,,,,,,,8.0,Anderson Carvalho,False,Belenenses SAD,Santa Clara,0.0006478500000000019
2350063237.0,43.0,2.0,33.0,251.0,66.36,46.036000000000016,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'PassEndX', 'Zone', 'Chipped', 'Longball', 'PassEndY', 'StandingSave', 'Throughball']","[90, 119, 123, 127, 129, 35, 37, 216, 217]",True,101748.0,97.125,33.79600000000001,,,,,,,,,8.0,Anderson Carvalho,True,Belenenses SAD,Santa Clara,0.2381023
2350063253.0,12.0,2.0,36.0,292.0,9.240000000000002,35.088,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,['StandingSave'],[92],False,422229.0,,,,,,,,,,,,,,Belenenses SAD,Santa Clara,
2350063345.0,13.0,2.0,40.0,292.0,10.815000000000001,38.352000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['KeeperThrow', 'Length', 'Zone', 'PassEndX', 'StandingSave', 'Angle', 'PassEndY']","[90, 35, 36, 214, 217]",True,422229.0,32.655,57.93600000000001,,,,,,,,,,,False,Belenenses SAD,Santa Clara,0.0011843400000000007
2350063399.0,14.0,2.0,43.0,292.0,27.51,62.016000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'Length', 'PassEndY', 'Angle']","[90, 116, 29, 34, 37, 214, 217]",True,381650.0,8.4,58.54800000000001,,,,,,,,,,,False,Belenenses SAD,Santa Clara,-0.0009478199999999994
2350063407.0,15.0,2.0,45.0,292.0,9.240000000000004,60.996000000000016,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Longball', 'PassEndY', 'Angle', 'Zone', 'Length', 'PassEndX']","[90, 119, 127, 35, 36, 215, 217]",True,383607.0,62.055000000000014,61.608000000000004,,,,,,,,,,,True,Belenenses SAD,Santa Clara,0.00835293
2350063435.0,44.0,2.0,49.0,251.0,47.775,4.556,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'HeadPass', 'Length', 'Zone', 'Angle']","[90, 118, 116, 29, 138, 35, 37, 215, 217]",True,274646.0,57.960000000000015,2.3800000000000003,,,,,,,,,17.0,Cristian Tassano,False,Belenenses SAD,Santa Clara,0.002252519999999999
2350063443.0,45.0,2.0,50.0,251.0,57.96000000000001,1.904,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,92825.0,,,,,,,,,,,95.0,Pierre Sagna,,Belenenses SAD,Santa Clara,
2350063445.0,46.0,2.0,52.0,251.0,57.960000000000015,1.904,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Length', 'PassEndX', 'Angle', 'Zone']","[90, 119, 28, 35, 37, 215, 217]",True,92825.0,60.375,0.0,,,,,,,,,95.0,Pierre Sagna,False,Belenenses SAD,Santa Clara,0.0
2350063525.0,17.0,2.0,57.0,292.0,38.745,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'Zone', 'ThrowIn', 'PassEndY']","[90, 211, 34, 37, 214]",True,381650.0,26.985,62.62800000000001,,,,,,,,,,,False,Belenenses SAD,Santa Clara,-0.0028141300000000015
2350063551.0,18.0,3.0,0.0,292.0,28.980000000000008,61.2,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'StandingSave', 'Length', 'Angle', 'PassEndX']","[90, 116, 29, 35, 37, 215, 217]",True,383607.0,37.17,52.02,,,,,,,,,,,False,Belenenses SAD,Santa Clara,0.0023706000000000005
2350063587.0,19.0,3.0,3.0,292.0,35.17500000000001,42.636,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Angle', 'Zone', 'Length']","[90, 116, 29, 34, 37, 214, 217]",True,292068.0,31.185000000000002,18.496000000000002,,,,,,,,,,,False,Belenenses SAD,Santa Clara,0.0
