id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2325307967.0,2.0,0.0,0.0,251.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Gil Vicente,
2325307985.0,2.0,0.0,0.0,290.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Gil Vicente,
2325391345.0,962.0,0.0,0.0,290.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Gil Vicente,
2325391373.0,671.0,0.0,0.0,251.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Gil Vicente,
2325251623.0,1.0,0.0,0.0,251.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'CaptainPlayerId', 'TeamFormation', 'TeamPlayerFormation', 'PlayerPosition', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Santa Clara,Gil Vicente,
2325253615.0,1.0,0.0,0.0,290.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'PlayerPosition', 'TeamFormation', 'JerseyNumber', 'CaptainPlayerId', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Santa Clara,Gil Vicente,
2325308065.0,3.0,0.0,0.0,251.0,52.5,33.93200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'PassEndX', 'Zone', 'Length']","[90, 118, 116, 29, 35, 36, 215, 217]",True,101748.0,53.445,35.496,,,,,,,,,,8.0,Anderson Carvalho,False,Santa Clara,Gil Vicente,0.0020492999999999987
2325308077.0,4.0,0.0,1.0,251.0,54.495,36.176,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'StandingSave', 'Longball', 'Length', 'PassEndY', 'PassEndX', 'Zone']","[90, 119, 127, 35, 37, 215, 217]",True,279478.0,61.95,0.0,,,,,,,,,,10.0,Lincoln,False,Santa Clara,Gil Vicente,0.0005553200000000015
2325308297.0,4.0,0.0,10.0,290.0,49.14,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Length', 'ThrowIn', 'Angle']","[90, 211, 35, 37, 215]",True,322733.0,63.52500000000001,63.71600000000001,,,,,,,,,,,,False,Santa Clara,Gil Vicente,0.00496716
2325308281.0,6.0,0.0,12.0,251.0,45.15,2.72,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['Defensive', 'StandingSave', 'Zone', 'OppositeRelatedEvent']","[90, 59]",True,351562.0,,,,,,,,,,,,77.0,Rui Costa,,Santa Clara,Gil Vicente,
