id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,cardType,blockedX,blockedY,isGoal,isOwnGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2379843451.0,2.0,0.0,0.0,290.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Gil Vicente,Santa Clara,
2379843445.0,2.0,0.0,0.0,251.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Gil Vicente,Santa Clara,
2379931327.0,650.0,0.0,0.0,251.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Gil Vicente,Santa Clara,
2379931341.0,728.0,0.0,0.0,290.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Gil Vicente,Santa Clara,
2379800111.0,1.0,0.0,0.0,290.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'JerseyNumber', 'InvolvedPlayers', 'TeamPlayerFormation', 'CaptainPlayerId', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,,Gil Vicente,Santa Clara,
2379804029.0,1.0,0.0,0.0,251.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'TeamFormation', 'TeamPlayerFormation', 'PlayerPosition', 'CaptainPlayerId', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,,Gil Vicente,Santa Clara,
2379843529.0,4.0,0.0,1.0,251.0,52.395,33.93200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'PassEndX', 'Zone', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,279478.0,28.665000000000006,39.372,,,,,,,,,,,10.0,Lincoln,False,Gil Vicente,Santa Clara,-0.004680490000000001
,,0.0,1.0,,28.665000000000006,39.372,,,Carry,,,,,318502.0,30.345,38.556,,,,,,,,,,,3.0,Mikel Villanueva,False,Gil Vicente,Santa Clara,0.0
2379843601.0,5.0,0.0,4.0,251.0,30.345,38.556,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'PassEndY', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,318502.0,29.715000000000007,17.952000000000005,,,,,,,,,,,3.0,Mikel Villanueva,False,Gil Vicente,Santa Clara,-0.0002191399999999996
,,0.0,4.0,,29.715000000000007,17.952000000000005,,,Carry,,,,,422199.0,31.290000000000006,14.212000000000003,,,,,,,,,,,4.0,Kennedy Boateng,False,Gil Vicente,Santa Clara,-0.00050972
2379843783.0,6.0,0.0,7.0,251.0,31.290000000000006,14.212000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'Chipped', 'Angle', 'Longball', 'PassEndX']","[91, 119, 117, 124, 127, 205, 36, 38, 217, 218]",True,422199.0,91.56,3.2640000000000002,,,,,,,,,,,4.0,Kennedy Boateng,True,Gil Vicente,Santa Clara,0.02425582
,,0.0,7.0,,91.56,3.2640000000000002,,,Carry,,,,,351562.0,99.855,6.664000000000001,,,,,,,,,,,77.0,Rui Costa,True,Gil Vicente,Santa Clara,0.003075179999999997
2379843793.0,7.0,0.0,17.0,251.0,99.855,6.664000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'OppositeRelatedEvent', 'Zone', 'Offensive']","[91, 63]",True,351562.0,,,,,,,,,,,,,77.0,Rui Costa,,Gil Vicente,Santa Clara,
2379843819.0,3.0,0.0,17.0,290.0,5.1450000000000005,61.336000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Foul', 'Zone']",[64],False,322733.0,,,,,,,,,,,,,,,,Gil Vicente,Santa Clara,
2379844509.0,8.0,0.0,52.0,251.0,97.33500000000001,3.6720000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Chipped', 'FreekickTaken', 'Cross', 'LeftFoot', 'Zone', 'Length', 'PassEndY']","[91, 119, 138, 124, 125, 36, 37, 217, 218]",True,279478.0,100.17000000000003,25.976000000000003,,,,,,,,,,,10.0,Lincoln,True,Gil Vicente,Santa Clara,0.21952771999999998
2379844827.0,11.0,0.0,54.0,251.0,101.115,27.064000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'HeadPass', 'Length', 'PassEndY']","[91, 119, 117, 30, 139, 205, 35, 37, 217, 218]",True,279531.0,100.275,41.412,,,,,,,,,,,23.0,Crysan,False,Gil Vicente,Santa Clara,0.0
,,0.0,54.0,,100.275,41.412,,,Carry,,,,,351562.0,103.215,47.12400000000001,,,,,,,,,,,77.0,Rui Costa,False,Gil Vicente,Santa Clara,-0.19302766999999998
2379844519.0,9.0,1.0,1.0,251.0,103.215,47.12400000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'Angle', 'PassEndX', 'PassEndY']","[91, 120, 29, 35, 38, 217, 218]",True,351562.0,101.53500000000001,39.372,,,,,,,,,,,77.0,Rui Costa,False,Gil Vicente,Santa Clara,0.19302766999999998
2379844525.0,5.0,1.0,3.0,290.0,2.7300000000000004,30.532,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndX', 'Length', 'PassEndY', 'Zone', 'Angle']","[91, 94, 95, 215]",True,334129.0,0.0,26.656,,,,,,,,,,,,,,Gil Vicente,Santa Clara,
2379844533.0,6.0,1.0,4.0,290.0,1.05,27.472,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Unsuccessful,"['MissLeft', 'Zone', 'OppositeRelatedEvent']",[122],False,334129.0,,,,,,,,,,,,,,,,Gil Vicente,Santa Clara,
