id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,isGoal,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2331749313.0,2.0,0.0,0.0,107.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Arouca,Vitoria de Guimaraes,
2331749321.0,2.0,0.0,0.0,5948.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Arouca,Vitoria de Guimaraes,
2331813657.0,762.0,0.0,0.0,107.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Arouca,Vitoria de Guimaraes,
2331813671.0,881.0,0.0,0.0,5948.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Arouca,Vitoria de Guimaraes,
2331708215.0,1.0,0.0,0.0,5948.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'CaptainPlayerId', 'InvolvedPlayers', 'TeamPlayerFormation', 'PlayerPosition', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Arouca,Vitoria de Guimaraes,
2331710885.0,1.0,0.0,0.0,107.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'InvolvedPlayers', 'PlayerPosition', 'TeamPlayerFormation', 'CaptainPlayerId', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Arouca,Vitoria de Guimaraes,
2331749355.0,3.0,0.0,0.0,107.0,52.815,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'Zone', 'StandingSave', 'PassEndY']","[90, 116, 29, 34, 37, 214, 217]",True,135638.0,33.495,25.840000000000007,,,,,,,,,,88.0,Tiago Silva,False,Arouca,Vitoria de Guimaraes,-0.0035222199999999995
,,0.0,0.0,,33.495,25.840000000000007,,,Carry,,,,,351604.0,38.115,26.248,,,,,,,,,,44.0,Jorge Fernandes,False,Arouca,Vitoria de Guimaraes,0.0013027000000000004
2331749387.0,4.0,0.0,3.0,107.0,38.115,26.248,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'Chipped', 'StandingSave', 'PassEndY', 'Longball', 'Zone']","[90, 118, 116, 123, 126, 204, 35, 36, 216, 217]",True,351604.0,74.76,42.636,,,,,,,,,,44.0,Jorge Fernandes,True,Arouca,Vitoria de Guimaraes,0.011495939999999998
,,0.0,3.0,,74.76,42.636,,,Carry,,,,,343090.0,76.65000000000002,44.064,,,,,,,,,,19.0,Óscar Estupiñán,False,Arouca,Vitoria de Guimaraes,0.0
2331749389.0,5.0,0.0,5.0,107.0,76.65,44.064,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[196, 198]",False,343090.0,,,,,,,,,,,,19.0,Óscar Estupiñán,,Arouca,Vitoria de Guimaraes,
