id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,cardType,goalMouthZ,goalMouthY,isGoal,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2391102139.0,3.0,0.0,935.0,316532.0,43.365,19.040000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[91, 101, 56]",True,7.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Famalicao,
2391127325.0,449.0,0.0,107.0,302664.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",ShieldBallOpp,Successful,['Zone'],[],False,12.0,,,,,,,,,,,,5.0,Rafa Soares,,Vitoria de Guimaraes,Famalicao,
2391102221.0,7.0,0.0,107.0,302664.0,91.665,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['ThrowIn', 'Zone', 'PassEndX', 'PassEndY', 'Angle', 'Length']","[91, 212, 35, 38, 217]",True,18.0,91.455,60.11200000000001,,,,,,,,,,5.0,Rafa Soares,False,Vitoria de Guimaraes,Famalicao,0.0
2391102237.0,8.0,0.0,107.0,135638.0,91.77000000000001,59.90800000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'StandingSave', 'PassEndX', 'Angle']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,19.0,94.5,66.096,,,,,,,,,,88.0,Tiago Silva,False,Vitoria de Guimaraes,Famalicao,0.0
2391102275.0,9.0,0.0,107.0,302664.0,94.5,66.096,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndY', 'Angle', 'PassEndX', 'Zone']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,21.0,83.265,61.744,,,,,,,,,,5.0,Rafa Soares,False,Vitoria de Guimaraes,Famalicao,-0.007287600000000002
2391102277.0,10.0,0.0,107.0,331757.0,83.265,61.744,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Length', 'Cross', 'PassEndY', 'Zone', 'RightFoot', 'Angle', 'PassEndX']","[91, 137, 126, 36, 38, 217, 218]",True,23.0,90.92999999999999,35.22400000000001,,,,,,,,,,30.0,Alfa Semedo,True,Vitoria de Guimaraes,Famalicao,0.0804879
2391102411.0,5.0,0.0,935.0,380619.0,3.675,30.124,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Length', 'Angle', 'PassEndX', 'StandingSave', 'Zone', 'PassEndY']","[91, 94, 95, 215]",True,24.0,34.86000000000001,19.992,,,,,,,,,,,,,Vitoria de Guimaraes,Famalicao,
2391102309.0,11.0,0.0,107.0,331757.0,73.185,46.784,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Angle', 'StandingSave', 'PassEndX', 'Length']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,26.0,72.135,48.07600000000001,,,,,,,,,,30.0,Alfa Semedo,False,Vitoria de Guimaraes,Famalicao,0.0
,,0.0,,322246.0,72.135,48.07600000000001,,,Carry,,,,,26.0,72.87,54.67200000000001,,,,,,,,,,70.0,André Almeida,False,Vitoria de Guimaraes,Famalicao,-0.00010719000000000006
2391102369.0,12.0,0.0,107.0,322246.0,72.87,54.67200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Angle', 'PassEndX', 'Length', 'Zone']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,28.0,84.21000000000001,63.17200000000001,,,,,,,,,,70.0,André Almeida,False,Vitoria de Guimaraes,Famalicao,0.0035479100000000013
2391102393.0,13.0,0.0,107.0,302664.0,85.26,63.58000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'Zone', 'Length', 'PassEndY']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,32.0,82.005,64.19200000000001,,,,,,,,,,5.0,Rafa Soares,False,Vitoria de Guimaraes,Famalicao,0.0
,,0.0,,322246.0,82.005,64.19200000000001,,,Carry,,,,,32.0,91.14,58.412000000000006,,,,,,,,,,70.0,André Almeida,True,Vitoria de Guimaraes,Famalicao,0.013106799999999998
2391102425.0,14.0,0.0,107.0,322246.0,91.14,58.412000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone', 'StandingSave']","[91, 54]",True,34.0,,,,,,,,,,,,70.0,André Almeida,,Vitoria de Guimaraes,Famalicao,
2391103597.0,32.0,0.0,935.0,316532.0,13.86,9.588,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone']",[55],False,34.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Famalicao,
2391102449.0,15.0,0.0,107.0,322246.0,87.255,59.160000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'PassEndX', 'StandingSave', 'Angle']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,36.0,99.64500000000001,63.44400000000001,,,,,,,,,,70.0,André Almeida,False,Vitoria de Guimaraes,Famalicao,0.00839318
,,0.0,,302664.0,99.64500000000001,63.44400000000001,,,Carry,,,,,36.0,95.55,62.356000000000016,,,,,,,,,,5.0,Rafa Soares,False,Vitoria de Guimaraes,Famalicao,-0.003075179999999997
2391102515.0,17.0,0.0,107.0,302664.0,95.55,62.356000000000016,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'Zone', 'Angle', 'PassEndY']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,38.0,90.825,62.96800000000001,,,,,,,,,,5.0,Rafa Soares,False,Vitoria de Guimaraes,Famalicao,0.0
,,0.0,,322246.0,90.825,62.96800000000001,,,Carry,,,,,38.0,93.45,61.81200000000001,,,,,,,,,,70.0,André Almeida,False,Vitoria de Guimaraes,Famalicao,0.0
2391102539.0,18.0,0.0,107.0,322246.0,93.45,61.81200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'Length', 'Angle', 'StandingSave']","[91, 119, 117, 30, 205, 38, 217, 218]",True,40.0,93.45,56.64400000000001,,,,,,,,,,70.0,André Almeida,False,Vitoria de Guimaraes,Famalicao,0.005819199999999997
,,0.0,,302664.0,93.45,56.64400000000001,,,Carry,,,,,40.0,88.83,59.56800000000001,,,,,,,,,,5.0,Rafa Soares,False,Vitoria de Guimaraes,Famalicao,-0.005819199999999997
2391102615.0,19.0,0.0,107.0,302664.0,88.83,59.568,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsidePass,Successful,"['Zone', 'PassEndX', 'StandingSave', 'PassEndY', 'PlayerCaughtOffside']","[91, 217]",True,42.0,98.91,58.548,,,,,,,,,,5.0,Rafa Soares,,Vitoria de Guimaraes,Famalicao,
2391102783.0,10.0,0.0,935.0,380619.0,5.88,39.57600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideProvoked,Successful,[],[62],False,42.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Famalicao,
2391113615.0,11019.0,0.0,107.0,322246.0,98.91,58.548,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideGiven,Unsuccessful,[],[61],False,,,,,,,,,,,,,70.0,André Almeida,,Vitoria de Guimaraes,Famalicao,
2391129367.0,372.0,1.0,935.0,400826.0,4.620000000000002,35.63200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'StandingSave', 'PassEndX', 'FreekickTaken', 'PassEndY']","[91, 117, 30, 132, 36, 38, 215, 218]",True,2.0,23.730000000000008,31.076000000000004,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,0.0007549299999999991
2391102807.0,11.0,1.0,935.0,380619.0,18.69,33.592,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'StandingSave', 'Angle', 'PassEndX', 'Zone']","[91, 117, 30, 36, 38, 215, 218]",True,6.0,33.6,30.26,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,0.0004965400000000002
2391102823.0,12.0,1.0,935.0,316532.0,33.6,30.26,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'Zone', 'PassEndY', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,7.0,16.065000000000005,10.404000000000002,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,-0.002537870000000001
2391102837.0,13.0,1.0,935.0,422248.0,16.065000000000005,10.404000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'StandingSave', 'Length', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,9.0,12.075000000000001,29.104000000000006,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,0.002041330000000001
2391102863.0,14.0,1.0,935.0,380619.0,12.075000000000001,29.104000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Length', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,12.0,16.38,52.564,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,-0.002041330000000001
2391102921.0,15.0,1.0,935.0,400243.0,16.38,52.564,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'PassEndX', 'StandingSave', 'Length', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,13.0,4.41,40.39200000000001,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,0.0006246700000000008
2391102941.0,16.0,1.0,935.0,400826.0,11.340000000000003,46.30800000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndX', 'PassEndY', 'Longball', 'Length', 'Zone', 'StandingSave', 'Chipped']","[91, 120, 124, 128, 36, 37, 216, 218]",True,21.0,58.17,52.08800000000001,,,,,,,,,,,,True,Vitoria de Guimaraes,Famalicao,0.007238230000000002
2391128013.0,450.0,1.0,107.0,331757.0,47.355000000000004,18.088,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndY', 'Zone', 'Longball', 'PassEndX', 'Angle']","[91, 119, 117, 127, 36, 38, 216, 218]",True,23.0,65.73,18.02,,,,,,,,,,30.0,Alfa Semedo,True,Vitoria de Guimaraes,Famalicao,0.005060040000000002
,,1.0,,135638.0,65.73,18.02,,,Carry,,,,,23.0,71.08500000000001,13.532000000000002,,,,,,,,,,88.0,Tiago Silva,False,Vitoria de Guimaraes,Famalicao,-0.0006478500000000019
2391103017.0,22.0,1.0,107.0,135638.0,71.08500000000001,13.532000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'PassEndX', 'HeadPass', 'Length', 'Zone']","[91, 120, 29, 139, 36, 38, 217, 218]",True,24.0,78.75,10.744000000000002,,,,,,,,,,88.0,Tiago Silva,False,Vitoria de Guimaraes,Famalicao,0.0
2391102995.0,17.0,1.0,935.0,400243.0,24.150000000000002,52.156000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'HeadPass', 'Zone', 'Length', 'Angle']","[91, 117, 30, 139, 36, 37, 216, 218]",True,26.0,39.48,64.396,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,0.0018388500000000012
2391102997.0,18.0,1.0,935.0,243271.0,32.34,64.60000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'StandingSave', 'Zone', 'PassEndY', 'Angle', 'PassEndX']","[91, 118, 120, 29, 35, 38, 215, 218]",True,29.0,28.665000000000006,60.928,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,-0.0013280500000000008
2391103047.0,19.0,1.0,935.0,400243.0,17.850000000000005,57.86800000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'PassEndX', 'Zone', 'Length', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,31.0,6.405,42.636,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,9.401000000000027e-05
2391103091.0,20.0,1.0,935.0,400826.0,6.405,42.636,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'Angle', 'StandingSave', 'Longball', 'Zone', 'PassEndY']","[91, 120, 128, 36, 37, 216, 218]",True,32.0,57.960000000000015,57.66400000000001,,,,,,,,,,,,True,Vitoria de Guimaraes,Famalicao,0.007238230000000002
2391103099.0,25.0,1.0,107.0,331757.0,47.25,14.144000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Defensive', 'OppositeRelatedEvent', 'Zone']","[197, 200]",False,36.0,,,,,,,,,,,,30.0,Alfa Semedo,,Vitoria de Guimaraes,Famalicao,
2391103095.0,21.0,1.0,935.0,300483.0,57.75,53.85600000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[198, 199]",False,36.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Famalicao,
2391103111.0,26.0,1.0,107.0,331757.0,47.25,18.632,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Angle', 'HeadPass', 'Length', 'Zone']","[91, 119, 117, 30, 139, 36, 37, 216, 218]",True,36.0,55.964999999999996,31.28,,,,,,,,,,30.0,Alfa Semedo,False,Vitoria de Guimaraes,Famalicao,0.0026039999999999987
,,1.0,,302664.0,55.964999999999996,31.28,,,Carry,,,,,36.0,53.235000000000014,35.29200000000001,,,,,,,,,,5.0,Rafa Soares,False,Vitoria de Guimaraes,Famalicao,-0.0020492999999999987
2391103185.0,27.0,1.0,107.0,302664.0,53.235000000000014,35.29200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Zone', 'Length', 'PassEndY', 'Angle', 'HeadPass']","[91, 119, 117, 30, 139, 205, 36, 38, 217, 218]",True,37.0,70.14,20.128000000000004,,,,,,,,,,5.0,Rafa Soares,True,Vitoria de Guimaraes,Famalicao,0.004505340000000002
,,1.0,,135638.0,70.14,20.128000000000004,,,Carry,,,,,37.0,70.245,14.280000000000001,,,,,,,,,,88.0,Tiago Silva,False,Vitoria de Guimaraes,Famalicao,-0.0006478500000000019
2391103187.0,28.0,1.0,107.0,135638.0,70.245,14.28,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[91, 70]",True,39.0,,,,,,,,,,,,88.0,Tiago Silva,,Vitoria de Guimaraes,Famalicao,
2391103175.0,22.0,1.0,935.0,344716.0,34.755,53.720000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'Defensive']","[91, 143]",True,41.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Famalicao,
2391103179.0,23.0,1.0,935.0,344716.0,40.635000000000005,54.196000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,42.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Famalicao,
2391103229.0,24.0,1.0,935.0,344716.0,42.945,52.90400000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'Angle', 'Zone', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,43.0,56.910000000000004,53.312000000000005,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,0.003970940000000001
2391103277.0,25.0,1.0,935.0,297245.0,42.63,50.04800000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'Zone', 'Angle', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,47.0,23.625,36.720000000000006,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,-0.0025262500000000007
2391103323.0,26.0,1.0,935.0,380619.0,24.885,34.816,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'Length', 'PassEndY', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,52.0,33.81,56.168000000000006,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,0.0004294100000000016
2391103359.0,27.0,1.0,935.0,400243.0,34.86000000000001,56.236,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'StandingSave', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,55.0,45.675000000000004,65.07600000000001,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,0.0018885399999999993
2391103383.0,28.0,1.0,935.0,344716.0,43.155,61.40400000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'Angle', 'StandingSave', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,58.0,29.925,56.44000000000001,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,-0.0006677699999999998
2391103439.0,29.0,2.0,935.0,400243.0,28.245,53.312000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Longball', 'PassEndX', 'Angle', 'PassEndY', 'Zone']","[91, 117, 127, 35, 38, 215, 218]",True,1.0,26.565,18.564,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,0.0005892200000000014
2391103533.0,30.0,2.0,935.0,422248.0,29.82,10.132,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'Zone', 'StandingSave', 'Length']","[91, 117, 30, 36, 38, 216, 218]",True,5.0,41.265,3.74,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,0.0006677699999999998
2391103535.0,31.0,2.0,935.0,348742.0,37.695,2.584,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent', 'Foul']","[91, 63]",True,7.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Famalicao,
2391103509.0,29.0,2.0,107.0,302664.0,67.30499999999999,65.41600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Foul', 'StandingSave', 'Zone', 'Defensive']",[64],False,7.0,,,,,,,,,,,,5.0,Rafa Soares,,Vitoria de Guimaraes,Famalicao,
2391103673.0,33.0,2.0,935.0,422248.0,38.64,3.400000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'FreekickTaken', 'Zone', 'Length', 'PassEndY', 'Angle', 'PassEndX']","[91, 117, 30, 132, 35, 37, 215, 218]",True,20.0,23.835,19.176000000000002,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,-0.0012496299999999998
2391103697.0,34.0,2.0,935.0,380619.0,23.835,19.176000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'StandingSave', 'Angle', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,22.0,31.815,46.58000000000001,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,0.00109158
2391103725.0,35.0,2.0,935.0,400243.0,32.76,47.12400000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'PassEndX', 'Zone', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,26.0,26.25,55.82800000000001,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,-0.0016808000000000014
2391103765.0,36.0,2.0,935.0,344716.0,32.550000000000004,50.592000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Zone', 'Longball', 'PassEndY', 'Length', 'PassEndX']","[91, 117, 127, 35, 38, 215, 218]",True,29.0,26.985,17.952000000000005,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,-0.00109158
2391103787.0,37.0,2.0,935.0,422248.0,27.72,15.3,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'Chipped', 'Angle', 'PassEndY', 'Length', 'Zone', 'Longball']","[91, 120, 124, 128, 36, 37, 217, 218]",True,33.0,70.03500000000001,16.524,,,,,,,,,,,,True,Vitoria de Guimaraes,Famalicao,0.00927965
2391103829.0,30.0,2.0,107.0,400844.0,40.635000000000005,61.81200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,35.0,,,,,,,,,,,,6.0,Abdul Mumin,,Vitoria de Guimaraes,Famalicao,
2391103935.0,39.0,2.0,935.0,348742.0,76.965,0.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Angle', 'ThrowIn', 'PassEndX', 'PassEndY']","[91, 212, 35, 37, 216]",True,47.0,60.27,4.148,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,-0.006485330000000001
2391103989.0,40.0,2.0,935.0,422248.0,60.27,4.148,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndX', 'Length', 'Zone', 'PassEndY']","[91, 117, 30, 35, 37, 216, 218]",True,50.0,42.210000000000015,21.488000000000003,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,-0.0020442199999999994
2391104027.0,41.0,2.0,935.0,380619.0,39.06,26.996,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Zone', 'PassEndY', 'Length', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,55.0,16.065000000000005,33.728,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,-0.0017992400000000006
2391104057.0,42.0,2.0,935.0,400826.0,19.425,34.272,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'Length', 'Zone', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,59.0,26.880000000000006,45.492,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,-0.0008141799999999994
2391104089.0,43.0,3.0,935.0,400243.0,26.880000000000006,45.492,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'StandingSave', 'Angle', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,2.0,43.155,43.928,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,0.002678699999999999
2391104101.0,44.0,3.0,935.0,344716.0,43.155,43.928,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'StandingSave', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,3.0,27.195,48.96,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,-0.002678699999999999
2391104115.0,45.0,3.0,935.0,400243.0,27.195,48.96,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'StandingSave', 'Angle', 'Length', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,5.0,24.885,35.496,,,,,,,,,,,,False,Vitoria de Guimaraes,Famalicao,0.00015244999999999842
