name,minutes,playerId,team
Tiago Silva,993,135638.0,Vitoria-de-Guimaraes
Jorge Fernandes,509,351604.0,Vitoria-de-Guimaraes
Óscar Estupiñán,1048,343090.0,Vitoria-de-Guimaraes
Tomás Händel,906,422205.0,Vitoria-de-Guimaraes
Ricardo Quaresma,824,5964.0,Vitoria-de-Guimaraes
Falaye Sacko,927,280988.0,Vitoria-de-Guimaraes
Marcus Edwards,1165,279177.0,Vitoria-de-Guimaraes
Abdul Mumin,1170,400844.0,Vitoria-de-Guimaraes
André André,891,70967.0,Vitoria-de-Guimaraes
Rafa Soares,1263,302664.0,Vitoria-de-Guimaraes
Matous Trmal,630,400847.0,Vitoria-de-Guimaraes
Ruben Lameiras,408,276037.0,Vitoria-de-Guimaraes
André Almeida,861,106151.0,Vitoria-de-Guimaraes
André Almeida,861,322246.0,Vitoria-de-Guimaraes
Bruno Duarte,564,382261.0,Vitoria-de-Guimaraes
Nicolas Janvier,399,297541.0,Vitoria-de-Guimaraes
Toni Borevkovic,1237,361908.0,Vitoria-de-Guimaraes
Rochinha,816,260785.0,Vitoria-de-Guimaraes
Alfa Semedo,609,331757.0,Vitoria-de-Guimaraes
Herculano Nabian,3,422206.0,Vitoria-de-Guimaraes
Bruno Varela,990,107158.0,Vitoria-de-Guimaraes
Joao Ferreira,682,380681.0,Vitoria-de-Guimaraes
Nélson da Luz,122,430413.0,Vitoria-de-Guimaraes
Gui,59,422204.0,Vitoria-de-Guimaraes
Luís Esteves,4,409025.0,Vitoria-de-Guimaraes
André Amaro,383,408432.0,Vitoria-de-Guimaraes
Hélder Sá,357,412912.0,Vitoria-de-Guimaraes
