id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2462010099.0,2.0,0.0,0.0,5948,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Arouca,Vitoria de Guimaraes,
2462010087.0,2.0,0.0,0.0,107,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Arouca,Vitoria de Guimaraes,
2462117051.0,775.0,0.0,0.0,5948,0.0,0.0,17.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Arouca,Vitoria de Guimaraes,
2462117179.0,798.0,0.0,0.0,107,0.0,0.0,17.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Arouca,Vitoria de Guimaraes,
2461938851.0,1.0,0.0,0.0,107,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'TeamPlayerFormation', 'TeamFormation', 'InvolvedPlayers', 'JerseyNumber', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Arouca,Vitoria de Guimaraes,
2461943723.0,1.0,0.0,0.0,5948,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'TeamPlayerFormation', 'InvolvedPlayers', 'TeamFormation', 'CaptainPlayerId', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,Arouca,Vitoria de Guimaraes,
2462010171.0,3.0,0.0,0.0,107,52.815,33.932,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'Angle', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,380620.0,49.56,31.688000000000002,,,,,,,,,,,,False,Arouca,Vitoria de Guimaraes,-0.0020492999999999987
2462010189.0,4.0,0.0,5.0,107,49.35,31.28,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Angle', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,70967.0,38.115,15.436,,,,,,,,,,,,False,Arouca,Vitoria de Guimaraes,-0.0026987899999999995
2462010233.0,5.0,0.0,6.0,107,38.115,15.436,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'PassEndY', 'Length', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,408432.0,36.435,26.384,,,,,,,,,,,,False,Arouca,Vitoria de Guimaraes,0.0004792700000000004
2462010277.0,6.0,0.0,8.0,107,36.12,25.568,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Chipped', 'Angle', 'PassEndX', 'PassEndY', 'Length', 'Zone']","[91, 119, 117, 30, 124, 36, 38, 216, 218]",True,432629.0,58.695,6.664000000000001,,,,,,,,,,,,True,Arouca,Vitoria de Guimaraes,0.0021094999999999985
2462010297.0,7.0,0.0,10.0,107,58.48500000000001,6.596,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'Angle', 'Zone', 'Length']","[91, 120, 29, 36, 37, 217, 218]",True,435125.0,70.98,8.772,,,,,,,,,,,,True,Arouca,Vitoria de Guimaraes,
2462010347.0,3.0,0.0,12.0,5948,26.355000000000004,56.57600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Zone', 'PassEndY', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,401804.0,33.81,61.744,,,,,,,,,,44.0,Nino Galovic,False,Arouca,Vitoria de Guimaraes,-0.0008183100000000009
,,0.0,12.0,5948,33.81,61.744,,,Carry,,,,,416502.0,31.080000000000002,60.928,,,,,,,,,,6.0,Mateus Quaresma,False,Arouca,Vitoria de Guimaraes,0.0
2462010351.0,4.0,0.0,13.0,5948,31.080000000000002,60.928,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,416502.0,,,,,,,,,,,,6.0,Mateus Quaresma,,Arouca,Vitoria de Guimaraes,
,,0.0,13.0,5948,31.080000000000002,60.928,,,Carry,,,,,416502.0,28.77,60.452000000000005,,,,,,,,,,6.0,Mateus Quaresma,False,Arouca,Vitoria de Guimaraes,0.0
2462010377.0,5.0,0.0,14.0,5948,28.77,60.452000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Angle', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,416502.0,18.794999999999998,61.540000000000006,,,,,,,,,,6.0,Mateus Quaresma,False,Arouca,Vitoria de Guimaraes,-0.0013280500000000008
2462010445.0,6.0,0.0,15.0,5948,18.794999999999998,61.540000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'PassEndY', 'Angle']","[91, 117, 30, 36, 38, 215, 218]",True,401804.0,29.19,52.156000000000006,,,,,,,,,,44.0,Nino Galovic,False,Arouca,Vitoria de Guimaraes,0.0021463600000000017
2462010457.0,7.0,0.0,18.0,5948,28.245,52.904,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Angle', 'PassEndY', 'OppositeRelatedEvent', 'Length', 'Offensive', 'PassEndX']","[91, 118, 120, 29, 36, 37, 215, 218]",True,444507.0,29.925,56.03200000000001,,,,,,,,,,17.0,Yaw Moses,False,Arouca,Vitoria de Guimaraes,
2462010471.0,8.0,0.0,18.0,107,71.29500000000002,7.956,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[91, 60]",True,435125.0,,,,,,,,,,,,,,,Arouca,Vitoria de Guimaraes,
2462010815.0,9.0,0.0,32.0,5948,29.715000000000003,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'PassEndX', 'ThrowIn', 'Length']","[91, 212, 36, 38, 216]",True,416502.0,42.525,63.17200000000001,,,,,,,,,,6.0,Mateus Quaresma,False,Arouca,Vitoria de Guimaraes,0.0014860800000000007
2462010841.0,10.0,0.0,35.0,5948,42.525,63.17200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['HeadPass', 'Zone', 'Length', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 139, 35, 37, 215, 218]",True,416896.0,25.62,63.988,,,,,,,,,,43.0,Vitinho,False,Arouca,Vitoria de Guimaraes,-0.0028141300000000015
