id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2540282029.0,2.0,0.0,0.0,5948,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Rio Ave,Arouca,
2540282041.0,2.0,0.0,0.0,121,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Rio Ave,Arouca,
2540356801.0,910.0,0.0,0.0,121,0.0,0.0,18.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Rio Ave,Arouca,
2540356809.0,905.0,0.0,0.0,5948,0.0,0.0,18.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Rio Ave,Arouca,
2540239593.0,1.0,0.0,0.0,5948,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'CaptainPlayerId', 'TeamFormation', 'TeamPlayerFormation', 'PlayerPosition', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Rio Ave,Arouca,
2540241635.0,1.0,0.0,0.0,121,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'TeamFormation', 'InvolvedPlayers', 'JerseyNumber', 'CaptainPlayerId', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Rio Ave,Arouca,
2540282119.0,3.0,0.0,0.0,5948,52.605000000000004,33.79600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Length', 'PassEndX', 'PassEndY', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,431222.0,32.34,47.53200000000001,,,,,,,,,,2.0,Morlaye Sylla,False,Rio Ave,Arouca,-0.005790659999999998
2540282173.0,4.0,0.0,3.0,5948,33.075,47.736000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Chipped', 'PassEndY', 'StandingSave', 'Zone', 'Length', 'PassEndX', 'Angle']","[91, 120, 124, 128, 36, 38, 217, 218]",True,382364.0,91.03500000000001,7.412000000000001,,,,,,,,,,3.0,Jerome Opoku,True,Rio Ave,Arouca,
2540282231.0,3.0,0.0,7.0,121,19.740000000000002,64.05600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'HeadPass', 'Length', 'Angle']","[91, 117, 30, 139, 36, 37, 215, 218]",True,444576.0,24.465000000000003,66.64,,,,,,,,,,,,False,Rio Ave,Arouca,0.0
2540282233.0,4.0,0.0,9.0,121,26.25,66.64,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,106216.0,,,,,,,,,,,,,,,Rio Ave,Arouca,
2540282293.0,5.0,0.0,10.0,121,26.25,66.64,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'Zone', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,106216.0,14.175,60.31600000000001,,,,,,,,,,,,False,Rio Ave,Arouca,-0.00198043
2540282329.0,6.0,0.0,13.0,121,13.440000000000001,62.56,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'StandingSave', 'PassEndY', 'Length', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,356232.0,21.419999999999998,66.096,,,,,,,,,,,,False,Rio Ave,Arouca,0.0006523799999999993
2540282375.0,7.0,0.0,14.0,121,21.419999999999998,66.096,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'Length', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,444576.0,16.17,61.2,,,,,,,,,,,,False,Rio Ave,Arouca,-0.0006523799999999993
