id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isGoal,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2446733625.0,9.0,0.0,28.0,5948,46.2,31.28,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Foul', 'OppositeRelatedEvent', 'StandingSave', 'Zone', 'Defensive']",[64],False,125452.0,,,,,,,,,,,,10.0,Alan Ruiz,,Arouca,Gil Vicente,
2446733697.0,14.0,0.0,44.0,290,56.80500000000001,35.292,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'FreekickTaken', 'PassEndY', 'Length', 'StandingSave', 'PassEndX', 'Angle']","[91, 117, 30, 132, 35, 38, 216, 218]",True,331609.0,44.31,24.072,,,,,,,,,,,,False,Arouca,Gil Vicente,-0.0026039999999999987
2446733719.0,15.0,0.0,46.0,290,44.205000000000005,24.072,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'Zone', 'PassEndY', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,334129.0,43.89,53.516000000000005,,,,,,,,,,,,False,Arouca,Gil Vicente,-0.0021440899999999995
2446733743.0,16.0,0.0,52.0,290,57.96000000000001,62.764,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'StandingSave', 'Length', 'Zone', 'PassEndX']","[91, 119, 117, 30, 36, 38, 216, 218]",True,135962.0,66.045,50.592000000000006,,,,,,,,,,,,True,Arouca,Gil Vicente,0.0039675100000000005
2446733765.0,17.0,0.0,55.0,290,57.330000000000005,48.620000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Angle', 'PassEndX', 'Zone', 'Length', 'PassEndY']","[91, 118, 120, 29, 35, 37, 216, 218]",True,444939.0,45.045,48.75600000000001,,,,,,,,,,,,False,Arouca,Gil Vicente,
2446733861.0,19.0,0.0,55.0,290,52.29,45.56,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Error,Successful,['LeadingToGoal'],[98],False,444939.0,,,,,,,,,,,,,,,Arouca,Gil Vicente,
2447402409.0,977.0,0.0,58.0,290,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperSweeper,Unsuccessful,['Zone'],[115],False,362746.0,,,,,,,,,,,,,,,Arouca,Gil Vicente,
2446733757.0,10.0,0.0,58.0,5948,73.92000000000002,22.1,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,315692.0,,,,,,,,,,,,19.0,Rafa Mújica,,Arouca,Gil Vicente,
2446733787.0,11.0,0.0,58.0,5948,73.71000000000001,18.292,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Zone', 'StandingSave', 'OppositeRelatedEvent', 'Offensive']","[91, 54]",True,315692.0,,,,,,,,,,,,19.0,Rafa Mújica,,Arouca,Gil Vicente,
2446733773.0,18.0,0.0,58.0,290,31.290000000000003,49.708,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent']",[55],False,362746.0,,,,,,,,,,,,,,,Arouca,Gil Vicente,
,,0.0,58.0,5948,73.92000000000002,22.1,,,Carry,,,,,315692.0,73.71000000000001,18.292,,,,,,,,,,19.0,Rafa Mújica,False,Arouca,Gil Vicente,0.0
2446733795.0,12.0,1.0,1.0,5948,83.89500000000001,17.408,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Goal,Successful,"['LowCentre', 'OutOfBoxCentre', 'Zone', 'GoalMouthY', 'StandingSave', 'BigChance', 'RegularPlay', 'GoalMouthZ', 'RightFoot']","[91, 24, 9, 10, 202, 2, 3, 12, 18, 19, 25]",True,315692.0,,,1.3,48.4,True,True,,,,,,19.0,Rafa Mújica,,Arouca,Gil Vicente,
2446734201.0,20.0,2.0,19.0,290,52.395,34.204,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'StandingSave', 'PassEndX', 'Zone', 'Length']","[91, 117, 30, 35, 37, 216, 218]",True,369398.0,37.38,47.124,,,,,,,,,,,,False,Arouca,Gil Vicente,-0.004203539999999999
2446734207.0,21.0,2.0,21.0,290,37.48500000000001,48.55200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Angle', 'Length', 'PassEndY', 'PassEndX']","[91, 117, 30, 36, 37, 216, 218]",True,331609.0,43.995,60.11200000000001,,,,,,,,,,,,False,Arouca,Gil Vicente,-0.0014290699999999993
2446734229.0,22.0,2.0,24.0,290,46.095,60.452000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'StandingSave', 'Length', 'Longball', 'Angle', 'Zone', 'PassEndY', 'Chipped']","[91, 120, 124, 128, 36, 38, 217, 218]",True,135962.0,86.94,48.416000000000004,,,,,,,,,,,,True,Arouca,Gil Vicente,
2446734233.0,13.0,2.0,27.0,5948,15.959999999999999,24.82,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'StandingSave', 'Length', 'PassEndY', 'Zone', 'HeadPass', 'PassEndX']","[91, 118, 120, 29, 139, 36, 38, 215, 218]",True,326486.0,24.36,23.46,,,,,,,,,,13.0,João Basso,False,Arouca,Gil Vicente,
2446734237.0,23.0,2.0,29.0,290,87.465,47.124,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[91, 70]",True,402797.0,,,,,,,,,,,,,,,Arouca,Gil Vicente,
2446734259.0,14.0,2.0,29.0,5948,17.535,20.876,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['OppositeRelatedEvent', 'Defensive', 'Zone', 'StandingSave']","[91, 143]",True,397094.0,,,,,,,,,,,,23.0,Ismaila Soro,,Arouca,Gil Vicente,
2446741875.0,230.0,2.0,32.0,5948,29.400000000000002,1.972,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,298402.0,,,,,,,,,,,,7.0,André Bukia,,Arouca,Gil Vicente,
,,2.0,32.0,5948,29.400000000000002,1.972,,,Carry,,,,,298402.0,19.740000000000002,1.1560000000000001,,,,,,,,,,7.0,André Bukia,False,Arouca,Gil Vicente,-0.0013280500000000008
2446738397.0,138.0,2.0,34.0,5948,19.740000000000002,1.1560000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'StandingSave', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,298402.0,5.04,4.08,,,,,,,,,,7.0,André Bukia,False,Arouca,Gil Vicente,-0.0020655099999999996
,,2.0,34.0,5948,5.04,4.08,,,Carry,,,,,409375.0,6.825,6.0520000000000005,,,,,,,,,,21.0,Bogdan Milovanov,False,Arouca,Gil Vicente,0.0
2446734279.0,15.0,2.0,35.0,5948,6.825,6.0520000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndY', 'Longball', 'Zone', 'PassEndX', 'Length', 'StandingSave']","[91, 118, 120, 128, 36, 38, 215, 218]",True,409375.0,31.605000000000004,0.0,,,,,,,,,,21.0,Bogdan Milovanov,False,Arouca,Gil Vicente,
2446734373.0,25.0,2.0,50.0,290,86.83500000000001,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'PassEndX', 'Length', 'ThrowIn']","[91, 212, 36, 38, 217]",True,383996.0,98.49,62.35600000000001,,,,,,,,,,,,False,Arouca,Gil Vicente,0.010362779999999999
2446734379.0,26.0,2.0,54.0,290,98.80499999999999,64.464,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,444939.0,,,,,,,,,,,,,,,Arouca,Gil Vicente,
2446734489.0,18.0,3.0,13.0,5948,5.565,0.0,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'PassEndY', 'Zone', 'Longball', 'ThrowIn', 'Length']","[91, 212, 36, 37, 215]",True,409375.0,28.665000000000003,1.4960000000000002,,,,,,,,,,21.0,Bogdan Milovanov,False,Arouca,Gil Vicente,
2446734493.0,28.0,3.0,15.0,290,72.87,65.552,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[197, 199]",False,383996.0,,,,,,,,,,,,,,,Arouca,Gil Vicente,
2446734509.0,19.0,3.0,15.0,5948,32.13,2.4480000000000004,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[198, 200]",False,125452.0,,,,,,,,,,,,10.0,Alan Ruiz,,Arouca,Gil Vicente,
2446734521.0,29.0,3.0,15.0,290,69.3,64.668,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Length', 'HeadPass', 'Angle', 'Zone', 'PassEndY']","[91, 120, 29, 139, 36, 38, 217, 218]",True,383996.0,75.60000000000001,59.43200000000001,,,,,,,,,,,,False,Arouca,Gil Vicente,
2446734531.0,20.0,3.0,17.0,5948,29.19,7.412000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[197, 200]",False,347640.0,,,,,,,,,,,,14.0,Oriol Busquets,,Arouca,Gil Vicente,
2446734529.0,30.0,3.0,17.0,290,75.81,60.588,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[198, 199]",False,369398.0,,,,,,,,,,,,,,,Arouca,Gil Vicente,
2446734539.0,21.0,3.0,17.0,5948,28.35,3.944,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Length', 'PassEndX', 'HeadPass', 'Zone']","[91, 117, 30, 139, 35, 37, 215, 218]",True,347640.0,24.57,18.496000000000002,,,,,,,,,,14.0,Oriol Busquets,False,Arouca,Gil Vicente,0.0002364500000000009
,,3.0,17.0,5948,24.57,18.496000000000002,,,Carry,,,,,382364.0,25.515,19.856,,,,,,,,,,3.0,Jerome Opoku,False,Arouca,Gil Vicente,0.0
2446734549.0,22.0,3.0,19.0,5948,25.515,19.856,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,382364.0,23.1,42.024,,,,,,,,,,3.0,Jerome Opoku,False,Arouca,Gil Vicente,0.00015244999999999842
,,3.0,19.0,5948,23.1,42.024,,,Carry,,,,,383609.0,25.305000000000003,45.900000000000006,,,,,,,,,,28.0,Tiago Esgaio,False,Arouca,Gil Vicente,-0.00015244999999999842
2446734569.0,23.0,3.0,21.0,5948,25.305000000000003,45.900000000000006,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'StandingSave', 'PassEndY', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,383609.0,33.075,55.624,,,,,,,,,,28.0,Tiago Esgaio,False,Arouca,Gil Vicente,0.00058186
,,3.0,21.0,5948,33.075,55.624,,,Carry,,,,,96271.0,30.135,57.324000000000005,,,,,,,,,,8.0,Arsénio,False,Arouca,Gil Vicente,0.0
2446734579.0,25.0,3.0,25.0,5948,32.235,54.808,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,383609.0,,,,,,,,,,,,28.0,Tiago Esgaio,,Arouca,Gil Vicente,
2446734575.0,24.0,3.0,25.0,5948,30.135,57.324000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle', 'StandingSave']","[91, 117, 30, 36, 38, 215, 218]",True,96271.0,32.445,54.808,,,,,,,,,,8.0,Arsénio,False,Arouca,Gil Vicente,0.0
2446734587.0,31.0,3.0,27.0,290,66.57000000000001,21.42,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,135350.0,,,,,,,,,,,,,,,Arouca,Gil Vicente,
2446734589.0,32.0,3.0,27.0,290,67.62,19.584000000000003,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[91, 70]",True,135350.0,,,,,,,,,,,,,,,Arouca,Gil Vicente,
2446734599.0,26.0,3.0,28.0,5948,37.38,48.416000000000004,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['StandingSave', 'Zone', 'OppositeRelatedEvent', 'Defensive']","[91, 142]",True,397094.0,,,,,,,,,,,,23.0,Ismaila Soro,,Arouca,Gil Vicente,
2446734615.0,33.0,3.0,30.0,290,60.375,14.416,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'PassEndY', 'Angle', 'Zone']","[91, 119, 117, 30, 36, 38, 216, 218]",True,331609.0,67.2,4.42,,,,,,,,,,,,False,Arouca,Gil Vicente,0.0013324699999999988
2446734621.0,34.0,3.0,32.0,290,65.31,4.760000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'Length', 'PassEndX', 'Zone']","[91, 119, 117, 30, 35, 37, 216, 218]",True,444938.0,62.895,13.396,,,,,,,,,,,,False,Arouca,Gil Vicente,0.0012528699999999997
2446734641.0,35.0,3.0,34.0,290,63.42,13.260000000000002,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'PassEndY', 'StandingSave', 'Zone']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,331609.0,81.58500000000001,22.848000000000003,,,,,,,,,,,,True,Arouca,Gil Vicente,0.009848550000000001
2446734645.0,36.0,3.0,35.0,290,81.375,22.848000000000003,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,369398.0,,,,,,,,,,,,,,,Arouca,Gil Vicente,
2446734677.0,37.0,3.0,36.0,290,76.755,22.712,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Length', 'Zone', 'Angle', 'StandingSave', 'PassEndY']","[91, 120, 29, 36, 38, 217, 218]",True,135350.0,83.685,21.216,,,,,,,,,,,,False,Arouca,Gil Vicente,
2446734655.0,27.0,3.0,37.0,5948,27.930000000000003,46.51200000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,382364.0,,,,,,,,,,,,3.0,Jerome Opoku,,Arouca,Gil Vicente,
2446734679.0,38.0,3.0,37.0,290,87.15,16.252,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,425187.0,,,,,,,,,,,,,,,Arouca,Gil Vicente,
2446734673.0,28.0,3.0,38.0,5948,9.66,48.484,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,383609.0,,,,,,,,,,,,28.0,Tiago Esgaio,,Arouca,Gil Vicente,
,,3.0,38.0,5948,9.66,48.484,,,Carry,,,,,383609.0,7.665,52.632000000000005,,,,,,,,,,28.0,Tiago Esgaio,False,Arouca,Gil Vicente,-0.0022767300000000002
2446734685.0,29.0,3.0,40.0,5948,7.665,52.632000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndX', 'Length', 'StandingSave', 'PassEndY', 'Zone', 'Angle']","[91, 94, 95, 215]",True,383609.0,8.295,68.0,,,,,,,,,,28.0,Tiago Esgaio,,Arouca,Gil Vicente,
2446734725.0,40.0,3.0,47.0,290,96.075,0.0,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'ThrowIn', 'PassEndX', 'Length', 'PassEndY', 'Zone']","[91, 212, 35, 37, 217]",True,402797.0,90.405,7.276,,,,,,,,,,,,False,Arouca,Gil Vicente,-0.003075179999999997
2446734729.0,41.0,3.0,49.0,290,90.19500000000001,7.48,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'StandingSave', 'PassEndX', 'Angle']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,444938.0,98.7,9.928,,,,,,,,,,,,False,Arouca,Gil Vicente,0.011626489999999996
2446734745.0,42.0,3.0,53.0,290,91.98,10.404000000000002,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'LeftFoot', 'StandingSave', 'Angle', 'IntentionalAssist', 'PassEndX', 'Cross', 'Chipped', 'ShotAssist', 'Zone', 'KeyPass']","[91, 119, 123, 138, 124, 125, 40, 41, 36, 37, 217, 218]",True,402797.0,96.81,33.252,,,,,,,,,,,,True,Arouca,Gil Vicente,0.2167837
2447403089.0,978.0,3.0,54.0,290,96.60000000000001,32.164,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",MissedShots,Successful,"['RegularPlay', 'GoalMouthY', 'BoxCentre', 'GoalMouthZ', 'Head', 'MissLeft', 'Zone', 'RelatedEventId', 'IntentionalAssist', 'Assisted']","[91, 7, 90, 10, 1, 3, 14]",True,135350.0,,,23.6,62.0,,True,42.0,402797.0,,,,,,,Arouca,Gil Vicente,
2446734849.0,32.0,4.0,12.0,5948,3.9899999999999998,33.524,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['GoalKick', 'Length', 'Zone', 'Angle', 'PassEndY', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,444506.0,8.4,48.348,,,,,,,,,,12.0,Ignacio De Arruabarrena,False,Arouca,Gil Vicente,-0.0005306600000000005
2446749643.0,390.0,4.0,16.0,5948,8.715000000000002,49.504000000000005,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Length', 'StandingSave', 'Angle', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,382364.0,25.935,25.840000000000003,,,,,,,,,,3.0,Jerome Opoku,False,Arouca,Gil Vicente,0.0012855899999999996
,,4.0,16.0,5948,25.935,25.840000000000003,,,Carry,,,,,347640.0,24.465000000000003,27.268000000000004,,,,,,,,,,14.0,Oriol Busquets,False,Arouca,Gil Vicente,0.0
2446734855.0,33.0,4.0,18.0,5948,24.465000000000003,27.268000000000004,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'Length', 'StandingSave', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,347640.0,14.385,16.048000000000002,,,,,,,,,,14.0,Oriol Busquets,False,Arouca,Gil Vicente,-0.0013796
2446734865.0,34.0,4.0,20.0,5948,15.225000000000001,17.068,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'StandingSave', 'Angle', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,326486.0,4.2,34.408,,,,,,,,,,13.0,João Basso,False,Arouca,Gil Vicente,-0.0003668899999999999
2446734871.0,35.0,4.0,23.0,5948,3.2550000000000003,33.79600000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Zone', 'Length', 'PassEndY', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,444506.0,9.135,48.21200000000001,,,,,,,,,,12.0,Ignacio De Arruabarrena,False,Arouca,Gil Vicente,-0.0005306600000000005
,,4.0,23.0,5948,9.135,48.21200000000001,,,Carry,,,,,382364.0,26.355000000000004,57.46,,,,,,,,,,3.0,Jerome Opoku,True,Arouca,Gil Vicente,-0.0003536300000000006
2446734895.0,36.0,4.0,28.0,5948,26.355000000000004,57.46,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Angle', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,382364.0,50.714999999999996,64.804,,,,,,,,,,3.0,Jerome Opoku,False,Arouca,Gil Vicente,0.0018885399999999993
