id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,isGoal,cardType,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2502724507.0,31.0,1.0,49.0,299,76.23,10.404000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'Zone', 'PassEndY', 'StandingSave']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,369712.0,84.84,1.36,,,,,,,,,,,,False,Arouca,Benfica,0.0035479100000000013
2502724537.0,32.0,1.0,51.0,299,85.575,1.36,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'Zone', 'StandingSave', 'Length']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,401520.0,101.01,7.684000000000001,,,,,,,,,,,,True,Arouca,Benfica,0.010362779999999999
2502724565.0,33.0,1.0,53.0,299,99.015,11.832,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['StandingSave', 'OverRun', 'Zone', 'Offensive']","[91, 204]",True,125476.0,,,,,,,,,,,,,,,Arouca,Benfica,
2502724583.0,16.0,1.0,55.0,5948,3.2550000000000003,48.484,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,382364.0,,,,,,,,,,,,3.0,Jerome Opoku,,Arouca,Benfica,
,,1.0,55.0,5948,3.2550000000000003,48.484,,,Carry,,,,,382364.0,4.9350000000000005,49.504000000000005,,,,,,,,,,3.0,Jerome Opoku,False,Arouca,Benfica,0.0
2502724605.0,17.0,1.0,56.0,5948,4.9350000000000005,49.504000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'PassEndY', 'StandingSave', 'Length', 'PassEndX', 'Angle']","[91, 94, 95, 215]",True,382364.0,15.959999999999999,68.0,,,,,,,,,,3.0,Jerome Opoku,,Arouca,Benfica,
2502724715.0,35.0,2.0,4.0,299,85.995,0.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'ThrowIn', 'Angle', 'Zone', 'Length', 'PassEndX']","[91, 212, 35, 37, 217]",True,401520.0,80.53500000000001,6.256,,,,,,,,,,,,False,Arouca,Benfica,0.0
2503099957.0,993.0,2.0,5.0,299,83.47500000000001,2.584,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Length', 'PassEndX', 'StandingSave', 'PassEndY', 'Angle']","[91, 120, 29, 36, 37, 217, 218]",True,401520.0,89.355,8.84,,,,,,,,,,,,False,Arouca,Benfica,
2502724755.0,19.0,2.0,5.0,5948,17.535,57.46,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[91, 101, 56]",True,416502.0,,,,,,,,,,,,6.0,Mateus Quaresma,,Arouca,Benfica,
2502724721.0,36.0,2.0,5.0,299,78.96000000000001,5.644000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Zone', 'Length', 'PassEndY', 'StandingSave']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,369712.0,84.525,1.4280000000000002,,,,,,,,,,,,False,Arouca,Benfica,0.0
2502724761.0,20.0,2.0,9.0,5948,32.235,49.980000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,371972.0,,,,,,,,,,,,18.0,Benji Michel,,Arouca,Benfica,
,,2.0,9.0,5948,32.235,49.980000000000004,,,Carry,,,,,371972.0,56.80500000000001,51.748,,,,,,,,,,18.0,Benji Michel,True,Arouca,Benfica,0.0050135100000000005
2502724837.0,21.0,2.0,12.0,5948,56.80500000000001,51.748,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'StandingSave', 'PassEndX', 'Length']","[91, 119, 117, 30, 36, 37, 216, 218]",True,371972.0,57.855000000000004,60.724000000000004,,,,,,,,,,18.0,Benji Michel,False,Arouca,Benfica,-0.001382170000000002
,,2.0,12.0,5948,57.855000000000004,60.724000000000004,,,Carry,,,,,428999.0,57.015,58.548,,,,,,,,,,11.0,Antony,False,Arouca,Benfica,0.001382170000000002
2502724871.0,22.0,2.0,14.0,5948,57.015,58.548,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndX', 'Length', 'Zone', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,428999.0,48.300000000000004,45.83200000000001,,,,,,,,,,11.0,Antony,False,Arouca,Benfica,-0.0018268500000000014
,,2.0,14.0,5948,48.300000000000004,45.83200000000001,,,Carry,,,,,125452.0,49.245,48.484,,,,,,,,,,10.0,Alan Ruiz,False,Arouca,Benfica,0.0
2502724897.0,23.0,2.0,18.0,5948,49.245,48.484,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Angle', 'Length', 'PassEndX', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,125452.0,46.410000000000004,63.24,,,,,,,,,,10.0,Alan Ruiz,False,Arouca,Benfica,-0.0018078399999999998
2502724949.0,24.0,2.0,20.0,5948,45.99,62.15200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'Angle', 'Chipped', 'Longball', 'PassEndX', 'StandingSave']","[91, 117, 124, 127, 35, 38, 215, 218]",True,36712.0,30.240000000000002,27.404,,,,,,,,,,5.0,David Simão,False,Arouca,Benfica,-0.0011596799999999997
,,2.0,20.0,5948,30.240000000000002,27.404,,,Carry,,,,,326486.0,33.6,24.208000000000002,,,,,,,,,,13.0,João Basso,False,Arouca,Benfica,-0.0002191399999999996
2502724979.0,25.0,2.0,24.0,5948,33.6,24.208000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Zone', 'PassEndX', 'Angle', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,326486.0,49.035000000000004,4.42,,,,,,,,,,13.0,João Basso,False,Arouca,Benfica,0.0013788199999999994
2502725011.0,26.0,2.0,27.0,5948,48.510000000000005,5.576,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Zone', 'PassEndY', 'Angle', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,409375.0,36.435,18.700000000000003,,,,,,,,,,21.0,Bogdan Milovanov,False,Arouca,Benfica,0.0002082999999999998
2502725053.0,27.0,2.0,29.0,5948,36.435,18.700000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Length', 'Zone', 'PassEndY', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,326486.0,32.655,37.672000000000004,,,,,,,,,,13.0,João Basso,False,Arouca,Benfica,-0.0013679799999999995
,,2.0,29.0,5948,32.655,37.672000000000004,,,Carry,,,,,382364.0,31.71,39.508,,,,,,,,,,3.0,Jerome Opoku,False,Arouca,Benfica,0.0
2502725157.0,28.0,2.0,32.0,5948,31.71,39.508,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndX', 'Length', 'Zone', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,382364.0,38.85,63.580000000000005,,,,,,,,,,3.0,Jerome Opoku,False,Arouca,Benfica,-6.108999999999976e-05
,,2.0,32.0,5948,38.85,63.580000000000005,,,Carry,,,,,416502.0,35.07,65.008,,,,,,,,,,6.0,Mateus Quaresma,False,Arouca,Benfica,0.0
2502725163.0,29.0,2.0,38.0,5948,35.07,65.008,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['OppositeRelatedEvent', 'Foul', 'Offensive', 'Zone']","[91, 63]",True,416502.0,,,,,,,,,,,,6.0,Mateus Quaresma,,Arouca,Benfica,
2502725173.0,37.0,2.0,38.0,299,69.92999999999999,2.9920000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent', 'StandingSave', 'Foul']",[64],False,125476.0,,,,,,,,,,,,,,,Arouca,Benfica,
2502725369.0,30.0,2.0,56.0,5948,33.81,64.668,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Chipped', 'Length', 'FreekickTaken', 'Angle', 'Zone', 'PassEndX', 'PassEndY']","[91, 120, 29, 124, 133, 36, 38, 216, 218]",True,416502.0,62.685,51.952000000000005,,,,,,,,,,6.0,Mateus Quaresma,True,Arouca,Benfica,
2502725407.0,38.0,2.0,56.0,299,35.7,15.3,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'PassEndY', 'PassEndX', 'Angle', 'Length', 'Zone']","[91, 120, 29, 139, 36, 37, 216, 218]",True,401520.0,56.28,16.116,,,,,,,,,,,,True,Arouca,Benfica,
2502725427.0,31.0,2.0,58.0,5948,46.62,52.156000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'PassEndX', 'Longball', 'PassEndY', 'Angle']","[91, 120, 128, 36, 38, 216, 218]",True,36712.0,64.26,52.02,,,,,,,,,,5.0,David Simão,True,Arouca,Benfica,
2502725449.0,39.0,3.0,0.0,299,41.160000000000004,14.008000000000003,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[197, 200]",False,361961.0,,,,,,,,,,,,,,,Arouca,Benfica,
2502725441.0,32.0,3.0,0.0,5948,63.839999999999996,53.992000000000004,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[198, 199]",False,428999.0,,,,,,,,,,,,11.0,Antony,,Arouca,Benfica,
2502725477.0,40.0,3.0,0.0,299,41.475,11.968000000000002,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'HeadPass', 'PassEndX', 'Length', 'Angle']","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,361961.0,46.62,0.0,,,,,,,,,,,,False,Arouca,Benfica,
2502725631.0,34.0,3.0,11.0,5948,57.435,68.0,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['ThrowIn', 'Length', 'PassEndY', 'PassEndX', 'Zone', 'Angle']","[91, 212, 36, 38, 217]",True,416502.0,74.34,57.596000000000004,,,,,,,,,,6.0,Mateus Quaresma,True,Arouca,Benfica,
2502725623.0,42.0,3.0,13.0,299,27.090000000000003,11.356,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'StandingSave', 'PassEndX', 'Length', 'HeadPass', 'Zone']","[91, 117, 30, 139, 36, 38, 216, 218]",True,443613.0,38.85,4.08,,,,,,,,,,,,False,Arouca,Benfica,0.0006677700000000016
2502744263.0,530.0,3.0,14.0,299,37.38,4.08,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Zone', 'Angle', 'PassEndX', 'Length']","[91, 117, 30, 35, 37, 216, 218]",True,125476.0,35.49,15.3,,,,,,,,,,,,False,Arouca,Benfica,0.0008845199999999998
