id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2455838073.0,2.0,0.0,0.0,5948,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Casa Pia,Arouca,
2455838061.0,2.0,0.0,0.0,9509,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Casa Pia,Arouca,
2455921419.0,897.0,0.0,0.0,9509,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Casa Pia,Arouca,
2455921439.0,816.0,0.0,0.0,5948,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Casa Pia,Arouca,
2455787577.0,1.0,0.0,0.0,9509,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'PlayerPosition', 'TeamPlayerFormation', 'CaptainPlayerId', 'InvolvedPlayers', 'TeamFormation']",[],False,,,,,,,,,,,,,,,Casa Pia,Arouca,
2455790689.0,1.0,0.0,0.0,5948,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'TeamFormation', 'InvolvedPlayers', 'TeamPlayerFormation', 'JerseyNumber', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,Casa Pia,Arouca,
2455838121.0,3.0,0.0,0.0,5948,52.395,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'Length', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,315692.0,38.325,26.928000000000004,,,,,,,,,19.0,Rafa Mújica,False,Casa Pia,Arouca,-0.004268819999999998
,,0.0,0.0,5948,38.325,26.928000000000004,,,Carry,,,,,125452.0,42.105000000000004,22.916000000000004,,,,,,,,,10.0,Alan Ruiz,False,Casa Pia,Arouca,6.527999999999916e-05
2455838143.0,4.0,0.0,3.0,5948,42.105000000000004,22.916000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'PassEndX', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,125452.0,27.825000000000003,18.292,,,,,,,,,10.0,Alan Ruiz,False,Casa Pia,Arouca,-0.0015871199999999992
2455838155.0,5.0,0.0,4.0,5948,27.825000000000003,18.292,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'Zone', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,326486.0,27.3,41.956,,,,,,,,,13.0,João Basso,False,Casa Pia,Arouca,0.0
