id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,cardType,relatedEventId,relatedPlayerId,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2381768371.0,2.0,0.0,0.0,122.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Boavista,
2381768363.0,2.0,0.0,0.0,1463.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Boavista,
2381863141.0,799.0,0.0,0.0,1463.0,0.0,0.0,11.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Boavista,
2381863155.0,767.0,0.0,0.0,122.0,0.0,0.0,11.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Boavista,
2381724191.0,1.0,0.0,0.0,122.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'CaptainPlayerId', 'InvolvedPlayers', 'JerseyNumber', 'PlayerPosition', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Portimonense,Boavista,
2381724235.0,1.0,0.0,0.0,1463.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'InvolvedPlayers', 'CaptainPlayerId', 'PlayerPosition', 'TeamFormation', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Portimonense,Boavista,
2381768391.0,3.0,0.0,0.0,1463.0,52.185,34.408,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'Angle', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,432109.0,40.95000000000001,33.592,,,,,,,,,,,,False,Portimonense,Boavista,-0.002219519999999999
2381768429.0,4.0,0.0,1.0,1463.0,40.95000000000001,33.592,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'Angle', 'Length', 'StandingSave']","[91, 117, 30, 36, 38, 216, 218]",True,342697.0,44.83500000000002,23.32400000000001,,,,,,,,,,,,False,Portimonense,Boavista,0.0016648199999999991
2381768463.0,5.0,0.0,4.0,1463.0,44.83500000000002,23.32400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'Zone', 'StandingSave', 'PassEndX']","[91, 119, 117, 30, 36, 38, 216, 218]",True,116103.0,61.95,1.2920000000000005,,,,,,,,,,,,False,Portimonense,Boavista,0.00315932
2381768517.0,6.0,0.0,5.0,1463.0,61.95,1.2920000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'PassEndY', 'StandingSave', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,308886.0,64.26000000000002,7.412000000000001,,,,,,,,,,,,False,Portimonense,Boavista,0.0
2381768537.0,7.0,0.0,8.0,1463.0,66.15,6.256000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'StandingSave', 'Angle', 'PassEndY', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,383619.0,71.08500000000001,1.904,,,,,,,,,,,,False,Portimonense,Boavista,0.00377069
2381768571.0,3.0,0.0,10.0,122.0,26.040000000000003,65.688,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'OtherBodyPart', 'Zone']",[91],True,135635.0,,,,,,,,,,,,20.0,Filipe Ferreira,,Portimonense,Boavista,
2381768543.0,8.0,0.0,10.0,1463.0,71.08500000000001,1.904,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'OppositeRelatedEvent', 'Zone', 'Length', 'StandingSave', 'PassEndX']","[91, 120, 29, 36, 37, 217, 218]",True,308886.0,74.02500000000002,2.788,,,,,,,,,,,,False,Portimonense,Boavista,0.0
2381768707.0,10.0,0.0,19.0,1463.0,75.81,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'ThrowIn', 'PassEndX', 'Angle']","[91, 212, 35, 37, 216]",True,308886.0,64.47,12.308000000000002,,,,,,,,,,,,False,Portimonense,Boavista,-0.0025178200000000005
2381768767.0,11.0,0.0,22.0,1463.0,63.63,14.620000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,116103.0,38.955000000000005,29.512,,,,,,,,,,,,False,Portimonense,Boavista,-0.006077009999999999
2381768839.0,12.0,0.0,27.0,1463.0,38.85,29.308000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'Zone', 'Angle', 'Chipped', 'StandingSave', 'PassEndY', 'PassEndX', 'Length']","[91, 119, 117, 124, 127, 36, 37, 216, 218]",True,380545.0,69.19500000000001,61.132000000000005,,,,,,,,,,,,True,Portimonense,Boavista,0.004824139999999999
2381768899.0,13.0,0.0,30.0,1463.0,70.35000000000002,61.2,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Zone', 'PassEndY', 'PassEndX', 'Angle']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,381687.0,70.98,58.480000000000004,,,,,,,,,,,,False,Portimonense,Boavista,0.0027939199999999983
2381768915.0,14.0,0.0,35.0,1463.0,77.07000000000001,63.648,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[91, 70]",True,345275.0,,,,,,,,,,,,,,,Portimonense,Boavista,
