id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,cardType,relatedEventId,relatedPlayerId,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2407386191.0,2.0,0.0,0.0,264.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Boavista,
2407386185.0,2.0,0.0,0.0,122.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Boavista,
2407480739.0,788.0,0.0,0.0,264.0,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Boavista,
2407480745.0,798.0,0.0,0.0,122.0,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Boavista,
2407358597.0,1.0,0.0,0.0,264.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'InvolvedPlayers', 'TeamPlayerFormation', 'JerseyNumber', 'TeamFormation', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Maritimo,Boavista,
2407360045.0,1.0,0.0,0.0,122.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'TeamPlayerFormation', 'InvolvedPlayers', 'JerseyNumber', 'CaptainPlayerId', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,Maritimo,Boavista,
2407386211.0,3.0,0.0,1.0,122.0,52.29,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,404198.0,35.595,38.964,,,,,,,,,,9.0,Petar Musa,False,Maritimo,Boavista,-0.0035222199999999995
2407386225.0,4.0,0.0,2.0,122.0,35.595,38.964,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'PassEndY', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,318429.0,27.615000000000002,49.57200000000001,,,,,,,,,,24.0,Sebastián Pérez,False,Maritimo,Boavista,-0.0002191399999999996
2407386253.0,5.0,0.0,5.0,122.0,27.615000000000002,49.57200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Zone', 'StandingSave', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,423077.0,23.1,28.628000000000004,,,,,,,,,,26.0,Rodrigo Abascal,False,Maritimo,Boavista,-0.0009391300000000016
2407386273.0,6.0,0.0,7.0,122.0,22.995,27.200000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'PassEndY', 'Length', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,405113.0,26.985,7.684000000000001,,,,,,,,,,21.0,Jackson Porozo,False,Maritimo,Boavista,-0.00171695
