name,minutes,playerId,team
Yusupha Om Njie,637,342705.0,Boavista
Petar Musa,1158,404198.0,Boavista
Gaïus Makouta,1339,423076.0,Boavista
Kenji Gorré,778,280768.0,Boavista
Yanis Hamache,1253,400992.0,Boavista
Jackson Porozo,990,405113.0,Boavista
Alireza Safar Beiranvand,675,259313.0,Boavista
Nathan,1348,400993.0,Boavista
Gustavo Sauer,1496,295756.0,Boavista
Pedro Malheiro,461,422313.0,Boavista
Ilija Vukotic,459,423602.0,Boavista
Tiago Morais,260,400990.0,Boavista
Tomás Reymão,295,337756.0,Boavista
Luís Santos,116,395938.0,Boavista
Filipe Ferreira,409,135635.0,Boavista
Bracali,945,35211.0,Boavista
Rodrigo Abascal,1129,423077.0,Boavista
Sebastián Pérez,1202,318429.0,Boavista
Paul-Georges Ntep,310,93307.0,Boavista
Javi García,794,12378.0,Boavista
Reggie Cannon,580,333946.0,Boavista
Tiago Ilori,443,105974.0,Boavista
Jeriel De Santis,77,405791.0,Boavista
Yusupha Njie,300,342705.0,Boavista
Chidozie Awaziem,270,290842.0,Boavista
Miguel Reisinho,41,389065.0,Boavista
Marcelo Djaló,55,256974.0,Boavista
