id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,isGoal,blockedX,blockedY,cardType,isOwnGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2515135125.0,2.0,0.0,0.0,2188,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Estoril,Vizela,
2515135139.0,3.0,0.0,0.0,2899,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Estoril,Vizela,
2515332097.0,878.0,0.0,0.0,2188,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Estoril,Vizela,
2515332111.0,812.0,0.0,0.0,2899,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Estoril,Vizela,
2515081081.0,1.0,0.0,0.0,2188,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'InvolvedPlayers', 'CaptainPlayerId', 'TeamFormation', 'JerseyNumber', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,,Estoril,Vizela,
2515083975.0,1.0,0.0,0.0,2899,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'TeamFormation', 'PlayerPosition', 'TeamPlayerFormation', 'InvolvedPlayers', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,,Estoril,Vizela,
2515135189.0,4.0,0.0,0.0,2899,52.815,34.476000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'StandingSave', 'PassEndY', 'Zone', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,322742.0,38.745,30.396000000000004,,,,,,,,,,,,,False,Estoril,Vizela,-0.004268819999999998
2515135253.0,5.0,0.0,2.0,2899,37.38,31.824,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'StandingSave', 'Zone', 'Length', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,422955.0,57.015,32.368,,,,,,,,,,,,,True,Estoril,Vizela,0.004268819999999998
2515135311.0,6.0,0.0,3.0,2899,57.015,32.368,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'Length', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,322742.0,49.980000000000004,37.06,,,,,,,,,,,,,False,Estoril,Vizela,-0.0020492999999999987
2515135469.0,7.0,0.0,4.0,2899,49.35,37.196000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Chipped', 'Length', 'Longball', 'Zone']","[91, 119, 117, 124, 127, 205, 36, 37, 217, 218]",True,143050.0,98.07000000000001,57.25600000000001,,,,,,,,,,,,,True,Estoril,Vizela,0.031631229999999996
2515135533.0,8.0,0.0,9.0,2899,99.435,55.964,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Cross', 'LeftFoot', 'Length', 'PassEndY', 'Angle', 'Zone', 'StandingSave', 'PassEndX']","[91, 138, 126, 35, 38, 217, 218]",True,421843.0,90.3,29.376000000000005,,,,,,,,,,,,,False,Estoril,Vizela,
2515135565.0,3.0,0.0,11.0,2188,15.33,42.636,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,437687.0,,,,,,,,,,,,,21.0,Tiago Gouveia,,Estoril,Vizela,
,,0.0,11.0,2188,15.33,42.636,,,Carry,,,,,437687.0,39.58500000000001,55.35200000000001,,,,,,,,,,,21.0,Tiago Gouveia,True,Estoril,Vizela,0.0023697400000000004
2515135813.0,4.0,0.0,16.0,2188,39.58500000000001,55.35200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'PassEndY', 'Angle', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,437687.0,44.31,62.764,,,,,,,,,,,21.0,Tiago Gouveia,False,Estoril,Vizela,0.00033624999999999974
,,0.0,16.0,2188,44.31,62.764,,,Carry,,,,,119543.0,41.685,62.084,,,,,,,,,,,11.0,Cassiano,False,Estoril,Vizela,-0.0012207699999999995
2515135971.0,6.0,0.0,19.0,2188,41.685,62.084,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 63]",True,119543.0,,,,,,,,,,,,,11.0,Cassiano,,Estoril,Vizela,
2515136067.0,11.0,0.0,19.0,2899,63.315,5.916,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Foul', 'Defensive', 'Zone', 'StandingSave', 'OppositeRelatedEvent']",[64],False,331637.0,,,,,,,,,,,,,,,,Estoril,Vizela,
2515136463.0,7.0,0.0,34.0,2188,49.77,62.35600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'FreekickTaken', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 117, 30, 132, 35, 38, 216, 218]",True,105928.0,36.330000000000005,47.940000000000005,,,,,,,,,,,31.0,Joãozinho,False,Estoril,Vizela,0.0002082999999999998
,,0.0,34.0,2188,36.330000000000005,47.940000000000005,,,Carry,,,,,436897.0,35.49,43.316,,,,,,,,,,,23.0,Pedro Álvaro,False,Estoril,Vizela,0.0
2515136585.0,8.0,0.0,36.0,2188,35.49,43.316,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,436897.0,34.33500000000001,25.976000000000003,,,,,,,,,,,23.0,Pedro Álvaro,False,Estoril,Vizela,-0.0013679799999999995
,,0.0,36.0,2188,34.33500000000001,25.976000000000003,,,Carry,,,,,121720.0,33.705000000000005,27.608000000000004,,,,,,,,,,,34.0,Mexer,False,Estoril,Vizela,0.0
2515136705.0,9.0,0.0,40.0,2188,33.705000000000005,27.608000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'PassEndY', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,121720.0,32.97,46.784,,,,,,,,,,,34.0,Mexer,False,Estoril,Vizela,-0.0002191399999999996
,,0.0,40.0,2188,32.97,46.784,,,Carry,,,,,436897.0,34.545,48.75600000000001,,,,,,,,,,,23.0,Pedro Álvaro,False,Estoril,Vizela,0.0
2515136807.0,10.0,0.0,43.0,2188,34.545,48.75600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'StandingSave', 'PassEndX', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,436897.0,39.9,65.688,,,,,,,,,,,23.0,Pedro Álvaro,False,Estoril,Vizela,0.00015804999999999986
2515136883.0,11.0,0.0,45.0,2188,40.635000000000005,64.60000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'StandingSave', 'Zone', 'PassEndY']","[91, 119, 117, 30, 36, 37, 216, 218]",True,105928.0,55.44,66.708,,,,,,,,,,,31.0,Joãozinho,False,Estoril,Vizela,0.0034732899999999987
2515136931.0,12.0,0.0,47.0,2188,56.07,65.824,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,437687.0,54.915,62.35600000000001,,,,,,,,,,,21.0,Tiago Gouveia,False,Estoril,Vizela,0.0
,,0.0,47.0,2188,54.915,62.35600000000001,,,Carry,,,,,121720.0,48.195,28.492,,,,,,,,,,,34.0,Mexer,False,Estoril,Vizela,0.0001100200000000006
2515137203.0,14.0,0.0,49.0,2188,48.195,28.492,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Longball', 'Angle', 'Length', 'PassEndY', 'PassEndX']","[91, 119, 117, 127, 205, 36, 38, 217, 218]",True,121720.0,73.08,4.760000000000001,,,,,,,,,,,34.0,Mexer,False,Estoril,Vizela,0.00637531
2515136997.0,13.0,0.0,49.0,2188,55.545,56.984,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,105928.0,41.895,32.980000000000004,,,,,,,,,,,31.0,Joãozinho,False,Estoril,Vizela,-0.0034916700000000005
,,0.0,49.0,2188,73.08,4.760000000000001,,,Carry,,,,,105928.0,55.545,56.984,,,,,,,,,,,31.0,Joãozinho,False,Estoril,Vizela,-0.005103159999999999
,,0.0,49.0,2188,41.895,32.980000000000004,,,Carry,,,,,357533.0,83.685,12.784,,,,,,,,,,,27.0,Rafik Guitane,True,Estoril,Vizela,0.01690626
2515137219.0,15.0,0.0,56.0,2188,83.685,12.784,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,357533.0,,,,,,,,,,,,,27.0,Rafik Guitane,,Estoril,Vizela,
2515137245.0,12.0,0.0,57.0,2899,20.16,56.71200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Length', 'PassEndX', 'Zone', 'Longball', 'Angle', 'PassEndY']","[91, 118, 120, 128, 36, 37, 215, 218]",True,129360.0,21.0,56.984,,,,,,,,,,,,,False,Estoril,Vizela,
2515137267.0,16.0,0.0,57.0,2188,85.26,12.172,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,357533.0,,,,,,,,,,,,,27.0,Rafik Guitane,,Estoril,Vizela,
2515137471.0,17.0,1.0,2.0,2188,86.625,4.42,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'StandingSave', 'PassEndY', 'PassEndX', 'Zone']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,447025.0,72.45,3.5360000000000005,,,,,,,,,,,62.0,Tiago Santos,False,Estoril,Vizela,-0.00634183
,,1.0,2.0,2188,72.45,3.5360000000000005,,,Carry,,,,,142746.0,66.57000000000001,4.216,,,,,,,,,,,10.0,Francisco Geraldes,False,Estoril,Vizela,-0.0037706900000000036
2515137579.0,18.0,1.0,5.0,2188,66.57000000000001,4.216,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Longball', 'Length', 'PassEndX', 'PassEndY', 'StandingSave', 'Zone']","[91, 117, 127, 35, 37, 216, 218]",True,142746.0,49.35,35.088,,,,,,,,,,,10.0,Francisco Geraldes,False,Estoril,Vizela,-0.0026046199999999967
