id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,isGoal,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2454613253.0,2.0,0.0,0.0,296,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Estoril,Sporting,
2454613239.0,2.0,0.0,0.0,2188,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Estoril,Sporting,
2454576211.0,1.0,0.0,0.0,2188,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'CaptainPlayerId', 'InvolvedPlayers', 'TeamPlayerFormation', 'JerseyNumber', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,Estoril,Sporting,
2454576263.0,1.0,0.0,0.0,296,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'JerseyNumber', 'CaptainPlayerId', 'TeamPlayerFormation', 'PlayerPosition', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Estoril,Sporting,
2454613289.0,3.0,0.0,0.0,2188,52.395,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Zone', 'PassEndY', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,421892.0,39.69,32.300000000000004,,,,,,,,,,,,False,Estoril,Sporting,-0.004268819999999998
2454613303.0,4.0,0.0,2.0,2188,39.69,32.300000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'Angle', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,444629.0,24.044999999999998,41.61600000000001,,,,,,,,,,,,False,Estoril,Sporting,-0.0024609700000000016
2454613345.0,5.0,0.0,4.0,2188,24.044999999999998,41.61600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'PassEndY', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,421890.0,22.47,22.1,,,,,,,,,,,,False,Estoril,Sporting,-0.00015244999999999842
2454613407.0,6.0,0.0,7.0,2188,22.05,21.284000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'Angle', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,436897.0,26.985,2.9920000000000004,,,,,,,,,,,,False,Estoril,Sporting,-0.0002364500000000009
2454613461.0,7.0,0.0,10.0,2188,26.145,3.196,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Chipped', 'PassEndX', 'Angle', 'Longball', 'PassEndY', 'Zone']","[91, 120, 124, 128, 36, 38, 217, 218]",True,447025.0,81.79500000000002,0.0,,,,,,,,,,,,True,Estoril,Sporting,
2454613707.0,4.0,0.0,26.0,296,34.44,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'ThrowIn', 'Length', 'Angle', 'PassEndX']","[91, 212, 35, 38, 215]",True,296364.0,22.365000000000002,65.89200000000001,,,,,,,,,,11.0,Nuno Santos,False,Estoril,Sporting,-0.0013280500000000008
2454613709.0,5.0,0.0,28.0,296,22.47,65.824,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndX', 'PassEndY', 'Length', 'Zone']","[91, 118, 120, 29, 36, 38, 215, 218]",True,283978.0,28.77,65.62,,,,,,,,,,2.0,Matheus Reis,False,Estoril,Sporting,
2454613733.0,9.0,0.0,30.0,2188,66.78,4.556,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,437687.0,,,,,,,,,,,,,,,Estoril,Sporting,
2454613751.0,10.0,0.0,30.0,2188,66.78,4.556,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,437687.0,,,,,,,,,,,,,,,Estoril,Sporting,
2454613769.0,11.0,0.0,31.0,2188,66.15,10.676,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'Length', 'PassEndX']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,355704.0,72.135,35.428000000000004,,,,,,,,,,,,True,Estoril,Sporting,0.00514802
2454613783.0,12.0,0.0,33.0,2188,71.505,36.448,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'Length', 'PassEndX']","[91, 119, 117, 30, 35, 37, 216, 218]",True,142746.0,66.675,38.692,,,,,,,,,,,,False,Estoril,Sporting,-0.0038807899999999985
2454613837.0,13.0,0.0,34.0,2188,66.675,38.692,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'PassEndX', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,444629.0,69.09,60.18000000000001,,,,,,,,,,,,False,Estoril,Sporting,0.0012505899999999993
2454613829.0,6.0,0.0,37.0,296,31.605000000000004,11.832,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone']",[55],False,368409.0,,,,,,,,,,,,17.0,Trincão,,Estoril,Sporting,
2454613839.0,14.0,0.0,37.0,2188,73.39500000000001,56.168,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[91, 54]",True,105928.0,,,,,,,,,,,,,,,Estoril,Sporting,
2454613851.0,15.0,0.0,38.0,2188,69.09,60.18000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndX', 'Zone', 'PassEndY', 'Length']","[91, 120, 29, 36, 37, 217, 218]",True,105928.0,79.69500000000001,61.132000000000005,,,,,,,,,,,,False,Estoril,Sporting,
2454613863.0,7.0,0.0,39.0,296,21.735,10.200000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[91, 101, 56]",True,362352.0,,,,,,,,,,,,24.0,Pedro Porro,,Estoril,Sporting,
2454613875.0,8.0,0.0,40.0,296,21.735,10.200000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,362352.0,,,,,,,,,,,,24.0,Pedro Porro,,Estoril,Sporting,
,,0.0,40.0,296,21.735,10.200000000000001,,,Carry,,,,,362352.0,23.730000000000004,9.724000000000002,,,,,,,,,,24.0,Pedro Porro,False,Estoril,Sporting,0.0
2454613909.0,9.0,0.0,41.0,296,23.730000000000004,9.724000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'Angle', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,362352.0,27.405,15.504000000000001,,,,,,,,,,24.0,Pedro Porro,False,Estoril,Sporting,0.0011710800000000014
