name,minutes,playerId,team
Bruno Costa,422,354146.0,Porto
Evanilson,829,384430.0,Porto
Luis Díaz,1425,377168.0,Porto
Fábio Cardoso,598,322771.0,Porto
Wendell,515,132273.0,Porto
Vitinha,966,384887.0,Porto
Chancel Mbemba,1345,104368.0,Porto
Mateus Uribe,1401,114301.0,Porto
Diogo Costa,1620,373842.0,Porto
Pepê Aquino,302,338791.0,Porto
Fábio Vieira,425,394924.0,Porto
Mehdi Taremi,1452,358801.0,Porto
Francisco Conceição,215,409221.0,Porto
Pepe,929,10105.0,Porto
João Mendes,9,431416.0,Porto
Marko Grujic,199,244779.0,Porto
Gonçalo Borges,8,424768.0,Porto
Jesús Corona,381,90310.0,Porto
Otávio,1284,120608.0,Porto
Toni Martínez,382,280060.0,Porto
João Mário,1172,125476.0,Porto
João Mário,1172,395173.0,Porto
Wilson Manafá,264,342701.0,Porto
Zaidu Sanusi,707,381717.0,Porto
Sérgio Oliveira,394,70614.0,Porto
Iván Marcano,659,28521.0,Porto
Namaso,7,427279.0,Porto
