id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2414236683.0,2.0,0.0,0.0,297.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Porto,Vizela,
2414236805.0,2.0,0.0,0.0,2899.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Porto,Vizela,
2414339885.0,672.0,0.0,0.0,2899.0,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Porto,Vizela,
2414339909.0,968.0,0.0,0.0,297.0,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Porto,Vizela,
2414187225.0,1.0,0.0,0.0,297.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'InvolvedPlayers', 'TeamFormation', 'CaptainPlayerId', 'JerseyNumber', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,Porto,Vizela,
2414187511.0,1.0,0.0,0.0,2899.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'PlayerPosition', 'JerseyNumber', 'TeamPlayerFormation', 'TeamFormation', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Porto,Vizela,
2414236713.0,3.0,0.0,0.0,297.0,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Angle', 'StandingSave', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 37, 216, 218]",True,120608.0,43.26000000000001,35.836000000000006,,,,,,,,,,25.0,Otávio,False,Porto,Vizela,-0.002219519999999999
2414236727.0,4.0,0.0,2.0,297.0,43.26000000000001,35.836000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'StandingSave', 'Zone', 'Length', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,384887.0,59.325,30.668000000000003,,,,,,,,,,20.0,Vitinha,True,Porto,Vizela,0.004268819999999998
2414236749.0,5.0,0.0,3.0,297.0,60.06,30.94,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'StandingSave', 'Zone', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,120608.0,54.18000000000002,26.18000000000001,,,,,,,,,,25.0,Otávio,False,Porto,Vizela,0.0
2414236767.0,6.0,0.0,4.0,297.0,54.18000000000002,26.18000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Chipped', 'Length', 'Angle', 'PassEndX', 'Longball', 'PassEndY', 'Zone']","[91, 120, 124, 128, 36, 37, 217, 218]",True,244779.0,84.315,52.76800000000002,,,,,,,,,,16.0,Marko Grujic,True,Porto,Vizela,0.01263744
2414236927.0,3.0,0.0,6.0,2899.0,25.30500000000001,11.56,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'HeadPass', 'Length', 'Angle', 'Zone']","[91, 117, 30, 139, 36, 38, 216, 218]",True,118380.0,41.37,11.084,,,,,,,,,,,,False,Porto,Vizela,0.002723370000000001
2414257869.0,145.0,0.0,9.0,2899.0,34.44,12.920000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,421843.0,,,,,,,,,,,,,,,Porto,Vizela,
2414283923.0,292.0,0.0,9.0,2899.0,39.69,15.64,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Zone', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,421843.0,42.945,24.548,,,,,,,,,,,,False,Porto,Vizela,0.0005445499999999995
2414283999.0,293.0,0.0,10.0,2899.0,43.575,23.936000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,322742.0,,,,,,,,,,,,,,,Porto,Vizela,
2414236803.0,7.0,0.0,10.0,297.0,58.38,39.168000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,394924.0,,,,,,,,,,,,50.0,Fábio Vieira,,Porto,Vizela,
,,0.0,10.0,,58.38,39.168000000000006,,,Carry,,,,,394924.0,57.75,36.65200000000001,,,,,,,,,,50.0,Fábio Vieira,False,Porto,Vizela,0.0
2414236847.0,8.0,0.0,12.0,297.0,57.75,36.65200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'Length', 'StandingSave', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,394924.0,35.70000000000001,33.32,,,,,,,,,,50.0,Fábio Vieira,False,Porto,Vizela,-0.005571519999999998
2414236885.0,9.0,0.0,14.0,297.0,35.595,33.32,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,104368.0,34.335000000000015,50.79600000000001,,,,,,,,,,19.0,Chancel Mbemba,False,Porto,Vizela,-0.0002191399999999996
2414236923.0,10.0,0.0,17.0,297.0,35.385000000000005,50.18400000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'PassEndX', 'Length', 'Zone', 'StandingSave']","[91, 117, 30, 36, 38, 216, 218]",True,10105.0,40.215,45.424,,,,,,,,,,3.0,Pepe,False,Porto,Vizela,0.0015871199999999992
,,0.0,17.0,,40.215,45.424,,,Carry,,,,,384887.0,37.275,46.104,,,,,,,,,,20.0,Vitinha,False,Porto,Vizela,0.0
2414236953.0,11.0,0.0,19.0,297.0,37.275,46.104,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'Length', 'Angle', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,384887.0,30.03,31.144000000000002,,,,,,,,,,20.0,Vitinha,False,Porto,Vizela,-0.0013679799999999995
,,0.0,19.0,,30.03,31.144000000000002,,,Carry,,,,,104368.0,32.34,28.288000000000004,,,,,,,,,,19.0,Chancel Mbemba,False,Porto,Vizela,0.0
2414237025.0,12.0,0.0,22.0,297.0,32.34,28.288000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'PassEndY', 'Length', 'Angle', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,104368.0,38.955000000000005,29.512,,,,,,,,,,19.0,Chancel Mbemba,False,Porto,Vizela,0.0013027000000000004
,,0.0,22.0,,38.955000000000005,29.512,,,Carry,,,,,244779.0,49.14,22.304,,,,,,,,,,16.0,Marko Grujic,False,Porto,Vizela,0.0016648199999999991
2414237079.0,13.0,0.0,28.0,297.0,49.14,22.304,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Chipped', 'StandingSave', 'Longball', 'Angle', 'Zone']","[91, 119, 117, 124, 127, 205, 36, 37, 217, 218]",True,244779.0,101.325,57.25600000000001,,,,,,,,,,16.0,Marko Grujic,True,Porto,Vizela,0.03218593
,,0.0,28.0,,101.325,57.25600000000001,,,Carry,,,,,381717.0,102.9,55.48800000000002,,,,,,,,,,12.0,Zaidu Sanusi,False,Porto,Vizela,0.0
2414237117.0,4.0,0.0,33.0,2899.0,3.675,12.376,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['BlockedCross', 'StandingSave', 'OppositeRelatedEvent', 'Zone']","[91, 59]",True,118380.0,,,,,,,,,,,,,,,Porto,Vizela,
2414237093.0,14.0,0.0,33.0,297.0,102.9,55.48800000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndX', 'LeftFoot', 'Offensive', 'Cross', 'Chipped', 'Length', 'PassEndY', 'Zone', 'OppositeRelatedEvent', 'StandingSave']","[91, 138, 124, 126, 35, 38, 217, 218]",True,381717.0,102.69,55.08000000000001,,,,,,,,,,12.0,Zaidu Sanusi,False,Porto,Vizela,0.0
2414237321.0,16.0,0.0,57.0,297.0,100.905,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Angle', 'PassEndX', 'PassEndY', 'Length', 'ThrowIn']","[91, 212, 35, 38, 217]",True,381717.0,99.64500000000001,47.464,,,,,,,,,,12.0,Zaidu Sanusi,True,Porto,Vizela,0.026500049999999997
2414237339.0,6.0,0.0,59.0,2899.0,7.979999999999999,21.624,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[197, 200]",False,416912.0,,,,,,,,,,,,,,,Porto,Vizela,
2414237337.0,17.0,0.0,59.0,297.0,97.02,46.376000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[198, 199]",False,10105.0,,,,,,,,,,,,3.0,Pepe,,Porto,Vizela,
2415398115.0,675.0,0.0,59.0,2899.0,2.7300000000000004,22.712,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Length', 'Head', 'Angle', 'PassEndX', 'Zone', 'PassEndY']","[91, 94, 95, 57, 215]",True,416912.0,7.56,35.292,,,,,,,,,,,,,Porto,Vizela,
2414237383.0,7.0,1.0,0.0,2899.0,8.715000000000002,40.664,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Angle', 'Zone', 'Length', 'Head', 'PassEndY', 'PassEndX']","[91, 94, 95, 57, 215]",True,421844.0,14.805,27.608000000000004,,,,,,,,,,,,,Porto,Vizela,
2414237389.0,8.0,1.0,2.0,2899.0,12.81,26.928000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'Defensive', 'OppositeRelatedEvent']","[197, 200]",False,421843.0,,,,,,,,,,,,,,,Porto,Vizela,
2414237369.0,19.0,1.0,2.0,297.0,92.19,41.072,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[198, 199]",False,120608.0,,,,,,,,,,,,25.0,Otávio,,Porto,Vizela,
