id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2349162447.0,2.0,0.0,122.0,,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Porto,Boavista,
2349162457.0,2.0,0.0,297.0,,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Porto,Boavista,
2349280205.0,1026.0,0.0,297.0,,0.0,0.0,12.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Porto,Boavista,
2349280223.0,632.0,0.0,122.0,,0.0,0.0,12.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Porto,Boavista,
2349080817.0,1.0,0.0,297.0,,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'CaptainPlayerId', 'PlayerPosition', 'TeamFormation', 'JerseyNumber', 'TeamPlayerFormation']",[],False,0.0,,,,,,,,,,,,,,,Porto,Boavista,
2349085939.0,1.0,0.0,122.0,,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'JerseyNumber', 'InvolvedPlayers', 'TeamFormation', 'PlayerPosition', 'TeamPlayerFormation']",[],False,0.0,,,,,,,,,,,,,,,Porto,Boavista,
2349162499.0,3.0,0.0,122.0,404198.0,52.815,34.272,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'Length', 'PassEndX', 'Angle']","[90, 116, 29, 34, 36, 215, 217]",True,0.0,51.24,35.088,,,,,,,,,,,,False,Porto,Boavista,0.0
2349162561.0,4.0,0.0,122.0,423076.0,51.24,35.088,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'Length', 'PassEndX', 'Chipped', 'Zone']","[90, 118, 116, 29, 123, 35, 36, 215, 217]",True,1.0,56.175000000000004,64.396,,,,,,,,,,,,False,Porto,Boavista,-0.0001100200000000006
2349162587.0,5.0,0.0,122.0,400992.0,56.175000000000004,64.396,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'PassEndY', 'Zone', 'Length', 'StandingSave']","[90, 119, 28, 35, 37, 215, 217]",True,5.0,69.72000000000001,61.608000000000004,,,,,,,,,,,,True,Porto,Boavista,0.002714640000000001
2349162597.0,3.0,0.0,297.0,10105.0,31.815,3.944,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,7.0,,,,,,,,,,,,3.0,Pepe,,Porto,Boavista,
