id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,cardType,isGoal,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2466747285.0,2.0,0.0,0.0,935,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Boavista,
2466747283.0,2.0,0.0,0.0,122,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Boavista,
2466795415.0,711.0,0.0,0.0,935,0.0,0.0,3.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Boavista,
2466796217.0,833.0,0.0,0.0,122,0.0,0.0,3.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Boavista,
2466706993.0,1.0,0.0,0.0,935,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'PlayerPosition', 'TeamPlayerFormation', 'TeamFormation', 'InvolvedPlayers', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Famalicao,Boavista,
2466708073.0,1.0,0.0,0.0,122,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'TeamFormation', 'PlayerPosition', 'InvolvedPlayers', 'CaptainPlayerId', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Famalicao,Boavista,
2466747327.0,3.0,0.0,0.0,122,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'PassEndY', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,318429.0,36.645,42.024,,,,,,,,,,,,False,Famalicao,Boavista,-0.004268819999999998
2466747371.0,4.0,0.0,4.0,122,38.010000000000005,42.432,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'PassEndX', 'Zone', 'Angle', 'Chipped', 'Length', 'Longball']","[91, 120, 124, 128, 36, 38, 217, 218]",True,423077.0,76.755,8.16,,,,,,,,,,,,True,Famalicao,Boavista,
2466747355.0,3.0,0.0,7.0,935,26.25,60.248,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'Defensive', 'OppositeRelatedEvent']","[197, 200]",False,70484.0,,,,,,,,,,,,25.0,Pelé,,Famalicao,Boavista,
2466747377.0,5.0,0.0,7.0,122,78.75,7.752000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[198, 199]",False,423076.0,,,,,,,,,,,,,,,Famalicao,Boavista,
2466747363.0,4.0,0.0,7.0,935,24.36,60.588,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndY', 'PassEndX', 'HeadPass']","[91, 117, 30, 139, 36, 38, 215, 218]",True,70484.0,34.86000000000001,60.18000000000001,,,,,,,,,,25.0,Pelé,False,Famalicao,Boavista,0.0013280500000000008
2466747367.0,5.0,0.0,8.0,935,35.595,59.908,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,119622.0,,,,,,,,,,,,7.0,Ivo Rodrigues,,Famalicao,Boavista,
2466747405.0,6.0,0.0,9.0,935,36.435,59.772000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'PassEndX', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,119622.0,44.415,59.50000000000001,,,,,,,,,,7.0,Ivo Rodrigues,False,Famalicao,Boavista,0.0012207699999999995
2466747415.0,7.0,0.0,12.0,935,44.205000000000005,59.092000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,408370.0,40.005,59.364000000000004,,,,,,,,,,9.0,Álex Millán,False,Famalicao,Boavista,-0.00258273
,,0.0,12.0,935,40.005,59.364000000000004,,,Carry,,,,,136435.0,34.545,64.804,,,,,,,,,,5.0,Rúben Lima,False,Famalicao,Boavista,-0.0023706000000000005
