awayTeam,away_score,blockedX,blockedY,eventType,expectedGoals,expectedGoalsOnTarget,firstName,goalCrossedY,goalCrossedZ,homeTeam,home_score,id,isBlocked,isOnTarget,isOwnGoal,lastName,min,minAdded,name,onGoalShot,period,playerId,playerName,round,shotType,situation,teamId,x,y
Benfica,0.0,96.605263157,39.124761906,AttemptSaved,0.021427542,,Nicolas,33.5425,1.219999994,Vizela,0.0,2346690797.0,1.0,1.0,0.0,Otamendi,32.0,,Benfica,"{'x': 1.121031746031747, 'y': 0.32275132116402117, 'zoomRatio': 1}",FirstHalf,174321.0,Nicolas Otamendi,9.0,Header,FromCorner,9772.0,94.0964897540607,41.14190412076755
Benfica,0.0,,,Miss,0.097155005,,Roman,38.200238097,0.9824210478,Vizela,0.0,2346691179.0,0.0,0.0,0.0,Yaremchuk,33.0,,Benfica,"{'x': 0, 'y': 0.23389651374803977, 'zoomRatio': 0.8999489821064788}",FirstHalf,643690.0,Roman Yaremchuk,9.0,Header,FromCorner,9772.0,96.8947368413,36.82125058174134
Benfica,0.0,103.4827586208,31.254999999999995,AttemptSaved,0.051784903,0.1526,Alex,31.254999999999995,0.5265263132,Vizela,0.0,2346695191.0,0.0,1.0,0.0,Mendez,40.0,,Vizela,"{'x': 1.7261904761904774, 'y': 0.13929267544973545, 'zoomRatio': 1}",FirstHalf,936528.0,Alex Mendez,9.0,LeftFoot,RegularPlay,4531.0,79.89465675826887,19.445095811271784
Benfica,0.0,99.784482759,28.707142856,Miss,0.0951979459999999,,Igor,46.2428025441,0.1797894728,Vizela,0.0,2346695201.0,0.0,0.0,0.0,Juliao,40.0,,Vizela,"{'x': 0, 'y': 0.014685319979014393, 'zoomRatio': 0.3087528355034723}",FirstHalf,363485.0,Igor Juliao,9.0,RightFoot,RegularPlay,4531.0,97.8596491223,21.196688168771782
Benfica,0.0,81.471359224,32.24625,AttemptSaved,0.034557194,,,34.1525,1.219999994,Vizela,0.0,2346699875.0,1.0,1.0,0.0,Samu,45.0,3.0,Vizela,"{'x': 0.9596560846560838, 'y': 0.32275132116402117, 'zoomRatio': 1}",FirstHalf,667952.0,Samu,9.0,LeftFoot,FastBreak,4531.0,76.74126385606556,31.86500058174133
Benfica,0.0,103.8620689656,28.539047618000005,Miss,0.16038638,,Guilherme,21.0565605129,0.1797894728,Vizela,0.0,2346700967.0,0.0,0.0,0.0,Schettine,45.0,4.0,Vizela,"{'x': 2, 'y': 0.01389039389253421, 'zoomRatio': 0.29203984024241114}",FirstHalf,797896.0,Guilherme Schettine,9.0,Header,FromCorner,4531.0,100.44827296849174,39.713093956535104
Benfica,0.0,102.4396551726,34.533750000000005,AttemptSaved,0.023562044,0.0173,Alex,33.695,0.9374736796,Vizela,0.0,2346709493.0,0.0,1.0,0.0,Grimaldo,49.0,,Benfica,"{'x': 1.0806878306878307, 'y': 0.24800890994708993, 'zoomRatio': 1}",SecondHalf,288406.0,Alex Grimaldo,9.0,LeftFoot,RegularPlay,9772.0,74.82669559426887,38.95666730923245
Benfica,0.0,,,Miss,0.028452098,,Kiki,34.305,4.940965524800001,Vizela,0.0,2346710045.0,0.0,0.0,0.0,Afonso,51.0,,Vizela,"{'x': 0.9581942344013405, 'y': 0.6772486772486772, 'zoomRatio': 0.518117357255518}",SecondHalf,442593.0,Kiki Afonso,9.0,LeftFoot,RegularPlay,4531.0,79.1063106808,42.1771875
Benfica,0.0,103.9568965518,35.75375,AttemptSaved,0.10475218,0.2525,Darwin,36.97375,1.3419999934,Vizela,0.0,2346710491.0,0.0,1.0,0.0,Nunez,52.0,,Benfica,"{'x': 0.21329365079365015, 'y': 0.35502645328042326, 'zoomRatio': 1}",SecondHalf,950561.0,Darwin Nunez,9.0,Header,RegularPlay,9772.0,100.35344682924588,40.21738159423244
Benfica,0.0,78.3179611664,34.838750000000005,AttemptSaved,0.010820866,,,37.2025,1.219999994,Vizela,0.0,2346712255.0,1.0,1.0,0.0,Samu,55.0,,Vizela,"{'x': 0.15277777777777768, 'y': 0.32275132116402117, 'zoomRatio': 1}",SecondHalf,667952.0,Samu,9.0,LeftFoot,FromCorner,4531.0,76.62864421533112,34.686251163482666
Benfica,0.0,,,Miss,0.061900288,,Nuno,40.217380953,0.1797894728,Vizela,0.0,2346712693.0,0.0,0.0,0.0,Moreira,57.0,,Vizela,"{'x': 1.1102230246251565e-16, 'y': 0.028917236077234128, 'zoomRatio': 0.6079730401876178}",SecondHalf,1188608.0,Nuno Moreira,9.0,RightFoot,IndividualPlay,4531.0,91.0999984741211,37.27874941825867
Benfica,0.0,,,Miss,0.05463931,,Alex,37.66,7.000413807199999,Vizela,0.0,2346713045.0,0.0,0.0,0.0,Grimaldo,57.0,,Benfica,"{'x': 0.645916623360071, 'y': 0.6772486772486772, 'zoomRatio': 0.365692667677304}",SecondHalf,288406.0,Alex Grimaldo,9.0,LeftFoot,RegularPlay,9772.0,94.2894766272786,42.46625
Benfica,0.0,,,Miss,0.01834473,,Julian,30.256,6.513793116,Vizela,0.0,2346714081.0,0.0,0.0,0.0,Weigl,62.0,,Benfica,"{'x': 1.3892692019018442, 'y': 0.6772486772486772, 'zoomRatio': 0.3930121749970543}",SecondHalf,521421.0,Julian Weigl,9.0,RightFoot,FromCorner,9772.0,78.76844316626887,27.78261840576756
Benfica,0.0,95.3508771917,37.94809524,AttemptSaved,0.13956937,,Nuno,34.61,1.219999994,Vizela,0.0,2346714489.0,1.0,1.0,0.0,Moreira,63.0,,Vizela,"{'x': 0.8386243386243388, 'y': 0.32275132116402117, 'zoomRatio': 1}",SecondHalf,1188608.0,Nuno Moreira,9.0,RightFoot,RegularPlay,4531.0,92.4000015258789,39.208809525
Benfica,0.0,97.8596491223,29.799761903000004,AttemptSaved,0.06196618,,Nicolas,33.31375,1.219999994,Vizela,0.0,2346717339.0,1.0,1.0,0.0,Otamendi,73.0,,Benfica,"{'x': 1.1815476190476193, 'y': 0.32275132116402117, 'zoomRatio': 1}",SecondHalf,174321.0,Nicolas Otamendi,9.0,Header,FromCorner,9772.0,96.3157909450393,28.791190475
Benfica,0.0,86.889705882,30.244,AttemptSaved,0.0240361989999999,,Nemanja,34.305,1.219999994,Vizela,0.0,2346721291.0,1.0,1.0,0.0,Radonjic,82.0,,Benfica,"{'x': 0.9193121693121694, 'y': 0.32275132116402117, 'zoomRatio': 1}",SecondHalf,719360.0,Nemanja Radonjic,9.0,LeftFoot,RegularPlay,9772.0,83.16067789353444,29.463570785767555
Benfica,0.0,103.4827586208,33.8475,AttemptSaved,0.05262786,0.0134,Adel,33.92375,0.8154736802,Vizela,0.0,2346724147.0,0.0,1.0,0.0,Taarabt,87.0,,Benfica,"{'x': 1.0201719576719581, 'y': 0.2157337778306878, 'zoomRatio': 1}",SecondHalf,47394.0,Adel Taarabt,9.0,RightFoot,RegularPlay,9772.0,84.1742718448,39.208809525
Benfica,0.0,104.051724138,30.7975,AttemptSaved,0.029060006,0.3151,Nemanja,30.416249999999994,1.7850526228,Vizela,0.0,2346724719.0,0.0,1.0,0.0,Radonjic,88.0,,Benfica,"{'x': 1.948082010582013, 'y': 0.4722361435978836, 'zoomRatio': 1}",SecondHalf,719360.0,Nemanja Radonjic,9.0,RightFoot,RegularPlay,9772.0,98.5350847743214,15.801783173128216
Benfica,0.0,103.1982758622,33.466249999999995,AttemptSaved,0.06724432,0.0175,Lucas,33.8475,0.9374736796,Vizela,0.0,2346724939.0,0.0,1.0,0.0,Verissimo,89.0,,Benfica,"{'x': 1.0403439153439162, 'y': 0.24800890994708993, 'zoomRatio': 1}",SecondHalf,699694.0,Lucas Verissimo,9.0,RightFoot,FromCorner,9772.0,93.0,36.74499883651734
Benfica,0.0,,,Miss,0.015637487,,Hugues,38.78857143,0.802631575,Vizela,0.0,2346725641.0,0.0,0.0,0.0,Zagbayou,90.0,0.0,Vizela,"{'x': 0, 'y': 0.16761399234259736, 'zoomRatio': 0.7893794747048395}",SecondHalf,1184758.0,Hugues Zagbayou,9.0,RightFoot,RegularPlay,4531.0,76.40339634153443,46.31286410022574
Benfica,0.0,93.5,29.631666665,Miss,0.032595247,,,43.7205095493,1.219999994,Vizela,0.0,2346728229.0,0.0,0.0,0.0,Pizzi,90.0,6.0,Benfica,"{'x': -2.220446049250313e-16, 'y': 0.12550782320746295, 'zoomRatio': 0.38886850332575484}",SecondHalf,186748.0,Pizzi,9.0,RightFoot,SetPiece,9772.0,84.84999828153444,19.515159772843564
Benfica,0.0,103.2931034484,35.0675,AttemptSaved,0.011538118,0.0189,,34.1525,0.2825263144,Vizela,0.0,2346729051.0,0.0,1.0,0.0,Samu,90.0,7.0,Vizela,"{'x': 0.9596560846560838, 'y': 0.07474241121693122, 'zoomRatio': 1}",SecondHalf,667952.0,Samu,9.0,LeftFoot,FromCorner,4531.0,81.35873786479999,45.261908685725736
Benfica,0.0,95.3508771917,42.00375,AttemptSaved,0.01777324,,Bruno,35.448750000000004,1.219999994,Vizela,0.0,2346730363.0,1.0,1.0,0.0,Wilson,90.0,7.0,Vizela,"{'x': 0.6167328042328032, 'y': 0.32275132116402117, 'zoomRatio': 1}",SecondHalf,540414.0,Bruno Wilson,9.0,Header,FromCorner,4531.0,93.9000015258789,42.81312411785126
Benfica,1.0,,,Goal,0.39514914,0.841,Rafa,36.51625,0.2054736832,Vizela,0.0,2346729265.0,0.0,1.0,0.0,Silva,90.0,8.0,Benfica,"{'x': 0.33432539682539697, 'y': 0.05435811724867726, 'zoomRatio': 1}",SecondHalf,477023.0,Rafa Silva,9.0,RightFoot,RegularPlay,9772.0,98.0526286338214,36.44000058174134
Pacos de Ferreira,0.0,,,Miss,0.073464036,,,41.057857143,0.3595789456,Vizela,0.0,2332226763.0,0.0,0.0,0.0,Samu,3.0,,Vizela,"{'x': 0, 'y': 0.05094732555711067, 'zoomRatio': 0.5355733225273642}",FirstHalf,667952.0,Samu,6.0,Header,RegularPlay,4531.0,91.5,40.049285715
Pacos de Ferreira,0.0,93.1,35.0675,AttemptSaved,0.06530318,,Kiki,33.77125,1.219999994,Vizela,0.0,2332228413.0,1.0,1.0,0.0,Afonso,4.0,,Vizela,"{'x': 1.0605158730158726, 'y': 0.32275132116402117, 'zoomRatio': 1}",FirstHalf,442593.0,Kiki Afonso,6.0,RightFoot,RegularPlay,4531.0,89.0999984741211,35.525000000000006
Pacos de Ferreira,0.0,103.2931034484,33.8475,AttemptSaved,0.018400013,0.5329,Nuno,31.02625,1.9070526222,Vizela,0.0,2332230851.0,0.0,1.0,0.0,Moreira,7.0,,Vizela,"{'x': 1.7867063492063497, 'y': 0.5045112757142857, 'zoomRatio': 1}",FirstHalf,1188608.0,Nuno Moreira,6.0,RightFoot,RegularPlay,4531.0,79.89465675826887,42.119375882148745
Pacos de Ferreira,0.0,102.8189655174,33.161249999999995,AttemptSaved,0.015873194,0.0338,Ivanildo,34.915000000000006,0.8539999958000001,Vizela,0.0,2332235403.0,0.0,1.0,0.0,Fernandes,11.0,,Vizela,"{'x': 0.7579365079365064, 'y': 0.22592592481481483, 'zoomRatio': 1}",FirstHalf,668699.0,Ivanildo Fernandes,6.0,Header,ThrowInSetPiece,4531.0,91.8000030517578,30.873751163482662
Pacos de Ferreira,0.0,,,Miss,0.31346166,,Guilherme,28.707142856,0.9824210478,Vizela,0.0,2332237259.0,0.0,0.0,0.0,Schettine,13.0,,Vizela,"{'x': 2, 'y': 0.18561261357935505, 'zoomRatio': 0.7141700403316238}",FirstHalf,797896.0,Guilherme Schettine,6.0,LeftFoot,RegularPlay,4531.0,95.9298245603,28.791190475
Pacos de Ferreira,0.0,,,Miss,0.089598805,,Guilherme,42.581875,0.5329473658000001,Vizela,0.0,2332242601.0,0.0,0.0,0.0,Schettine,18.0,,Vizela,"{'x': 0, 'y': 0.06210150646566168, 'zoomRatio': 0.440463185492681}",FirstHalf,797896.0,Guilherme Schettine,6.0,LeftFoot,RegularPlay,4531.0,92.5999984741211,48.06445645772574
Pacos de Ferreira,0.0,96.0263157884,29.967857141,AttemptSaved,0.041176885,,Bruno,36.36375,1.219999994,Vizela,0.0,2332651479.0,1.0,1.0,0.0,Wilson,18.0,,Vizela,"{'x': 0.37466931216931143, 'y': 0.32275132116402117, 'zoomRatio': 1}",FirstHalf,540414.0,Bruno Wilson,6.0,Header,ThrowInSetPiece,4531.0,95.06140203506072,29.127382233464893
Pacos de Ferreira,0.0,104.525862069,35.3725,AttemptSaved,0.09667331,0.0627,,34.1525,1.9519999904,Vizela,0.0,2332246755.0,0.0,1.0,0.0,Denilson,23.0,,Pacos de Ferreira,"{'x': 0.9596560846560838, 'y': 0.5164021138624338, 'zoomRatio': 1}",FirstHalf,453696.0,Denilson,6.0,Header,RegularPlay,6403.0,99.3070175438,37.94809524
Pacos de Ferreira,0.0,,,Miss,0.09456837,,Bruno,35.3725,4.2197241432000006,Vizela,0.0,2332250785.0,0.0,0.0,0.0,Wilson,30.0,,Vizela,"{'x': 0.7797192949160623, 'y': 0.6772486772486772, 'zoomRatio': 0.6066747287557619}",FirstHalf,540414.0,Bruno Wilson,6.0,Header,SetPiece,4531.0,96.0263143160607,36.2875
Pacos de Ferreira,0.0,94.8684210512,43.3701910778,AttemptSaved,0.06692886,,,35.525000000000006,1.219999994,Vizela,0.0,2332251189.0,1.0,1.0,0.0,Kiko,31.0,,Vizela,"{'x': 0.5965608465608451, 'y': 0.32275132116402117, 'zoomRatio': 1}",FirstHalf,1239771.0,Kiko,6.0,LeftFoot,RegularPlay,4531.0,92.1999969482422,45.4721019068
Pacos de Ferreira,0.0,98.7280701752,41.4834375,AttemptSaved,0.06158051,,,33.31375,1.219999994,Vizela,0.0,2332252351.0,1.0,1.0,0.0,Claudemir,33.0,,Vizela,"{'x': 1.1815476190476193, 'y': 0.32275132116402117, 'zoomRatio': 1}",FirstHalf,114688.0,Claudemir,6.0,RightFoot,FromCorner,4531.0,93.8000030517578,47.2236942643
Pacos de Ferreira,0.0,,,Miss,0.0456243459999999,,,38.452380954,0.4430526294,Vizela,0.0,2332253779.0,0.0,0.0,0.0,Denilson,35.0,,Pacos de Ferreira,"{'x': 0, 'y': 0.09950914667397533, 'zoomRatio': 0.8489839569105302}",FirstHalf,453696.0,Denilson,6.0,RightFoot,RegularPlay,6403.0,81.80922502006557,44.98165818487426
Pacos de Ferreira,0.0,,,Miss,0.03324759,,Marcos,25.8228125,1.60526315,Vizela,0.0,2332254391.0,0.0,0.0,0.0,Paulo,36.0,,Vizela,"{'x': 2, 'y': 0.1963099354148354, 'zoomRatio': 0.4622616272404172}",FirstHalf,145020.0,Marcos Paulo,6.0,RightFoot,RegularPlay,4531.0,84.1742718448,44.63133971337427
Pacos de Ferreira,0.0,,,Miss,0.24161267,,Nuno,34.4575,5.305931043199999,Vizela,0.0,2332259849.0,0.0,0.0,0.0,Santos,43.0,,Pacos de Ferreira,"{'x': 0.9416047311360445, 'y': 0.6772486772486772, 'zoomRatio': 0.48247894274480957}",FirstHalf,867395.0,Nuno Santos,6.0,RightFoot,RegularPlay,6403.0,98.8245614033,34.22874941825867
Pacos de Ferreira,0.0,,,Goal,0.7274606,0.9879,Guilherme,31.02625,1.3419999934,Vizela,1.0,2332260567.0,0.0,1.0,0.0,Schettine,44.0,,Vizela,"{'x': 1.7867063492063497, 'y': 0.35502645328042326, 'zoomRatio': 1}",FirstHalf,797896.0,Guilherme Schettine,6.0,RightFoot,RegularPlay,4531.0,101.39654883049172,32.93249883651733
Pacos de Ferreira,0.0,100.25862069,26.227500000000003,AttemptSaved,0.08281532,,,31.865,1.219999994,Vizela,1.0,2332263781.0,1.0,1.0,0.0,Samu,45.0,3.0,Vizela,"{'x': 1.5648148148148162, 'y': 0.32275132116402117, 'zoomRatio': 1}",FirstHalf,667952.0,Samu,6.0,LeftFoot,RegularPlay,4531.0,97.7631593665393,23.5788535077
Pacos de Ferreira,0.0,,,Miss,0.016392916,,,25.99625,0.1797894728,Vizela,1.0,2332279095.0,0.0,0.0,0.0,Antunes,48.0,,Pacos de Ferreira,"{'x': 2, 'y': 0.022463154496329855, 'zoomRatio': 0.4722786193971578}",SecondHalf,45244.0,Antunes,6.0,LeftFoot,RegularPlay,6403.0,76.06553741933112,36.74499883651734
Pacos de Ferreira,0.0,87.85588235280001,42.6396875,AttemptSaved,0.0285162929999999,,Nuno,35.525000000000006,1.219999994,Vizela,1.0,2332280335.0,1.0,1.0,0.0,Moreira,49.0,,Vizela,"{'x': 0.5965608465608451, 'y': 0.32275132116402117, 'zoomRatio': 1}",SecondHalf,1188608.0,Nuno Moreira,6.0,RightFoot,RegularPlay,4531.0,85.60147386375178,43.3701910778
Pacos de Ferreira,0.0,93.2,29.631666665,AttemptSaved,0.034506112,,Marcos,35.75375,1.219999994,Vizela,1.0,2332280359.0,1.0,1.0,0.0,Paulo,49.0,,Vizela,"{'x': 0.5360449735449745, 'y': 0.32275132116402117, 'zoomRatio': 1}",SecondHalf,145020.0,Marcos Paulo,6.0,RightFoot,RegularPlay,4531.0,82.37233181606557,24.349553075912866
Pacos de Ferreira,1.0,,,Goal,0.32977682,0.0264,,34.0,0.9374736796,Vizela,1.0,2332280809.0,0.0,1.0,0.0,Denilson,50.0,,Pacos de Ferreira,"{'x': 1, 'y': 0.24800890994708993, 'zoomRatio': 1}",SecondHalf,453696.0,Denilson,6.0,RightFoot,RegularPlay,6403.0,74.93932382733112,32.474999999999994
Pacos de Ferreira,1.0,,,Miss,0.05063969,,Guilherme,41.7146875,0.1797894728,Vizela,1.0,2332282283.0,0.0,0.0,0.0,Schettine,52.0,,Vizela,"{'x': 0, 'y': 0.023304828977194485, 'zoomRatio': 0.4899744804958078}",SecondHalf,797896.0,Guilherme Schettine,6.0,RightFoot,RegularPlay,4531.0,79.78203711753443,32.16999883651733
Pacos de Ferreira,1.0,,,Miss,0.03909397,,Nuno,29.379523808,0.2696842092,Vizela,1.0,2332287613.0,0.0,0.0,0.0,Moreira,61.0,,Vizela,"{'x': 2, 'y': 0.05836718943968105, 'zoomRatio': 0.8180974953501073}",SecondHalf,1188608.0,Nuno Moreira,6.0,LeftFoot,RegularPlay,4531.0,77.52960993353443,34.07624883651734
Pacos de Ferreira,1.0,,,Miss,0.28740013,,Raphael,27.698571428000005,4.4630344888,Vizela,1.0,2332290775.0,0.0,0.0,0.0,Guzzo,68.0,,Vizela,"{'x': 1.9562180565428426, 'y': 0.6772486772486772, 'zoomRatio': 0.5736007656728462}",SecondHalf,500934.0,Raphael Guzzo,6.0,Header,RegularPlay,4531.0,101.39654883049172,28.959286354232447
Pacos de Ferreira,1.0,,,Miss,0.11561972,,Guilherme,19.5151592383,0.1797894728,Vizela,1.0,2332294317.0,0.0,0.0,0.0,Schettine,72.0,,Vizela,"{'x': 2, 'y': 0.012412250556139297, 'zoomRatio': 0.26096248223831797}",SecondHalf,797896.0,Guilherme Schettine,6.0,Header,RegularPlay,4531.0,99.0175409148214,40.80571556846489
Pacos de Ferreira,1.0,,,Miss,0.06681192,,Stephen,26.942142857,4.5846896616,Vizela,1.0,2332297957.0,0.0,0.0,0.0,Eustaquio,76.0,,Pacos de Ferreira,"{'x': 2, 'y': 0.6495866335502563, 'zoomRatio': 0.5355733225273642}",SecondHalf,816223.0,Stephen Eustaquio,6.0,RightFoot,IndividualPlay,6403.0,87.21176798175176,35.677500581741334
Pacos de Ferreira,1.0,101.9655172416,37.58375000000001,AttemptSaved,0.17059389,0.2005,Kévin,36.36375,0.0834736838,Vizela,1.0,2332299965.0,0.0,1.0,0.0,Zohi,78.0,,Vizela,"{'x': 0.37466931216931143, 'y': 0.02208298513227513, 'zoomRatio': 1}",SecondHalf,865040.0,Kévin Zohi,6.0,LeftFoot,RegularPlay,4531.0,95.6403479313214,42.87093794107437
Pacos de Ferreira,1.0,97.3771929818,31.78875,AttemptSaved,0.08644825,,Raphael,34.305,1.219999994,Vizela,1.0,2332302283.0,1.0,1.0,0.0,Guzzo,80.0,,Vizela,"{'x': 0.9193121693121694, 'y': 0.32275132116402117, 'zoomRatio': 1}",SecondHalf,500934.0,Raphael Guzzo,6.0,LeftFoot,RegularPlay,4531.0,95.7368450487786,31.255001163482664
Pacos de Ferreira,1.0,96.1228070165,39.545000001,AttemptSaved,0.02360797,,,35.6775,1.219999994,Vizela,1.0,2332306497.0,1.0,1.0,0.0,Diaby,84.0,,Pacos de Ferreira,"{'x': 0.5562169312169307, 'y': 0.32275132116402117, 'zoomRatio': 1}",SecondHalf,958533.0,Diaby,6.0,Header,SetPiece,6403.0,94.4824561388,40.46952381
Pacos de Ferreira,1.0,98.3421052628,28.286904761,AttemptSaved,0.047380418,,,33.00875,1.219999994,Vizela,1.0,2332307099.0,1.0,1.0,0.0,Diaby,85.0,,Pacos de Ferreira,"{'x': 1.26223544973545, 'y': 0.32275132116402117, 'zoomRatio': 1}",SecondHalf,958533.0,Diaby,6.0,Header,FromCorner,6403.0,94.7719327677786,25.649375441074373
Pacos de Ferreira,1.0,96.1228070165,35.75375,Miss,0.05606863,,Stephen,29.043333332,1.219999994,Vizela,1.0,2332311631.0,0.0,0.0,0.0,Eustaquio,90.0,0.0,Pacos de Ferreira,"{'x': 2, 'y': 0.24613315272464492, 'zoomRatio': 0.762609280225257}",SecondHalf,816223.0,Stephen Eustaquio,6.0,LeftFoot,IndividualPlay,6403.0,87.963235294,39.88118983576756
Pacos de Ferreira,1.0,91.8,31.63625,Miss,0.02419591,,,61.2439810387,1.2456842044,Vizela,1.0,2332316211.0,0.0,0.0,0.0,Diaby,90.0,6.0,Pacos de Ferreira,"{'x': 0, 'y': 0.04572328113980512, 'zoomRatio': 0.13874624250510675}",SecondHalf,958533.0,Diaby,6.0,RightFoot,RegularPlay,6403.0,86.46029247912412,19.304967888128218
Pacos de Ferreira,1.0,104.051724138,34.0,AttemptSaved,0.018845528,0.41,,31.02625,0.160526315,Vizela,1.0,2332316729.0,0.0,1.0,0.0,Douglas,90.0,6.0,Pacos de Ferreira,"{'x': 1.7867063492063497, 'y': 0.042467279100529096, 'zoomRatio': 1}",SecondHalf,458930.0,Douglas,6.0,LeftFoot,RegularPlay,6403.0,78.43058424406556,45.68229512787427
Pacos de Ferreira,1.0,102.3448275864,29.967857141,Miss,0.09594348,,,23.9291719792,1.6951578864,Vizela,1.0,2332318929.0,0.0,0.0,0.0,Douglas,90.0,9.0,Pacos de Ferreira,"{'x': 2, 'y': 0.16832358599500155, 'zoomRatio': 0.37534153022898376}",SecondHalf,458930.0,Douglas,6.0,Header,RegularPlay,6403.0,95.9298245603,33.2375
Pacos de Ferreira,1.0,,,Miss,0.0447672,,,23.7890445906,0.7127368386,Vizela,1.0,2332320273.0,0.0,0.0,0.0,Claudemir,90.0,10.0,Vizela,"{'x': 2, 'y': 0.06980118999872126, 'zoomRatio': 0.37019062844209544}",SecondHalf,114688.0,Claudemir,6.0,RightFoot,RegularPlay,4531.0,80.57039178733112,41.5990625
Arouca,0.0,103.577586207,21.0565605129,AttemptSaved,0.0286653339862823,,Guilherme,34.533750000000005,1.219999994,Vizela,0.0,2410247099.0,1.0,1.0,0.0,Schettine,13.0,,Vizela,"{'x': 0.8587962962962951, 'y': 0.32275132116402117, 'zoomRatio': 1}",FirstHalf,797896.0,Guilherme Schettine,31.0,RightFoot,ThrowInSetPiece,4531.0,103.38793392850828,19.304967888128218
Arouca,0.0,,,Miss,0.0291429460048675,,,39.881190477,0.5329473658000001,Vizela,0.0,2410250537.0,0.0,0.0,0.0,Samu,17.0,,Vizela,"{'x': 1.1102230246251565e-16, 'y': 0.09061896020614134, 'zoomRatio': 0.6427270150121346}",FirstHalf,667952.0,Samu,31.0,LeftFoot,RegularPlay,4531.0,86.9970571851241,33.2375
Arouca,0.0,,,Post,0.0479486286640167,,,31.48375,2.458,Vizela,0.0,2410252245.0,0.0,1.0,0.0,Andre,19.0,,Arouca,"{'x': 1.665674603174603, 'y': 0.6502645502645503, 'zoomRatio': 1}",FirstHalf,919919.0,Andre,31.0,Header,RegularPlay,158085.0,90.0,37.05
Arouca,0.0,103.577586207,33.161249999999995,AttemptSaved,0.1270206868648529,0.3503,Guilherme,30.72125,0.8925263114,Vizela,0.0,2410257269.0,0.0,1.0,0.0,Schettine,25.0,,Vizela,"{'x': 1.8673941798941804, 'y': 0.2361180717989418, 'zoomRatio': 1}",FirstHalf,797896.0,Guilherme Schettine,31.0,RightFoot,SetPiece,4531.0,96.2193011892786,31.178749418258665
Arouca,0.0,99.1140350876,35.75375,Miss,0.000293880701065,,Alan,21.3368152901,1.8749473592,Vizela,0.0,2410259297.0,0.0,0.0,0.0,Ruiz,28.0,,Arouca,"{'x': 2, 'y': 0.14806286113272732, 'zoomRatio': 0.29850310854621104}",FirstHalf,263707.0,Alan Ruiz,31.0,LeftFoot,RegularPlay,158085.0,94.38596638303927,50.44662313301287
Arouca,0.0,87.31911764680001,28.707142856,AttemptSaved,0.0149863362312316,,Igor,33.5425,1.219999994,Vizela,0.0,2410261649.0,1.0,1.0,0.0,Juliao,31.0,,Vizela,"{'x': 1.121031746031747, 'y': 0.32275132116402117, 'zoomRatio': 1}",FirstHalf,363485.0,Igor Juliao,31.0,RightFoot,SetPiece,4531.0,76.8538834968,25.99624955892563
Arouca,0.0,100.8275862072,25.880625,AttemptSaved,0.0073338449001312,,,32.779999999999994,1.219999994,Vizela,0.0,2410262691.0,1.0,1.0,0.0,Cassiano,33.0,,Vizela,"{'x': 1.3227513227513243, 'y': 0.32275132116402117, 'zoomRatio': 1}",FirstHalf,387525.0,Cassiano,31.0,RightFoot,RegularPlay,4531.0,98.24561550703928,21.8272611502
Arouca,0.0,,,Post,0.2979108691215515,,,37.708,0.1219999994,Vizela,0.0,2410264237.0,0.0,1.0,0.0,Andre,35.0,,Arouca,"{'x': 0.019047619047619535, 'y': 0.032275132116402115, 'zoomRatio': 1}",FirstHalf,919919.0,Andre,31.0,Header,RegularPlay,158085.0,100.92241089949172,38.78857143
Arouca,0.0,,,Goal,0.4674857258796692,0.9839,Guilherme,32.0175,2.0290526216,Vizela,1.0,2410266021.0,0.0,1.0,0.0,Schettine,38.0,,Vizela,"{'x': 1.5244708994709, 'y': 0.5367864078306878, 'zoomRatio': 1}",FirstHalf,797896.0,Guilherme Schettine,31.0,LeftFoot,RegularPlay,4531.0,101.30172269124589,32.474999999999994
Arouca,0.0,94.0964912264,37.732,Miss,0.0264339745044708,,Leandro,39.62904762,1.2456842044,Vizela,1.0,2410268163.0,0.0,0.0,0.0,Silva,43.0,,Arouca,"{'x': 0, 'y': 0.2212957303779216, 'zoomRatio': 0.6715167920359508}",FirstHalf,470541.0,Leandro Silva,31.0,RightFoot,RegularPlay,158085.0,80.34514391353443,35.83000116348267
Arouca,0.0,,,Miss,0.3872968554496765,,,29.379523808,1.7850526228,Vizela,1.0,2410269509.0,0.0,0.0,0.0,Kiko,45.0,1.0,Vizela,"{'x': 2, 'y': 0.3863352062912222, 'zoomRatio': 0.8180974953501073}",FirstHalf,1239771.0,Kiko,31.0,RightFoot,FastBreak,4531.0,96.0263143160607,43.044375
Arouca,0.0,92.6,33.00875,AttemptSaved,0.0676599442958831,,Leandro,34.915000000000006,1.219999994,Vizela,1.0,2410271225.0,1.0,1.0,0.0,Silva,45.0,4.0,Arouca,"{'x': 0.7579365079365064, 'y': 0.32275132116402117, 'zoomRatio': 1}",FirstHalf,470541.0,Leandro Silva,31.0,RightFoot,RegularPlay,158085.0,86.56764378224823,32.16999883651733
