shirtNo,team,playerId,name,minutes,prog_passes,prog_carries,defensive_actions,suc_take_ons,total_passes,suc_passes,take_ons,xt,final_third_entries,final_third_passes,penalty_box_entries,penalty_box_passes,key_passes
10.0,Boavista,389065.0,Miguel Reisinho,41.0,1.0,0.0,11.0,0.0,13.0,11.0,0.0,0.2242164599999999,0.0,1.0,0.0,1.0,1.0
10.0,Braga,322689.0,André Horta,1572.0,103.0,128.0,147.0,25.0,1146.0,998.0,34.0,2.01237397,29.0,127.0,6.0,22.0,6.0
10.0,Estoril,421893.0,André Franco,2531.0,83.0,96.0,208.0,36.0,844.0,594.0,56.0,4.97497333,29.0,66.0,10.0,48.0,7.0
10.0,Famalicao,402892.0,Iván Jaime,1269.0,30.0,104.0,103.0,34.0,451.0,353.0,66.0,0.95350576,42.0,30.0,13.0,17.0,9.0
10.0,Gil-Vicente,402797.0,Kanya Fujimoto,2488.0,109.0,99.0,152.0,19.0,1032.0,835.0,38.0,3.75034135,43.0,97.0,11.0,46.0,11.0
10.0,Maritimo,123359.0,Stefano Beltrame,1393.0,64.0,55.0,137.0,18.0,639.0,525.0,33.0,3.3472168200000003,16.0,53.0,1.0,28.0,6.0
10.0,Moreirense,261990.0,Felipe Pires,1158.0,43.0,81.0,91.0,14.0,481.0,344.0,26.0,2.34077189,29.0,15.0,14.0,31.0,5.0
10.0,Pacos-de-Ferreira,131384.0,Denilson,1865.0,15.0,44.0,86.0,18.0,348.0,248.0,40.0,-0.0530399699999989,18.0,12.0,15.0,12.0,7.0
10.0,Portimonense,345275.0,Shoya Nakajima,1772.0,56.0,94.0,109.0,34.0,536.0,390.0,69.0,3.9768072,38.0,63.0,12.0,31.0,3.0
10.0,Porto,409221.0,Francisco Conceição,477.0,17.0,65.0,41.0,15.0,240.0,202.0,31.0,0.7561970199999998,17.0,9.0,21.0,15.0,4.0
10.0,Santa-Clara,279478.0,Lincoln,2784.0,177.0,113.0,229.0,22.0,1458.0,1082.0,37.0,9.54468231,53.0,132.0,7.0,70.0,19.0
10.0,Sporting,361964.0,Jovane Cabral,343.0,10.0,18.0,20.0,5.0,122.0,87.0,7.0,0.3883310999999999,1.0,11.0,5.0,2.0,3.0
10.0,Tondela,283364.0,Jhon Murillo,1077.0,19.0,52.0,72.0,12.0,301.0,231.0,26.0,0.3978363699999997,15.0,10.0,17.0,4.0,5.0
10.0,Tondela,365107.0,Javier Avilés,151.0,5.0,11.0,15.0,5.0,51.0,27.0,13.0,0.3020643399999999,8.0,4.0,0.0,2.0,0.0
10.0,Vitoria-de-Guimaraes,279177.0,Marcus Edwards,1288.0,39.0,112.0,72.0,46.0,377.0,296.0,77.0,2.1712700700000003,40.0,28.0,26.0,27.0,8.0
10.0,Vizela,421843.0,Kiko Bondoso,2743.0,87.0,134.0,227.0,25.0,923.0,698.0,69.0,4.63940103,46.0,60.0,27.0,28.0,17.0
11.0,Arouca,416505.0,Adilio,152.0,2.0,5.0,20.0,1.0,40.0,27.0,4.0,0.03498575,2.0,1.0,0.0,1.0,1.0
11.0,Belenenses-SAD,402366.0,Andrijia Lukovic,896.0,39.0,17.0,76.0,3.0,366.0,259.0,7.0,1.4213814999999992,4.0,34.0,1.0,13.0,2.0
11.0,Benfica,105161.0,Soualiho Meité,883.0,39.0,42.0,102.0,23.0,598.0,533.0,30.0,0.64735821,10.0,57.0,0.0,7.0,2.0
11.0,Boavista,342705.0,Yusupha Njie,937.0,12.0,34.0,83.0,20.0,224.0,174.0,32.0,-0.0070590199999997,20.0,16.0,4.0,3.0,1.0
11.0,Boavista,342705.0,Yusupha Om Njie,637.0,5.0,19.0,35.0,10.0,127.0,92.0,21.0,0.1396296899999999,8.0,7.0,4.0,1.0,1.0
11.0,Braga,101964.0,Lucas Piazon,213.0,5.0,5.0,11.0,1.0,89.0,71.0,2.0,0.1391831099999998,2.0,6.0,0.0,2.0,1.0
11.0,Braga,101964.0,Lucas Piazón,147.0,3.0,13.0,11.0,3.0,76.0,57.0,5.0,0.074541,5.0,4.0,0.0,0.0,0.0
11.0,Estoril,329403.0,Arthur Gomes,2221.0,64.0,135.0,172.0,41.0,670.0,489.0,88.0,4.621794120000001,45.0,24.0,25.0,40.0,10.0
11.0,Famalicao,297245.0,Bruno Rodrigues,1957.0,44.0,161.0,199.0,57.0,589.0,434.0,126.0,2.249155190000001,52.0,36.0,28.0,26.0,9.0
11.0,Gil-Vicente,328057.0,Antoine Leautey,1457.0,36.0,89.0,103.0,34.0,497.0,406.0,66.0,1.05835718,22.0,18.0,23.0,19.0,7.0
11.0,Maritimo,395174.0,Milson,16.0,0.0,1.0,2.0,0.0,8.0,5.0,0.0,0.00509846,1.0,0.0,0.0,0.0,0.0
11.0,Moreirense,318686.0,Yan,1781.0,67.0,92.0,174.0,25.0,647.0,438.0,65.0,3.42448633,54.0,26.0,14.0,45.0,10.0
11.0,Pacos-de-Ferreira,425119.0,N'Dri Koffi,29.0,1.0,2.0,1.0,1.0,7.0,5.0,4.0,-0.00434171,0.0,1.0,0.0,0.0,0.0
11.0,Portimonense,383619.0,Anderson Oliveira,1027.0,15.0,65.0,101.0,32.0,347.0,274.0,66.0,0.3397813199999999,21.0,16.0,10.0,4.0,2.0
11.0,Porto,338791.0,Pepê Aquino,1344.0,60.0,86.0,128.0,35.0,648.0,537.0,68.0,3.17742547,26.0,48.0,17.0,33.0,15.0
11.0,Santa-Clara,322764.0,Costinha,82.0,7.0,7.0,6.0,2.0,32.0,24.0,4.0,0.4224901499999999,3.0,5.0,0.0,4.0,0.0
11.0,Sporting,296364.0,Nuno Santos,2105.0,159.0,142.0,212.0,15.0,1326.0,1028.0,29.0,5.27150464,45.0,67.0,17.0,68.0,22.0
11.0,Tondela,425187.0,Juan Manuel Boselli,853.0,15.0,23.0,64.0,16.0,220.0,141.0,38.0,0.7647974199999997,14.0,9.0,2.0,7.0,1.0
11.0,Vitoria-de-Guimaraes,70967.0,André André,936.0,29.0,23.0,89.0,12.0,467.0,404.0,23.0,0.5059449699999997,13.0,48.0,4.0,5.0,0.0
12.0,Arouca,72726.0,Emilijus Zubas,90.0,5.0,0.0,1.0,0.0,50.0,40.0,0.0,0.0193831999999999,0.0,0.0,0.0,0.0,0.0
12.0,Braga,143021.0,Tiago Sá,90.0,2.0,0.0,3.0,0.0,49.0,38.0,0.0,0.02574047,0.0,0.0,0.0,0.0,0.0
12.0,Estoril,349664.0,Thiago Rodrigues,900.0,44.0,1.0,13.0,0.0,395.0,309.0,1.0,0.2362460399999998,0.0,4.0,0.0,0.0,0.0
12.0,Famalicao,372842.0,Gustavo Assunção,598.0,30.0,17.0,82.0,6.0,322.0,267.0,10.0,0.4887752499999995,2.0,30.0,0.0,4.0,2.0
12.0,Gil-Vicente,408589.0,Brian Araújo,90.0,5.0,0.0,2.0,0.0,29.0,20.0,0.0,0.05464097,0.0,2.0,0.0,0.0,0.0
12.0,Maritimo,121726.0,Edgar Costa,1294.0,75.0,34.0,105.0,8.0,582.0,400.0,20.0,4.34253882,9.0,59.0,1.0,33.0,7.0
12.0,Pacos-de-Ferreira,422244.0,Jeimes,172.0,19.0,0.0,8.0,0.0,77.0,51.0,0.0,0.11641188,0.0,1.0,0.0,0.0,0.0
12.0,Portimonense,425769.0,Payam Niazmand,180.0,15.0,0.0,5.0,0.0,72.0,42.0,0.0,0.1131363599999999,0.0,2.0,0.0,0.0,0.0
12.0,Porto,381717.0,Zaidu Sanusi,1709.0,126.0,90.0,198.0,14.0,1063.0,841.0,38.0,2.7789707800000003,29.0,64.0,4.0,36.0,6.0
13.0,Arouca,326486.0,João Basso,2923.0,246.0,165.0,429.0,4.0,1853.0,1531.0,6.0,3.500048440000001,25.0,166.0,0.0,6.0,5.0
13.0,Belenenses-SAD,422232.0,Jójó,47.0,5.0,0.0,5.0,0.0,19.0,11.0,1.0,0.0703463,1.0,3.0,0.0,0.0,0.0
13.0,Braga,383609.0,Tiago Esgaio,69.0,6.0,2.0,4.0,0.0,47.0,34.0,0.0,0.07984044,0.0,2.0,0.0,1.0,0.0
13.0,Estoril,422663.0,Miguel Silva,264.0,7.0,9.0,26.0,2.0,63.0,45.0,6.0,0.3967379699999999,4.0,5.0,0.0,4.0,0.0
13.0,Famalicao,422247.0,Dalberson,180.0,12.0,0.0,4.0,0.0,60.0,45.0,0.0,0.0729043199999999,0.0,2.0,0.0,0.0,0.0
13.0,Moreirense,401149.0,Matheus Silva,477.0,27.0,17.0,56.0,6.0,221.0,152.0,13.0,0.90247972,5.0,13.0,4.0,6.0,0.0
13.0,Pacos-de-Ferreira,364187.0,André Ferreira,2880.0,193.0,2.0,53.0,0.0,995.0,650.0,0.0,1.4039592299999994,0.0,33.0,0.0,1.0,0.0
13.0,Porto,347204.0,Galeno,307.0,5.0,27.0,32.0,10.0,112.0,80.0,19.0,0.1954088199999998,7.0,4.0,11.0,5.0,5.0
13.0,Santa-Clara,134924.0,Carlos Junior,180.0,2.0,3.0,9.0,2.0,45.0,35.0,4.0,0.2718005699999999,1.0,2.0,0.0,3.0,0.0
13.0,Sporting,70953.0,Luís Neto,1464.0,96.0,63.0,158.0,2.0,1140.0,1059.0,3.0,1.7003993799999997,5.0,80.0,0.0,5.0,1.0
13.0,Vitoria-de-Guimaraes,408432.0,André Amaro,563.0,30.0,13.0,68.0,2.0,319.0,279.0,2.0,0.2603188299999999,3.0,17.0,0.0,0.0,0.0
13.0,Vizela,426916.0,Hugues Zagbayou,386.0,6.0,2.0,35.0,4.0,126.0,111.0,5.0,0.0461761599999998,2.0,7.0,0.0,1.0,0.0
14.0,Arouca,323573.0,Pité,966.0,22.0,14.0,100.0,20.0,345.0,250.0,32.0,0.4812572499999994,7.0,28.0,4.0,8.0,4.0
14.0,Belenenses-SAD,391491.0,Danny Henriques,1969.0,89.0,32.0,224.0,10.0,916.0,719.0,14.0,1.3678459099999998,3.0,41.0,1.0,6.0,0.0
14.0,Benfica,74016.0,Haris Seferovic,391.0,5.0,7.0,8.0,3.0,88.0,57.0,6.0,0.64655281,3.0,3.0,1.0,3.0,2.0
14.0,Boavista,337756.0,Tomás Reymão,338.0,13.0,4.0,50.0,1.0,162.0,131.0,2.0,0.3288298699999998,0.0,9.0,0.0,1.0,0.0
14.0,Estoril,147810.0,Racine Coly,170.0,12.0,6.0,10.0,0.0,94.0,71.0,0.0,0.21729862,1.0,8.0,0.0,2.0,0.0
14.0,Famalicao,432217.0,Junior Kadile,40.0,1.0,5.0,2.0,1.0,9.0,4.0,2.0,0.0554384599999999,4.0,0.0,2.0,1.0,0.0
14.0,Moreirense,380780.0,Mateus Pasinato,1710.0,108.0,3.0,48.0,0.0,537.0,326.0,0.0,0.8654552199999996,0.0,21.0,0.0,0.0,0.0
14.0,Portimonense,380546.0,Beto,275.0,1.0,9.0,18.0,2.0,39.0,25.0,5.0,-0.0432648299999999,7.0,0.0,2.0,0.0,0.0
14.0,Porto,322683.0,Cláudio Ramos,88.0,3.0,0.0,1.0,0.0,35.0,26.0,0.0,0.00664384,0.0,0.0,0.0,0.0,0.0
14.0,Santa-Clara,128801.0,Rubén Oliveira,171.0,3.0,4.0,22.0,1.0,75.0,59.0,1.0,0.0577771299999997,0.0,7.0,0.0,1.0,0.0
14.0,Vitoria-de-Guimaraes,107158.0,Bruno Varela,2250.0,139.0,4.0,47.0,0.0,779.0,516.0,0.0,1.0403183,0.0,23.0,0.0,1.0,0.0
14.0,Vizela,118380.0,Igor Julião,999.0,60.0,36.0,100.0,6.0,426.0,295.0,13.0,1.43184125,13.0,28.0,2.0,12.0,4.0
15.0,Arouca,423912.0,Oday Dabbagh,690.0,7.0,17.0,47.0,4.0,200.0,147.0,9.0,0.1928142300000001,8.0,2.0,9.0,7.0,5.0
15.0,Belenenses-SAD,422231.0,Luís Mota,109.0,2.0,0.0,9.0,3.0,21.0,15.0,3.0,0.0391509899999997,0.0,1.0,0.0,1.0,0.0
15.0,Benfica,281025.0,Roman Yaremchuk,1069.0,10.0,32.0,33.0,7.0,213.0,171.0,13.0,0.8785666799999997,12.0,13.0,11.0,12.0,4.0
15.0,Braga,83475.0,Paulo Oliveira,2352.0,141.0,45.0,325.0,2.0,1558.0,1266.0,3.0,2.10792136,7.0,121.0,1.0,5.0,1.0
15.0,Estoril,149140.0,Raúl Silva,528.0,36.0,41.0,58.0,1.0,336.0,297.0,1.0,0.3831430799999998,2.0,20.0,0.0,1.0,0.0
15.0,Famalicao,380619.0,Riccieli,2190.0,53.0,31.0,318.0,2.0,988.0,868.0,2.0,0.5183075799999997,1.0,31.0,0.0,1.0,0.0
15.0,Gil-Vicente,144360.0,Giorgi Aburjania,767.0,43.0,23.0,85.0,4.0,414.0,339.0,8.0,1.1522005699999995,11.0,50.0,1.0,8.0,3.0
15.0,Maritimo,282241.0,Iván Rossi,1724.0,64.0,22.0,209.0,6.0,848.0,740.0,10.0,0.6512519799999994,3.0,61.0,0.0,1.0,1.0
15.0,Pacos-de-Ferreira,110341.0,Juan Delgado,1977.0,127.0,122.0,197.0,17.0,892.0,680.0,43.0,3.94890956,37.0,55.0,2.0,29.0,8.0
15.0,Sporting,408962.0,Manuel Ugarte,1107.0,28.0,59.0,204.0,27.0,707.0,647.0,36.0,-0.0307535299999993,18.0,53.0,1.0,6.0,0.0
15.0,Tondela,423973.0,Manu Hernando,1652.0,59.0,24.0,197.0,2.0,799.0,668.0,3.0,0.7651407799999997,2.0,33.0,0.0,0.0,0.0
16.0,Belenenses-SAD,411937.0,César Sousa,484.0,15.0,17.0,77.0,6.0,178.0,136.0,13.0,0.5173028699999997,7.0,14.0,0.0,5.0,2.0
16.0,Braga,374812.0,David Carmo,993.0,62.0,27.0,125.0,1.0,720.0,599.0,1.0,0.8543473100000001,0.0,49.0,0.0,0.0,0.0
16.0,Maritimo,422003.0,Diogo Mendes,1842.0,57.0,37.0,187.0,10.0,817.0,699.0,21.0,0.2754854699999995,12.0,59.0,1.0,2.0,0.0
16.0,Moreirense,301498.0,Sori Mané,489.0,24.0,12.0,60.0,1.0,254.0,205.0,3.0,0.3360373299999997,0.0,39.0,0.0,2.0,0.0
16.0,Pacos-de-Ferreira,380686.0,Matchoi Djaló,704.0,13.0,28.0,46.0,13.0,209.0,151.0,25.0,0.2835519099999996,12.0,11.0,5.0,7.0,3.0
16.0,Porto,244779.0,Marko Grujic,897.0,43.0,40.0,128.0,9.0,556.0,463.0,16.0,0.95721548,15.0,66.0,1.0,3.0,1.0
16.0,Santa-Clara,143035.0,Paulo Henrique,1248.0,76.0,30.0,111.0,10.0,622.0,463.0,15.0,1.58498571,6.0,44.0,1.0,11.0,1.0
16.0,Sporting,342863.0,Rúben Vinagre,544.0,22.0,70.0,62.0,15.0,391.0,292.0,33.0,0.59403819,14.0,12.0,9.0,6.0,0.0
16.0,Vitoria-de-Guimaraes,260785.0,Rochinha,1966.0,58.0,108.0,131.0,33.0,522.0,339.0,96.0,2.35340685,45.0,40.0,13.0,21.0,3.0
17.0,Belenenses-SAD,322735.0,Carraça,2216.0,246.0,57.0,253.0,12.0,1541.0,1101.0,17.0,7.00276734,14.0,133.0,1.0,42.0,10.0
17.0,Benfica,343029.0,Diogo Gonçalves,892.0,41.0,52.0,70.0,4.0,469.0,365.0,20.0,2.3445079900000003,22.0,20.0,7.0,21.0,5.0
17.0,Boavista,409220.0,Manuel Namora,17.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.00377069,0.0,1.0,0.0,0.0,0.0
17.0,Braga,69742.0,Rui Fonte,7.0,1.0,0.0,3.0,0.0,7.0,3.0,1.0,0.0077182699999999,0.0,1.0,0.0,0.0,0.0
17.0,Estoril,69742.0,Rui Fonte,1285.0,13.0,11.0,74.0,8.0,296.0,222.0,17.0,-0.1300655899999994,8.0,24.0,0.0,2.0,1.0
17.0,Famalicao,300483.0,Simon Banza,2337.0,23.0,57.0,119.0,27.0,458.0,305.0,64.0,0.8241891399999993,33.0,32.0,21.0,9.0,4.0
17.0,Gil-Vicente,402167.0,Boubacar Hanne,245.0,13.0,24.0,20.0,6.0,117.0,91.0,21.0,0.4237535399999997,4.0,4.0,4.0,10.0,5.0
17.0,Maritimo,335707.0,Bruno Xadas,1316.0,81.0,44.0,91.0,17.0,544.0,380.0,42.0,3.3710802500000003,17.0,72.0,6.0,27.0,2.0
17.0,Pacos-de-Ferreira,427566.0,Adrián Butzke,577.0,6.0,14.0,18.0,4.0,166.0,136.0,8.0,-0.1490628099999994,4.0,9.0,3.0,5.0,0.0
17.0,Portimonense,432109.0,Ricardo Matos,220.0,3.0,0.0,10.0,2.0,33.0,25.0,4.0,0.07966806,0.0,4.0,0.0,2.0,1.0
17.0,Porto,90310.0,Jesús Corona,381.0,24.0,27.0,39.0,4.0,292.0,237.0,11.0,1.41677464,16.0,16.0,3.0,13.0,1.0
17.0,Santa-Clara,274646.0,Cristian Tassano,1376.0,46.0,17.0,159.0,2.0,599.0,491.0,3.0,0.5639448499999997,2.0,25.0,0.0,2.0,0.0
17.0,Sporting,94868.0,Pablo Sarabia,2079.0,105.0,117.0,122.0,9.0,943.0,652.0,31.0,7.99913998,50.0,54.0,14.0,69.0,17.0
17.0,Tondela,344991.0,Renat Dadashov,1439.0,17.0,43.0,86.0,31.0,315.0,206.0,54.0,0.0498166900000008,20.0,17.0,11.0,7.0,4.0
17.0,Vitoria-de-Guimaraes,280988.0,Falaye Sacko,927.0,65.0,50.0,107.0,10.0,565.0,433.0,15.0,1.3616859899999998,14.0,57.0,2.0,19.0,2.0
17.0,Vizela,66224.0,Marcos Paulo,1691.0,56.0,32.0,162.0,13.0,580.0,448.0,27.0,1.25889179,14.0,57.0,3.0,6.0,4.0
18.0,Arouca,316658.0,Eboue Kouassi,1466.0,52.0,25.0,151.0,4.0,718.0,596.0,7.0,0.2519586799999995,3.0,59.0,0.0,4.0,2.0
18.0,Belenenses-SAD,422230.0,Alioune Ndour,874.0,6.0,16.0,34.0,12.0,122.0,78.0,27.0,0.0168231899999996,11.0,9.0,2.0,0.0,0.0
18.0,Benfica,291652.0,Rodrigo Pinho,83.0,1.0,4.0,0.0,1.0,14.0,9.0,2.0,0.0282364999999999,1.0,2.0,1.0,1.0,0.0
18.0,Boavista,423602.0,Ilija Vukotic,887.0,20.0,8.0,71.0,5.0,316.0,234.0,7.0,0.0802730500000001,2.0,19.0,0.0,0.0,1.0
18.0,Estoril,342704.0,Leonardo Ruiz,876.0,7.0,3.0,49.0,22.0,246.0,173.0,31.0,0.08597331,3.0,6.0,2.0,3.0,2.0
18.0,Moreirense,392742.0,Pedro Amador,1204.0,67.0,31.0,128.0,10.0,526.0,340.0,27.0,2.22458006,14.0,26.0,1.0,16.0,4.0
18.0,Portimonense,308886.0,Fahd Moufi,2757.0,216.0,94.0,325.0,26.0,1462.0,1057.0,59.0,4.10150574,41.0,89.0,13.0,33.0,6.0
18.0,Porto,342701.0,Wilson Manafá,264.0,17.0,18.0,28.0,3.0,175.0,146.0,8.0,0.3542716699999998,9.0,9.0,0.0,4.0,1.0
18.0,Tondela,426885.0,Matías Lacava,14.0,1.0,1.0,6.0,0.0,12.0,11.0,0.0,-0.0101791000000001,0.0,2.0,0.0,0.0,0.0
18.0,Vizela,329668.0,Guo Tianyu,32.0,0.0,0.0,1.0,0.0,6.0,3.0,0.0,-0.0185413299999999,0.0,0.0,0.0,0.0,0.0
19.0,Arouca,347810.0,Or Dasa,54.0,3.0,6.0,4.0,1.0,28.0,25.0,1.0,0.00692003,0.0,2.0,0.0,0.0,0.0
19.0,Belenenses-SAD,400849.0,Chico Teixeira,538.0,19.0,18.0,46.0,5.0,211.0,153.0,10.0,1.4884774499999995,8.0,13.0,3.0,15.0,3.0
19.0,Braga,306786.0,Mario González,563.0,4.0,21.0,23.0,5.0,115.0,84.0,17.0,0.0305639699999999,4.0,7.0,8.0,2.0,2.0
19.0,Famalicao,400243.0,Dylan Batubinsika,1503.0,39.0,46.0,236.0,7.0,713.0,619.0,9.0,0.6877064399999997,4.0,30.0,0.0,2.0,1.0
19.0,Gil-Vicente,426998.0,Juan Calero,140.0,1.0,5.0,9.0,0.0,53.0,44.0,1.0,-0.0244180899999999,0.0,6.0,1.0,1.0,0.0
19.0,Moreirense,121484.0,Steven Vitória,1435.0,37.0,16.0,176.0,2.0,511.0,402.0,2.0,0.5720767699999996,1.0,25.0,1.0,1.0,1.0
19.0,Porto,104368.0,Chancel Mbemba,2785.0,122.0,78.0,293.0,7.0,1902.0,1719.0,10.0,1.98739199,19.0,116.0,4.0,3.0,1.0
19.0,Santa-Clara,401178.0,Júlio Romao,124.0,4.0,8.0,16.0,4.0,58.0,52.0,5.0,-0.03795436,1.0,3.0,0.0,0.0,1.0
19.0,Santa-Clara,401178.0,Júlio Romão,231.0,7.0,3.0,38.0,7.0,77.0,64.0,8.0,0.0452857299999995,1.0,8.0,0.0,0.0,0.0
19.0,Sporting,395850.0,Tiago Tomás,167.0,0.0,7.0,19.0,4.0,39.0,26.0,10.0,-0.0481687499999997,3.0,4.0,1.0,0.0,1.0
19.0,Tondela,394930.0,Tiago Almeida,1853.0,80.0,58.0,230.0,8.0,818.0,616.0,14.0,1.4290709399999997,12.0,42.0,4.0,10.0,2.0
19.0,Vitoria-de-Guimaraes,343090.0,Óscar Estupiñán,2187.0,6.0,37.0,70.0,12.0,325.0,207.0,30.0,-0.1518687900000004,9.0,16.0,14.0,4.0,1.0
19.0,Vizela,421844.0,Alex Méndez,1461.0,47.0,36.0,139.0,10.0,594.0,431.0,22.0,2.33938757,15.0,43.0,2.0,23.0,4.0
20.0,Arouca,243573.0,Pedro Moreira,1721.0,34.0,21.0,182.0,18.0,656.0,545.0,25.0,0.2705054200000001,7.0,36.0,2.0,5.0,1.0
20.0,Belenenses-SAD,423114.0,Rafa Santos,94.0,0.0,0.0,3.0,2.0,9.0,6.0,3.0,0.0213798199999999,0.0,0.0,0.0,0.0,0.0
20.0,Benfica,125476.0,João Mário,1738.0,118.0,117.0,176.0,19.0,1271.0,1086.0,35.0,6.00751512,62.0,115.0,4.0,60.0,11.0
20.0,Boavista,135635.0,Filipe Ferreira,1410.0,83.0,42.0,174.0,7.0,735.0,539.0,23.0,1.8333770200000008,12.0,49.0,0.0,11.0,3.0
20.0,Estoril,374830.0,Bruno Lourenço,1140.0,13.0,33.0,74.0,7.0,317.0,236.0,18.0,0.4334284699999999,9.0,18.0,2.0,3.0,3.0
20.0,Famalicao,383692.0,David Tavares,448.0,8.0,13.0,39.0,4.0,183.0,154.0,6.0,-0.0231917199999998,2.0,17.0,0.0,0.0,0.0
20.0,Gil-Vicente,422312.0,João Caiado,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,Pacos-de-Ferreira,423594.0,Luís Bastos,305.0,21.0,14.0,44.0,4.0,204.0,163.0,11.0,0.7875408199999998,5.0,11.0,0.0,7.0,0.0
20.0,Portimonense,381910.0,Luquinhas,544.0,26.0,32.0,51.0,3.0,288.0,213.0,7.0,1.51286857,17.0,34.0,2.0,13.0,1.0
20.0,Porto,384887.0,Vitinha,2257.0,149.0,192.0,299.0,48.0,1958.0,1708.0,67.0,6.835298939999999,62.0,220.0,9.0,59.0,15.0
20.0,Santa-Clara,342731.0,Óscar Barreto,350.0,11.0,16.0,47.0,4.0,117.0,78.0,9.0,0.7390608299999999,4.0,9.0,3.0,4.0,2.0
20.0,Tondela,141153.0,Sessi D'Almeida,214.0,3.0,3.0,31.0,3.0,65.0,56.0,4.0,-7.902000000019902e-05,1.0,4.0,0.0,0.0,0.0
20.0,Vitoria-de-Guimaraes,430413.0,Nélson da Luz,337.0,6.0,34.0,32.0,13.0,97.0,75.0,28.0,0.0530149099999999,16.0,3.0,6.0,3.0,0.0
20.0,Vizela,322742.0,Samu,2478.0,155.0,83.0,324.0,25.0,1221.0,884.0,51.0,5.81696883,38.0,122.0,6.0,51.0,3.0
21.0,Arouca,322648.0,Leandro Silva,2213.0,174.0,59.0,286.0,14.0,1236.0,902.0,20.0,5.947434120000001,15.0,171.0,0.0,47.0,5.0
21.0,Belenenses-SAD,292068.0,Cafu,1919.0,21.0,25.0,222.0,12.0,639.0,522.0,25.0,0.3518854699999996,5.0,18.0,1.0,3.0,3.0
21.0,Benfica,81928.0,Pizzi,319.0,19.0,14.0,20.0,1.0,242.0,188.0,4.0,1.59743459,4.0,17.0,3.0,12.0,3.0
21.0,Boavista,405113.0,Jackson Porozo,2160.0,33.0,18.0,299.0,8.0,996.0,841.0,12.0,0.3161155799999997,0.0,13.0,0.0,0.0,1.0
21.0,Braga,127130.0,Ricardo Horta,2795.0,129.0,81.0,224.0,14.0,1154.0,883.0,42.0,7.083345690000001,35.0,106.0,12.0,86.0,33.0
21.0,Estoril,333315.0,João Gamboa,2119.0,69.0,50.0,238.0,5.0,879.0,706.0,13.0,0.8303624399999994,9.0,78.0,1.0,6.0,1.0
21.0,Famalicao,395166.0,João Neto,63.0,1.0,2.0,6.0,3.0,15.0,10.0,4.0,-0.0052530099999999,1.0,0.0,0.0,0.0,0.0
21.0,Famalicao,401738.0,Ivan Dolcek,194.0,11.0,4.0,26.0,4.0,79.0,61.0,8.0,0.2995334699999997,3.0,5.0,0.0,3.0,0.0
21.0,Gil-Vicente,331609.0,Vitor Carvalho,2326.0,77.0,73.0,284.0,9.0,1248.0,1002.0,22.0,0.5669561299999997,21.0,108.0,1.0,7.0,2.0
21.0,Maritimo,381584.0,Jorge Sáenz,397.0,13.0,4.0,47.0,0.0,178.0,124.0,1.0,0.2372657299999999,0.0,4.0,0.0,1.0,0.0
21.0,Moreirense,380781.0,Filipe Soares,1008.0,26.0,45.0,108.0,14.0,381.0,296.0,27.0,0.59022697,16.0,45.0,2.0,6.0,1.0
21.0,Pacos-de-Ferreira,380688.0,Jorge Silva,405.0,37.0,13.0,49.0,6.0,213.0,119.0,11.0,1.92561172,11.0,21.0,0.0,15.0,2.0
21.0,Portimonense,342698.0,Pedro Sá,1111.0,35.0,6.0,141.0,0.0,475.0,392.0,5.0,0.0776097799999996,2.0,39.0,0.0,1.0,0.0
21.0,Santa-Clara,380616.0,Nené,1204.0,56.0,23.0,137.0,5.0,575.0,479.0,15.0,0.99478101,5.0,62.0,0.0,9.0,4.0
21.0,Sporting,135563.0,Paulinho,2379.0,38.0,58.0,132.0,14.0,624.0,464.0,25.0,0.6173000799999999,15.0,46.0,10.0,14.0,9.0
21.0,Tondela,116223.0,Iker Undabarrena,2077.0,110.0,35.0,253.0,12.0,1234.0,1052.0,17.0,1.4246331899999993,10.0,101.0,0.0,11.0,0.0
21.0,Vitoria-de-Guimaraes,425093.0,Geny Catamo,224.0,10.0,22.0,14.0,8.0,85.0,63.0,13.0,0.4904334499999997,10.0,9.0,3.0,5.0,4.0
22.0,Arouca,125452.0,Alan Ruiz,466.0,36.0,18.0,30.0,6.0,269.0,210.0,10.0,2.40759402,6.0,33.0,1.0,15.0,3.0
22.0,Arouca,136320.0,Gastón Campi,362.0,14.0,13.0,30.0,1.0,168.0,121.0,1.0,0.1632171999999999,0.0,10.0,0.0,0.0,0.0
22.0,Belenenses-SAD,423461.0,Henrique Pires,90.0,1.0,1.0,9.0,0.0,6.0,2.0,0.0,0.0351022099999999,0.0,1.0,0.0,0.0,0.0
22.0,Benfica,114323.0,Valentino Lazaro,1027.0,72.0,78.0,107.0,10.0,705.0,572.0,20.0,1.68255103,28.0,51.0,7.0,20.0,6.0
22.0,Boavista,400993.0,Nathan,2323.0,97.0,111.0,281.0,63.0,1051.0,821.0,112.0,0.9411676899999996,31.0,52.0,13.0,6.0,4.0
22.0,Braga,361961.0,Chiquinho,201.0,7.0,16.0,15.0,5.0,83.0,70.0,9.0,0.0178840499999999,4.0,10.0,0.0,1.0,1.0
