id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2495700479.0,2.0,0.0,0.0,121,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Vitoria de Guimaraes,Rio Ave,
2495700485.0,2.0,0.0,0.0,107,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Vitoria de Guimaraes,Rio Ave,
2495751071.0,893.0,0.0,0.0,107,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Vitoria de Guimaraes,Rio Ave,
2495751079.0,780.0,0.0,0.0,121,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Vitoria de Guimaraes,Rio Ave,
2495664185.0,1.0,0.0,0.0,107,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'CaptainPlayerId', 'TeamFormation', 'JerseyNumber', 'TeamPlayerFormation', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,Vitoria de Guimaraes,Rio Ave,
2495665065.0,1.0,0.0,0.0,121,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'PlayerPosition', 'TeamPlayerFormation', 'InvolvedPlayers', 'CaptainPlayerId', 'TeamFormation']",[],False,,,,,,,,,,,,,,,Vitoria de Guimaraes,Rio Ave,
2495700521.0,3.0,0.0,0.0,121,52.29,33.932,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'Length', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,342704.0,45.36000000000001,32.708000000000006,,,,,,,,,,,False,Vitoria de Guimaraes,Rio Ave,0.0
2495700535.0,4.0,0.0,3.0,121,45.36000000000001,32.708000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'Angle', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,83798.0,34.545,23.323999999999998,,,,,,,,,,,False,Vitoria de Guimaraes,Rio Ave,-0.003741359999999999
2495700547.0,5.0,0.0,5.0,121,34.545,23.46,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'PassEndX', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,444575.0,25.830000000000002,36.448,,,,,,,,,,,False,Vitoria de Guimaraes,Rio Ave,-0.0009391300000000016
2495700591.0,6.0,0.0,8.0,121,26.355000000000004,40.120000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'PassEndX', 'Angle', 'Zone', 'Chipped', 'PassEndY', 'Length']","[91, 119, 117, 124, 127, 36, 37, 216, 218]",True,125953.0,59.43000000000001,58.61600000000001,,,,,,,,,,,True,Vitoria de Guimaraes,Rio Ave,0.004794370000000001
2495700597.0,7.0,0.0,9.0,121,60.69,60.11200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[197, 199]",False,243572.0,,,,,,,,,,,,,,Vitoria de Guimaraes,Rio Ave,
2495700579.0,3.0,0.0,9.0,107,44.31,7.888,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[198, 200]",False,431674.0,,,,,,,,,,,2.0,Miguel Maga,,Vitoria de Guimaraes,Rio Ave,
2495700603.0,8.0,0.0,10.0,121,59.43000000000001,58.61600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,243572.0,,,,,,,,,,,,,,Vitoria de Guimaraes,Rio Ave,
2495700721.0,5.0,0.0,17.0,107,36.96000000000001,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'ThrowIn', 'Longball', 'Length', 'PassEndY', 'Angle']","[91, 212, 35, 37, 215]",True,431674.0,5.88,21.352,,,,,,,,,2.0,Miguel Maga,False,Vitoria de Guimaraes,Rio Ave,-0.002382770000000001
2495700767.0,6.0,0.0,21.0,107,5.88,21.352,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,107158.0,9.975,52.156000000000006,,,,,,,,,14.0,Bruno Varela,False,Vitoria de Guimaraes,Rio Ave,-0.0013791799999999998
