id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2533208349.0,2.0,0.0,0.0,935,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Vitoria de Guimaraes,
2533208333.0,2.0,0.0,0.0,107,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Vitoria de Guimaraes,
2533287207.0,741.0,0.0,0.0,935,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Vitoria de Guimaraes,
2533287213.0,909.0,0.0,0.0,107,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Vitoria de Guimaraes,
2533182821.0,1.0,0.0,0.0,107,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'TeamPlayerFormation', 'InvolvedPlayers', 'JerseyNumber', 'PlayerPosition', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Famalicao,Vitoria de Guimaraes,
2533183289.0,1.0,0.0,0.0,935,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'PlayerPosition', 'TeamPlayerFormation', 'JerseyNumber', 'InvolvedPlayers', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Famalicao,Vitoria de Guimaraes,
2533208437.0,3.0,0.0,0.0,107,52.395,33.932,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndY', 'PassEndX', 'Length', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,70967.0,36.54,36.108000000000004,,,,,,,,,,21.0,André André,False,Famalicao,Vitoria de Guimaraes,-0.002219519999999999
,,0.0,0.0,107,36.54,36.108000000000004,,,Carry,,,,,437999.0,36.855000000000004,33.11600000000001,,,,,,,,,,80.0,Dani Silva,False,Famalicao,Vitoria de Guimaraes,0.0
2533208547.0,4.0,0.0,3.0,107,36.855000000000004,33.11600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Length', 'PassEndX', 'Longball', 'Chipped', 'StandingSave', 'Zone', 'Angle']","[91, 120, 124, 128, 36, 38, 217, 218]",True,437999.0,97.33500000000001,18.156000000000002,,,,,,,,,,80.0,Dani Silva,True,Famalicao,Vitoria de Guimaraes,
2533208557.0,3.0,0.0,7.0,935,4.515,48.416000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,['StandingSave'],[93],False,400826.0,,,,,,,,,,,,,,,Famalicao,Vitoria de Guimaraes,
2533208767.0,4.0,0.0,9.0,935,7.7700000000000005,42.908,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Zone', 'KeeperThrow', 'Angle', 'PassEndY', 'PassEndX']","[91, 36, 38, 215, 218]",True,400826.0,9.555,24.344,,,,,,,,,,,,False,Famalicao,Vitoria de Guimaraes,0.0
2533208847.0,5.0,0.0,15.0,935,23.31,20.468000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'StandingSave', 'Angle', 'Zone', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,380619.0,26.985,35.292,,,,,,,,,,,,False,Famalicao,Vitoria de Guimaraes,0.00015244999999999842
2533208891.0,6.0,0.0,20.0,935,29.294999999999998,38.148,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'StandingSave', 'PassEndX', 'Length']","[91, 117, 30, 36, 38, 215, 218]",True,298175.0,30.555000000000003,29.240000000000002,,,,,,,,,,,,False,Famalicao,Vitoria de Guimaraes,0.0
2533208957.0,7.0,0.0,22.0,935,30.765,30.464,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Length', 'Angle', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,330832.0,26.040000000000003,52.7,,,,,,,,,,,,False,Famalicao,Vitoria de Guimaraes,-0.001899940000000001
2533209117.0,8.0,0.0,25.0,935,27.195,51.68000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'StandingSave', 'PassEndX', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,402207.0,21.525000000000002,27.200000000000003,,,,,,,,,,,,False,Famalicao,Vitoria de Guimaraes,-0.00042940999999999986
2533209187.0,9.0,0.0,30.0,935,26.355000000000004,24.548000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'Length', 'Zone', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,380619.0,30.765,51.61200000000001,,,,,,,,,,,,False,Famalicao,Vitoria de Guimaraes,-0.0005097200000000017
2533209221.0,10.0,0.0,33.0,935,32.025,53.17600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'Angle', 'StandingSave', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,402207.0,36.015,66.436,,,,,,,,,,,,False,Famalicao,Vitoria de Guimaraes,-0.0008183099999999992
2533209275.0,11.0,0.0,36.0,935,36.015,66.436,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'PassEndX', 'PassEndY', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,401060.0,22.47,56.03200000000001,,,,,,,,,,,,False,Famalicao,Vitoria de Guimaraes,-0.0018388500000000012
