name,minutes,playerId,team
Antunes,1508,23621.0,Pacos-de-Ferreira
André Ferreira,1620,364187.0,Pacos-de-Ferreira
Stephen Eustáquio,1387,351744.0,Pacos-de-Ferreira
Denilson,1057,131384.0,Pacos-de-Ferreira
Rui Pires,381,422245.0,Pacos-de-Ferreira
Juan Delgado,866,110341.0,Pacos-de-Ferreira
Fernando Fonseca,935,275110.0,Pacos-de-Ferreira
Hélder Ferreira,832,343089.0,Pacos-de-Ferreira
Uilton,819,380685.0,Pacos-de-Ferreira
Marco Baixinho,925,322640.0,Pacos-de-Ferreira
Nuno Lima,270,423078.0,Pacos-de-Ferreira
Lucas Silva,1194,373655.0,Pacos-de-Ferreira
Mohamed Diaby,130,380683.0,Pacos-de-Ferreira
Luís Bastos,74,423594.0,Pacos-de-Ferreira
Matchoi Djaló,120,380686.0,Pacos-de-Ferreira
Flávio Ramos,785,322859.0,Pacos-de-Ferreira
Luiz Carlos,1383,121675.0,Pacos-de-Ferreira
Nuno Santos,1166,384889.0,Pacos-de-Ferreira
João Pedro,413,381795.0,Pacos-de-Ferreira
Douglas Tanque,143,137121.0,Pacos-de-Ferreira
Maracás,1260,380682.0,Pacos-de-Ferreira
Jorge Silva,405,380688.0,Pacos-de-Ferreira
Abbas Ibrahim,147,401257.0,Pacos-de-Ferreira
