id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2378142441.0,145.0,16.0,786.0,121675.0,57.96000000000002,28.152000000000005,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'LayOff', 'StandingSave', 'PassEndY', 'Length', 'Angle', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,44.0,47.25,15.436,,,,,,,,,22.0,Luiz Carlos,False,Estoril,Pacos de Ferreira,-0.003049879999999998
,,16.0,,423078.0,47.25,15.436,,,Carry,,,,,44.0,47.46000000000002,19.176000000000002,,,,,,,,,3.0,Nuno Lima,False,Estoril,Pacos de Ferreira,0.0004458799999999992
2378142443.0,146.0,16.0,786.0,423078.0,47.46000000000002,19.176000000000002,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'StandingSave', 'PassEndX', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,48.0,36.64500000000001,39.57600000000001,,,,,,,,,3.0,Nuno Lima,False,Estoril,Pacos de Ferreira,-0.0016648199999999991
,,16.0,,322640.0,36.64500000000001,39.57600000000001,,,Carry,,,,,48.0,36.435,36.856,,,,,,,,,2.0,Marco Baixinho,False,Estoril,Pacos de Ferreira,0.0
2378142453.0,147.0,16.0,786.0,322640.0,36.435,36.856,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'Zone', 'Angle', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,52.0,35.49,14.416000000000002,,,,,,,,,2.0,Marco Baixinho,False,Estoril,Pacos de Ferreira,-0.00203156
,,16.0,,423078.0,35.49,14.416000000000002,,,Carry,,,,,52.0,34.545,9.860000000000001,,,,,,,,,3.0,Nuno Lima,False,Estoril,Pacos de Ferreira,0.0
2378142459.0,148.0,16.0,786.0,423078.0,34.545,9.860000000000001,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndY', 'PassEndX', 'Length', 'Zone', 'StandingSave']","[91, 120, 29, 36, 37, 216, 218]",True,54.0,55.02,12.376000000000001,,,,,,,,,3.0,Nuno Lima,True,Estoril,Pacos de Ferreira,0.0055232300000000005
2378142463.0,122.0,16.0,2188.0,333315.0,53.655,53.516000000000005,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[91, 101, 56]",True,56.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378142467.0,123.0,16.0,2188.0,421892.0,59.115,50.79600000000001,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,58.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378142469.0,124.0,16.0,2188.0,421892.0,59.115,50.79600000000001,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'PassEndY', 'Angle', 'Zone']","[91, 119, 117, 30, 35, 38, 216, 218]",True,58.0,57.96000000000002,45.90000000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0
2378142471.0,125.0,17.0,2188.0,421893.0,61.95,52.564,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'StandingSave', 'PassEndY', 'Zone', 'Angle']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,1.0,71.40000000000002,62.83200000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0025178200000000005
2378142477.0,126.0,17.0,2188.0,105928.0,78.015,63.376000000000005,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Angle', 'Longball', 'Cross', 'PassEndX', 'Chipped', 'LeftFoot', 'Zone', 'Length']","[91, 119, 138, 124, 125, 36, 38, 217, 218]",True,5.0,97.755,27.812000000000005,,,,,,,,,,,True,Estoril,Pacos de Ferreira,0.23623233
2378142481.0,150.0,17.0,786.0,23621.0,4.41,34.408,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndX', 'Head', 'Length', 'Angle', 'StandingSave', 'PassEndY', 'Zone']","[91, 94, 95, 57, 215]",True,8.0,12.075,58.14000000000001,,,,,,,,,5.0,Antunes,,Estoril,Pacos de Ferreira,
2378142479.0,127.0,17.0,2188.0,329403.0,97.65,27.676000000000005,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'Angle', 'Length', 'PassEndX', 'PassEndY', 'Zone']","[91, 120, 29, 139, 36, 37, 217, 218]",True,8.0,99.435,35.70000000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0
2378142485.0,128.0,17.0,2188.0,329403.0,100.59,10.744000000000002,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'PassEndX', 'StandingSave', 'Length']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,17.0,89.355,4.964,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.011626489999999996
2378142487.0,129.0,17.0,2188.0,421891.0,89.46000000000001,5.032000000000001,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'ShotAssist', 'Cross', 'Angle', 'Zone', 'RightFoot', 'StandingSave', 'PassEndX', 'IntentionalAssist', 'Length', 'KeyPass']","[91, 119, 123, 137, 125, 40, 41, 36, 37, 217, 218]",True,18.0,93.24,31.89200000000001,,,,,,,,,,,True,Estoril,Pacos de Ferreira,0.0732003
2378142497.0,130.0,17.0,2188.0,421893.0,93.24,31.892000000000003,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['RegularPlay', 'GoalMouthZ', 'RelatedEventId', 'LowLeft', 'RightFoot', 'IntentionalAssist', 'BoxCentre', 'StandingSave', 'BlockedY', 'OppositeRelatedEvent', 'Blocked', 'Zone', 'GoalMouthY', 'BlockedX', 'Assisted', 'KeyPass']","[91, 123, 10, 1, 3, 11, 12, 40, 46]",True,19.0,,,92.9,49.5,19.0,53.9,True,129.0,421891.0,,,,,Estoril,Pacos de Ferreira,
2378497837.0,702.0,17.0,2188.0,374830.0,97.02,31.552,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,20.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378142525.0,137.0,17.0,2188.0,374830.0,95.025,32.096000000000004,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['Assisted', 'StandingSave', 'OppositeRelatedEvent', 'Zone', 'BlockedX', 'GoalMouthZ', 'BoxCentre', 'LowCentre', 'RelatedEventId', 'BlockedY', 'LeftFoot', 'GoalMouthY', 'RegularPlay']","[91, 9, 10, 1, 3, 13]",True,20.0,,,98.1,49.1,3.2,48.9,True,130.0,421893.0,,,,,Estoril,Pacos de Ferreira,
2378142489.0,151.0,17.0,786.0,364187.0,2.1,35.428000000000004,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['Zone', 'Hands', 'ParriedSafe', 'DivingSave', 'OppositeRelatedEvent', 'KeeperSaveInTheBox']","[91, 109, 113, 112, 83, 77, 79, 81]",True,20.0,,,,,,,,,,,13.0,André Ferreira,,Estoril,Pacos de Ferreira,
2378142495.0,152.0,17.0,786.0,364187.0,2.1,35.428000000000004,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,[],[93],False,21.0,,,,,,,,,,,13.0,André Ferreira,,Estoril,Pacos de Ferreira,
2378142499.0,153.0,17.0,786.0,364187.0,14.805,41.004,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Longball', 'Length', 'PassEndY', 'Zone', 'Angle']","[91, 120, 128, 36, 37, 216, 218]",True,43.0,68.985,58.34400000000002,,,,,,,,,13.0,André Ferreira,True,Estoril,Pacos de Ferreira,0.00787625
2378142501.0,131.0,17.0,2188.0,356232.0,39.585000000000015,11.152,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'HeadPass', 'PassEndX', 'Length']","[91, 117, 30, 139, 36, 37, 216, 218]",True,43.0,48.825,14.484000000000002,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0016982100000000003
2378142503.0,132.0,17.0,2188.0,333315.0,49.455000000000005,13.872,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,45.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378142505.0,133.0,17.0,2188.0,333315.0,49.45500000000001,12.172000000000004,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'PassEndY', 'Length', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,46.0,48.825,6.188000000000002,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0013619600000000006
2378142507.0,134.0,17.0,2188.0,421891.0,47.145,6.256000000000002,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'StandingSave', 'Angle', 'PassEndY']","[91, 117, 30, 35, 37, 216, 218]",True,48.0,35.910000000000004,9.724000000000002,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0018885399999999993
2378142509.0,135.0,17.0,2188.0,356232.0,43.26000000000001,6.460000000000003,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Chipped', 'PassEndX', 'PassEndY', 'Angle', 'Length', 'Zone', 'StandingSave']","[91, 120, 29, 124, 36, 37, 216, 218]",True,51.0,62.475,14.484000000000002,,,,,,,,,,,True,Estoril,Pacos de Ferreira,0.007440799999999999
2378142511.0,154.0,17.0,786.0,322640.0,38.43,56.44000000000001,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'Length', 'PassEndX']","[91, 117, 30, 36, 38, 216, 218]",True,53.0,47.88,51.61200000000001,,,,,,,,,2.0,Marco Baixinho,False,Estoril,Pacos de Ferreira,0.0016982100000000003
2378142513.0,155.0,17.0,786.0,121675.0,47.565,52.768,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,54.0,,,,,,,,,,,22.0,Luiz Carlos,,Estoril,Pacos de Ferreira,
,,17.0,,121675.0,47.565,52.76800000000002,,,Carry,,,,,54.0,49.45500000000001,51.68000000000002,,,,,,,,,22.0,Luiz Carlos,False,Estoril,Pacos de Ferreira,0.0
2378142515.0,156.0,17.0,786.0,121675.0,49.455000000000005,51.68000000000001,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'Foul', 'OppositeRelatedEvent', 'Zone']","[91, 63]",True,55.0,,,,,,,,,,,22.0,Luiz Carlos,,Estoril,Pacos de Ferreira,
2378142521.0,136.0,17.0,2188.0,421892.0,55.545,16.32,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Defensive', 'StandingSave', 'OppositeRelatedEvent', 'Zone', 'Foul']",[64],False,55.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378142529.0,157.0,18.0,786.0,422245.0,48.089999999999996,46.376000000000005,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Angle', 'StandingSave', 'FreekickTaken', 'Length', 'PassEndX']","[91, 117, 30, 132, 35, 38, 216, 218]",True,4.0,35.910000000000004,40.596,,,,,,,,,26.0,Rui Pires,False,Estoril,Pacos de Ferreira,-0.0029675199999999995
2378142533.0,158.0,18.0,786.0,322640.0,35.910000000000004,40.596,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'StandingSave', 'Length', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,5.0,33.18,25.568,,,,,,,,,2.0,Marco Baixinho,False,Estoril,Pacos de Ferreira,0.0
2378142535.0,159.0,18.0,786.0,423078.0,34.335000000000015,25.772000000000002,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'Zone', 'PassEndX', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,8.0,31.60500000000001,44.132000000000005,,,,,,,,,3.0,Nuno Lima,False,Estoril,Pacos de Ferreira,-0.0002191399999999996
,,18.0,,322640.0,31.60500000000001,44.132000000000005,,,Carry,,,,,8.0,39.9,54.74,,,,,,,,,2.0,Marco Baixinho,False,Estoril,Pacos de Ferreira,0.0010425699999999996
2378142539.0,160.0,18.0,786.0,322640.0,39.9,54.74,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'Zone', 'StandingSave', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,12.0,40.635000000000005,65.96000000000001,,,,,,,,,2.0,Marco Baixinho,False,Estoril,Pacos de Ferreira,-0.0008845199999999998
2378142547.0,161.0,18.0,786.0,23621.0,40.845,64.60000000000001,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'Length', 'PassEndX', 'PassEndY', 'Zone', 'Angle', 'StandingSave']","[91, 117, 127, 35, 38, 215, 218]",True,14.0,12.075000000000001,40.528000000000006,,,,,,,,,5.0,Antunes,False,Estoril,Pacos de Ferreira,-0.0004354500000000004
,,18.0,,364187.0,12.075000000000001,40.528000000000006,,,Carry,,,,,14.0,16.17,38.352000000000004,,,,,,,,,13.0,André Ferreira,False,Estoril,Pacos de Ferreira,0.0
2378142551.0,162.0,18.0,786.0,364187.0,16.17,38.352000000000004,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Angle', 'StandingSave', 'Length', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,20.0,22.995,49.980000000000004,,,,,,,,,13.0,André Ferreira,False,Estoril,Pacos de Ferreira,-0.0008141799999999994
,,18.0,,322640.0,22.995,49.980000000000004,,,Carry,,,,,20.0,27.93000000000001,47.32800000000002,,,,,,,,,2.0,Marco Baixinho,False,Estoril,Pacos de Ferreira,0.00109158
2378142555.0,163.0,18.0,786.0,322640.0,27.93000000000001,47.32800000000002,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'Length', 'Angle', 'StandingSave']","[91, 117, 30, 36, 37, 216, 218]",True,24.0,49.875,52.836000000000006,,,,,,,,,2.0,Marco Baixinho,False,Estoril,Pacos de Ferreira,0.00274078
2378142557.0,164.0,18.0,786.0,384889.0,49.875,52.836000000000006,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Length', 'StandingSave', 'PassEndY', 'Zone', 'Angle']","[91, 120, 29, 36, 38, 217, 218]",True,25.0,77.80499999999999,41.004,,,,,,,,,77.0,Nuno Santos,True,Estoril,Pacos de Ferreira,0.010006089999999999
2378142559.0,138.0,18.0,2188.0,333315.0,24.15,25.364,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,28.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378142561.0,139.0,18.0,2188.0,333315.0,24.150000000000002,25.364000000000008,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'Zone', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,28.0,8.295,31.48400000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0006024800000000007
2378142563.0,140.0,18.0,2188.0,331191.0,7.875,31.552,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'PassEndX', 'StandingSave', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,32.0,13.020000000000001,44.336000000000006,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0003668899999999999
2378142565.0,141.0,18.0,2188.0,421890.0,13.020000000000001,44.336000000000006,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'StandingSave', 'PassEndY', 'Length', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,34.0,23.52,62.15200000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0013289100000000009
2378142567.0,142.0,18.0,2188.0,105928.0,38.43,57.18800000000002,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'Longball', 'PassEndX', 'StandingSave', 'Length', 'Chipped']","[91, 117, 124, 127, 36, 38, 216, 218]",True,41.0,51.87,14.688000000000002,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0016982100000000003
2378142569.0,143.0,18.0,2188.0,421891.0,75.91500000000002,15.708000000000002,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'StandingSave', 'Length', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,48.0,82.84500000000004,6.868000000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0035479100000000013
2378142571.0,144.0,18.0,2188.0,329403.0,82.425,16.524,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'Angle', 'Zone', 'PassEndY']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,54.0,79.27500000000002,25.84000000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.005580540000000002
2378142573.0,145.0,18.0,2188.0,421892.0,79.27500000000002,25.84000000000001,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'Chipped', 'StandingSave', 'PassEndX', 'Length']","[91, 119, 117, 30, 124, 205, 36, 38, 217, 218]",True,55.0,91.03500000000001,25.432000000000002,,,,,,,,,,,True,Estoril,Pacos de Ferreira,0.019798120000000002
2378142575.0,146.0,18.0,2188.0,329403.0,96.28500000000001,26.928000000000008,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'Angle', 'HeadPass', 'Length', 'PassEndX']","[91, 120, 29, 139, 36, 37, 217, 218]",True,56.0,99.015,37.128,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0
2378142577.0,165.0,18.0,786.0,364187.0,4.41,34.136,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,['StandingSave'],[93],False,58.0,,,,,,,,,,,13.0,André Ferreira,,Estoril,Pacos de Ferreira,
2378142589.0,166.0,19.0,786.0,364187.0,11.445,33.864,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Longball', 'PassEndX', 'Zone', 'Angle', 'PassEndY']","[91, 118, 120, 128, 36, 37, 216, 218]",True,19.0,47.355000000000004,50.18400000000002,,,,,,,,,13.0,André Ferreira,True,Estoril,Pacos de Ferreira,0.0034640599999999997
2378142591.0,147.0,19.0,2188.0,421893.0,56.595,17.952,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,20.0,,,,,,,,,,,,,,Estoril,Pacos de Ferreira,
2378142599.0,148.0,19.0,2188.0,421893.0,53.76000000000001,17.544,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'Length', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,21.0,35.07,14.280000000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.006261059999999999
2378142601.0,149.0,19.0,2188.0,421891.0,31.60500000000001,13.668000000000005,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'Length', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,23.0,9.975,29.716000000000005,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0011843400000000007
2378142603.0,150.0,19.0,2188.0,331191.0,11.97,33.388000000000005,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'Zone', 'Length', 'PassEndX', 'PassEndY', 'StandingSave', 'Angle']","[91, 117, 127, 36, 37, 215, 218]",True,27.0,26.145,64.66800000000002,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.002378680000000001
2378142605.0,151.0,19.0,2188.0,105928.0,26.25,64.66800000000002,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'StandingSave', 'Zone', 'PassEndY', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,32.0,23.94,55.62400000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0009752800000000002
2378142607.0,152.0,19.0,2188.0,421890.0,36.330000000000005,51.61200000000001,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'StandingSave', 'PassEndY', 'Zone', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,39.0,43.050000000000004,67.66000000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0008845199999999998
2378142609.0,153.0,19.0,2188.0,105928.0,43.365,67.524,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'PassEndY', 'StandingSave', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,41.0,50.295,65.48400000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0012207699999999995
2378142611.0,154.0,19.0,2188.0,374830.0,50.295,65.48400000000001,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'Length', 'PassEndY', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,42.0,42.73500000000002,61.336000000000006,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0012207699999999995
2378142613.0,155.0,19.0,2188.0,105928.0,39.9,60.24800000000002,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'StandingSave', 'Length', 'Angle', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,44.0,28.77,57.868000000000016,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0006677699999999998
2378142615.0,156.0,19.0,2188.0,421890.0,28.875,54.33200000000001,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'PassEndX', 'Angle', 'Zone', 'Length']","[91, 117, 30, 36, 38, 215, 218]",True,46.0,32.13000000000001,30.328000000000003,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0007288599999999996
2378142621.0,157.0,19.0,2188.0,356232.0,45.99,21.080000000000002,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'PassEndY', 'Zone', 'Angle']","[91, 119, 117, 30, 36, 37, 216, 218]",True,51.0,59.325,25.16,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0025646799999999997
2378142623.0,158.0,19.0,2188.0,69742.0,56.80500000000002,22.1,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Length', 'PassEndY', 'Zone', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,53.0,46.095,18.836000000000002,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0025646799999999997
2378142625.0,159.0,19.0,2188.0,356232.0,47.565,22.1,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,59.0,46.725,39.98400000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0005547
2378142627.0,160.0,20.0,2188.0,421890.0,48.195,42.77200000000002,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'StandingSave', 'PassEndY', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,3.0,48.089999999999996,25.976000000000003,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0005547
2378142631.0,161.0,20.0,2188.0,356232.0,59.01000000000001,18.428,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'Zone', 'StandingSave', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,8.0,69.92999999999999,3.196,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0005946400000000004
2378142633.0,162.0,20.0,2188.0,421891.0,68.25,7.888,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'Zone', 'StandingSave', 'Angle']","[91, 119, 117, 30, 35, 37, 216, 218]",True,12.0,62.05500000000002,17.34,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0019007200000000016
2378142639.0,163.0,20.0,2188.0,333315.0,61.53,17.408,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Angle', 'StandingSave', 'Length', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,14.0,51.345,11.56,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.003010559999999999
2378142641.0,164.0,20.0,2188.0,356232.0,59.22,14.212000000000005,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'PassEndX', 'StandingSave', 'Length']","[91, 119, 117, 30, 36, 38, 216, 218]",True,19.0,69.72000000000001,12.58,,,,,,,,,,,False,Estoril,Pacos de Ferreira,0.0025853399999999985
2378142643.0,165.0,20.0,2188.0,421892.0,70.03500000000001,12.24,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'Angle', 'Zone', 'PassEndY']","[91, 119, 117, 30, 35, 38, 216, 218]",True,20.0,69.72000000000001,5.168000000000001,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0012528699999999997
2378142649.0,166.0,20.0,2188.0,421891.0,75.075,7.004000000000001,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'PassEndY', 'Zone', 'Angle']","[91, 119, 117, 30, 35, 37, 216, 218]",True,23.0,69.405,11.968000000000002,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0025178200000000005
2378142651.0,167.0,20.0,2188.0,421892.0,61.425000000000004,20.876,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'StandingSave', 'Angle', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,26.0,47.775,25.976000000000003,,,,,,,,,,,False,Estoril,Pacos de Ferreira,-0.0020099799999999998
