id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isOwnGoal,isGoal,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2379355985.0,28.0,3.0,9.0,786.0,66.15,63.03600000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,384889.0,,,,,,,,,,,,,77.0,Nuno Santos,,Pacos de Ferreira,Portimonense,
2379355991.0,29.0,3.0,9.0,786.0,66.78,62.83200000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,384889.0,,,,,,,,,,,,,77.0,Nuno Santos,,Pacos de Ferreira,Portimonense,
2379356007.0,40.0,3.0,11.0,1463.0,37.38,6.188000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,360107.0,,,,,,,,,,,,,,,,Pacos de Ferreira,Portimonense,
2379356031.0,41.0,3.0,11.0,1463.0,37.17,7.956000000000002,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'StandingSave', 'PassEndX', 'PassEndY', 'Zone']","[91, 118, 120, 29, 36, 37, 216, 218]",True,360107.0,45.78,20.4,,,,,,,,,,,,,False,Pacos de Ferreira,Portimonense,0.0030286099999999993
2379356055.0,30.0,3.0,13.0,786.0,61.11000000000001,48.21200000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,422245.0,,,,,,,,,,,,,26.0,Rui Pires,,Pacos de Ferreira,Portimonense,
2379356083.0,31.0,3.0,13.0,786.0,61.11000000000002,48.21200000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle']","[91, 119, 117, 30, 36, 38, 216, 218]",True,422245.0,67.095,31.89200000000001,,,,,,,,,,,26.0,Rui Pires,False,Pacos de Ferreira,Portimonense,0.0031147400000000013
2379356137.0,32.0,3.0,16.0,786.0,66.88500000000002,30.668000000000003,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'StandingSave', 'Zone', 'Length', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,121675.0,82.215,24.276000000000003,,,,,,,,,,,22.0,Luiz Carlos,True,Pacos de Ferreira,Portimonense,0.00858132
,,3.0,16.0,,82.215,24.276000000000003,,,Carry,,,,,373655.0,74.865,26.112000000000002,,,,,,,,,,,23.0,Lucas Silva,False,Pacos de Ferreira,Portimonense,-0.004700530000000001
2380170793.0,749.0,3.0,19.0,786.0,74.865,26.112,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent', 'StandingSave']","[91, 54]",True,373655.0,,,,,,,,,,,,,23.0,Lucas Silva,,Pacos de Ferreira,Portimonense,
2380170795.0,755.0,3.0,19.0,1463.0,30.135,41.888000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone']",[55],False,342697.0,,,,,,,,,,,,,,,,Pacos de Ferreira,Portimonense,
2379356213.0,34.0,3.0,20.0,786.0,80.955,17.544,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'StandingSave', 'Zone', 'PassEndY']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,373655.0,81.90000000000002,2.72,,,,,,,,,,,23.0,Lucas Silva,False,Pacos de Ferreira,Portimonense,-0.0009889000000000009
2379356235.0,35.0,3.0,23.0,786.0,81.90000000000002,2.72,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle', 'StandingSave']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,110341.0,77.385,20.808000000000003,,,,,,,,,,,15.0,Juan Delgado,False,Pacos de Ferreira,Portimonense,-0.0034407200000000013
