id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isOwnGoal,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2545473395.0,2.0,0.0,0.0,296,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Pacos de Ferreira,Sporting,
2545473407.0,2.0,0.0,0.0,786,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Pacos de Ferreira,Sporting,
2545522889.0,1026.0,0.0,0.0,296,0.0,0.0,4.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Pacos de Ferreira,Sporting,
2545522955.0,711.0,0.0,0.0,786,0.0,0.0,4.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Pacos de Ferreira,Sporting,
2545442133.0,1.0,0.0,0.0,296,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'CaptainPlayerId', 'InvolvedPlayers', 'JerseyNumber', 'TeamFormation', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,,Pacos de Ferreira,Sporting,
2545442439.0,1.0,0.0,0.0,786,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'JerseyNumber', 'InvolvedPlayers', 'PlayerPosition', 'TeamFormation', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,,Pacos de Ferreira,Sporting,
2545473427.0,3.0,0.0,0.0,296,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Angle', 'Zone', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,409279.0,42.839999999999996,30.464,,,,,,,,,,,,,False,Pacos de Ferreira,Sporting,-0.004268819999999998
2545473503.0,4.0,0.0,1.0,296,42.945,29.716000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'StandingSave', 'Angle', 'Zone', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,408962.0,36.015,12.988000000000001,,,,,,,,,,,,,False,Pacos de Ferreira,Sporting,-0.0004792700000000004
2545473511.0,5.0,0.0,5.0,296,34.230000000000004,14.008000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Angle', 'Zone', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,125211.0,23.415000000000003,22.644,,,,,,,,,,,,,False,Pacos de Ferreira,Sporting,-0.0005818599999999983
2545473523.0,6.0,0.0,7.0,296,23.52,22.644,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'StandingSave', 'PassEndY', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,443663.0,24.885,37.468,,,,,,,,,,,,,False,Pacos de Ferreira,Sporting,0.00015244999999999842
2545473555.0,7.0,0.0,10.0,296,25.830000000000002,38.284,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'StandingSave', 'PassEndY', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,71268.0,26.775000000000002,53.788,,,,,,,,,,,,,False,Pacos de Ferreira,Sporting,-0.0007416699999999998
2545473561.0,8.0,0.0,14.0,296,30.240000000000002,53.720000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'PassEndX', 'PassEndY', 'StandingSave']","[91, 117, 30, 36, 38, 216, 218]",True,395992.0,40.845,48.144,,,,,,,,,,,,,False,Pacos de Ferreira,Sporting,0.002096840000000001
2545473593.0,9.0,0.0,15.0,296,41.055,48.144,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 117, 30, 36, 37, 216, 218]",True,409279.0,46.830000000000005,63.85200000000001,,,,,,,,,,,,,False,Pacos de Ferreira,Sporting,-0.0002082999999999998
2545473605.0,10.0,0.0,17.0,296,46.830000000000005,63.784000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndX', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,344378.0,37.905,56.57600000000001,,,,,,,,,,,,,False,Pacos de Ferreira,Sporting,-0.00033624999999999974
2545473625.0,11.0,0.0,20.0,296,38.010000000000005,56.57600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndY', 'PassEndX', 'Angle', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,395992.0,35.595,35.02,,,,,,,,,,,,,False,Pacos de Ferreira,Sporting,-0.00082343
2545473639.0,12.0,0.0,24.0,296,35.7,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'StandingSave', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,71268.0,33.915,23.323999999999998,,,,,,,,,,,,,False,Pacos de Ferreira,Sporting,-0.00152184
