id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isGoal,isShot,cardType,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2461104007.0,2.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Pacos de Ferreira,
2461103961.0,2.0,0.0,0.0,786,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Pacos de Ferreira,
2461285035.0,717.0,0.0,0.0,251,0.0,0.0,11.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Pacos de Ferreira,
2461285075.0,840.0,0.0,0.0,786,0.0,0.0,11.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Santa Clara,Pacos de Ferreira,
2461023309.0,1.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'PlayerPosition', 'TeamPlayerFormation', 'InvolvedPlayers', 'TeamFormation', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Santa Clara,Pacos de Ferreira,
2461025051.0,1.0,0.0,0.0,786,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'CaptainPlayerId', 'JerseyNumber', 'TeamFormation', 'PlayerPosition', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Santa Clara,Pacos de Ferreira,
2461104039.0,3.0,0.0,1.0,786,52.815,34.136,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'Length', 'PassEndY']","[91, 117, 30, 35, 37, 216, 218]",True,427566.0,42.21000000000001,41.004,,,,,,,,,,17.0,Adrián Butzke,False,Santa Clara,Pacos de Ferreira,-0.004268819999999998
2461104079.0,4.0,0.0,2.0,786,42.21000000000001,41.004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'Angle', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,422245.0,30.345,18.224,,,,,,,,,,26.0,Rui Pires,False,Santa Clara,Pacos de Ferreira,-0.00152184
2461104205.0,5.0,0.0,3.0,786,30.345,18.224,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,356753.0,24.044999999999998,47.328,,,,,,,,,,23.0,Erick Ferigra,False,Santa Clara,Pacos de Ferreira,-0.00109158
2461104275.0,6.0,0.0,6.0,786,22.995,47.328,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,322859.0,32.34,62.288000000000004,,,,,,,,,,32.0,Flávio Ramos,False,Santa Clara,Pacos de Ferreira,-0.0002364500000000009
2461104347.0,7.0,0.0,9.0,786,32.34,62.288000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'Length', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,23621.0,57.225,59.636,,,,,,,,,,5.0,Antunes,True,Santa Clara,Pacos de Ferreira,0.004959369999999999
2461104545.0,8.0,0.0,11.0,786,57.54,60.384,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Chipped', 'Angle', 'PassEndX', 'Zone', 'PassEndY', 'Length']","[91, 120, 29, 124, 36, 37, 216, 218]",True,70735.0,62.685,61.81200000000001,,,,,,,,,,10.0,Nicolás Gaitán,False,Santa Clara,Pacos de Ferreira,
2461104419.0,3.0,0.0,13.0,251,39.480000000000004,4.0120000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,422199.0,,,,,,,,,,,,,,,Santa Clara,Pacos de Ferreira,
2461104825.0,10.0,0.0,23.0,786,69.825,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'ThrowIn', 'Length', 'PassEndX']","[91, 212, 36, 38, 217]",True,23621.0,77.7,56.71200000000001,,,,,,,,,,5.0,Antunes,True,Santa Clara,Pacos de Ferreira,0.0065646099999999985
,,0.0,23.0,786,77.7,56.71200000000001,,,Carry,,,,,427566.0,75.705,56.848,,,,,,,,,,17.0,Adrián Butzke,False,Santa Clara,Pacos de Ferreira,0.0
2461104867.0,11.0,0.0,24.0,786,75.705,56.848,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'LayOff', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 35, 38, 216, 218]",True,427566.0,61.32,52.7,,,,,,,,,,17.0,Adrián Butzke,False,Santa Clara,Pacos de Ferreira,-0.005311739999999999
,,0.0,24.0,786,61.32,52.7,,,Carry,,,,,401257.0,55.755,43.384,,,,,,,,,,8.0,Abbas Ibrahim,False,Santa Clara,Pacos de Ferreira,-0.0018475100000000001
2461105229.0,12.0,0.0,29.0,786,55.755,43.384,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'Zone', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,401257.0,36.855000000000004,32.096000000000004,,,,,,,,,,8.0,Abbas Ibrahim,False,Santa Clara,Pacos de Ferreira,-0.004229499999999999
