id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2458757055.0,2.0,0.0,786,,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Pacos de Ferreira,Casa Pia,
2458757065.0,2.0,0.0,9509,,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Pacos de Ferreira,Casa Pia,
2458847117.0,739.0,0.0,9509,,0.0,0.0,10.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Pacos de Ferreira,Casa Pia,
2458847179.0,859.0,0.0,786,,0.0,0.0,10.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Pacos de Ferreira,Casa Pia,
2458729117.0,1.0,0.0,786,,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'PlayerPosition', 'JerseyNumber', 'TeamFormation', 'InvolvedPlayers', 'TeamPlayerFormation']",[],False,0.0,,,,,,,,,,,,,,,Pacos de Ferreira,Casa Pia,
2458730009.0,1.0,0.0,9509,,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'TeamPlayerFormation', 'CaptainPlayerId', 'InvolvedPlayers', 'JerseyNumber', 'PlayerPosition']",[],False,0.0,,,,,,,,,,,,,,,Pacos de Ferreira,Casa Pia,
2458757069.0,3.0,0.0,9509,135347.0,52.815,33.932,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'StandingSave', 'PassEndY', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,0.0,26.145,44.404,,,,,,,,,,,,False,Pacos de Ferreira,Casa Pia,-0.006882239999999998
2458757101.0,4.0,0.0,9509,120734.0,24.675,39.78,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'PassEndY', 'StandingSave', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,2.0,27.195,55.556000000000004,,,,,,,,,,,,False,Pacos de Ferreira,Casa Pia,0.0004294100000000016
2458757115.0,5.0,0.0,9509,136355.0,29.505000000000003,55.42,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'StandingSave', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,4.0,36.855000000000004,65.212,,,,,,,,,,,,False,Pacos de Ferreira,Casa Pia,0.0006677699999999998
2458757169.0,6.0,0.0,9509,444766.0,36.855000000000004,65.212,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'Zone', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,6.0,23.730000000000004,58.208,,,,,,,,,,,,False,Pacos de Ferreira,Casa Pia,-0.0018388500000000012
2458757217.0,7.0,0.0,9509,136355.0,24.150000000000002,50.864000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'Zone', 'StandingSave', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,10.0,22.365000000000002,33.728,,,,,,,,,,,,False,Pacos de Ferreira,Casa Pia,0.00015244999999999842
2458757293.0,8.0,0.0,9509,120734.0,24.78,23.596000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsidePass,Successful,"['StandingSave', 'PassEndY', 'PassEndX', 'PlayerCaughtOffside', 'Zone', 'Longball']","[91, 217]",True,15.0,73.92000000000002,9.996,,,,,,,,,,,,,Pacos de Ferreira,Casa Pia,
2458757319.0,3.0,0.0,786,23621.0,44.83500000000001,49.64,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideProvoked,Successful,[],[62],False,15.0,,,,,,,,,,,,5.0,Antunes,,Pacos de Ferreira,Casa Pia,
2458757673.0,4.0,0.0,786,23621.0,33.6,50.728,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'IndirectFreekickTaken', 'Angle', 'FreekickTaken', 'Length', 'Longball', 'PassEndX', 'PassEndY']","[91, 117, 127, 132, 35, 38, 215, 218]",True,36.0,28.56,5.78,,,,,,,,,,5.0,Antunes,False,Pacos de Ferreira,Casa Pia,-0.0013280300000000009
,,0.0,786,110341.0,28.56,5.78,,,Carry,,,,,36.0,32.865,5.372000000000001,,,,,,,,,,15.0,Juan Delgado,False,Pacos de Ferreira,Casa Pia,0.0
2458758157.0,10.0,0.0,786,110341.0,32.865,5.372000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'PassEndY', 'Length', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,37.0,23.94,14.484000000000002,,,,,,,,,,15.0,Juan Delgado,False,Pacos de Ferreira,Casa Pia,-0.0003527700000000005
,,0.0,786,423078.0,23.94,14.484000000000002,,,Carry,,,,,37.0,19.635,14.892,,,,,,,,,,3.0,Nuno Lima,False,Pacos de Ferreira,Casa Pia,0.0
