id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,isGoal,cardType,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2533700473.0,2.0,0.0,0.0,264,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Pacos de Ferreira,
2533700415.0,2.0,0.0,0.0,786,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Pacos de Ferreira,
2533876287.0,875.0,0.0,0.0,786,0.0,0.0,10.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Pacos de Ferreira,
2533876539.0,735.0,0.0,0.0,264,0.0,0.0,10.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Pacos de Ferreira,
2533619193.0,1.0,0.0,0.0,264,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'TeamPlayerFormation', 'InvolvedPlayers', 'JerseyNumber', 'PlayerPosition', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Maritimo,Pacos de Ferreira,
2533620763.0,1.0,0.0,0.0,786,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'CaptainPlayerId', 'JerseyNumber', 'InvolvedPlayers', 'TeamFormation', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Maritimo,Pacos de Ferreira,
2533700529.0,3.0,0.0,0.0,786,52.605000000000004,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'Length', 'PassEndY', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,407139.0,34.125,25.636000000000003,,,,,,,,,,,,False,Maritimo,Pacos de Ferreira,-0.005790659999999998
2533700667.0,4.0,0.0,2.0,786,34.02,25.772000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Chipped', 'Length', 'PassEndX', 'Zone', 'Longball', 'PassEndY', 'StandingSave', 'Angle']","[91, 119, 117, 124, 127, 205, 36, 37, 217, 218]",True,356753.0,71.19,57.46,,,,,,,,,,,,True,Maritimo,Pacos de Ferreira,0.012691449999999998
2533700731.0,5.0,0.0,5.0,786,70.875,57.664,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['HeadPass', 'Length', 'PassEndX', 'PassEndY', 'Zone', 'Angle']","[91, 119, 117, 30, 139, 205, 36, 38, 217, 218]",True,413728.0,78.22500000000001,52.7,,,,,,,,,,,,False,Maritimo,Pacos de Ferreira,0.0
2533700741.0,6.0,0.0,7.0,786,78.12,52.768,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'OtherBodyPart', 'StandingSave']","[91, 69]",True,444941.0,,,,,,,,,,,,,,,Maritimo,Pacos de Ferreira,
2533700791.0,3.0,0.0,8.0,264,32.13,12.852,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,137128.0,,,,,,,,,,,,21.0,João Afonso,,Maritimo,Pacos de Ferreira,
,,0.0,8.0,264,32.13,12.852,,,Carry,,,,,137128.0,31.080000000000002,14.212,,,,,,,,,,21.0,João Afonso,False,Maritimo,Pacos de Ferreira,0.0
2533700805.0,4.0,0.0,9.0,264,31.080000000000002,14.212,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'StandingSave', 'PassEndX', 'Chipped', 'PassEndY', 'Angle']","[91, 118, 120, 29, 124, 36, 37, 216, 218]",True,137128.0,50.505,19.244000000000003,,,,,,,,,,21.0,João Afonso,False,Maritimo,Pacos de Ferreira,
2533700861.0,7.0,0.0,11.0,786,44.730000000000004,52.904,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'PassEndX', 'PassEndY', 'Zone', 'Angle', 'Length']","[91, 120, 29, 139, 36, 38, 216, 218]",True,380682.0,63.839999999999996,33.11600000000001,,,,,,,,,,,,True,Maritimo,Pacos de Ferreira,
2533701091.0,5.0,0.0,14.0,264,46.515,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Zone', 'Length', 'Angle', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,412831.0,61.53,21.896000000000004,,,,,,,,,,17.0,Félix Correia,False,Maritimo,Pacos de Ferreira,0.0020099799999999998
2533701211.0,7.0,0.0,17.0,264,72.66000000000001,27.064,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,361988.0,,,,,,,,,,,,29.0,Brayan Riascos,,Maritimo,Pacos de Ferreira,
