id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,isGoal,cardType,isOwnGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2512268257.0,6.0,0.0,10.0,264,49.14,37.536,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'StandingSave', 'Length', 'Zone', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,436558.0,44.31,21.556,,,,,,,,,,,8.0,Val,False,Maritimo,Santa Clara,-0.00215424
,,0.0,10.0,264,44.31,21.556,,,Carry,,,,,137058.0,45.57,19.040000000000003,,,,,,,,,,,5.0,Zainadine Júnior,False,Maritimo,Santa Clara,-0.00159954
2512268291.0,7.0,0.0,12.0,264,45.57,19.040000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'PassEndY', 'Length', 'PassEndX']","[91, 119, 117, 30, 36, 38, 216, 218]",True,137058.0,56.7,4.216,,,,,,,,,,,5.0,Zainadine Júnior,False,Maritimo,Santa Clara,0.0004446799999999994
2512268325.0,8.0,0.0,14.0,264,57.015,3.604,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Angle', 'Chipped', 'PassEndX', 'StandingSave', 'PassEndY', 'Length']","[91, 120, 29, 124, 36, 37, 217, 218]",True,101952.0,84.21000000000001,7.004000000000001,,,,,,,,,,,2.0,Claudio Winck,True,Maritimo,Santa Clara,
2512268367.0,3.0,0.0,16.0,251,19.215,60.928,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Head', 'Zone']","[91, 101, 56]",True,369884.0,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2512268375.0,4.0,0.0,18.0,251,20.580000000000002,60.248,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[197, 200]",False,369884.0,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2512311217.0,564.0,0.0,18.0,264,84.42000000000002,7.752000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[198, 199]",False,425093.0,,,,,,,,,,,,,57.0,Geny Catamo,,Maritimo,Santa Clara,
2512268419.0,6.0,0.0,18.0,251,21.419999999999998,57.324000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,455563.0,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2512268415.0,5.0,0.0,18.0,251,18.900000000000002,60.11200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'HeadPass', 'Angle', 'PassEndY', 'PassEndX', 'Zone']","[91, 117, 30, 139, 36, 38, 215, 218]",True,369884.0,20.37,56.916000000000004,,,,,,,,,,,,,False,Maritimo,Santa Clara,0.00033735000000000015
2512268427.0,7.0,0.0,19.0,251,21.419999999999998,57.324000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'StandingSave', 'PassEndX', 'PassEndY', 'Angle']","[91, 118, 120, 29, 36, 37, 215, 218]",True,455563.0,30.135,60.384,,,,,,,,,,,,,False,Maritimo,Santa Clara,
2512268407.0,9.0,0.0,20.0,264,68.775,9.452000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,101952.0,,,,,,,,,,,,,2.0,Claudio Winck,,Maritimo,Santa Clara,
2512268417.0,10.0,0.0,20.0,264,68.775,9.452000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'Length', 'Zone', 'StandingSave', 'PassEndX']","[91, 120, 29, 36, 37, 217, 218]",True,101952.0,76.65,13.328000000000001,,,,,,,,,,,2.0,Claudio Winck,False,Maritimo,Santa Clara,
2512268487.0,8.0,0.0,21.0,251,23.205000000000002,52.564,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'Longball', 'Length', 'PassEndX', 'PassEndY']","[91, 117, 127, 36, 38, 216, 218]",True,455563.0,40.53,47.124,,,,,,,,,,,,,False,Maritimo,Santa Clara,0.0032679200000000005
2512268499.0,9.0,0.0,24.0,251,41.79,46.172000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[197, 200]",False,431984.0,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2512268469.0,11.0,0.0,24.0,264,63.21000000000001,21.828000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[198, 199]",False,436558.0,,,,,,,,,,,,,8.0,Val,,Maritimo,Santa Clara,
2512268633.0,10.0,0.0,24.0,251,43.575,45.628,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'HeadPass', 'Length', 'PassEndY']","[91, 117, 30, 139, 35, 38, 216, 218]",True,431984.0,41.580000000000005,42.636,,,,,,,,,,,,,False,Maritimo,Santa Clara,0.0
2512268641.0,11.0,0.0,28.0,251,46.830000000000005,42.024,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'Offensive', 'IndirectFreekickTaken', 'OppositeRelatedEvent']","[91, 63]",True,449875.0,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2512268597.0,12.0,0.0,28.0,264,58.17,25.976000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'Defensive', 'IndirectFreekickTaken']",[64],False,123359.0,,,,,,,,,,,,,10.0,Stefano Beltrame,,Maritimo,Santa Clara,
2512268881.0,12.0,0.0,46.0,251,57.54,39.1,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'IndirectFreekickTaken', 'FreekickTaken', 'PassEndY', 'PassEndX', 'Angle', 'Zone']","[91, 117, 30, 132, 35, 38, 216, 218]",True,378828.0,42.21000000000001,20.604000000000003,,,,,,,,,,,,,False,Maritimo,Santa Clara,-0.004203539999999999
2512268909.0,13.0,0.0,50.0,251,41.895,21.148000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'Zone', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,422199.0,37.695,43.248000000000005,,,,,,,,,,,,,False,Maritimo,Santa Clara,0.0
2512268979.0,14.0,0.0,54.0,251,46.830000000000005,47.328,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Angle', 'Zone', 'PassEndX', 'Length']","[91, 119, 117, 30, 36, 38, 216, 218]",True,455563.0,62.580000000000005,40.392,,,,,,,,,,,,,True,Maritimo,Santa Clara,0.005679420000000001
2512268985.0,15.0,0.0,55.0,251,62.580000000000005,40.392,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,378828.0,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2512268989.0,13.0,0.0,56.0,264,39.06,27.200000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,436558.0,,,,,,,,,,,,,8.0,Val,,Maritimo,Santa Clara,
2512269011.0,14.0,0.0,56.0,264,38.115,29.308000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'StandingSave', 'PassEndY', 'Angle', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,436558.0,38.85,28.492,,,,,,,,,,,8.0,Val,False,Maritimo,Santa Clara,0.0
,,0.0,56.0,264,38.85,28.492,,,Carry,,,,,123359.0,39.58500000000001,25.636000000000003,,,,,,,,,,,10.0,Stefano Beltrame,False,Maritimo,Santa Clara,6.527999999999916e-05
,,0.0,56.0,264,39.06,27.200000000000003,,,Carry,,,,,436558.0,38.115,29.308000000000003,,,,,,,,,,,8.0,Val,False,Maritimo,Santa Clara,0.0
2512269043.0,15.0,0.0,57.0,264,39.58500000000001,25.636000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'StandingSave', 'PassEndY', 'Angle', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,123359.0,45.464999999999996,20.876,,,,,,,,,,,10.0,Stefano Beltrame,False,Maritimo,Santa Clara,6.527999999999916e-05
,,0.0,57.0,264,45.464999999999996,20.876,,,Carry,,,,,425093.0,51.03,21.216,,,,,,,,,,,57.0,Geny Catamo,False,Maritimo,Santa Clara,0.0
2512269079.0,16.0,0.0,59.0,264,51.03,21.216,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'StandingSave', 'Zone', 'PassEndY', 'Longball', 'PassEndX']","[91, 120, 128, 36, 38, 217, 218]",True,425093.0,83.58,12.648000000000001,,,,,,,,,,,57.0,Geny Catamo,True,Maritimo,Santa Clara,
2512269085.0,16.0,1.0,3.0,251,22.995,55.828,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,455563.0,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2512269153.0,17.0,1.0,5.0,251,17.85,62.15200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,455563.0,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2512269339.0,18.0,1.0,12.0,264,76.65,0.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'ThrowIn', 'Length', 'Zone', 'PassEndY']","[91, 212, 35, 37, 216]",True,101952.0,62.05500000000001,5.44,,,,,,,,,,,2.0,Claudio Winck,False,Maritimo,Santa Clara,-0.006485330000000001
,,1.0,12.0,264,62.05500000000001,5.44,,,Carry,,,,,137058.0,60.58500000000001,6.0520000000000005,,,,,,,,,,,5.0,Zainadine Júnior,False,Maritimo,Santa Clara,-0.0027146399999999973
2512269385.0,19.0,1.0,14.0,264,60.58500000000001,6.0520000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'StandingSave', 'PassEndX', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,137058.0,45.36000000000001,22.372,,,,,,,,,,,5.0,Zainadine Júnior,False,Maritimo,Santa Clara,-0.0020442199999999994
2512269447.0,20.0,1.0,16.0,264,45.36000000000001,22.304,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndX', 'Angle', 'PassEndY', 'StandingSave']","[91, 117, 30, 36, 37, 216, 218]",True,300848.0,48.405,52.97200000000001,,,,,,,,,,,15.0,Renê,False,Maritimo,Santa Clara,-0.0004458799999999992
,,1.0,16.0,264,48.405,52.97200000000001,,,Carry,,,,,436558.0,48.510000000000005,55.080000000000005,,,,,,,,,,,8.0,Val,False,Maritimo,Santa Clara,0.0
2512269517.0,21.0,1.0,19.0,264,48.510000000000005,55.080000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'PassEndX', 'StandingSave', 'Length']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,436558.0,73.815,65.212,,,,,,,,,,,8.0,Val,True,Maritimo,Santa Clara,0.0073758899999999995
2512269527.0,22.0,1.0,21.0,264,73.71000000000001,65.48400000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'StandingSave', 'Length', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,329366.0,73.92000000000002,62.016000000000005,,,,,,,,,,,94.0,Vitor Costa,False,Maritimo,Santa Clara,0.0
,,1.0,21.0,264,73.92000000000002,62.016000000000005,,,Carry,,,,,361831.0,69.19500000000001,62.424,,,,,,,,,,,7.0,André Vidigal,False,Maritimo,Santa Clara,-0.0037706900000000036
2512269535.0,23.0,1.0,22.0,264,69.19500000000001,62.424,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[91, 70]",True,361831.0,,,,,,,,,,,,,7.0,André Vidigal,,Maritimo,Santa Clara,
2512269599.0,19.0,1.0,23.0,251,35.805,5.576,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Zone', 'Defensive', 'OppositeRelatedEvent', 'StandingSave']","[91, 143]",True,469662.0,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2512269869.0,25.0,1.0,44.0,264,67.2,68.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'PassEndX', 'Angle', 'ThrowIn']","[91, 212, 35, 38, 216]",True,329366.0,54.705000000000005,58.75200000000001,,,,,,,,,,,94.0,Vitor Costa,False,Maritimo,Santa Clara,-0.0013324699999999953
2512269895.0,26.0,1.0,44.0,264,53.760000000000005,56.508,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'StandingSave', 'Longball', 'Zone', 'PassEndY', 'Angle']","[91, 117, 127, 35, 38, 216, 218]",True,436558.0,47.565,18.700000000000003,,,,,,,,,,,8.0,Val,False,Maritimo,Santa Clara,-0.0018268500000000014
,,1.0,44.0,264,54.705000000000005,58.75200000000001,,,Carry,,,,,436558.0,53.760000000000005,56.508,,,,,,,,,,,8.0,Val,False,Maritimo,Santa Clara,-0.0022727300000000006
,,1.0,44.0,264,47.565,18.700000000000003,,,Carry,,,,,137058.0,54.6,13.192,,,,,,,,,,,5.0,Zainadine Júnior,False,Maritimo,Santa Clara,0.0018268500000000014
2512269917.0,27.0,1.0,54.0,264,54.6,13.192,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'StandingSave', 'Angle', 'Offensive', 'PassEndY', 'Length', 'PassEndX']","[91, 120, 29, 36, 38, 216, 218]",True,137058.0,58.38,12.376000000000001,,,,,,,,,,,5.0,Zainadine Júnior,False,Maritimo,Santa Clara,
2512269931.0,21.0,1.0,54.0,251,46.62,64.19200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['OppositeRelatedEvent', 'Defensive', 'StandingSave', 'Zone']","[91, 60]",True,449875.0,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2512269957.0,22.0,1.0,56.0,251,41.685,63.51200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'StandingSave', 'PassEndY', 'Angle', 'Length', 'Zone']","[91, 118, 120, 29, 36, 38, 216, 218]",True,422200.0,48.93000000000001,62.764,,,,,,,,,,,,,False,Maritimo,Santa Clara,
2512269981.0,28.0,1.0,57.0,264,59.010000000000005,2.176,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['OppositeRelatedEvent', 'PassEndX', 'StandingSave', 'Offensive', 'PassEndY', 'Angle', 'Zone', 'Length']","[91, 120, 29, 36, 37, 216, 218]",True,137058.0,61.95,2.3120000000000003,,,,,,,,,,,5.0,Zainadine Júnior,False,Maritimo,Santa Clara,
2512269999.0,23.0,1.0,57.0,251,46.830000000000005,63.444,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['StandingSave', 'OppositeRelatedEvent', 'Zone', 'Defensive']","[91, 60]",True,449875.0,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2512270063.0,30.0,2.0,1.0,264,67.30499999999999,0.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'ThrowIn', 'PassEndY', 'PassEndX', 'Length']","[91, 212, 35, 37, 216]",True,101952.0,53.445,6.664000000000001,,,,,,,,,,,2.0,Claudio Winck,False,Maritimo,Santa Clara,-0.0049671599999999965
,,2.0,1.0,264,53.445,6.664000000000001,,,Carry,,,,,137058.0,51.55500000000001,8.024000000000001,,,,,,,,,,,5.0,Zainadine Júnior,False,Maritimo,Santa Clara,-0.002252519999999999
2512270099.0,31.0,2.0,4.0,264,51.55500000000001,8.024000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'StandingSave', 'Zone', 'Length']","[91, 117, 30, 35, 37, 216, 218]",True,137058.0,41.475,26.180000000000003,,,,,,,,,,,5.0,Zainadine Júnior,False,Maritimo,Santa Clara,0.00014302000000000065
,,2.0,4.0,264,41.475,26.180000000000003,,,Carry,,,,,300848.0,44.415,25.840000000000003,,,,,,,,,,,15.0,Renê,False,Maritimo,Santa Clara,6.527999999999916e-05
2512270171.0,32.0,2.0,7.0,264,44.415,25.840000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'StandingSave', 'PassEndX', 'PassEndY', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,300848.0,46.830000000000005,53.85600000000001,,,,,,,,,,,15.0,Renê,False,Maritimo,Santa Clara,-0.0010005799999999992
,,2.0,7.0,264,46.830000000000005,53.85600000000001,,,Carry,,,,,436558.0,60.165,60.18000000000001,,,,,,,,,,,8.0,Val,True,Maritimo,Santa Clara,0.0008905599999999986
2512270177.0,33.0,2.0,11.0,264,60.165,60.18000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Length', 'Angle', 'Zone', 'OppositeRelatedEvent', 'PassEndY', 'StandingSave', 'Offensive']","[91, 120, 29, 36, 37, 216, 218]",True,436558.0,62.79,60.588,,,,,,,,,,,8.0,Val,False,Maritimo,Santa Clara,
2512270195.0,25.0,2.0,11.0,251,45.78,5.644000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[91, 60]",True,431984.0,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2512270271.0,35.0,2.0,17.0,264,58.275000000000006,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'ThrowIn', 'PassEndY', 'PassEndX', 'Zone', 'Longball', 'Length']","[91, 212, 35, 38, 216]",True,329366.0,42.315,53.992000000000004,,,,,,,,,,,94.0,Vitor Costa,False,Maritimo,Santa Clara,-0.002588769999999999
,,2.0,17.0,264,42.315,53.992000000000004,,,Carry,,,,,300848.0,44.1,51.544000000000004,,,,,,,,,,,15.0,Renê,False,Maritimo,Santa Clara,0.0
2512270313.0,36.0,2.0,20.0,264,44.1,51.544000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'PassEndY', 'Zone', 'Angle', 'Longball']","[91, 117, 127, 36, 38, 216, 218]",True,300848.0,45.464999999999996,17.204,,,,,,,,,,,15.0,Renê,False,Maritimo,Santa Clara,-0.0016982100000000003
,,2.0,20.0,264,45.464999999999996,17.204,,,Carry,,,,,137058.0,46.62,12.308000000000002,,,,,,,,,,,5.0,Zainadine Júnior,False,Maritimo,Santa Clara,-0.0004458799999999992
2512270345.0,37.0,2.0,24.0,264,46.62,12.308000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'Length', 'StandingSave', 'PassEndX']","[91, 119, 117, 30, 36, 38, 216, 218]",True,137058.0,60.165,3.3320000000000003,,,,,,,,,,,5.0,Zainadine Júnior,False,Maritimo,Santa Clara,0.0008905599999999986
2512270377.0,38.0,2.0,26.0,264,60.480000000000004,3.128,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Length', 'Zone', 'PassEndY', 'Angle']","[91, 119, 117, 30, 36, 37, 216, 218]",True,101952.0,66.57000000000001,7.412000000000001,,,,,,,,,,,2.0,Claudio Winck,False,Maritimo,Santa Clara,0.0027146399999999973
,,2.0,26.0,264,66.57000000000001,7.412000000000001,,,Carry,,,,,425093.0,68.14500000000001,8.908000000000001,,,,,,,,,,,57.0,Geny Catamo,False,Maritimo,Santa Clara,0.0
2512270383.0,27.0,2.0,27.0,251,38.64,61.608000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Defensive']",[55],False,422200.0,,,,,,,,,,,,,,,,Maritimo,Santa Clara,
2512270403.0,39.0,2.0,27.0,264,66.36,6.392,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Zone', 'StandingSave', 'Offensive', 'OppositeRelatedEvent']","[91, 54]",True,425093.0,,,,,,,,,,,,,57.0,Geny Catamo,,Maritimo,Santa Clara,
2512270427.0,40.0,2.0,30.0,264,68.14500000000001,8.908000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndX', 'Length', 'PassEndY', 'Zone']","[91, 119, 117, 30, 35, 37, 216, 218]",True,425093.0,64.78500000000001,12.784,,,,,,,,,,,57.0,Geny Catamo,False,Maritimo,Santa Clara,0.0
,,2.0,30.0,264,64.78500000000001,12.784,,,Carry,,,,,123359.0,65.52,19.312,,,,,,,,,,,10.0,Stefano Beltrame,False,Maritimo,Santa Clara,0.0006478500000000019
2512270445.0,41.0,2.0,34.0,264,65.52,19.312,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Angle', 'Zone', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,123359.0,72.97500000000001,36.312000000000005,,,,,,,,,,,10.0,Stefano Beltrame,True,Maritimo,Santa Clara,0.004500169999999998
2512270467.0,42.0,2.0,34.0,264,72.97500000000001,38.556000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndY', 'Length', 'Angle', 'PassEndX']","[91, 119, 117, 30, 35, 37, 216, 218]",True,361831.0,60.27,39.916000000000004,,,,,,,,,,,7.0,André Vidigal,False,Maritimo,Santa Clara,-0.006956210000000001
,,2.0,34.0,264,72.97500000000001,36.312000000000005,,,Carry,,,,,361831.0,72.97500000000001,38.556000000000004,,,,,,,,,,,7.0,André Vidigal,False,Maritimo,Santa Clara,0.0
,,2.0,34.0,264,60.27,39.916000000000004,,,Carry,,,,,436558.0,58.48500000000001,40.596000000000004,,,,,,,,,,,8.0,Val,False,Maritimo,Santa Clara,0.0
2512270505.0,43.0,2.0,36.0,264,58.48500000000001,40.596000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'StandingSave', 'Length', 'Zone', 'Longball', 'PassEndX']","[91, 119, 117, 127, 205, 36, 37, 217, 218]",True,436558.0,82.215,65.48400000000001,,,,,,,,,,,8.0,Val,False,Maritimo,Santa Clara,0.010667840000000001
2512270537.0,44.0,2.0,40.0,264,83.47500000000001,65.28,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Cross', 'PassEndY', 'StandingSave', 'Longball', 'Zone', 'Length', 'PassEndX', 'LeftFoot', 'Chipped']","[91, 138, 124, 126, 36, 38, 217, 218]",True,329366.0,88.72500000000001,28.628000000000004,,,,,,,,,,,94.0,Vitor Costa,True,Maritimo,Santa Clara,
2512270599.0,28.0,2.0,42.0,251,16.38,39.57600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndX', 'Angle', 'Length', 'Zone', 'PassEndY']","[91, 94, 95, 216]",True,422200.0,35.7,49.57200000000001,,,,,,,,,,,,,,Maritimo,Santa Clara,
