id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,cardType,relatedEventId,relatedPlayerId,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2476340699.0,2.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Vizela,Santa Clara,
2476340713.0,2.0,0.0,0.0,2899,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Vizela,Santa Clara,
2476467717.0,825.0,0.0,0.0,251,0.0,0.0,14.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Vizela,Santa Clara,
2476467721.0,678.0,0.0,0.0,2899,0.0,0.0,14.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Vizela,Santa Clara,
2476278367.0,1.0,0.0,0.0,2899,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'TeamFormation', 'JerseyNumber', 'InvolvedPlayers', 'TeamPlayerFormation', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,Vizela,Santa Clara,
2476281797.0,1.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'TeamFormation', 'JerseyNumber', 'CaptainPlayerId', 'InvolvedPlayers', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Vizela,Santa Clara,
2476340735.0,3.0,0.0,0.0,2899,52.605000000000004,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'StandingSave', 'PassEndX', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,322742.0,35.595,33.79600000000001,,,,,,,,,,20.0,Samu,False,Vizela,Santa Clara,-0.005571519999999998
,,0.0,0.0,2899,35.595,33.79600000000001,,,Carry,,,,,361919.0,35.910000000000004,27.744,,,,,,,,,,23.0,Osama Rashid,False,Vizela,Santa Clara,-0.0013027000000000004
2476340805.0,4.0,0.0,2.0,2899,35.910000000000004,27.744,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'StandingSave', 'Chipped', 'PassEndX', 'Length', 'PassEndY', 'Longball', 'Zone']","[91, 120, 124, 128, 36, 37, 217, 218]",True,361919.0,96.915,30.056000000000004,,,,,,,,,,23.0,Osama Rashid,True,Vizela,Santa Clara,
2476340847.0,3.0,0.0,6.0,251,11.13,40.392,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,['StandingSave'],[93],False,337629.0,,,,,,,,,,,,,,,Vizela,Santa Clara,
