id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2547884511.0,2.0,0.0,0.0,2899,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Vizela,Famalicao,
2547884497.0,2.0,0.0,0.0,935,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Vizela,Famalicao,
2548025107.0,839.0,0.0,0.0,2899,0.0,0.0,11.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Vizela,Famalicao,
2548025119.0,808.0,0.0,0.0,935,0.0,0.0,11.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Vizela,Famalicao,
2547814583.0,1.0,0.0,0.0,2899,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'CaptainPlayerId', 'TeamFormation', 'InvolvedPlayers', 'PlayerPosition', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,Vizela,Famalicao,
2547816715.0,1.0,0.0,0.0,935,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'PlayerPosition', 'JerseyNumber', 'InvolvedPlayers', 'CaptainPlayerId', 'TeamFormation']",[],False,,,,,,,,,,,,,,,Vizela,Famalicao,
2547884603.0,3.0,0.0,0.0,935,52.71000000000001,33.79600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,142819.0,49.875,32.300000000000004,,,,,,,,,,,False,Vizela,Famalicao,-0.0020492999999999987
2547884637.0,4.0,0.0,2.0,935,49.035000000000004,37.536,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'StandingSave', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 35, 37, 216, 218]",True,119622.0,39.480000000000004,56.03200000000001,,,,,,,,,,,False,Vizela,Famalicao,-0.0026987899999999995
2547884677.0,5.0,0.0,4.0,935,39.375,56.03200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'StandingSave', 'Length', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,401060.0,33.81,44.47200000000001,,,,,,,,,,,False,Vizela,Famalicao,-0.0010425699999999996
2547884733.0,6.0,0.0,6.0,935,31.395,42.432,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'Length', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,402207.0,29.925,23.596000000000004,,,,,,,,,,,False,Vizela,Famalicao,-0.0002191399999999996
2547884755.0,7.0,0.0,10.0,935,30.03,22.576000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'PassEndX', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,380619.0,26.985,41.548,,,,,,,,,,,False,Vizela,Famalicao,-0.0009391300000000016
2547884887.0,8.0,0.0,13.0,935,28.14,39.57600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndY', 'Length', 'Angle', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,402207.0,29.294999999999998,19.720000000000002,,,,,,,,,,,False,Vizela,Famalicao,-0.0002191399999999996
2547884975.0,9.0,0.0,18.0,935,35.385000000000005,12.784,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Longball', 'Length', 'Angle', 'Zone', 'StandingSave']","[91, 119, 117, 127, 205, 36, 37, 217, 218]",True,380619.0,74.76,24.14,,,,,,,,,,,True,Vizela,Famalicao,0.011975210000000002
2547884979.0,10.0,0.0,19.0,935,74.865,23.596000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,142819.0,,,,,,,,,,,,,,Vizela,Famalicao,
2547885069.0,3.0,0.0,34.0,2899,12.285,39.508,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,['StandingSave'],[93],False,326410.0,,,,,,,,,,,97.0,Fabijan Buntic,,Vizela,Famalicao,
2547885437.0,4.0,0.0,35.0,2899,8.715000000000002,37.536,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'StandingSave', 'KeeperThrow', 'PassEndX', 'Zone']","[91, 36, 38, 215, 218]",True,326410.0,15.75,21.012,,,,,,,,,97.0,Fabijan Buntic,False,Vizela,Famalicao,-0.0010497700000000002
,,0.0,35.0,2899,15.75,21.012,,,Carry,,,,,416912.0,28.875,14.620000000000001,,,,,,,,,5.0,Anderson,True,Vizela,Famalicao,0.0008174499999999991
2547885497.0,5.0,0.0,39.0,2899,28.875,14.620000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'PassEndX', 'StandingSave', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,416912.0,40.845,4.760000000000001,,,,,,,,,5.0,Anderson,False,Vizela,Famalicao,0.0006677700000000016
,,0.0,39.0,2899,40.845,4.760000000000001,,,Carry,,,,,416045.0,73.5,4.692,,,,,,,,,82.0,Tomás Silva,True,Vizela,Famalicao,0.00995862
2547885565.0,6.0,0.0,45.0,2899,73.5,4.692,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['OppositeRelatedEvent', 'StandingSave', 'Zone', 'Offensive']","[91, 53]",True,416045.0,,,,,,,,,,,82.0,Tomás Silva,,Vizela,Famalicao,
2547885639.0,11.0,0.0,46.0,935,31.5,63.308,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive', 'StandingSave']","[91, 143]",True,401060.0,,,,,,,,,,,,,,Vizela,Famalicao,
2547885659.0,12.0,0.0,47.0,935,25.62,55.828,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'StandingSave', 'PassEndX', 'Angle', 'Length', 'Zone']","[91, 118, 120, 29, 36, 38, 216, 218]",True,402207.0,36.435,51.544000000000004,,,,,,,,,,,False,Vizela,Famalicao,
2547885735.0,7.0,0.0,50.0,2899,64.68,14.620000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndX', 'Zone', 'Length', 'PassEndY']","[91, 119, 117, 30, 35, 37, 216, 218]",True,422955.0,59.325,24.548000000000002,,,,,,,,,34.0,Pedro Ortiz,False,Vizela,Famalicao,-0.0018475100000000001
,,0.0,50.0,2899,59.325,24.548000000000002,,,Carry,,,,,143050.0,57.75,29.240000000000002,,,,,,,,,8.0,Raphael Guzzo,False,Vizela,Famalicao,3.931999999999894e-05
2547885795.0,8.0,0.0,52.0,2899,57.75,29.240000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndY', 'Angle', 'Zone', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,143050.0,58.800000000000004,46.172000000000004,,,,,,,,,8.0,Raphael Guzzo,False,Vizela,Famalicao,-3.931999999999894e-05
,,0.0,52.0,2899,58.800000000000004,46.172000000000004,,,Carry,,,,,447246.0,61.32,51.068,,,,,,,,,16.0,Matheus Pereira,False,Vizela,Famalicao,0.0018475100000000001
2547885819.0,9.0,0.0,54.0,2899,61.32,51.068,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'PassEndY', 'Zone', 'StandingSave']","[91, 119, 117, 30, 36, 37, 216, 218]",True,447246.0,67.095,58.82000000000001,,,,,,,,,16.0,Matheus Pereira,False,Vizela,Famalicao,-0.0012528700000000031
2547885849.0,10.0,0.0,56.0,2899,66.99,58.82000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'LayOff', 'Angle', 'Length', 'PassEndX', 'StandingSave', 'Zone']","[91, 119, 117, 30, 35, 37, 216, 218]",True,421843.0,61.11000000000001,61.81200000000001,,,,,,,,,10.0,Kiko Bondoso,False,Vizela,Famalicao,-0.0012528700000000031
,,0.0,56.0,2899,61.11000000000001,61.81200000000001,,,Carry,,,,,447246.0,61.74,63.24,,,,,,,,,16.0,Matheus Pereira,False,Vizela,Famalicao,0.0
2547885907.0,11.0,0.0,59.0,2899,61.74,63.24,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'StandingSave', 'Angle', 'Length', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,447246.0,76.33500000000001,62.56,,,,,,,,,16.0,Matheus Pereira,True,Vizela,Famalicao,0.0037706900000000036
2547885939.0,12.0,1.0,2.0,2899,77.7,62.15200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'Angle', 'Zone', 'StandingSave', 'Length', 'Chipped', 'LeftFoot', 'Cross']","[91, 138, 124, 126, 36, 38, 217, 218]",True,322742.0,90.09,38.352000000000004,,,,,,,,,20.0,Samu,True,Vizela,Famalicao,
2547885969.0,13.0,1.0,4.0,935,13.65,35.36,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'StandingSave', 'PassEndY', 'Length', 'PassEndX', 'Angle']","[91, 94, 95, 215]",True,402207.0,20.475,19.108000000000004,,,,,,,,,,,,Vizela,Famalicao,
2547886011.0,14.0,1.0,5.0,935,26.669999999999998,18.904000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[91, 70]",True,330832.0,,,,,,,,,,,,,,Vizela,Famalicao,
2549376567.0,846.0,1.0,6.0,2899,78.33,49.096000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Zone', 'StandingSave', 'Offensive', 'OppositeRelatedEvent']","[91, 143]",True,421843.0,,,,,,,,,,,10.0,Kiko Bondoso,,Vizela,Famalicao,
2547886039.0,14.0,1.0,7.0,2899,71.925,47.328,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Zone', 'Angle', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,447246.0,72.24,39.984,,,,,,,,,16.0,Matheus Pereira,False,Vizela,Famalicao,-0.0002709100000000027
2547886091.0,15.0,1.0,8.0,2899,72.24,39.984,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Angle', 'PassEndY', 'Zone', 'Length']","[91, 119, 117, 30, 35, 37, 216, 218]",True,421851.0,65.73,46.104,,,,,,,,,79.0,Nuno Moreira,False,Vizela,Famalicao,-0.004500169999999998
2547886123.0,16.0,1.0,9.0,2899,65.73,46.104,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'PassEndX', 'StandingSave', 'Angle']","[91, 119, 117, 30, 35, 37, 216, 218]",True,422955.0,60.375,53.516000000000005,,,,,,,,,34.0,Pedro Ortiz,False,Vizela,Famalicao,-0.0032331900000000004
2547886179.0,17.0,1.0,12.0,2899,60.375,53.516000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'PassEndX', 'StandingSave', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,143050.0,46.410000000000004,43.112,,,,,,,,,8.0,Raphael Guzzo,False,Vizela,Famalicao,-0.0018268500000000014
2547886239.0,18.0,1.0,14.0,2899,46.410000000000004,43.112,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'StandingSave', 'PassEndX', 'Zone', 'Length']","[91, 117, 30, 36, 38, 216, 218]",True,362492.0,48.510000000000005,29.036000000000005,,,,,,,,,4.0,Ivanildo Fernandes,False,Vizela,Famalicao,0.0005547
